scene,role,roi,condition,arm,n_rows,n_source,n_output_eval,n_reference,source_MSE_mm2,source_MAE_mm,source_p95_mm,improved_fraction,harmed_fraction,unchanged_band_fraction,benefit_sum_mm2,harm_sum_mm2,accepted_fraction,moved_fraction,move_RMS_mm,lost_source_fraction,E_sym_mm,accuracy_mm,completeness_mm,precision_1mm,recall_1mm,fscore_1mm,p95_mm,status
40,adaptation,scan40_roi3,native,random_A_keep,55568,55207,31297,90575,0.37259380283534527,0.49800148615601686,1.1384523797820094,0.0346876301918235,0.14981795786766172,0.8154944119405148,508.0390030672884,9611.500936616683,0.27990930031672906,0.2778757558306939,1.3581635522614048,0.0002898183201405619,7.640301357852639,0.5500645045839824,14.730538211121296,0.9148161165606927,0.439470052442727,0.5937213211240648,1.2669420658057833,SCORED
40,adaptation,scan40_roi3,native,A_fit_reserved,55568,55207,28134,90575,0.22452842753511365,0.4252104782900139,0.6600180260750594,0.002010614595975148,0.0213016465303313,0.9766877388736935,21.250679251794544,950.4674386013012,,0.03325655053268068,0.5770344237701371,0.0,7.593233569411195,0.43442318476594266,14.752043954056449,0.9850358996232317,0.43832183273530223,0.6066819760306947,0.6517267018946789,SCORED
40,adaptation,scan40_roi3,minus1,identity,55568,55207,28028,90575,0.4694147771032977,0.6006630659826803,1.1083593785921417,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0009237958954480411,7.736958652114605,0.5953428164495853,14.878574487779625,0.875909804481233,0.3587082528291471,0.508976964561591,1.0925249316615517,SCORED
40,adaptation,scan40_roi3,minus1,A_all,55568,55207,27904,90575,0.8733605813237004,0.7231981473542419,2.0366107159244184,0.3759487021573351,0.45809408227217563,0.16595721557048926,10430.922122378855,32731.55813597463,1.0,0.9996400806219407,2.5956731809586175,0.00230043291611571,7.792461674048474,0.7444098276759586,14.84051352042099,0.7972692087155964,0.3699033949765388,0.5053452866889716,2.088566862598929,SCORED
40,adaptation,scan40_roi3,minus1,B_all,55568,55207,27656,90575,0.8671221556824632,0.703100354601345,2.0792436948611757,0.3715108591301828,0.42811599978263626,0.20037314108718096,9564.95737520632,31521.188624426315,1.0,0.9996400806219407,2.187656874062631,0.0025721375912474867,7.773985431535827,0.7277530806085695,14.820217782463086,0.8041293028637547,0.3733038918023737,0.509896611767412,2.144659090041356,SCORED
40,adaptation,scan40_roi3,minus1,post_A_keep,55568,55207,27827,90575,0.40907768141319467,0.5381360302922163,1.1130024223335622,0.20328943793359538,0.03888999583386165,0.757820566232543,4601.732658415652,1270.702616652132,0.2751403685574431,0.27512237258854016,0.7239457603279456,0.0009237958954480411,7.671159163523136,0.5464230763691402,14.795895250677132,0.8773493369748805,0.36885454043610266,0.5193601020791316,1.0989081267983642,SCORED
40,adaptation,scan40_roi3,minus1,post_AB_keep,55568,55207,27702,90575,0.4595313919976225,0.5654594252874154,1.1364866098227606,0.21202021482782982,0.09982429764341479,0.6881554875287554,4721.3433476913115,4175.711306162297,0.3701230924272963,0.37005110855168444,1.0256880989939876,0.0009419095404568261,7.6936703682251935,0.575533366370351,14.811807370080036,0.8657497653599018,0.3662489649461772,0.5147407179335065,1.127838575573394,SCORED
40,adaptation,scan40_roi3,minus1,random_A_keep,55568,55207,32734,90575,0.5828971856296429,0.6357079500332864,1.196133285574228,0.10293984458492582,0.12735703805676815,0.769703117358306,2899.3166046248375,9164.339932138773,0.2751403685574431,0.27503239274402536,1.3691925373440075,0.0013404097306500987,7.7189738084031605,0.6633304627392617,14.774617154067059,0.8374473024989307,0.39256969362406846,0.534555915901235,1.259207922793799,SCORED
40,adaptation,scan40_roi3,minus1,A_fit_reserved,55568,55207,28098,90575,0.45680517670693893,0.5610910105161427,1.121906298439475,0.17771297118119078,0.041009292299889505,0.7812777365189197,3842.352291872681,3146.2140827908966,,0.2346674344946732,0.9849234074072274,0.0009237958954480411,7.670224968722951,0.5530384669654288,14.787411470480473,0.8667876717204072,0.3635992271598123,0.5122995503869957,1.10877049610396,SCORED
40,adaptation,scan40_roi3,plus1,identity,55568,55207,28045,90575,0.362929041709942,0.5448209870732064,0.9703095676067198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0004890684152371982,7.670093736368614,0.5372501675575656,14.802937305179661,0.9769299340345873,0.3997791885178029,0.5673765792196028,0.9517423672779646,SCORED
40,adaptation,scan40_roi3,plus1,A_all,55568,55207,28155,90575,0.9228086832060961,0.7703017388842388,1.9520755695574898,0.33742097922364916,0.4997554657923814,0.16282355498396942,9167.416846308657,40076.69221438684,1.0,0.9997660524042614,2.650848446539959,0.0013404097306500987,7.811207736758268,0.7777931795410494,14.844622293975487,0.7393003019001954,0.3531990063483301,0.478023427662929,2.023377835583586,SCORED
40,adaptation,scan40_roi3,plus1,B_all,55568,55207,27876,90575,0.7540782032962166,0.6932622888895051,1.7971875008187943,0.361294763345228,0.43402104805550024,0.20468418859927184,9678.36194968654,31272.53371338,1.0,0.9995860927152318,2.2600914964455123,0.0008513413154129006,7.759946474143806,0.7031515130190029,14.816741435268609,0.79652747883484,0.374187137731162,0.5091767595824224,1.8618014471542954,SCORED
40,adaptation,scan40_roi3,plus1,post_A_keep,55568,55207,28105,90575,0.25613712357138935,0.45364117418442856,0.7133251231774772,0.21919321825130872,0.03640842646765809,0.7443983552810332,7108.6520021952565,1212.9905775201787,0.2862798733083789,0.2862798733083789,0.6933915071701556,0.0004890684152371982,7.610584181282948,0.4382914814129814,14.782876881152914,0.9814623732431952,0.4374275462324041,0.6051472658370463,0.7018480872321587,SCORED
40,adaptation,scan40_roi3,plus1,post_AB_keep,55568,55207,28122,90575,0.27339875714641537,0.46188342513439445,0.7754144330382695,0.24676218595467966,0.06698425924248737,0.686253554802833,7498.053553249282,2555.355133350666,0.369241289951051,0.369223293982148,0.9976251106583458,0.00045284112521962796,7.613552762118191,0.44952453544202564,14.777580988794357,0.9695256382903065,0.4356831355230472,0.6012003026625143,0.784576739241725,SCORED
40,adaptation,scan40_roi3,plus1,random_A_keep,55568,55207,32999,90575,0.5222258409165194,0.609595271281717,1.2803161706292148,0.09660006883185103,0.14393102323980655,0.7594689079283424,2636.2197988523035,11430.518192649817,0.2862798733083789,0.286243881370573,1.417036420869597,0.0006883185103338345,7.661950145331195,0.6248225252076907,14.6990777654547,0.8884814691354284,0.433508142423406,0.5827034462220156,1.4038606244409082,SCORED
40,adaptation,scan40_roi3,plus1,A_fit_reserved,55568,55207,28194,90575,0.27854356769419625,0.4648902384504516,0.7366595556524493,0.18526636114985418,0.022805079066060465,0.7919285597840854,6586.449481882363,1927.7806178950855,,0.21722934062769939,0.8104196718681866,0.0004890684152371982,7.610981019244403,0.45065094452047866,14.771311093968327,0.9757395190466056,0.4340822522771184,0.6008578058286869,0.7337722212329215,SCORED
40,adaptation,scan40_roi3,minus3,identity,55568,55207,27796,90575,2.3240189824114763,1.2680165952450793,2.3198464249244544,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0026083648812650568,8.322428497835038,1.3170256339695579,15.327831361700518,0.4621528277449993,0.18702732542092187,0.2662903568056913,2.3207588652922544,SCORED
40,adaptation,scan40_roi3,minus3,A_all,55568,55207,27981,90575,1.6731104602877656,0.8916414281496946,3.1671920308297037,0.4930353034941221,0.35826978462876086,0.14869491187711703,89271.19975211176,53336.49297122811,1.0,0.9998200403109704,3.1200882893018203,0.0031517742315286105,7.906487416978754,0.9308949912045928,14.882079842752916,0.7535827883206462,0.3510792161192382,0.479001275577882,3.271905532476337,SCORED
40,adaptation,scan40_roi3,minus3,B_all,55568,55207,27488,90575,1.5172221091026605,0.8608246083283605,2.9081926029901193,0.5015306030032424,0.3311717716956183,0.16729762530113934,86821.41001211118,42280.57502735141,1.0,0.9997660524042614,2.709721214104429,0.0024091147861684207,7.8928483832753065,0.9142573448843065,14.871439421666306,0.7458527357392316,0.34424510074523873,0.47106991971233314,3.089417167636435,SCORED
40,adaptation,scan40_roi3,minus3,post_A_keep,55568,55207,27740,90575,1.357259591959098,0.892816222597886,2.188974932842754,0.22993460974151828,0.0338362888764106,0.7362291013820711,54690.97418814835,1319.0885194439165,0.28793550244745175,0.2879175064785488,1.5333928253146187,0.0026083648812650568,7.912907219325613,0.9136676098631208,14.912146828788106,0.679379956741168,0.2999503174165057,0.4161624306900908,2.195078499619858,SCORED
40,adaptation,scan40_roi3,minus3,post_AB_keep,55568,55207,27637,90575,1.386935226221072,0.901644300634922,2.1977945407670996,0.25373593928306193,0.07225532994004384,0.6740087307768943,55762.67199404137,4029.08906603776,0.3732363950475094,0.3732183990786064,1.6765011903637768,0.002626478526273842,7.922078311730084,0.9283189414448278,14.915837682015342,0.6730831855845425,0.29850400220811485,0.41358722560440014,2.2072840333406982,SCORED
40,adaptation,scan40_roi3,minus3,random_A_keep,55568,55207,33332,90575,2.134039099260516,1.1592699093785865,2.3448009705255415,0.14172115854873477,0.10270436719981162,0.7555744742514536,25724.84675822383,15236.627349108774,0.28793550244745175,0.2878815145407429,1.6756521668406648,0.002789501331352908,7.997079864708139,1.2034918976504028,14.790667831765875,0.5506420256810273,0.341208942865029,0.4213349317453343,2.360118355808781,SCORED
40,adaptation,scan40_roi3,minus3,A_fit_reserved,55568,55207,28140,90575,1.5173813568774779,0.9407481429365252,2.217361639594623,0.19977539080189105,0.037459017878167626,0.7627655913199413,50473.59283533429,5941.549442478878,,0.2472646127267492,1.6677097969329704,0.002626478526273842,7.955209812454653,0.9678102016774363,14.94260942323187,0.6617626154939588,0.29275186309688106,0.405928339399797,2.221799177865103,SCORED
40,adaptation,scan40_roi3,plus3,identity,55568,55207,28152,90575,2.0032982017961554,1.268311926396588,2.510518096519044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.001213614215588603,8.243251442947752,1.2975967591315056,15.188906126763998,0.463945723216823,0.17821694728125861,0.25751416049072556,2.515685681702948,SCORED
40,adaptation,scan40_roi3,plus3,A_all,55568,55207,28297,90575,1.516056830593987,0.92949686637735,2.6662054084863707,0.5829152100277138,0.32914304345463435,0.08794174651765174,77471.4830825855,50572.34870262743,1.0,0.9998200403109704,3.08745628744874,0.0010324777655007517,7.928714948958206,0.9392697229566658,14.918160174959745,0.6555111849312648,0.32210874965498204,0.43195904807818314,2.7800406269720033,SCORED
40,adaptation,scan40_roi3,plus3,B_all,55568,55207,28054,90575,1.2081896338090696,0.8414918880490266,2.1121263188677473,0.6173673628344232,0.26793703696994947,0.11469560019562737,79151.92566582335,35256.366952960336,1.0,0.9997120644975526,2.7189302527577643,0.0008694549604216856,7.848641666476678,0.8489154802377161,14.84836785271564,0.7130890425607757,0.3415622412365443,0.4618859244191421,2.288924421265369,SCORED
40,adaptation,scan40_roi3,plus3,post_A_keep,55568,55207,28232,90575,0.8880721345799917,0.8512868629432313,1.4545808539223495,0.24543988986903834,0.013512779176553698,0.741047330954408,62041.94559084873,473.6600980460096,0.2674920817736827,0.2674740858047797,1.419422645573372,0.001213614215588603,7.919191142552878,0.8439026010955101,14.994479684010246,0.6921224142816662,0.3045431962462048,0.4229727001964902,1.4548717205458312,SCORED
40,adaptation,scan40_roi3,plus3,post_AB_keep,55568,55207,28191,90575,0.8659729588463804,0.8337517908398376,1.4516666749309193,0.29775209665440977,0.0321336062455848,0.6701142971000055,64151.404488440916,1363.0898009127131,0.3504714943852577,0.3504175064785488,1.6020356909100026,0.0011955005705798177,7.890835514783837,0.8265295722276043,14.95514145734007,0.689510836791884,0.3085730057963014,0.42634580855705195,1.4514873670252948,SCORED
40,adaptation,scan40_roi3,plus3,random_A_keep,55568,55207,33424,90575,1.868909928420285,1.176373620198542,2.513289455600934,0.1573894614813339,0.08728965529733548,0.7553208832213306,20653.88984456117,13234.71643629953,0.2674920817736827,0.26745608983587676,1.601966994015857,0.001086818700527107,7.968258275019612,1.1889839846173065,14.747532565421917,0.5180110100526568,0.3339442451007452,0.406093617380789,2.5303149885815666,SCORED
40,adaptation,scan40_roi3,plus3,A_fit_reserved,55568,55207,28399,90575,0.9988929695975836,0.890408493638479,1.4980911643874812,0.21084282790225878,0.01142971000054341,0.7777274620971978,58761.80286709169,3311.6032131051543,,0.22430175640656494,1.4297325981953586,0.001213614215588603,7.936830067815498,0.888535358181392,14.985124777449604,0.6642839536603401,0.28921887938172786,0.40298456178877623,1.5064212120069767,SCORED
55,confirmation,scan55_roi0,native,identity,70965,70954,23832,97914,0.1574893581841823,0.36094779443761044,0.5839515355930269,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.73914015565141,0.4071058415256685,15.071174469777151,0.9923212487411883,0.3497150560696121,0.5171688424502291,0.6089654176291726,SCORED
55,confirmation,scan55_roi0,native,A_all,70965,70954,24604,97914,0.7307428920629594,0.6341826137200531,2.0226126745857727,0.14367054711503227,0.46583702116864445,0.39049243171632325,1946.857489673619,42621.48873250836,1.0,0.9982949341224547,2.5153353689292706,0.01197959241198523,7.88495051769232,0.639608517338734,15.130292518045906,0.8260039018045846,0.31226382335518926,0.453199420105844,1.9281174331344912,SCORED
55,confirmation,scan55_roi0,native,B_all,70965,70954,24672,97914,0.640998659869319,0.6084972772973394,1.8278315967513628,0.14226118330185755,0.4718972855652958,0.38584153113284664,1988.0203896874305,36294.93938145462,1.0,0.9987035862749243,2.222444246797655,0.008258871945203935,7.8586209613669284,0.6171707900269584,15.100071132706898,0.8436284046692607,0.31834058459464426,0.4622518535424775,1.8000919929464603,SCORED
55,confirmation,scan55_roi0,native,post_A_keep,70965,70954,23963,97914,0.17075765341460505,0.3716461393929233,0.6302125558139934,0.013205738929447248,0.036854863714519265,0.9499393973560335,163.0773087023372,1104.5159284817526,0.07984217572042557,0.07982808426689213,0.4808034097486485,1.4093638131747329e-05,7.750106731371095,0.4170909319596637,15.083122530782527,0.9854358803154863,0.3478154298670262,0.5141563360195045,0.6529390979300858,SCORED
55,confirmation,scan55_roi0,native,post_AB_keep,70965,70954,24121,97914,0.1910699014500727,0.38923848894827395,0.7104158902825669,0.034275727936409504,0.10107957268089185,0.8646446993826986,477.50315445491367,2860.1770213428986,0.21469738603536956,0.21469738603536956,0.9274088341667035,0.0001409363813174733,7.752104175950078,0.43152808075776783,15.072680271142387,0.979934496911405,0.3460281471495394,0.5114547077369765,0.7336476549640906,SCORED
55,confirmation,scan55_roi0,native,random_A_keep,70965,70954,25393,97914,0.20313396835631395,0.3827328373194388,0.6454283050594328,0.011162161400343885,0.03737632832539392,0.9514615102742622,152.71054443791164,3391.3782145913397,0.07984217572042557,0.07974353554569154,0.7081473868705928,0.0010147419454858077,7.74958390881033,0.4484754931921718,15.05069232442849,0.9632182097428426,0.3500622995690095,0.5135024529770975,0.8068954352524059,SCORED
55,confirmation,scan55_roi0,native,A_fit_reserved,70965,70954,24049,97914,0.19402402218814535,0.3834035247500171,0.6717120118786024,0.01951968881247005,0.05837584914169744,0.9221044620458325,215.65843765553953,2807.9389873927366,,0.12332840132459663,0.9433316914011933,0.00011274910505397863,7.749970654370324,0.431392507371683,15.068548801368966,0.9774626803609298,0.3459668688849398,0.5110505552321255,0.7078460096466526,SCORED
55,confirmation,scan55_roi0,minus1,identity,70965,70954,23788,97914,0.260413969412855,0.4640402105710699,0.7888046637727045,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.001451644727569975,7.788989792891019,0.48302785201787335,15.094951733764164,0.9829746090465781,0.33884837714729255,0.5039696760176855,0.7952096553705068,SCORED
55,confirmation,scan55_roi0,minus1,A_all,70965,70954,24645,97914,0.7618169902007698,0.644498204019241,1.9642097990861473,0.340304986329171,0.4111396115793331,0.2485554020914959,6859.607085477584,42436.15702246328,1.0,0.9996195307545973,2.656425000987223,0.014290949065591791,7.8783324077482115,0.6677493630276915,15.088915452468731,0.8225603570703997,0.31142635373899547,0.45179889727250644,1.8822831943607208,SCORED
55,confirmation,scan55_roi0,minus1,B_all,70965,70954,24161,97914,0.7351622752086294,0.632699175566275,1.9142597593806754,0.3367956704343659,0.39879358457592246,0.2644107449897116,6788.403092601671,40473.69438203506,1.0,0.9996899880222645,2.3471498618083166,0.021337768131465457,7.884231313337807,0.6387170210401782,15.129745605635437,0.8350647738090311,0.3141328104254754,0.45652940431245337,1.7580167966020583,SCORED
55,confirmation,scan55_roi0,minus1,post_A_keep,70965,70954,24071,97914,0.20365471533959767,0.40029874318039094,0.7166589149630981,0.2405220283563999,0.04701637680750909,0.712461594836091,5147.4462253142165,1120.1501118003118,0.37030930740505885,0.37030930740505885,0.8804134516853007,0.0013670828987794909,7.74961621787611,0.43402261104173795,15.06520982471048,0.9788542229238503,0.3446698122842494,0.5098230062981234,0.7393953152968185,SCORED
55,confirmation,scan55_roi0,minus1,post_AB_keep,70965,70954,24000,97914,0.2224105025311202,0.4139968060746843,0.784779076564305,0.26456577500916084,0.10096682357583786,0.6344674014150012,5487.784877373957,2791.2868882473485,0.49284858733178327,0.49284858733178327,1.1785840657898443,0.0015503001944922063,7.761113071856194,0.4474956525984603,15.074730491113927,0.9732083333333333,0.3429846600077619,0.5072136548573009,0.8073929541462616,SCORED
55,confirmation,scan55_roi0,minus1,random_A_keep,70965,70954,30760,97914,0.44392030674782884,0.530577101668743,1.2930308306139775,0.1256306903063957,0.15216901090847593,0.7222002987851284,2538.3422068042373,15558.850866069974,0.37030930740505885,0.37004156978792363,1.616076711289166,0.006116638949178341,7.768721516481959,0.5718066961717994,14.965636336792118,0.9040962288686606,0.34909206037951673,0.503695762280793,1.464441225597117,SCORED
55,confirmation,scan55_roi0,minus1,A_fit_reserved,70965,70954,23893,97914,0.22875713401080564,0.41571114228996814,0.7950316882782571,0.23653352876511544,0.07166614989993517,0.6918003213349494,5047.170070788249,2800.9909716712373,,0.3984217572042556,1.3211161151145803,0.0015784874707557009,7.7671216912747045,0.45186812327128845,15.08237525927812,0.9680659607416399,0.34065608595297914,0.5039688327455962,0.8314814407018306,SCORED
55,confirmation,scan55_roi0,plus1,identity,70965,70954,23864,97914,0.31412397827658856,0.5056046926172016,0.9253209035947891,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00016912365758096795,7.841622792420621,0.5270817752856637,15.156163809555578,0.9712956754944686,0.3319341462916437,0.49478026891704374,0.9240244481049912,SCORED
55,confirmation,scan55_roi0,plus1,A_all,70965,70954,25041,97914,0.8502487861429128,0.6504222659849518,2.0187263740143506,0.349677255686783,0.3542717817177326,0.2960509625954844,7203.161822750037,45243.36144009721,1.0,0.9996899880222645,2.559592244131784,0.004608619669081377,7.899845196967051,0.7035651364432691,15.096125257490833,0.815702248312767,0.31396940171987664,0.4534159051914194,2.091983059287365,SCORED
55,confirmation,scan55_roi0,plus1,B_all,70965,70954,24720,97914,0.7591908204877859,0.6370966236726983,1.9031424464162499,0.3304958141894749,0.3680130788961863,0.3014911069143389,6875.613216202463,38454.88593845575,1.0,0.9997745367434651,2.2964078971070583,0.0025368548637145195,7.905239251918768,0.6829750924930228,15.127503411344515,0.8209142394822007,0.31288681904528465,0.4530834455810983,2.0155990146410567,SCORED
55,confirmation,scan55_roi0,plus1,post_A_keep,70965,70954,24180,97914,0.2951818614356794,0.4769344874412379,0.9397120998655228,0.15677763057755728,0.0490740479747442,0.7941483214476985,2783.0927622577633,1439.0738039278972,0.31161840343831465,0.3115902205312478,0.6539873939618197,0.00016912365758096795,7.802183697705553,0.5018339293891947,15.102533466021912,0.9641025641025641,0.3369998161652062,0.4994263200104242,0.9495876682136579,SCORED
55,confirmation,scan55_roi0,plus1,post_AB_keep,70965,70954,24290,97914,0.3063842615876992,0.48330674133185275,0.9596685772287109,0.20190545987541225,0.10398286213603179,0.694111677988556,3550.5654203660615,3001.4015624226063,0.46831536673007823,0.46830127527654475,1.0260696142087122,0.00016912365758096795,7.80486485514946,0.5105695820742362,15.099160128224684,0.9574310415808975,0.3353963682415181,0.4967699350248712,0.9686530171801073,SCORED
55,confirmation,scan55_roi0,plus1,random_A_keep,70965,70954,29342,97914,0.4782555860282888,0.550064034746896,1.16323636361424,0.10938072554049103,0.11033909293344984,0.7802801815260592,2246.0219938289238,13891.816090243065,0.31161840343831465,0.3115479461706475,1.4245169339943984,0.001761704766468416,7.8074946476461,0.5764950558597637,15.038494239432435,0.901097403040011,0.34296423391956204,0.4968309790113187,1.4874570160027512,SCORED
55,confirmation,scan55_roi0,plus1,A_fit_reserved,70965,70954,24000,97914,0.3156934368831688,0.4861777032429765,0.9497244930455314,0.17180144882599993,0.07242720635904952,0.7557713448149506,3084.0423777628293,3195.40174373413,,0.3672937363489044,1.237015472434471,0.00022549821010795727,7.797162396645375,0.48642449412163863,15.107900299169112,0.95725,0.3347427334191229,0.4960283030655514,0.9699090127951927,SCORED
55,confirmation,scan55_roi0,minus3,identity,70965,70954,23346,97914,1.35065473100391,1.0294359132711595,1.9515591320677355,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02259210192519097,8.149527899941,0.9929087439464148,15.306147055935588,0.5230446329135612,0.1618256837633025,0.24717688385346828,1.8952171564189453,SCORED
55,confirmation,scan55_roi0,minus3,A_all,70965,70954,23945,97914,1.2228477068973718,0.7494908740986008,2.6740107557463157,0.5953152746850072,0.26156383008709866,0.14312089522789412,62330.74417309619,53262.32458464087,1.0,0.9997745367434651,3.1944812255585777,0.042013135270738786,7.922884301501038,0.68394537554938,15.161823227452697,0.8101900187930674,0.2993545356128848,0.4371776795639276,2.179298647563233,SCORED
55,confirmation,scan55_roi0,minus3,B_all,70965,70954,23500,97914,1.0366732888599839,0.7077804550107346,2.3747482701750076,0.6021929700932999,0.24431321701383996,0.15349381289286015,63198.68021459427,40920.440968714145,1.0,0.9998449940111322,2.999324336054938,0.036178369084195396,7.917881358121227,0.6716052681644941,15.16415744807796,0.827404255319149,0.30206099229936473,0.4425573091715591,1.9510882801252603,SCORED
55,confirmation,scan55_roi0,minus3,post_A_keep,70965,70954,23633,97914,0.6784697691395621,0.6646877309793807,1.6730196940370177,0.3594723341883474,0.01071116498012797,0.6298165008315246,48058.20942631432,363.9976421913895,0.3855985344888325,0.3855985344888325,1.9340482299299728,0.02259210192519097,7.897306519486466,0.6471345782774506,15.147478460695481,0.7949477425633648,0.28173703454051513,0.41602932328422937,1.5956846714385717,SCORED
55,confirmation,scan55_roi0,minus3,post_AB_keep,70965,70954,23440,97914,0.6819169246924787,0.6623581445903414,1.687063838024019,0.3991177382529526,0.0485666770020013,0.552315584745046,49645.89341340782,2196.2711043865343,0.4938631719861904,0.49384908053265697,2.1012107565045746,0.02273303830650844,7.896636222795842,0.64759246556527,15.145679980026415,0.7924914675767918,0.28266642155360827,0.41670294105897604,1.6162303641662186,SCORED
55,confirmation,scan55_roi0,minus3,random_A_keep,70965,70954,31779,97914,1.2981235621958498,0.9199175678481135,2.0886331593906666,0.23076923076923078,0.09924739972376469,0.6699833695070045,24161.643812404614,20434.347260797513,0.3855985344888325,0.38548580286056505,1.9842751492817852,0.030005355582490064,7.9046601322832855,0.8687929208332922,14.94052734373328,0.6306995185499858,0.30900586228731336,0.41478925745871625,1.980370284098707,SCORED
55,confirmation,scan55_roi0,minus3,A_fit_reserved,70965,70954,23518,97914,0.709234961335527,0.6678852100736108,1.6874589835219755,0.3837415790512163,0.029695295543591623,0.5865631254051921,48891.08264229611,3379.7843052456715,,0.4387655886704714,2.2458287653437323,0.02521351861769597,7.885128650306306,0.6440695734430305,15.126187727169581,0.7961136151033251,0.2791122822068346,0.4133179614875391,1.6054469985216178,SCORED
55,confirmation,scan55_roi0,plus3,identity,70965,70954,23992,97914,1.4708403142636308,1.0732067939264944,2.024402072163211,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00035234095329368323,8.256022005883128,1.048951749943983,15.463092261822275,0.49670723574524844,0.15711747043323734,0.23872265360640815,2.0250246785585855,SCORED
55,confirmation,scan55_roi0,plus3,A_all,70965,70954,25268,97914,1.4671735844312161,0.8078273282901187,2.9245881968481924,0.6178791893339347,0.24458099613834317,0.13753981452772218,60900.97818336586,60640.80903483671,1.0,0.999704079475798,3.0216373285611744,0.0011415846886715336,8.004392411501215,0.8658024342523025,15.142982388750125,0.7463590311856894,0.29570847886921175,0.4235900105754012,3.0400156785963564,SCORED
55,confirmation,scan55_roi0,plus3,B_all,70965,70954,25105,97914,1.2253251556236207,0.747302687040987,2.5871651577621186,0.6326493220960059,0.22015672125602503,0.1471939566479691,64275.22463956421,46854.94207342091,1.0,0.9997886281969985,2.841497278664226,0.0009019928404318291,7.9750317763073815,0.8067398224371747,15.143323730177588,0.7749452300338578,0.30352145760565397,0.4361979994008818,2.786771909841077,SCORED
55,confirmation,scan55_roi0,plus3,post_A_keep,70965,70954,24297,97914,0.9510076182052941,0.7651074751753518,1.9610092379894577,0.36587084590016067,0.015855342898215746,0.6182738112016236,38439.20837110881,1554.999254985573,0.4086239695624604,0.4086239695624604,1.6982364456339196,0.00035234095329368323,7.9834433420315385,0.7624170929677673,15.20446959109531,0.717043256369099,0.2691341381212084,0.3913714102081232,1.9621361092400291,SCORED
55,confirmation,scan55_roi0,plus3,post_AB_keep,70965,70954,24338,97914,0.9327870769886699,0.7522672945880708,1.964036176388255,0.40922287679341546,0.03498040984299687,0.5557967133635877,40529.877786201,2352.84838859341,0.49535686606073415,0.4953427746072007,1.8505240068576747,0.00035234095329368323,7.972951249241109,0.753664458433348,15.192238040048869,0.722902457063029,0.27521089936066345,0.3986533875695305,1.9728070237338347,SCORED
55,confirmation,scan55_roi0,plus3,random_A_keep,70965,70954,33133,97914,1.4615748110980427,0.962669937723267,2.1901888458901757,0.25330495814189474,0.09947289793387265,0.6472221439242326,25228.918196297112,24571.49368468595,0.4086239695624604,0.4084971464806595,1.9334368525819428,0.0006624009921921245,8.007457614166205,0.9686867258242388,15.046228502508171,0.5969577158723931,0.30060052699307555,0.399853280631551,2.360378181953427,SCORED
55,confirmation,scan55_roi0,plus3,A_fit_reserved,70965,70954,24000,97914,0.9573877711952398,0.7666787927505836,1.9631703904543711,0.37613101446007274,0.025241705893959465,0.5986272796459678,38686.45902708008,2254.9472862054504,,0.434383146621574,1.9361379630860875,0.00035234095329368323,8.01688565299046,0.7868280538175643,15.246943252163357,0.7110833333333333,0.2646608248054415,0.38574845657161827,1.9695004574466102,SCORED
55,confirmation,scan55_roi1,native,identity,29074,24744,8389,79357,0.4531268287245356,0.4867672294827103,1.1100384158374912,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.587785131784594,0.5417719731024292,26.63379829046676,0.9371796400047682,0.1576042441120506,0.2698313172180282,1.2036537309099369,SCORED
55,confirmation,scan55_roi1,native,A_all,29074,24744,8675,79357,0.8019974197814927,0.6391011145125417,1.794837852830284,0.09190106692531523,0.38348690591658585,0.524612027158099,1600.152727811812,10232.606632925155,1.0,0.9667744376418793,2.0015910363555203,0.02833010022631749,13.58153331532798,0.7085065416949055,26.454560088961053,0.8771181556195965,0.1527401489471628,0.26017396206744553,1.7406374457084057,SCORED
55,confirmation,scan55_roi1,native,B_all,29074,24744,8419,79357,0.8151150151762713,0.6539021140012475,1.9698808789783497,0.10285321694148077,0.38845780795344326,0.5086889751050759,1807.5365121213017,10764.572197683048,1.0,0.978709499896815,2.0396811842366387,0.027643064985451018,13.57918980523848,0.6951711671675868,26.463208443309373,0.8575840361088015,0.14878334614463753,0.25357384339461503,1.9298002565667365,SCORED
55,confirmation,scan55_roi1,native,post_A_keep,29074,24744,8420,79357,0.6208797579006646,0.5751569271177074,1.511768312842641,0.055488199159392175,0.2816440349175558,0.6628677659230521,784.9248484943395,4935.803328028477,0.775951021531265,0.74331017403866,1.3950215475752665,0.02044940187520207,13.61553292665919,0.6014598909869016,26.62960596233148,0.9188836104513064,0.15463034136875134,0.26471437305745027,1.4258526365224173,SCORED
