case,domain,method,output,output_sha256,prepare_seconds,decode_seconds,association_change_fraction,fallback_components,gap_mm,identifiable,geometry_scored,surface_accuracy_mean_mm,surface_accuracy_rms_mm,surface_accuracy_p95_mm,reference_sample_coverage_1mm,reference_sample_coverage_2mm,reference_sample_distance_mean_mm,output_point_count_ratio,matched_point_rms_mm,matched_normal_mae_mm,within_source_layer_rms_mm,reported_model_k,model_k_note,global_translation_only_aligned_rms_mm,output_edit_from_reference_centroid_mm,source_surface_tilt_mean_deg,source_surface_tilt_max_deg,source_group_gap_mm,source_group_gap_error_mm,source_group_gap_retention,fitted_gap_at_same_xy_mm,fitted_gap_at_same_xy_error_mm,fitted_gap_note
ghost_s9133011_b0,synthetic,global_hard,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b0__global_hard.npz,0ce1c932ae83dc24fcd5e7040931affb8fd3e0d5305fc85f5080be96f086e8ac,0.044848890000025676,0.00013888900002712035,0.0,0,0.0,True,True,0.052793252767108355,0.06530376903386553,0.12317140041214357,1.0,1.0,0.05293975323707186,1.0,0.06534721280020113,0.052793252767108355,0.0646331759884032,,self-report; not geometry-derived layer count or success,0.06467707019550448,0.009334602920347325,0.13086706066303036,0.13086706066303036,,,,,,
ghost_s9133011_b0,synthetic,atlas_hard_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b0__atlas_hard_96.npz,2dc31eca7715313b1263cda3e82011c7c7895b5b06517e70b7a35277aece180e,0.044848890000025676,0.0017991480000318916,0.0,0,0.0,True,True,0.15868238115079517,0.20514531546670584,0.4319265332403199,1.0,1.0,0.16045381708827663,1.0,0.20591177871580732,0.15868238115079517,0.2030451698284818,,self-report; not geometry-derived layer count or success,0.20381932436296638,0.029280430839239733,0.12732182977975975,0.12732182977975975,,,,,,
ghost_s9133011_b0,synthetic,atlas_hard_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b0__atlas_hard_256.npz,a8b0b3d362936ab731aa60541954c189a8d6177c658db508b3c37147711e19fa,0.044848890000025676,0.0011319640000237996,0.0,0,0.0,True,True,0.05691469589695647,0.07625049843732348,0.16292475248369692,1.0,1.0,0.057150076563841246,1.0,0.07633912700351632,0.05691469589695647,0.07624429219094966,,self-report; not geometry-derived layer count or success,0.07633290114155662,0.0009749435739247484,0.1213148992924028,0.1213148992924028,,,,,,
ghost_s9133011_b0,synthetic,atlas_tied_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b0__atlas_tied_96.npz,9f9b0145eb4b0a8a81e5dc643eb91a3f676e8a76196a7812322b72cb889fde11,0.044848890000025676,0.0015459160000546035,0.0,0,0.0,True,True,0.08670661833369825,0.10560308684120381,0.1961973615268215,1.0,1.0,0.08680689891234288,1.0,0.10562978971529113,0.08670661833369825,0.10033317641881542,,self-report; not geometry-derived layer count or success,0.1003612669678962,0.03294341463624089,0.11197603117484593,0.11197603117484592,,,,,,
ghost_s9133011_b0,synthetic,atlas_tied_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b0__atlas_tied_256.npz,c8046da61e53a702c891b4924feafe234d570541c80a8f5b6acb1961ee287139,0.044848890000025676,0.001030488999958834,0.0,0,0.0,True,True,0.04770214688050121,0.05795981289346893,0.1061007908593951,1.0,1.0,0.04786043736907856,1.0,0.0580087743108637,0.04770214688050121,0.05714424910644682,,self-report; not geometry-derived layer count or success,0.05719389219454238,0.0096889933784571,0.11545449558903614,0.11545449558903614,,,,,,
ghost_s9133011_b0,synthetic,atlas_relax_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b0__atlas_relax_96.npz,2dc31eca7715313b1263cda3e82011c7c7895b5b06517e70b7a35277aece180e,0.044848890000025676,0.012260234999985187,0.0,0,0.0,True,True,0.15868238115079517,0.20514531546670584,0.4319265332403199,1.0,1.0,0.16045381708827663,1.0,0.20591177871580732,0.15868238115079517,0.2030451698284818,,self-report; not geometry-derived layer count or success,0.20381932436296638,0.029280430839239733,0.12732182977975975,0.12732182977975975,,,,,,
ghost_s9133011_b0,synthetic,atlas_relax_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b0__atlas_relax_256.npz,a8b0b3d362936ab731aa60541954c189a8d6177c658db508b3c37147711e19fa,0.044848890000025676,0.0057353290000037305,0.0,0,0.0,True,True,0.05691469589695647,0.07625049843732348,0.16292475248369692,1.0,1.0,0.057150076563841246,1.0,0.07633912700351632,0.05691469589695647,0.07624429219094966,,self-report; not geometry-derived layer count or success,0.07633290114155662,0.0009749435739247484,0.1213148992924028,0.1213148992924028,,,,,,
ghost_s9133011_b0,synthetic,bias_only,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b0__bias_only.npz,b842d465277bb62dadad5448822155de913eb703a75a620db2ebdf99f8956cbb,,,,,0.0,True,True,0.8118452731674006,1.019108772359499,2.0459562351567,0.7213541666666666,0.9700520833333334,0.7531502903447792,1.0,1.019108917018668,0.8118452731674006,1.0190660209664555,,self-report; not geometry-derived layer count or success,1.0190661656316933,0.009334602920347315,0.1306874375283306,0.1306874375283306,,,,,,
ghost_s9133011_b0,synthetic,old_original,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b0__old_original.npz,2e6665b95382ca32740a036661b02199b245034bddc0ac903faaa0d5d22783f0,,,0.0,,0.0,True,True,0.05284133508756212,0.06537592539410385,0.12373267549503196,1.0,1.0,0.053448371889261236,1.0,0.06560220041116145,0.05284133508756212,0.06467117748031936,,self-report; not geometry-derived layer count or success,0.06489990965110164,0.009573422902234847,0.1312357275777313,0.1312357275777313,,,,,,
ghost_s9133011_b0,synthetic,whole_spatial,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b0__whole_spatial.npz,e461070acbd22faa47eb6af05e9ac60ec54221e3de02e75ed8c24faa2186c11d,,,,,0.0,True,True,0.052842240906209086,0.06536626536672056,0.12333652942076052,1.0,1.0,0.053453324940913004,1.0,0.06559257448407209,0.052842240906209086,0.06469632011414542,,self-report; not geometry-derived layer count or success,0.06492496450340184,0.009334602920347249,0.1310614832476976,0.1310614832476976,,,,,,
ghost_s9133011_b0,synthetic,local_spatial_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b0__local_spatial_96.npz,b38db1e178613ae6dc323d8027c90a44bb56d0eeff263a034e8bea2d94796315,,,,,0.0,True,True,0.15868238115079533,0.20514531546670597,0.43192653324032004,1.0,1.0,0.16045381708827677,1.0,0.2059117787158074,0.15868238115079533,0.20304516982848192,,self-report; not geometry-derived layer count or success,0.2038193243629665,0.02928043083923969,0.1273218297797599,0.1273218297797599,,,,,,
ghost_s9133011_b0,synthetic,apss_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b0__apss_2.npz,659261db1acb49b23eeda3c78b9b0cd17e3d6a7861870456f89515ec1b093703,,,,,0.0,True,True,0.3651275951666064,0.4647816273600826,0.8500624590936013,0.9661458333333334,0.9986979166666666,0.3677054169440453,1.0,0.4656689706016071,0.3651275951666064,0.4647562933033626,,self-report; not geometry-derived layer count or success,0.46564347857274113,0.004872478202883694,0.13981493035811715,0.13981493035811715,,,,,,
ghost_s9133011_b0,synthetic,rimls_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b0__rimls_2.npz,0e25863a87d6325461e011fc5c7b6743d1da08c473bfec0f9f003af878ab5a57,,,,,0.0,True,True,0.3749783777064088,0.47700446364015,0.8717461653158797,0.9635416666666666,0.9986979166666666,0.39643754194277664,1.0,0.4915904489242759,0.3749783777064088,0.47698759823698944,,self-report; not geometry-derived layer count or success,0.49157325652323586,0.004111319096350568,0.1391594406965858,0.1391594406965858,,,,,,
ghost_s9133011_b4,synthetic,global_hard,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b4__global_hard.npz,7d9eb66447efb71d3db2e33014d2275aa03796ccfcdfa4b7fb3f84089df7f697,0.039111253999976725,0.00012531599998055754,0.0,0,0.0,True,True,0.05279871674590123,0.065311406369277,0.12318265750737174,1.0,1.0,0.05902086665202663,1.0,0.06879285974280225,0.05279871674590123,0.06464089255457629,,self-report; not geometry-derived layer count or success,0.06815660452158914,0.009334602920347379,0.1308832792989129,0.1308832792989129,,,,,,
ghost_s9133011_b4,synthetic,atlas_hard_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b4__atlas_hard_96.npz,84d5f4824f80274005ec8c90bb200dff2c52baae1dcb61bf9f99ab1e3a03d747,0.039111253999976725,0.002278540000020257,0.0,0,0.0,True,True,0.1587301775208649,0.20620218718427105,0.43965295618478667,1.0,1.0,0.16357104475790454,1.0,0.20808325668230726,0.1587301775208649,0.20410096449580037,,self-report; not geometry-derived layer count or success,0.2060009998326962,0.029363749410531065,0.12763686951584674,0.12763686951584674,,,,,,
ghost_s9133011_b4,synthetic,atlas_hard_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b4__atlas_hard_256.npz,8f00519e30a55f9c5c5c363c702113caa77e4df7bd908f91d13e346cf2757a85,0.039111253999976725,0.0011459909999302909,0.0,0,0.0,True,True,0.056611444533113085,0.07596557345535554,0.16296251721002408,1.0,1.0,0.06297774446740066,1.0,0.07900466139578527,0.056611444533113085,0.07596073224285063,,self-report; not geometry-derived layer count or success,0.07899998051967408,0.0008600000894182192,0.12096804347131111,0.1209680434713111,,,,,,
ghost_s9133011_b4,synthetic,atlas_tied_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b4__atlas_tied_96.npz,e07adc2a145390595c5e99283b650202ca7a2e0827939b80ed36b858cd4688a0,0.039111253999976725,0.0015382939999426526,0.0,0,0.0,True,True,0.08637249717928146,0.1051077848901912,0.19620491364608797,1.0,1.0,0.09076155751575483,1.0,0.1073066755838597,0.08637249717928146,0.09993828827750265,,self-report; not geometry-derived layer count or success,0.10224839768906037,0.0325574537530112,0.11049929392866026,0.11049929392866026,,,,,,
ghost_s9133011_b4,synthetic,atlas_tied_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b4__atlas_tied_256.npz,e629a8a5580c078e04b18f3d28e8c50812e3b7f8a349f918756701d8f94cbf23,0.039111253999976725,0.0010144739999304875,0.0,0,0.0,True,True,0.04769526845075852,0.057956818679842,0.10608817830264172,1.0,1.0,0.05420221320765541,1.0,0.061853762864981995,0.04769526845075852,0.057148388696767444,,self-report; not geometry-derived layer count or success,0.06109690335581049,0.009646573530957733,0.1154969816669641,0.1154969816669641,,,,,,
ghost_s9133011_b4,synthetic,atlas_relax_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b4__atlas_relax_96.npz,84d5f4824f80274005ec8c90bb200dff2c52baae1dcb61bf9f99ab1e3a03d747,0.039111253999976725,0.012376863999975285,0.0,0,0.0,True,True,0.1587301775208649,0.20620218718427105,0.43965295618478667,1.0,1.0,0.16357104475790454,1.0,0.20808325668230726,0.1587301775208649,0.20410096449580037,,self-report; not geometry-derived layer count or success,0.2060009998326962,0.029363749410531065,0.12763686951584674,0.12763686951584674,,,,,,
ghost_s9133011_b4,synthetic,atlas_relax_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b4__atlas_relax_256.npz,8f00519e30a55f9c5c5c363c702113caa77e4df7bd908f91d13e346cf2757a85,0.039111253999976725,0.005716695000046457,0.0,0,0.0,True,True,0.056611444533113085,0.07596557345535554,0.16296251721002408,1.0,1.0,0.06297774446740066,1.0,0.07900466139578527,0.056611444533113085,0.07596073224285063,,self-report; not geometry-derived layer count or success,0.07899998051967408,0.0008600000894182192,0.12096804347131111,0.1209680434713111,,,,,,
ghost_s9133011_b4,synthetic,bias_only,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b4__bias_only.npz,72440a7fd47ffb71dfe99c30202889d1645a8950a510ab4292737cfc016a5b7a,,,,,0.0,True,True,0.8118451434271629,1.019109710706347,2.0459063106564197,0.7213541666666666,0.9700520833333334,0.7538803634041749,1.0,1.0193361700110295,0.8118451434271629,1.0190669593526687,,self-report; not geometry-derived layer count or success,1.0192934281555404,0.009334602920347384,0.13070363719257472,0.13070363719257472,,,,,,
ghost_s9133011_b4,synthetic,old_original,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b4__old_original.npz,3c11c8b4cc95ac1b9a6ba558900c81cf16db3ddb1caaddfaf64c9865bbdb36bf,,,0.0,,0.0,True,True,0.052846631251549446,0.06538338922292306,0.12372721503031828,1.0,1.0,0.05925370079422688,1.0,0.06903293237961244,0.052846631251549446,0.06467877309532255,,self-report; not geometry-derived layer count or success,0.06836594074648697,0.009573081989410537,0.1312512044017752,0.1312512044017752,,,,,,
ghost_s9133011_b4,synthetic,whole_spatial,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b4__whole_spatial.npz,25486246c2ea7be7416d3c76218eb81a51f02d6e8cd12d2818e098902ccabbb6,,,,,0.0,True,True,0.05284769124063393,0.06537390043279302,0.1233520532553764,1.0,1.0,0.05924734531479778,1.0,0.06902398033848083,0.05284769124063393,0.06470403423370275,,self-report; not geometry-derived layer count or success,0.06838987534779126,0.009334602920347409,0.13107767307227783,0.13107767307227783,,,,,,
ghost_s9133011_b4,synthetic,local_spatial_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b4__local_spatial_96.npz,bf25351920a83be43ba8e3da757f563d988ba7e0c39e5fc54dcb10d04377e5f4,,,,,0.0,True,True,0.15873017752086493,0.20620218718427108,0.4396529561847874,1.0,1.0,0.16357104475790454,1.0,0.2080832566823073,0.15873017752086493,0.2041009644958004,,self-report; not geometry-derived layer count or success,0.20600099983269624,0.02936374941053107,0.1276368695158467,0.1276368695158467,,,,,,
ghost_s9133011_b4,synthetic,apss_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b4__apss_2.npz,36ea080ff7b94595c688050fec79c66ad3f98b6f1e026e01e8cffd018444f7d5,,,,,0.0,True,True,0.3653018568331241,0.46489045071549595,0.8476688165140558,0.9661458333333334,0.9986979166666666,0.3691781636365196,1.0,0.4662504906702533,0.3653018568331241,0.46486475611202727,,self-report; not geometry-derived layer count or success,0.4662246779018027,0.0049060947414712825,0.13970370408786012,0.13970370408786012,,,,,,
ghost_s9133011_b4,synthetic,rimls_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/ghost_s9133011_b4__rimls_2.npz,154faf6a953454ee7e8523009037af22d0533d5e6ec154db677558b9481d5317,,,,,0.0,True,True,0.37515694770731595,0.47713977962310283,0.8709747024259848,0.9635416666666666,0.9973958333333334,0.3976096768469502,1.0,0.492191477960717,0.37515694770731595,0.4771226192453809,,self-report; not geometry-derived layer count or success,0.49217390653735,0.004158930261358898,0.139210743849053,0.139210743849053,,,,,,
dual_g2_s9133011_b0,synthetic,global_hard,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g2_s9133011_b0__global_hard.npz,d2b11ac5b05b61562532a7e513a404e81dfb65191c4bcf7a34bc6e7d8a7d3fb6,0.03903428099999928,0.00013777599997411016,0.0,0,2,True,True,0.07986359669443968,0.21692516619423677,0.10903588988787095,0.9830729166666666,0.9947916666666666,0.09089323030351988,1.0,0.29475186870563613,0.09809276336110635,0.29454873995720543,,self-report; not geometry-derived layer count or success,0.2946040211772134,0.009334602920345757,0.2103356507534175,0.3087460362854262,1.9891513287617917,0.010848671238208318,0.9945756643808958,1.749672853665977,0.2503271463340231,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s9133011_b0,synthetic,atlas_hard_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g2_s9133011_b0__atlas_hard_96.npz,6495b5fbde2c794250dcb2c1f1d8ca62bbcca34a20ec2943529854b502ec5de9,0.03903428099999928,0.001912842000024284,0.0,13,2,True,True,0.12094903678923673,0.26317758174419364,0.27859874796286627,0.9830729166666666,0.98828125,0.13230641182837657,1.0,0.33275559360495205,0.13917820345590337,0.33059867625251615,,self-report; not geometry-derived layer count or success,0.33213603405944786,0.020296303965138696,0.20254706290995536,0.2563401846850647,1.9396763341256864,0.06032366587431359,0.9698381670628432,1.7182950710598583,0.28170492894014165,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s9133011_b0,synthetic,atlas_hard_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g2_s9133011_b0__atlas_hard_256.npz,2bf79b8bddb6953e6781a51e4fedea2bcff54acd485439603f37312f1bd479c5,0.03903428099999928,0.0012439990000530088,0.0,2,2,True,True,0.08711367070801801,0.2207336149972587,0.1453414617259545,0.9830729166666666,0.9947916666666666,0.09837610238861645,1.0,0.29398157821429866,0.10505284730472121,0.2938016397905406,,self-report; not geometry-derived layer count or success,0.29393210504901374,0.005393139236600738,0.23570068427019142,0.36275180766382314,1.9832963715653333,0.016703628434666662,0.9916481857826667,1.7034359224578648,0.2965640775421352,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s9133011_b0,synthetic,atlas_tied_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g2_s9133011_b0__atlas_tied_96.npz,fe3cccd3d47bf95d9fa0e965cf1a4ff683f9e7fdf988eb7f274b732ca5712009,0.03903428099999928,0.001660678000007465,0.0,13,2,True,True,0.08257038828398065,0.21892258311306684,0.14420390889828602,0.9830729166666666,0.99609375,0.09327562787752353,1.0,0.2975038693271736,0.10079955495064731,0.29657097125132564,,self-report; not geometry-derived layer count or success,0.29705332543471263,0.01636686020037674,0.21922687247036113,0.3189323877780129,1.9650962613705576,0.034903738629442405,0.9825481306852788,1.7095373018144646,0.2904626981855354,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s9133011_b0,synthetic,atlas_tied_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g2_s9133011_b0__atlas_tied_256.npz,b825c2eb75181eea011fc0081e6c4b3a8b9d611038cca45a22f586d533ead4c8,0.03903428099999928,0.0010947020000457997,0.0,2,2,True,True,0.07943468885047264,0.2190364399490634,0.12777913490639872,0.9830729166666666,0.9934895833333334,0.09057457975218129,1.0,0.2940013750480378,0.0976638555171393,0.29388510786419797,,self-report; not geometry-derived layer count or success,0.2939941021818216,0.002067948848901505,0.23004470329852544,0.36476732905267817,1.9840517166697536,0.01594828333024645,0.9920258583348768,1.7118580576541953,0.2881419423458047,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s9133011_b0,synthetic,atlas_relax_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g2_s9133011_b0__atlas_relax_96.npz,9f534c8051b5a7fa26f7ef62f043935177dcc53b7b72c91ad5b145588c3b89b7,0.03903428099999928,0.015369914000075369,0.013020833333333334,13,2,True,True,0.13209535914683584,0.230792524187327,0.34161568329621655,0.9908854166666666,0.9986979166666666,0.13442249985234514,1.0,0.2593846240858662,0.13821578519422772,0.2584790384848721,,self-report; not geometry-derived layer count or success,0.25906230414692377,0.012926940173640305,0.21209614721714684,0.3032490451085099,1.9900180419948093,0.00998195800519075,0.9950090209974046,1.744200320832421,0.25579967916757895,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s9133011_b0,synthetic,atlas_relax_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g2_s9133011_b0__atlas_relax_256.npz,ca4aa956ed7982edad4f6058e1500fb7bfb014e3abc1bff0ece399bf94371ba1,0.03903428099999928,0.00915377899991654,0.0026041666666666665,2,2,True,True,0.10699791803404997,0.21027932073244754,0.20027231826544992,0.9856770833333334,0.9986979166666666,0.11372144957715795,1.0,0.2515477538961767,0.11649263144072979,0.25135625333246914,,self-report; not geometry-derived layer count or success,0.2514973788861571,0.005033974930827908,0.3419244257186747,0.6169615511132562,1.9974012152746288,0.002598784725371228,0.9987006076373144,1.53868780237401,0.46131219762598996,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s9133011_b0,synthetic,bias_only,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g2_s9133011_b0__bias_only.npz,e2e5e7b19803c6c3c1623d5a1a0b89ee92a8bb30c0260818ce64f10f5a450554,,,,,2,True,True,0.7636160243922325,0.9630673297335257,1.9670298649436042,0.7265625,0.9713541666666666,0.7511940364365017,1.0,1.019233413675241,0.8118022681932203,1.019189076358319,,self-report; not geometry-derived layer count or success,1.0191906675104538,0.009334602920347273,0.1992623188884072,0.26285421921251073,1.9971289517405484,0.002871048259451614,0.9985644758702742,1.793565756400205,0.206434243599795,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s9133011_b0,synthetic,old_original,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g2_s9133011_b0__old_original.npz,8d3d2d3426daf7ecc1aef38d7721b701392d885e3baf9f1b23b6384c1ba9e6ff,,,0.0,,2,True,True,0.16582467751665794,0.29544380454253016,0.6416825822868414,0.9765625,1.0,0.17303445036867593,1.0,0.3190448269389988,0.17148755283571324,0.30173403872752735,,self-report; not geometry-derived layer count or success,0.3189153579502977,0.009088237451189307,0.7368490278936152,1.2233523194915323,1.7871077332137846,0.21289226678621542,0.8935538666068923,0.7990466194413767,1.2009533805586234,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s9133011_b0,synthetic,whole_spatial,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g2_s9133011_b0__whole_spatial.npz,45f80551c8f4f4aaf0a90901997cfdfa8dc759a67b63d5c239a6428d07dd3d23,,,,,2,True,True,0.06942048590856421,0.205762973721122,0.12117009638946045,0.9830729166666666,0.9986979166666666,0.08371366256765979,1.0,0.2798353593604011,0.0871088191702953,0.279307288223466,,self-report; not geometry-derived layer count or success,0.27975885453934846,0.006543061607268807,0.3143269840621941,0.44993232963948526,1.9824540969977629,0.01754590300223713,0.9912270484988814,1.596071253447208,0.4039287465527921,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s9133011_b0,synthetic,local_spatial_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g2_s9133011_b0__local_spatial_96.npz,14191204a5f7b00a9529c17193827efdd7a47f7d80425bfc2692c0fdb86b9200,,,,,2,True,True,0.21928636750388866,0.3366026533356682,0.7958730320746761,0.9895833333333334,1.0,0.22581461917321452,1.0,0.35200222452771185,0.22320481868086328,0.3252559941582674,,self-report; not geometry-derived layer count or success,0.3505994486493009,0.03139415039882216,0.7461191575105381,1.2599873081321518,1.7367772720364445,0.2632227279635555,0.8683886360182222,0.727919895936552,1.272080104063448,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s9133011_b0,synthetic,apss_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g2_s9133011_b0__apss_2.npz,d1a640b3d7b6ade79d936f68cbf8fe2a561f4d62746bbeef7676d8d8b387b90f,,,,,2,True,True,0.3456284599085591,0.43429166010225445,0.8686470222939876,0.9752604166666666,1.0,0.3513639030611965,1.0,0.439160103906254,0.34674128708200885,0.43669400439238504,,self-report; not geometry-derived layer count or success,0.4391113829720136,0.006541422426158585,0.23293919671224206,0.3711425767352712,1.9801872539789256,0.019812746021074412,0.9900936269894628,1.6964444422159675,0.30355555778403254,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s9133011_b0,synthetic,rimls_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g2_s9133011_b0__rimls_2.npz,fcddc478b30cb8d4801c94cdc277edfd37db540e487f4f511472e23e225d3458,,,,,2,True,True,0.35622224120557017,0.44811612824352964,0.9043203698583481,0.96484375,1.0,0.3848580679550612,1.0,0.47155802926978074,0.357219391460013,0.45025165931621103,,self-report; not geometry-derived layer count or success,0.47151941925516294,0.006034255055366752,0.2180146532524545,0.3377196081425738,1.9865831217773815,0.0134168782226185,0.9932915608886907,1.7281312986134139,0.27186870138658614,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s9133011_b4,synthetic,global_hard,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g2_s9133011_b4__global_hard.npz,526673775b317270ca0f8cd130f08cabb144600516a6043b2bc97b8a4463cd20,0.03873836599996139,0.00013176899994959967,0.0,0,2,True,True,0.07993705297171988,0.21695896356276517,0.10916321824885786,0.9830729166666666,0.9947916666666666,0.11223295261799648,1.0,0.29986871381327435,0.09810290575371584,0.29457459352721266,,self-report; not geometry-derived layer count or success,0.2997233903323978,0.009334602920347166,0.2103625258428715,0.3088126535364025,1.9891577121215624,0.010842287878437551,0.9945788560607812,1.7496430165153534,0.25035698348464663,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
