case,domain,method,output,output_sha256,prepare_seconds,decode_seconds,association_change_fraction,fallback_components,gap_mm,identifiable,geometry_scored,surface_accuracy_mean_mm,surface_accuracy_rms_mm,surface_accuracy_p95_mm,reference_sample_coverage_1mm,reference_sample_coverage_2mm,reference_sample_distance_mean_mm,output_point_count_ratio,matched_point_rms_mm,matched_normal_mae_mm,within_source_layer_rms_mm,reported_model_k,model_k_note,global_translation_only_aligned_rms_mm,output_edit_from_reference_centroid_mm,source_surface_tilt_mean_deg,source_surface_tilt_max_deg,source_group_gap_mm,source_group_gap_error_mm,source_group_gap_retention,fitted_gap_at_same_xy_mm,fitted_gap_at_same_xy_error_mm,fitted_gap_note
dual_g4_s9133021_b0,synthetic,local_spatial_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g4_s9133021_b0__local_spatial_96.npz,39f58e52475c06018ea70490aaa2b257975d69d8daefea55a634357ac830701d,,,,,4,True,True,0.3251102915829234,0.5289295456773946,1.3877744452397003,0.9114583333333334,0.9921875,0.3301166570675838,1.0,0.5367491232589764,0.32551485201562697,0.4786989174801127,,self-report; not geometry-derived layer count or success,0.5366664105404888,0.00942258546617008,0.9474549297089557,1.378746610007886,3.5372063026144684,0.46279369738553155,0.8843015756536171,2.394368635957586,1.6056313640424138,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s9133021_b0,synthetic,apss_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g4_s9133021_b0__apss_2.npz,0dbeb179627498129067b316394ab4c2637615e5950ba128ae6a030c197b9501,,,,,4,True,True,0.3996127682552692,0.517287815251933,1.0072945629589227,0.9505208333333334,0.9986979166666666,0.40266551931306704,1.0,0.5227294051885183,0.3996127682552692,0.5057365249196191,,self-report; not geometry-derived layer count or success,0.5216714335321109,0.03324073533023193,0.3357442149786755,0.45607733716157417,3.790246776853392,0.20975322314660794,0.947561694213348,3.402589598819103,0.5974104011808969,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s9133021_b0,synthetic,rimls_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g4_s9133021_b0__rimls_2.npz,3af8912c00a8511ad2a682d29c3987f95b88d12d04498c1a5217df5a0c1c426b,,,,,4,True,True,0.4111260832820154,0.5312628998146179,1.0453536014240508,0.9427083333333334,0.9986979166666666,0.42857213196175925,1.0,0.5466576898692908,0.4111260832820154,0.5221481116115189,,self-report; not geometry-derived layer count or success,0.5454302506108193,0.03661245159571547,0.2997292332175527,0.3948465003085275,3.8154248524328,0.18457514756719995,0.9538562131082,3.4757951719840805,0.5242048280159195,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s9133021_b4,synthetic,global_hard,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g4_s9133021_b4__global_hard.npz,6d4d812ad33da0e2bc623bc91607c3196e7bdf4cecbd5eb38edff5d0dbbec0ab,0.040248088999987885,0.00014363100001446583,0.0,0,4,True,True,0.2594934059541964,0.8085265646726243,1.5041254898760235,0.9388020833333334,0.97265625,0.2209309833614206,1.0,1.1936691765228031,0.3605610898341763,1.1829290680567983,,self-report; not geometry-derived layer count or success,1.1927631645308598,0.04649877760712178,0.515557425064462,0.5823794555187046,3.708465807572349,0.2915341924276511,0.9271164518930872,3.195480652438634,0.8045193475613659,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s9133021_b4,synthetic,atlas_hard_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g4_s9133021_b4__atlas_hard_96.npz,55e09071a60ccd48375a5c0db4f5808b202403fd719d0bde45c7069bceb02d1c,0.040248088999987885,0.0020427210000661944,0.0,8,4,True,True,0.2924695522627216,0.8111845699534551,1.539211910418478,0.9375,0.97265625,0.25451084573181343,1.0,1.1955037921266802,0.39353723614270164,1.1861217134877733,,self-report; not geometry-derived layer count or success,1.194902085384913,0.037925233447661376,0.5159590409754964,0.5252516094614577,3.72690148018285,0.27309851981714983,0.9317253700457125,3.2427406889948864,0.7572593110051136,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s9133021_b4,synthetic,atlas_hard_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g4_s9133021_b4__atlas_hard_256.npz,5b83be57b7e6193b444a07421f09c24becd239b769f9ec5508b278252e630120,0.040248088999987885,0.0012607860001025983,0.0,2,4,True,True,0.2735642278079787,0.8110337468777564,1.5041254898760235,0.9388020833333334,0.97265625,0.2339505497038874,1.0,1.1953866070151773,0.3746319116879587,1.1841923158154137,,self-report; not geometry-derived layer count or success,1.194957541264027,0.032025221427647715,0.5426099735878719,0.6598233620520414,3.6933151740388834,0.30668482596111657,0.9233287935097209,3.137593225364647,0.8624067746353532,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s9133021_b4,synthetic,atlas_tied_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g4_s9133021_b4__atlas_tied_96.npz,ae4f912fbd688256679f210d7f926ea4f240b63620eabe1bc6efb6440937cbba,0.040248088999987885,0.0016942249999374326,0.0,8,4,True,True,0.27774131886722997,0.8106245177988096,1.5041254898760235,0.9388020833333334,0.97265625,0.23916697506764825,1.0,1.1950908996546599,0.37880900274720997,1.1860492440227839,,self-report; not geometry-derived layer count or success,1.19430878877136,0.04322933611416739,0.5641238159257719,0.6641522340265282,3.7358212066830365,0.2641787933169635,0.9339553016707591,3.1694021587577086,0.8305978412422914,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s9133021_b4,synthetic,atlas_tied_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g4_s9133021_b4__atlas_tied_256.npz,61c174a0f521f6e33d76e5e600fcc784e9377158ca9b0610eaa4f917b452abfd,0.040248088999987885,0.001093876000027194,0.0,2,4,True,True,0.2667352321565187,0.8102316050764549,1.5041254898760235,0.9388020833333334,0.9713541666666666,0.2284908716411036,1.0,1.1948247461871206,0.3678029160364987,1.183213002231165,,self-report; not geometry-derived layer count or success,1.1941240944702134,0.04091235885170041,0.53982796078777,0.6003214105432302,3.6908492770811194,0.30915072291888057,0.9227123192702799,3.1664342134756565,0.8335657865243435,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s9133021_b4,synthetic,atlas_relax_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g4_s9133021_b4__atlas_relax_96.npz,ae657e004056c3873144fac181f90983754d7a1818a21dca8864b0ebb7e36b21,0.040248088999987885,0.016007507999916015,0.00390625,8,4,True,True,0.29595925359787484,0.8300487712251275,1.6633740550325682,0.9348958333333334,0.9713541666666666,0.25574012264807067,1.0,1.2084005643618108,0.3970269374778548,1.199209238410199,,self-report; not geometry-derived layer count or success,1.2078148287577106,0.03761998648225458,0.5053355607492777,0.5055315291190065,3.728670082598648,0.2713299174013519,0.932167520649662,3.2553832579425,0.7446167420575001,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s9133021_b4,synthetic,atlas_relax_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g4_s9133021_b4__atlas_relax_256.npz,bac517beb20d0049271d2e4873a7dc77f7debfe0e6ea3acc0587b83e10867e76,0.040248088999987885,0.00883854500000325,0.005208333333333333,2,4,True,True,0.27902123966326897,0.8292967193382885,1.660448988949059,0.9361979166666666,0.9700520833333334,0.23749844855548044,1.0,1.2088941532659112,0.38047422178093454,1.1983697105328086,,self-report; not geometry-derived layer count or success,1.2083277314677794,0.03700225893692129,0.5834719287649174,0.7485799182571395,3.7044806090574793,0.29551939094252067,0.9261201522643698,3.09529157387714,0.90470842612286,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s9133021_b4,synthetic,bias_only,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g4_s9133021_b4__bias_only.npz,30532a1bfd0a306d69df7aea6206ee82b4c74a5e0fe5a67463b4d9939cd058ea,,,,,4,True,True,0.9239573684614006,1.248178119383118,2.3165578368922253,0.6666666666666666,0.9296875,0.8557603788009036,1.0,1.5291976826284237,1.0273685485726733,1.5240228296603895,,self-report; not geometry-derived layer count or success,1.5289226627773727,0.029000755195170046,0.37758455980812156,0.4444627120887253,3.7752566154733915,0.22474338452660847,0.9438141538683479,3.426517253145106,0.5734827468548942,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s9133021_b4,synthetic,old_original,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g4_s9133021_b4__old_original.npz,daa7bb0f1a785965fc2d8f655f777dad81870802753d7b8509eee2a09873a829,,,0.0,,4,True,True,0.37514532406831375,0.8678398921023456,1.8120279854375343,0.9153645833333334,0.9661458333333334,0.3418642197067239,1.0,1.2415574980303996,0.48047333896175015,1.230205156902752,,self-report; not geometry-derived layer count or success,1.2412991818522032,0.025325126822131245,0.6387161196058219,0.8573989944984054,3.682118896646208,0.31788110335379205,0.920529724161552,2.9751300780504306,1.0248699219495694,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s9133021_b4,synthetic,whole_spatial,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g4_s9133021_b4__whole_spatial.npz,685501129613cfb5486a6f17d0e4d44f78cae7385959a3c726b7920b89414f4e,,,,,4,True,True,0.25711348669889533,0.8083330979933021,1.5041254898760235,0.9388020833333334,0.9713541666666666,0.22024418058298065,1.0,1.1936084443688006,0.3581811705788753,1.18281064217164,,self-report; not geometry-derived layer count or success,1.1927979937825768,0.04397800014517524,0.5074425025670347,0.518566494501355,3.7070918912026656,0.2929081087973344,0.9267729728006664,3.22638574918885,0.7736142508111499,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s9133021_b4,synthetic,local_spatial_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g4_s9133021_b4__local_spatial_96.npz,d87d1024e6c0e8d18ffe434434db5908277585e3c69a21bd2d4e453eda47043e,,,,,4,True,True,0.46556121728250255,0.9099267829777251,1.670623631424266,0.8723958333333334,0.9674479166666666,0.4377093838272533,1.0,1.2754430663319918,0.5725715111045049,1.2494148778801921,,self-report; not geometry-derived layer count or success,1.2753599633802717,0.014559507581837593,1.1282460814356599,1.736979174095679,3.50511372511931,0.4948862748806899,0.8762784312798275,2.132969583562574,1.867030416437426,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s9133021_b4,synthetic,apss_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g4_s9133021_b4__apss_2.npz,039fd46d25caf77abcff551cb2d52cb65d3445f4d04bc76c9248b1c8f34d7015,,,,,4,True,True,0.5286898321645662,0.9139914175584095,1.674724948970084,0.8997395833333334,0.9700520833333334,0.4975407887508548,1.0,1.2696466640738562,0.6297575160445462,1.2579181549032146,,self-report; not geometry-derived layer count or success,1.2689370176656651,0.0424440430642409,0.5530341252193587,0.6809770164080305,3.7156763090486353,0.28432369095136467,0.9289190772621588,3.1392323143174816,0.8607676856825184,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s9133021_b4,synthetic,rimls_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g4_s9133021_b4__rimls_2.npz,98afa1038027e88439dd20dcc305980779356be8b492d07df4885f3b99453fd7,,,,,4,True,True,0.5398900244765272,0.9219083391672406,1.724953677471717,0.890625,0.9700520833333334,0.5226757545350201,1.0,1.2794767205088984,0.6409577083565073,1.2648974666578543,,self-report; not geometry-derived layer count or success,1.2786632763600556,0.045616926818597345,0.520458467823472,0.6190431399233686,3.7407694821924458,0.25923051780755424,0.9351923705481114,3.212492361844906,0.7875076381550938,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s9133021_b0,synthetic,global_hard,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g8_s9133021_b0__global_hard.npz,ad5e3fb0dc8080e5085dbccaeb38984d68f9db5edcb40d81cbd3ac056d324092,0.04714437099994484,0.00016666900000927853,0.0,0,8,True,True,0.07883037429958671,0.16302509515107208,0.1277772133820087,0.9934895833333334,1.0,0.07785279796293786,1.0,0.16304125071476444,0.07883037429958661,0.1467114402705351,,self-report; not geometry-derived layer count or success,0.16015520362023541,0.030541122900044126,0.13963018085053372,0.16089332408509738,7.866007558370761,0.13399244162923907,0.9832509447963451,7.829719192166599,0.17028080783340105,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s9133021_b0,synthetic,atlas_hard_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g8_s9133021_b0__atlas_hard_96.npz,b765efe359c63f0423e5cebae43b6efba7625a7c1df5503a7236adf6e797e8fd,0.04714437099994484,0.0021417759999167174,0.0,12,8,True,True,0.16519199397149906,0.26270059159278075,0.4100543296386113,0.98828125,0.9973958333333334,0.16809859228926358,1.0,0.26856632590310686,0.165191993971499,0.2522170850362388,,self-report; not geometry-derived layer count or success,0.2650099906598254,0.04356117835381713,0.1857967331665269,0.27051786126253796,7.876492694442036,0.12350730555796385,0.9845615868052545,7.958360283691346,0.04163971630865415,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s9133021_b0,synthetic,atlas_hard_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g8_s9133021_b0__atlas_hard_256.npz,b13ed437a1292e249e870a9bec9826c464277ca4ba507be3d41b9e5cc29d64da,0.04714437099994484,0.0013153190000139148,0.0,2,8,True,True,0.09254415149448342,0.17674086667116454,0.23456903610308869,0.9934895833333334,1.0,0.09197092459751875,1.0,0.1768991195113804,0.09254415149448336,0.16642842806652547,,self-report; not geometry-derived layer count or success,0.1725921184398863,0.038797669212645824,0.15364695689490251,0.1563012951673959,7.905862700462983,0.09413729953701733,0.9882328375578728,7.8006060020984975,0.19939399790150247,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s9133021_b0,synthetic,atlas_tied_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g8_s9133021_b0__atlas_tied_96.npz,f6fcc865ff8819de8498abb09c8b03254082bde1628a1892fd53cc1bf5fc9011,0.04714437099994484,0.0020002159999421565,0.0,12,8,True,True,0.10609854478795222,0.1934528766714025,0.21695400930625924,0.9934895833333334,1.0,0.10503731333162702,1.0,0.19346641536455667,0.10609854478795211,0.17193573967476822,,self-report; not geometry-derived layer count or success,0.18579116080584368,0.05395274265899991,0.11235880805286262,0.12516265048146552,7.85311460386494,0.14688539613506002,0.9816393254831175,7.768858177772038,0.2311418222279622,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s9133021_b0,synthetic,atlas_tied_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g8_s9133021_b0__atlas_tied_256.npz,17be7e9b91e6c6645a7cd4b656c865a500230d8e0e6f3c8dd5513ab22d89c825,0.04714437099994484,0.001215268000009928,0.0,2,8,True,True,0.07993509409383412,0.1667130301080479,0.1621250431933878,0.9934895833333334,1.0,0.07895517004262402,1.0,0.16672881632652745,0.07993509409383406,0.15099271677500806,,self-report; not geometry-derived layer count or success,0.16672736378887243,0.0006959580863101711,0.15001272038555188,0.16166783857380437,7.85248215656986,0.14751784343013963,0.9815602695712325,7.798936305177913,0.2010636948220874,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s9133021_b0,synthetic,atlas_relax_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g8_s9133021_b0__atlas_relax_96.npz,627b238085187ce7744f2ebe4b12a84ba5200c2a3f1dc008065be6aa8a87c3ac,0.04714437099994484,0.016662995999922714,0.0,12,8,True,True,0.16519200321984243,0.2627005988921152,0.41005433745791153,0.98828125,0.9973958333333334,0.16809860137825283,1.0,0.26856633304891436,0.16519200321984237,0.25221708961510236,,self-report; not geometry-derived layer count or success,0.26500999586472296,0.04356119074497259,0.18579678004772546,0.27051788476345084,7.876492686577994,0.12350731342200572,0.9845615858222493,7.958360261092398,0.04163973890760175,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s9133021_b0,synthetic,atlas_relax_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g8_s9133021_b0__atlas_relax_256.npz,78e6cffc7103d59103ee7aee160ca00250b5e464b6adb7c94d2edf4c0c95de94,0.04714437099994484,0.009335725000028106,0.0,2,8,True,True,0.09254449015305943,0.17674122892790972,0.23456957649707014,0.9934895833333334,1.0,0.09197126887444133,1.0,0.17689948638058353,0.09254449015305936,0.1664288066783683,,self-report; not geometry-derived layer count or success,0.1725924860755478,0.03879770652984639,0.15364800897137118,0.15630328520390652,7.905862720553864,0.09413727944613637,0.988232840069233,7.800603704092882,0.1993962959071176,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s9133021_b0,synthetic,bias_only,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g8_s9133021_b0__bias_only.npz,b0b28bc780a5d325312364e1c18e829e37f1645fd4f5819ec4f7ac190b42cf3d,,,,,8,True,True,0.8044305449870942,1.006815725395228,2.0110211838692345,0.7109375,0.97265625,0.7535575997101919,1.0,1.0068167717806384,0.8044305449870942,1.0049615306189268,,self-report; not geometry-derived layer count or success,1.006592671801227,0.021241586919387673,0.10638794473970027,0.10935140237477223,7.880465127967654,0.1195348720323457,0.9850581409959568,7.866338104617498,0.1336618953825024,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s9133021_b0,synthetic,old_original,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g8_s9133021_b0__old_original.npz,7da5c1411c6dee1cee859859cd2f52f109778e781aafc6fe058983e54b7617a2,,,0.0,,8,True,True,0.11372920758876974,0.31279162286182904,0.4928685329334296,0.98046875,0.99609375,0.10772456677203956,1.0,0.31290312837631273,0.11372920758876974,0.30425066122320604,,self-report; not geometry-derived layer count or success,0.31246399510129386,0.016571647866819937,0.1528898208701478,0.1601446008965326,7.852459022817464,0.147540977182536,0.981557377852183,7.71784637227938,0.2821536277206196,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s9133021_b0,synthetic,whole_spatial,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g8_s9133021_b0__whole_spatial.npz,3e62eaeb4cd181f334d5b8343f0609b80683f650446b7f97723fe9a75e88c35b,,,,,8,True,True,0.07757533820570957,0.16056872888092014,0.11928227719136351,0.9934895833333334,1.0,0.0772989476528197,1.0,0.1607899769946587,0.07757533820570947,0.14399861352408497,,self-report; not geometry-derived layer count or success,0.15787042127490658,0.030501586654244236,0.12558504913393245,0.14534777042453187,7.866069350275993,0.13393064972400737,0.9832586687844991,7.7528829819058585,0.24711701809414155,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s9133021_b0,synthetic,local_spatial_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g8_s9133021_b0__local_spatial_96.npz,49002f553c320a8d25b7dc5504e7521405894e263b01097866999d590348439d,,,,,8,True,True,0.3185725673478192,0.5608627583995119,1.4834966169539094,0.9049479166666666,0.9856770833333334,0.3359500862486648,1.0,0.5752868746198053,0.3185725673478192,0.5467891305752327,,self-report; not geometry-derived layer count or success,0.5733724739509897,0.0468934347765788,0.41031254568365333,0.48689386817912417,7.7582983891117,0.2417016108882999,0.9697872986389625,7.407081537997195,0.592918462002805,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s9133021_b0,synthetic,apss_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g8_s9133021_b0__apss_2.npz,77c739a9761147594445c5c961bca50136ec15dbf5626edc4e55c5b9a6fbf809,,,,,8,True,True,0.38749477271946314,0.5001398843901592,1.0011700003353696,0.9505208333333334,0.9973958333333334,0.40000928421118404,1.0,0.5120242607162586,0.38749477271946325,0.4953987640483557,,self-report; not geometry-derived layer count or success,0.5108479029936757,0.03468808972825267,0.13631039268572034,0.14069031972915524,7.876186477314696,0.1238135226853041,0.984523309664337,7.860444414570437,0.13955558542956314,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s9133021_b0,synthetic,rimls_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g8_s9133021_b0__rimls_2.npz,0a29321d669c1d2ae0686c67a7e2ce8ffd5e554829633c6fd38e1dc5a188f70f,,,,,8,True,True,0.40100096619658104,0.5141026477198738,1.0027258949481215,0.94140625,0.9973958333333334,0.4263905943666833,1.0,0.5354441258736453,0.40100079111325765,0.5114083034868547,,self-report; not geometry-derived layer count or success,0.5345234404079726,0.03138635988796097,0.14490647632028134,0.24104355204619055,7.911882326699585,0.08811767330041498,0.9889852908374481,8.020654320184594,0.0206543201845939,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s9133021_b4,synthetic,global_hard,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g8_s9133021_b4__global_hard.npz,93fe213d3c1357b77707f4284a5dac2ab432e426346e067c5ddf6301e7054b54,0.03915989400002218,0.0001458799999909388,0.0,0,8,True,True,0.14631435326682593,0.5450654599912413,0.1271965079056609,0.97265625,0.9856770833333334,0.125128884793009,1.0,0.5963524648693939,0.15349374044531575,0.5940695928978402,,self-report; not geometry-derived layer count or success,0.5963422296369244,0.0034939243642819412,0.12756748149866395,0.1435990089174215,7.916484759230593,0.0835152407694073,0.9895605949038241,7.925135840419802,0.07486415958019776,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s9133021_b4,synthetic,atlas_hard_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g8_s9133021_b4__atlas_hard_96.npz,ef9a55c720587f25ce15f9baa931b1db521ec0264980afd07a121e4978ca5aa6,0.03915989400002218,0.0019330069999341504,0.0,12,8,True,True,0.23051614332879464,0.5819321262787013,0.4512421204327209,0.96875,0.9830729166666666,0.20879377627633344,1.0,0.6326389909253165,0.23769553050728454,0.6283285483994366,,self-report; not geometry-derived layer count or success,0.6325773786413359,0.008829092266969915,0.2052996519634566,0.2703943012338816,7.927521240207385,0.07247875979261487,0.9909401550259231,8.052673847628833,0.052673847628833315,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s9133021_b4,synthetic,atlas_hard_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g8_s9133021_b4__atlas_hard_256.npz,13363f3f7b55e3949ab179fed1262c15673b1d83da9dd0f2c6cf3bcaedede797,0.03915989400002218,0.0012372620000178358,0.0,2,8,True,True,0.1589506758147714,0.5492081040300039,0.28328514209777245,0.97265625,0.9856770833333334,0.13779028428600812,1.0,0.6001907991834827,0.16613006299326127,0.59883430527557,,self-report; not geometry-derived layer count or success,0.6001738928434365,0.00450486111472484,0.14097252412212422,0.15458103398728415,7.956120669733039,0.04387933026696089,0.9945150837166299,7.895484729767788,0.10451527023221185,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s9133021_b4,synthetic,atlas_tied_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g8_s9133021_b4__atlas_tied_96.npz,bfdd6e2a9e0d17103cf61a102589172538ed55842abe5c1839adf2702779ac6b,0.03915989400002218,0.0016603399999439716,0.0,12,8,True,True,0.17268209495985032,0.554459900403896,0.2930376333372285,0.97265625,0.9856770833333334,0.149764703818545,1.0,0.604950570420237,0.17986148213834016,0.6020005243223143,,self-report; not geometry-derived layer count or success,0.6046282810864332,0.01974422351563529,0.12400059099639611,0.14608466510930126,7.90510668817185,0.09489331182814986,0.9881383360214813,7.86860816938154,0.13139183061846005,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s9133021_b4,synthetic,atlas_tied_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g8_s9133021_b4__atlas_tied_256.npz,5d1a8da9aba5ff5a002ac66239a8bfdbcb8d92d52809d859bb282b13bd6c3bd4,0.03915989400002218,0.001575516000002608,0.0,2,8,True,True,0.14730345137915501,0.5463023861499651,0.16623888601509532,0.97265625,0.9856770833333334,0.12741532167530906,1.0,0.5974832381004022,0.15448283855764489,0.5937326871135128,,self-report; not geometry-derived layer count or success,0.5965522289169867,0.03334153543430569,0.12370815677485843,0.12680749651207385,7.900953626316344,0.09904637368365599,0.987619203289543,7.889592811137206,0.11040718886279421,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s9133021_b4,synthetic,atlas_relax_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-confirmation-q9ixevii/outputs/dual_g8_s9133021_b4__atlas_relax_96.npz,2ae741c7b0540d1d2d8bc8773f8f9dbcecff73fccfda46b8df9e3172cdd249d7,0.03915989400002218,0.014848197999981494,0.0,12,8,True,True,0.23051615245203458,0.5819321298669979,0.45124212908831574,0.96875,0.9830729166666666,0.20879378526337655,1.0,0.6326389942361609,0.23769553963052448,0.628328551304765,,self-report; not geometry-derived layer count or success,0.6325773817654499,0.008829105668726049,0.20529966462103064,0.27039432614769726,7.927521231533382,0.07247876846661772,0.9909401539416728,8.05267382332313,0.0526738233231292,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
