phase,case,seed,gap,sigma,method,status,shared_case_seconds,bias,retain,selected_family,identifiable,geometry_scored,surface_accuracy_mean_mm,surface_accuracy_rms_mm,surface_accuracy_p95_mm,reference_sample_coverage_1mm,reference_sample_coverage_2mm,reference_sample_distance_mean_mm,output_point_count_ratio,matched_point_rms_mm,matched_normal_mae_mm,within_source_layer_rms_mm,reported_model_k,model_k_note,layer_balanced_source_surface_mae_mm,worst_layer_source_surface_mae_mm,independent_surface_mae_mm,surface_mae_mm,balanced_source_mae_mm,worst_source_mae_mm,model_k,matched_rms_mm,k,fitted_normal_angle_deg,support,plane_vector_world,source_geometry_scope,single_false_split,source_group_gap_mm,source_group_gap_error_mm,source_group_gap_retention,fitted_vertical_gap_mm,fitted_gap_error_mm,fitted_perpendicular_gap_mm,source_gap_mm,source_gap_error_mm,counterfactual_source_gap_mm,counterfactual_source_gap_error_mm,fitted_source_plane_mae_mm,assignment_error,supported_assignment_error,counterfactual_geometry_mse_mm2,assignment_delta_mse_mm2,geometry_assignment_cross_mm2,total_mse_mm2,decomposition_error_mm2,supported_counterfactual_geometry_mse_mm2,supported_assignment_delta_mse_mm2,supported_geometry_assignment_cross_mm2,supported_total_mse_mm2,supported_decomposition_error_mm2
bridge,s9172101_g2_n1.0_b0_r0.25,9172101,2,1.0,old_spatial36,OK,10.648905951005872,0,0.25,R,True,True,0.1125891295915861,0.17429487844980773,0.23758090156573686,0.9844559585492227,0.9870466321243523,0.13914322882303334,1.0,0.32939912525356285,0.14351819188681972,0.31766774243906404,2,self-report; not geometry-derived layer count or success,0.1637077433615174,0.20954940480840314,0.1125891295915861,0.1125891295915861,0.1637077433615174,0.20954940480840314,2,0.32939912525356285,2,0.3538931409099336,1.0,"[0.005949458974893662, -0.0016618945727724839, 1.0000863823431727]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,1.9514422169510715,0.04855778304892855,0.9757211084755357,2.431801418185602,0.4318014181856018,2.431755031242142,1.9514422169510708,0.048557783048929215,2.081527177587286,0.08152717758728611,0.10551082262699545,0.02674527045030642,0.02674527045030642,0.01608484333294097,0.10726103360199413,-0.014842093217122716,0.10850378371781239,6.938893903907228e-18,0.01608484333294097,0.10726103360199413,-0.014842093217122716,0.10850378371781239,6.938893903907228e-18
bridge,s9172101_g2_n1.0_b0_r0.25,9172101,2,1.0,rbf_only,OK,10.648905951005872,0,0.25,R,True,True,0.11258965183812729,0.17429536510325142,0.23758131918861655,0.9844559585492227,0.9870466321243523,0.13914374512502523,1.0,0.3293996328639453,0.14351871484956508,0.3176679416927122,2,self-report; not geometry-derived layer count or success,0.16370831158611587,0.20955007574462547,0.11258965183812729,0.11258965183812729,0.16370831158611587,0.20955007574462547,2,0.3293996328639453,2,0.35389420564130164,1.0,"[0.005949494945309282, -0.0016618348879861382, 1.0000863826342352]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,1.9514419191802106,0.048558080819789406,0.9757209595901053,2.4318030878785932,0.43180308787859323,2.4317567006241623,1.9514419191802101,0.04855808081978985,2.0815269691715894,0.08152696917158941,0.10551129990449794,0.02674527045030642,0.02674527045030642,0.016085003266416112,0.10726118095693006,-0.014842066092444242,0.10850411813090192,5.204170427930421e-18,0.016085003266416112,0.10726118095693006,-0.014842066092444242,0.10850411813090192,5.204170427930421e-18
bridge,s9172101_g2_n1.0_b0_r1.0,9172101,2,1.0,adaptive_bic,OK,15.598208594004973,0,1.0,L,True,True,0.08432474843642758,0.20576699015916558,0.14726266335114316,0.9895833333333334,0.9921875,0.09407615639311194,1.0,0.30202754979894525,0.10505567828980356,0.300269827140249,2,self-report; not geometry-derived layer count or success,0.11230973513425029,0.13858804679967948,0.08432474843642758,0.08432474843642758,0.11230973513425029,0.13858804679967948,2,0.30202754979894525,2,0.1595489609378874,0.9986979166666666,"[0.0027390451803064077, -0.0005031995550221697, 1.0000797252253844]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,2.043741770787378,0.043741770787378176,1.021870885393689,2.2901756185890556,0.2901756185890556,2.290166739238421,2.0437417707873786,0.04374177078737862,2.109412582140107,0.10941258214010707,0.07127564668418951,0.016135662898252825,0.014363073749355339,0.02445980938577978,0.07513430689648752,-0.008373475444712952,0.09122064083755434,1.3877787807814457e-17,0.00690767925777613,0.07523226557562245,-0.008384392622606972,0.07375555221079161,1.734723475976807e-18
bridge,s9172101_g2_n1.0_b0_r1.0,9172101,2,1.0,adaptive_cv,OK,15.598208594004973,0,1.0,R,True,True,0.07931872174015392,0.17491877068849312,0.14564615252407545,0.98828125,0.9934895833333334,0.09378941571577208,1.0,0.3032185447318947,0.10526546609636955,0.3007300401756316,2,self-report; not geometry-derived layer count or success,0.10780621559669515,0.11700950107264382,0.07931872174015392,0.07931872174015392,0.10780621559669515,0.11700950107264382,2,0.3032185447318947,2,0.17061150345892945,0.9986979166666666,"[0.0029636165244280657, -0.0002921829410123674, 1.0000817979446819]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,2.046193463835867,0.0461934638358672,1.0230967319179336,2.2988851841845737,0.29888518418457366,2.2988749922102687,2.046193463835867,0.0461934638358672,2.10495840483101,0.10495840483100993,0.07126876346528577,0.014579356922625165,0.012793781772636854,0.02442906312345185,0.07570718072696601,-0.008194757981089875,0.091941485869328,1.5612511283791264e-17,0.00687689290905664,0.07580588630809634,-0.008205442150556746,0.07447733706659625,5.204170427930421e-18
bridge,s9172101_g2_n1.0_b0_r1.0,9172101,2,1.0,constant_only,OK,15.598208594004973,0,1.0,C,True,True,0.4923584303943811,0.5858416317800211,1.0321722666686999,0.9283854166666666,1.0,0.5023563569944766,1.0,0.6281871573308729,0.5179815183543419,0.5954023922484042,2,self-report; not geometry-derived layer count or success,0.5279992826248086,0.5642900513027258,0.4923584303943811,0.4923584303943811,0.5279992826248086,0.5642900513027258,2,0.6281871573308729,2,1.327446161797455,0.9986979166666666,"[-0.023166511413140335, 0.00028079238148911165, 0.9998170512421922]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,1.6073289788392737,0.3926710211607263,0.8036644894196369,1.244791119602805,0.755208880397195,1.2444570510261828,1.6073289788392735,0.3926710211607265,2.636018771104725,0.6360187711047249,0.4714706640331621,0.4150932315372192,0.4144699034848596,0.32429179985113765,0.5384979846627066,-0.46817067987840116,0.39461910463544303,5.551115123125783e-17,0.3071305849649402,0.5392000680846918,-0.46878107189910323,0.37754958115052883,5.551115123125783e-17
bridge,s9172101_g2_n1.0_b0_r1.0,9172101,2,1.0,linear_only,OK,15.598208594004973,0,1.0,L,True,True,0.08432474843642758,0.20576699015916558,0.14726266335114316,0.9895833333333334,0.9921875,0.09407615639311194,1.0,0.30202754979894525,0.10505567828980356,0.300269827140249,2,self-report; not geometry-derived layer count or success,0.11230973513425029,0.13858804679967948,0.08432474843642758,0.08432474843642758,0.11230973513425029,0.13858804679967948,2,0.30202754979894525,2,0.1595489609378874,0.9986979166666666,"[0.0027390451803064077, -0.0005031995550221697, 1.0000797252253844]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,2.043741770787378,0.043741770787378176,1.021870885393689,2.2901756185890556,0.2901756185890556,2.290166739238421,2.0437417707873786,0.04374177078737862,2.109412582140107,0.10941258214010707,0.07127564668418951,0.016135662898252825,0.014363073749355339,0.02445980938577978,0.07513430689648752,-0.008373475444712952,0.09122064083755434,1.3877787807814457e-17,0.00690767925777613,0.07523226557562245,-0.008384392622606972,0.07375555221079161,1.734723475976807e-18
bridge,s9172101_g2_n1.0_b0_r1.0,9172101,2,1.0,old_constant64,OK,15.598208594004973,0,1.0,C,True,True,0.4923584303943806,0.585841631780021,1.032172266668704,0.9283854166666666,1.0,0.5023563569944757,1.0,0.6281871573308724,0.517981518354341,0.5954023922484029,2,self-report; not geometry-derived layer count or success,0.5279992826248079,0.5642900513027258,0.4923584303943806,0.4923584303943806,0.5279992826248079,0.5642900513027258,2,0.6281871573308724,2,1.327446161797455,0.9986979166666666,"[-0.023166511413140325, 0.0002807923814890776, 0.9998170512421922]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,1.6073289788392717,0.3926710211607283,0.8036644894196359,1.2447911196028005,0.7552088803971995,1.2444570510261783,1.6073289788392722,0.39267102116072783,2.6360187711047196,0.6360187711047196,0.47147066403315957,0.4150932315372192,0.4144699034848596,0.32429179985113504,0.538497984662703,-0.4681706798783958,0.3946191046354423,0.0,0.30713058496493767,0.5392000680846882,-0.46878107189909773,0.3775495811505281,5.551115123125783e-17
bridge,s9172101_g2_n1.0_b0_r1.0,9172101,2,1.0,old_spatial36,OK,15.598208594004973,0,1.0,R,True,True,0.07931876675713012,0.17491882654044613,0.1456466900300803,0.98828125,0.9934895833333334,0.09378946685699463,1.0,0.30321857794898405,0.1052655114519907,0.3007301163136944,2,self-report; not geometry-derived layer count or success,0.10780616719757154,0.11700911302035419,0.07931876675713012,0.07931876675713012,0.10780616719757154,0.11700911302035419,2,0.30321857794898405,2,0.17061210372543262,0.9986979166666666,"[0.0029636265411419616, -0.0002921881341542314, 1.000081798050836]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,2.0461935478082234,0.04619354780822338,1.0230967739041117,2.298885903446978,0.29888590344697796,2.2988757113977663,2.0461935478082234,0.04619354780822338,2.1049585071956516,0.10495850719565158,0.07126881597326323,0.014579356922625165,0.012793781772636854,0.024429079766542128,0.07570722811672823,-0.008194801869866241,0.09194150601340412,5.204170427930421e-18,0.00687690957384586,0.07580593375964442,-0.008205486096554462,0.07447735723693584,1.9081958235744878e-17
bridge,s9172101_g2_n1.0_b0_r1.0,9172101,2,1.0,rbf_only,OK,15.598208594004973,0,1.0,R,True,True,0.07931872174015392,0.17491877068849312,0.14564615252407545,0.98828125,0.9934895833333334,0.09378941571577208,1.0,0.3032185447318947,0.10526546609636955,0.3007300401756316,2,self-report; not geometry-derived layer count or success,0.10780621559669515,0.11700950107264382,0.07931872174015392,0.07931872174015392,0.10780621559669515,0.11700950107264382,2,0.3032185447318947,2,0.17061150345892945,0.9986979166666666,"[0.0029636165244280657, -0.0002921829410123674, 1.0000817979446819]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,2.046193463835867,0.0461934638358672,1.0230967319179336,2.2988851841845737,0.29888518418457366,2.2988749922102687,2.046193463835867,0.0461934638358672,2.10495840483101,0.10495840483100993,0.07126876346528577,0.014579356922625165,0.012793781772636854,0.02442906312345185,0.07570718072696601,-0.008194757981089875,0.091941485869328,1.5612511283791264e-17,0.00687689290905664,0.07580588630809634,-0.008205442150556746,0.07447733706659625,5.204170427930421e-18
bridge,s9172101_g2_n1.0_b4_r0.25,9172101,2,1.0,adaptive_bic,OK,9.652201620003325,4,0.25,L,True,True,0.23772094362792806,0.30567104490148644,0.39092110232470817,0.9818652849740933,0.9844559585492227,0.26378329084688756,1.0,0.42258662484243303,0.2683194552364616,0.3549702452542807,2,self-report; not geometry-derived layer count or success,0.2709447768791275,0.27690580131482756,0.23772094362792806,0.23772094362792806,0.2709447768791275,0.27690580131482756,2,0.42258662484243303,2,0.3444117867741317,1.0,"[0.005770719106052964, -0.0016850416114177547, 1.0000848767066595]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,1.9325306164958975,0.06746938350410248,0.9662653082479488,2.419360683597915,0.4193606835979149,2.419316973672817,1.9325306164958969,0.06746938350410314,2.0793562147522473,0.0793562147522473,0.21972067702684264,0.030342392752464694,0.030342392752464694,0.060107056705361275,0.13649921762641387,-0.018026818836055926,0.1785794554957192,6.938893903907228e-18,0.060107056705361275,0.13649921762641387,-0.018026818836055926,0.1785794554957192,6.938893903907228e-18
bridge,s9172101_g2_n1.0_b4_r0.25,9172101,2,1.0,adaptive_cv,OK,9.652201620003325,4,0.25,R,True,True,0.22266286721546225,0.26502629060763183,0.3838050531036506,0.9844559585492227,0.9870466321243523,0.2521854409736505,1.0,0.394422571561406,0.2532998507528124,0.31783073558017694,2,self-report; not geometry-derived layer count or success,0.2586776784427701,0.27088851072702697,0.22266286721546225,0.22266286721546225,0.2586776784427701,0.27088851072702697,2,0.394422571561406,2,0.35483538112091906,1.0,"[0.005966724026541062, -0.0016612158179419858, 1.000086528115213]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,1.9515218641671204,0.04847813583287963,0.9757609320835602,2.4329415309034377,0.4329415309034377,2.432894874757768,1.9515218641671204,0.04847813583287963,2.0816678321077107,0.08166783210771067,0.21326606513986554,0.02674527045030642,0.02674527045030642,0.057587890054389426,0.10736166385052899,-0.00938038894780599,0.15556916495711243,0.0,0.057587890054389426,0.10736166385052899,-0.00938038894780599,0.15556916495711243,0.0
bridge,s9172101_g2_n1.0_b4_r0.25,9172101,2,1.0,constant_only,OK,9.652201620003325,4,0.25,C,True,True,0.45330646828352594,0.5505645668214705,0.9789765602011281,0.9430051813471503,1.0,0.4702842589218503,1.0,0.5843766006668418,0.4718910143052572,0.5340877698561077,2,self-report; not geometry-derived layer count or success,0.509895590964402,0.5961883356139895,0.45330646828352594,0.45330646828352594,0.509895590964402,0.5961883356139895,2,0.5843766006668418,2,1.3577342086819746,1.0,"[-0.023643546830630142, 0.0015977645962686887, 0.9998355634634079]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,1.5704287976505238,0.4295712023494762,0.7852143988252619,1.131615270074756,0.8683847299252441,1.1312975587200333,1.5704287976505238,0.4295712023494762,2.5066959523740118,0.5066959523740118,0.6609383723687959,0.41376898481215024,0.41376898481215024,0.5459007935072845,0.6533316240581162,-0.8577364061584672,0.3414960114069335,1.1102230246251565e-16,0.5459007935072845,0.6533316240581162,-0.8577364061584672,0.3414960114069335,1.1102230246251565e-16
bridge,s9172101_g2_n1.0_b4_r0.25,9172101,2,1.0,linear_only,OK,9.652201620003325,4,0.25,L,True,True,0.23772094362792806,0.30567104490148644,0.39092110232470817,0.9818652849740933,0.9844559585492227,0.26378329084688756,1.0,0.42258662484243303,0.2683194552364616,0.3549702452542807,2,self-report; not geometry-derived layer count or success,0.2709447768791275,0.27690580131482756,0.23772094362792806,0.23772094362792806,0.2709447768791275,0.27690580131482756,2,0.42258662484243303,2,0.3444117867741317,1.0,"[0.005770719106052964, -0.0016850416114177547, 1.0000848767066595]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,1.9325306164958975,0.06746938350410248,0.9662653082479488,2.419360683597915,0.4193606835979149,2.419316973672817,1.9325306164958969,0.06746938350410314,2.0793562147522473,0.0793562147522473,0.21972067702684264,0.030342392752464694,0.030342392752464694,0.060107056705361275,0.13649921762641387,-0.018026818836055926,0.1785794554957192,6.938893903907228e-18,0.060107056705361275,0.13649921762641387,-0.018026818836055926,0.1785794554957192,6.938893903907228e-18
bridge,s9172101_g2_n1.0_b4_r0.25,9172101,2,1.0,old_constant64,OK,9.652201620003325,4,0.25,C,True,True,0.4533064678490063,0.5505645670811207,0.9789765655435629,0.9430051813471503,1.0,0.47028425877323815,1.0,0.5843766012808496,0.47189101408656875,0.5340877685973988,2,self-report; not geometry-derived layer count or success,0.5098955920733174,0.5961883397373461,0.4533064678490063,0.4533064678490063,0.5098955920733174,0.5961883397373461,2,0.5843766012808496,2,1.3577342092320515,1.0,"[-0.023643546845312422, 0.0015977645214534147, 0.9998355634633]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,1.5704287975671396,0.4295712024328604,0.7852143987835698,1.1316152661488557,0.8683847338511443,1.131297554794978,1.5704287975671394,0.4295712024328606,2.506695949042345,0.5066959490423448,0.660938376854751,0.41376898481215024,0.41376898481215024,0.5459008001260522,0.6533316195247828,-0.8577364075262782,0.3414960121245572,3.3306690738754696e-16,0.5459008001260522,0.6533316195247828,-0.8577364075262782,0.3414960121245572,3.3306690738754696e-16
bridge,s9172101_g2_n1.0_b4_r0.25,9172101,2,1.0,old_spatial36,OK,9.652201620003325,4,0.25,R,True,True,0.2226627583959393,0.26502620880410077,0.3838058253884491,0.9844559585492227,0.9870466321243523,0.2521853399136367,1.0,0.3944223610683392,0.2532997375386376,0.31783060221188164,2,self-report; not geometry-derived layer count or success,0.2586773128260107,0.2708875720079285,0.2226627583959393,0.2226627583959393,0.2586773128260107,0.2708875720079285,2,0.3944223610683392,2,0.35483404142468133,1.0,"[0.005966680423416384, -0.0016612852323079253, 1.0000865277617519]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,1.9515230831237536,0.048476916876246445,0.9757615415618768,2.432940402687943,0.43294040268794287,2.432893746916212,1.9515230831237533,0.04847691687624667,2.081668990666424,0.08166899066642408,0.21326598174466393,0.02674527045030642,0.02674527045030642,0.057587859349989966,0.10736156420211514,-0.009380424641381757,0.15556899891072334,8.673617379884035e-18,0.057587859349989966,0.10736156420211514,-0.009380424641381757,0.15556899891072334,8.673617379884035e-18
bridge,s9172101_g2_n1.0_b4_r0.25,9172101,2,1.0,rbf_only,OK,9.652201620003325,4,0.25,R,True,True,0.22266286721546225,0.26502629060763183,0.3838050531036506,0.9844559585492227,0.9870466321243523,0.2521854409736505,1.0,0.394422571561406,0.2532998507528124,0.31783073558017694,2,self-report; not geometry-derived layer count or success,0.2586776784427701,0.27088851072702697,0.22266286721546225,0.22266286721546225,0.2586776784427701,0.27088851072702697,2,0.394422571561406,2,0.35483538112091906,1.0,"[0.005966724026541062, -0.0016612158179419858, 1.000086528115213]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,1.9515218641671204,0.04847813583287963,0.9757609320835602,2.4329415309034377,0.4329415309034377,2.432894874757768,1.9515218641671204,0.04847813583287963,2.0816678321077107,0.08166783210771067,0.21326606513986554,0.02674527045030642,0.02674527045030642,0.057587890054389426,0.10736166385052899,-0.00938038894780599,0.15556916495711243,0.0,0.057587890054389426,0.10736166385052899,-0.00938038894780599,0.15556916495711243,0.0
bridge,s9172101_g2_n1.0_b4_r1.0,9172101,2,1.0,adaptive_bic,OK,11.995409395000024,4,1.0,L,True,True,0.08844418510343767,0.28829482464655876,0.14805018306620968,0.9895833333333334,0.9921875,0.10589010385995307,1.0,0.36549788327780375,0.10911306710084277,0.3623137992044293,2,self-report; not geometry-derived layer count or success,0.11792201379119233,0.1498037513115469,0.08844418510343767,0.08844418510343767,0.11792201379119233,0.1498037513115469,2,0.36549788327780375,2,0.15945425247486125,0.9986979166666666,"[0.0027412558139876236, -0.0004815497162631113, 1.0000797272648965]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,2.0333292991738485,0.033329299173848526,1.0166646495869243,2.2907318654369098,0.29073186543690976,2.2907229944706344,2.033329299173849,0.03332929917384897,2.0990160610450888,0.09901606104508875,0.07140165482806059,0.016135662898252825,0.014363073749355339,0.06680469907268705,0.07517080946648379,-0.008386805858615712,0.1335887026805551,3.2959746043559335e-17,0.008538886777539025,0.07526881573697464,-0.00839774041644963,0.07540996209806401,2.2551405187698492e-17
bridge,s9172101_g2_n1.0_b4_r1.0,9172101,2,1.0,adaptive_cv,OK,11.995409395000024,4,1.0,R,True,True,0.08409850641746668,0.2680429568568941,0.14615071137466953,0.9869791666666666,0.9934895833333334,0.107516906764753,1.0,0.37455804248419405,0.11197202803223029,0.37131256641935806,2,self-report; not geometry-derived layer count or success,0.11706969864365797,0.1355087721799393,0.08409850641746668,0.08409850641746668,0.11706969864365797,0.1355087721799393,2,0.37455804248419405,2,0.17059621686716206,0.9986979166666666,"[0.0029654365134873985, -0.0002701682548710458, 1.0000817956919599]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,2.027579028859825,0.027579028859824994,1.0137895144299125,2.2994871555470233,0.2994871555470233,2.299476962730686,2.027579028859825,0.027579028859824994,2.094631144165279,0.09463114416527896,0.07144455416231048,0.016377918073704305,0.014598835924261401,0.0667837397349412,0.08263290978813999,-0.009122922333489904,0.14029372718959124,4.5102810375396984e-17,0.008517900113407601,0.08274064500298764,-0.009134816625971638,0.08212372849042358,1.5612511283791264e-17
bridge,s9172101_g2_n1.0_b4_r1.0,9172101,2,1.0,constant_only,OK,11.995409395000024,4,1.0,C,True,True,0.49658171762664066,0.6197470847539446,1.0316999719704298,0.9283854166666666,1.0,0.5057435594914296,1.0,0.6613894459338976,0.5223623199034195,0.6272157722982792,2,self-report; not geometry-derived layer count or success,0.5338790198176764,0.5755964744014697,0.49658171762664066,0.49658171762664066,0.5338790198176764,0.5755964744014697,2,0.6613894459338976,2,1.3276366125265402,0.9986979166666666,"[-0.023169535928028118, 0.00030451772476878527, 0.9998169984003074]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,1.5970934989183276,0.40290650108167236,0.7985467494591638,1.2467268559149625,0.7532731440850375,1.2463921718282747,1.597093498918328,0.4029065010816719,2.627382920528505,0.6273829205285049,0.47234580605893006,0.4150932315372192,0.4144699034848596,0.3675433598080566,0.5401740330266143,-0.47028139364192273,0.4374359991927481,0.0,0.3096696448541541,0.5408783016485524,-0.4708945375710517,0.37965340893165495,1.1102230246251565e-16
bridge,s9172101_g2_n1.0_b4_r1.0,9172101,2,1.0,linear_only,OK,11.995409395000024,4,1.0,L,True,True,0.08844418510343767,0.28829482464655876,0.14805018306620968,0.9895833333333334,0.9921875,0.10589010385995307,1.0,0.36549788327780375,0.10911306710084277,0.3623137992044293,2,self-report; not geometry-derived layer count or success,0.11792201379119233,0.1498037513115469,0.08844418510343767,0.08844418510343767,0.11792201379119233,0.1498037513115469,2,0.36549788327780375,2,0.15945425247486125,0.9986979166666666,"[0.0027412558139876236, -0.0004815497162631113, 1.0000797272648965]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,2.0333292991738485,0.033329299173848526,1.0166646495869243,2.2907318654369098,0.29073186543690976,2.2907229944706344,2.033329299173849,0.03332929917384897,2.0990160610450888,0.09901606104508875,0.07140165482806059,0.016135662898252825,0.014363073749355339,0.06680469907268705,0.07517080946648379,-0.008386805858615712,0.1335887026805551,3.2959746043559335e-17,0.008538886777539025,0.07526881573697464,-0.00839774041644963,0.07540996209806401,2.2551405187698492e-17
bridge,s9172101_g2_n1.0_b4_r1.0,9172101,2,1.0,old_constant64,OK,11.995409395000024,4,1.0,C,True,True,0.4965817176266405,0.6197470847539446,1.0316999719704316,0.9283854166666666,1.0,0.5057435594914294,1.0,0.6613894459338975,0.5223623199034192,0.6272157722982787,2,self-report; not geometry-derived layer count or success,0.533879019817676,0.5755964744014697,0.4965817176266405,0.4965817176266405,0.533879019817676,0.5755964744014697,2,0.6613894459338975,2,1.3276366125265402,0.9986979166666666,"[-0.023169535928028118, 0.0003045177247687885, 0.9998169984003074]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,1.5970934989183279,0.40290650108167214,0.7985467494591639,1.2467268559149607,0.7532731440850393,1.2463921718282729,1.5970934989183276,0.40290650108167236,2.6273829205285035,0.6273829205285035,0.4723458060589292,0.4150932315372192,0.4144699034848596,0.36754335980805575,0.5401740330266129,-0.4702813936419208,0.43743599919274795,5.551115123125783e-17,0.3096696448541533,0.5408783016485511,-0.47089453757104976,0.3796534089316547,5.551115123125783e-17
bridge,s9172101_g2_n1.0_b4_r1.0,9172101,2,1.0,old_spatial36,OK,11.995409395000024,4,1.0,R,True,True,0.08409844434282593,0.26804298374512375,0.146149729562667,0.9869791666666666,0.9934895833333334,0.10751689885123639,1.0,0.3745580401225673,0.11197196899861876,0.3713126388760289,2,self-report; not geometry-derived layer count or success,0.11706944087971408,0.13550779481071423,0.08409844434282593,0.08409844434282593,0.11706944087971408,0.13550779481071423,2,0.3745580401225673,2,0.17059669292721832,0.9986979166666666,"[0.0029654429858779127, -0.0002701887994466987, 1.0000817957766799]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,2.0275794933185667,0.027579493318566684,1.0137897466592833,2.299488078117076,0.2994880781170761,2.299477885239762,2.0275794933185667,0.027579493318566684,2.0946316355314707,0.09463163553147069,0.071444511561723,0.016377918073704305,0.014598835924261401,0.06678375042188513,0.08263297610793624,-0.009123001109362637,0.14029372542045873,1.734723475976807e-18,0.008517910814284975,0.08274071140925036,-0.009134895504550855,0.08212372671898448,8.673617379884035e-18
bridge,s9172101_g2_n1.0_b4_r1.0,9172101,2,1.0,rbf_only,OK,11.995409395000024,4,1.0,R,True,True,0.08409850641746668,0.2680429568568941,0.14615071137466953,0.9869791666666666,0.9934895833333334,0.107516906764753,1.0,0.37455804248419405,0.11197202803223029,0.37131256641935806,2,self-report; not geometry-derived layer count or success,0.11706969864365797,0.1355087721799393,0.08409850641746668,0.08409850641746668,0.11706969864365797,0.1355087721799393,2,0.37455804248419405,2,0.17059621686716206,0.9986979166666666,"[0.0029654365134873985, -0.0002701682548710458, 1.0000817956919599]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,2.027579028859825,0.027579028859824994,1.0137895144299125,2.2994871555470233,0.2994871555470233,2.299476962730686,2.027579028859825,0.027579028859824994,2.094631144165279,0.09463114416527896,0.07144455416231048,0.016377918073704305,0.014598835924261401,0.0667837397349412,0.08263290978813999,-0.009122922333489904,0.14029372718959124,4.5102810375396984e-17,0.008517900113407601,0.08274064500298764,-0.009134816625971638,0.08212372849042358,1.5612511283791264e-17
bridge,s9172101_g2_n2.0_b0_r0.25,9172101,2,2.0,adaptive_bic,OK,11.791151470999466,0,0.25,S,True,True,0.35142731347092,0.43102340062041705,0.8920604416384639,0.9067357512953368,1.0,0.3848500043534156,1.0,0.5019003289788679,0.3844329404236425,0.35876137345897524,1,self-report; not geometry-derived layer count or success,0.47573335522549415,0.683038991124836,0.35142731347092,0.35142731347092,0.47573335522549415,0.683038991124836,1,0.5019003289788679,1,1.2687420040288997,1.0,"[-0.022113560368488844, 0.0011851366946832368, 0.9999074312069185]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,1.285106213111696,0.7148937868883041,0.642553106555848,0.0,2.0,0.0,1.2851062131116961,0.7148937868883039,1.2851062131116961,0.7148937868883039,0.3843843233518931,,,0.25190394022909585,3.2546880503661134e-33,5.336311279892318e-18,0.25190394022909585,5.336311279892321e-18,0.25190394022909585,3.2546880503661134e-33,5.336311279892318e-18,0.25190394022909585,5.336311279892321e-18
bridge,s9172101_g2_n2.0_b0_r0.25,9172101,2,2.0,adaptive_cv,OK,11.791151470999466,0,0.25,R,True,True,0.3118099873171583,0.45587038352895176,0.6428524643418004,0.9715025906735751,0.9715025906735751,0.3425376104829773,1.0,0.5891728774988416,0.3534064654338952,0.5689216583396812,2,self-report; not geometry-derived layer count or success,0.3912336119008042,0.4771231159983698,0.3118099873171583,0.3118099873171583,0.3912336119008042,0.4771231159983698,2,0.5891728774988416,2,0.930603963455256,1.0,"[0.015470745775815066, -0.004955498278486203, 1.0000921291638731]",V17 new-seed synthetic first returns; frozen upstream; not real geometry,,2.0253405075287714,0.025340507528771372,1.0126702537643857,3.23629400697335,1.23629400697335,3.235867139604887,2.025340507528772,0.025340507528771816,2.3232965491431385,0.32329654914313855,0.2803697830824667,0.04602984279243272,0.04602984279243272,0.11089362323543023,0.35280278464182285,-0.11657172829698807,0.347124679580265,1.3877787807814457e-17,0.11089362323543023,0.35280278464182285,-0.11657172829698807,0.347124679580265,1.3877787807814457e-17
