phase,case,seed,gap,sigma,method,status,shared_case_seconds,dependence,selected_family,surface_mae_mm,matched_rms_mm,balanced_source_mae_mm,worst_source_mae_mm,coverage_1mm,model_k,slope_error,slope_angle_deg,single_false_split,alpha,beta,assignment_error,fitted_gap_mm,fitted_perpendicular_gap_mm,source_gap_from_assignment_mm,source_gap_from_slope_mm,fitted_gap_error_mm,source_gap_mm,source_gap_error_mm,source_gap_relative_error,gap_identity_error_mm,balanced_midplane_crossing,counterfactual_source_gap_mm,counterfactual_geometry_mse_mm2,assignment_delta_mse_mm2,geometry_assignment_cross_mm2,total_mse_mm2,decomposition_error_mm2
development,s9161101_g0_n2_l0,9161101,0.0,2.0,old_spatial36,OK,8.229649423999945,0.0,S,0.07872506672879043,0.09618894677686605,0.07872506672879043,0.07872506672879043,1.0,1,0.14731510896915978,0.16881019158663596,0,,,,,,,,,,,,,,,,,,,
development,s9161101_g0_n2_l0,9161101,0.0,2.0,rbf_only,OK,8.229649423999945,0.0,S,0.07872506672879043,0.09618894677686605,0.07872506672879043,0.07872506672879043,1.0,1,0.14731510896915978,0.16881019158663596,0,,,,,,,,,,,,,,,,,,,
development,s9161101_g2_n1_l0,9161101,2.0,1.0,adaptive_bic,OK,7.338763020998158,0.0,C,0.05647198383938207,0.7731842082765114,0.34759479182740316,0.3777852742345247,0.8619791666666666,2,0.07943627637306121,0.09102719094258452,,0.13020833333333334,0.171875,0.15104166666666669,1.9811692523332707,1.9811667520540652,1.3826910406909285,0.000271480757870273,0.01883074766672932,1.3829625214487988,0.6170374785512012,0.3085187392756006,0.0,0.15104166666666669,1.9814407330911408,0.004807973916403945,0.592843315548606,0.0001625304631657569,0.5978138199281757,3.482999479109683e-17
development,s9161101_g2_n1_l0,9161101,2.0,1.0,adaptive_cv,OK,7.338763020998158,0.0,C,0.05647198383938207,0.7731842082765114,0.34759479182740316,0.3777852742345247,0.8619791666666666,2,0.07943627637306121,0.09102719094258452,,0.13020833333333334,0.171875,0.15104166666666669,1.9811692523332707,1.9811667520540652,1.3826910406909285,0.000271480757870273,0.01883074766672932,1.3829625214487988,0.6170374785512012,0.3085187392756006,0.0,0.15104166666666669,1.9814407330911408,0.004807973916403945,0.592843315548606,0.0001625304631657569,0.5978138199281757,3.482999479109683e-17
development,s9161101_g2_n1_l0,9161101,2.0,1.0,constant_only,OK,7.338763020998158,0.0,C,0.05647198383938207,0.7731842082765114,0.34759479182740316,0.3777852742345247,0.8619791666666666,2,0.07943627637306121,0.09102719094258452,,0.13020833333333334,0.171875,0.15104166666666669,1.9811692523332707,1.9811667520540652,1.3826910406909285,0.000271480757870273,0.01883074766672932,1.3829625214487988,0.6170374785512012,0.3085187392756006,0.0,0.15104166666666669,1.9814407330911408,0.004807973916403945,0.592843315548606,0.0001625304631657569,0.5978138199281757,3.482999479109683e-17
development,s9161101_g2_n1_l0,9161101,2.0,1.0,linear_only,OK,7.338763020998158,0.0,L,0.08114752222710485,0.7846032332716786,0.37641794310046317,0.39674744894582475,0.8580729166666666,2,0.13646187850569316,0.1563734057953406,,0.14322916666666666,0.16927083333333334,0.15625,1.9839273893101896,1.983920000474084,1.3639500801507554,0.0006088125038710671,0.016072610689810363,1.3645588926546264,0.6354411073453736,0.3177205536726868,0.0,0.15625,1.9845362018140607,0.009488129438043452,0.6149949821961164,-0.008880877973787659,0.615602233660372,1.231653667943533e-16
development,s9161101_g2_n1_l0,9161101,2.0,1.0,old_constant64,OK,7.338763020998158,0.0,C,0.05647198383938207,0.7731842082765114,0.34759479182740316,0.3777852742345247,0.8619791666666666,2,0.07943627637306121,0.09102719094258452,,0.13020833333333334,0.171875,0.15104166666666669,1.9811692523332707,1.9811667520540652,1.3826910406909285,0.000271480757870273,0.01883074766672932,1.3829625214487988,0.6170374785512012,0.3085187392756006,0.0,0.15104166666666669,1.9814407330911408,0.004807973916403945,0.592843315548606,0.0001625304631657569,0.5978138199281757,3.482999479109683e-17
development,s9161101_g2_n1_l0,9161101,2.0,1.0,old_spatial36,OK,7.338763020998158,0.0,R,0.10020679315591137,0.7856659553088831,0.39187859374776257,0.39537442376644694,0.8567708333333334,2,0.1838664455738653,0.21069447678974534,,0.15625,0.15885416666666666,0.15755208333333331,1.99043581340329,1.9904223554589002,1.3632411951173575,1.8415434863066705e-05,0.00956418659670999,1.3632596105522206,0.6367403894477794,0.3183701947238897,0.0,0.15755208333333331,1.990454228838153,0.014553410248933652,0.6241953151050629,-0.021477732022576718,0.6172709933314199,8.326672684688674e-17
development,s9161101_g2_n1_l0,9161101,2.0,1.0,rbf_only,OK,7.338763020998158,0.0,R,0.0971596850343664,0.7956398263645035,0.39688366097167704,0.40649402465311324,0.8528645833333334,2,0.17663659999925585,0.20240979171484388,,0.15625,0.16666666666666666,0.16145833333333331,1.9900869410981417,1.9900745228774501,1.3474546997018668,5.72789830190156e-05,0.00991305890185834,1.347511978684886,0.6524880213151141,0.32624401065755704,0.0,0.16145833333333331,1.9901442200811605,0.013683342282907412,0.6394470157656776,-0.020087624751247864,0.6330427332973372,5.898059818321144e-17
development,s9161101_g2_n1_l0.5,9161101,2.0,1.0,adaptive_bic,OK,7.727319661004003,0.5,L,0.11041568037395298,0.6947005824388848,0.333777181301196,0.36563011482630997,0.890625,2,0.2050033700902332,0.2349152414967949,,0.09375,0.1484375,0.12109375,2.049239399286235,2.0492221750799384,1.5529392322716,-0.0950946940400896,0.04923939928623522,1.4578445382315104,0.5421554617684896,0.2710777308842448,0.0,0.12109375,1.9541447052461454,0.01905417555142443,0.5085189280593645,-0.04496420436986309,0.4826088992409258,0.0
development,s9161101_g2_n1_l0.5,9161101,2.0,1.0,adaptive_cv,OK,7.727319661004003,0.5,R,0.1031673280777946,0.7013787342019516,0.3334112242454222,0.3754119385407512,0.8841145833333334,2,0.19117468433082477,0.21906898371145272,,0.09375,0.15625,0.125,2.0279154054255395,2.0279005824349845,1.5209365540691546,-0.06875024422163682,0.027915405425539497,1.452186309847518,0.5478136901524819,0.27390684507624097,2.220446049250313e-16,0.125,1.959165161203903,0.016428872767977887,0.5140551114452788,-0.03855185542252488,0.49193212879073184,6.938893903907228e-18
