status,n_output_raw,n_output_roi,n_output_eval,n_laser_eval,accuracy_mm,completeness_mm,accuracy_p95_mm,completeness_p95_mm,precision_1mm,recall_1mm,fscore_1mm,E_sym_mm,coverage_laser_points,voxel_mm,arm,roi_id,seconds,ply_sha256,kind,scene_id
SCORED,33425,33319,31497,57043,0.4054810811476189,0.7464668109151094,1.162616332564846,1.7883329688892295,0.9371051211226467,0.8965692547727153,0.9163891377152243,0.5759739460313641,57043,0.8,identity,scan24_gable_center_core,0.2850824620036292,50a796c4067809bc9f192b2ff46a0445ff6e9550c936e7ebc1e37be96d2dd0ac,structure,24
SCORED,11447,8857,8666,57043,4.642070671953313,2.762590127063087,19.163910905798875,7.123037748380908,0.45868912993307176,0.16326280174605123,0.2408124122427114,3.7023303995081998,57043,0.8,fusion_wta,scan24_gable_center_core,0.29268710000178544,7ffb5b7a0f6c99fa5abaa72ffca670471126fe7aba3daa9f709d711018bd290c,structure,24
SCORED,7422,7169,6813,57043,1.7837926704434826,23.06281657885133,11.046266224893502,56.96529282234836,0.6329076765008073,0.1539715653103799,0.2476867617538907,12.423304624647406,57043,0.8,restricted_single,scan24_gable_center_core,0.6621651059977012,77fd114f8a8115267e7dee5ace44b1787703e50796e95d221d306d76834235ac,structure,24
SCORED,33425,33241,5058,57043,0.647653657441381,2.340677423158357,1.6040833896217987,5.081493954791476,0.8485567417951759,0.19779815227109374,0.3208145851394761,1.494165540299869,57043,0.8,restricted_point_move,scan24_gable_center_core,0.2576595170030487,05aaf3a713d23309eec16cbce56a2d9a3ab4d56e971662708309b81de2eab20d,structure,24
SCORED,22963,20561,18499,57043,4.10956225652882,9.126946706751259,16.394479597132065,30.586722434230722,0.30509757284177524,0.1939414126185509,0.23714000704311408,6.618254481640039,57043,0.8,v25_atlas,scan24_gable_center_core,0.46976121199986665,4bad17308c4c9ad367b5bb1a6aacb1d7c0efbd727dd492676b6bd4aefef102fc,structure,24
SCORED,17609,14717,13765,57043,3.8274149030950486,8.755819275033799,16.13146571735023,30.12065454727722,0.472212132219397,0.23121154216994197,0.3104271274821286,6.291617089064424,57043,0.8,v25_wta_atlas,scan24_gable_center_core,0.39190788199630333,11876c51fc836ce74811639d8eb7da2d0e09e652e87627a6c56c9084b4e0ac59,structure,24
SCORED,5260,4776,4510,57043,1.657680452298419,10.057244987540988,6.064354290876948,32.65824434928637,0.6452328159645233,0.11549182195887313,0.19591612993320984,5.857462719919703,57043,0.8,v25_depth_cc,scan24_gable_center_core,0.3043851789989276,34121f5e309bb7d9f08ddc3f5e758e67342dcfba8a7cb96f470fed0be1b207b9,structure,24
SCORED,33425,33207,21608,57043,0.3997089351266679,1.3753354054524562,1.1508547052729838,5.482902417906178,0.9400222139948168,0.6883228441701874,0.794719473830961,0.887522170289562,57043,0.8,v25_gated_move,scan24_gable_center_core,0.28249943000264466,e038a9135748fac117fef7dc162298ec254bfa44ee9c9d946df5212ec7507345,structure,24
SCORED,25129,19672,17637,26235,0.45446378432770373,0.41792917803109547,0.9963112637412151,0.7315499142096322,0.9501615921075013,0.985515532685344,0.9675157035119598,0.4361964811793996,26235,0.8,identity,scan24_turret_join_core,0.1828311829958693,2dfd724bff7d2f3fb7cd7ddb1e40ad7254557d9711cdccdfa6806ca860941eee,structure,24
SCORED,9454,5307,5265,26235,9.62166890048726,3.318059932827144,22.408262200746034,6.65220065643726,0.15327635327635328,0.08008385744234801,0.10520183871331021,6.4698644166572015,26235,0.8,fusion_wta,scan24_turret_join_core,0.2059965650041704,c2476ac8b34dce483277e9780e461db41ec9434fbbf0522a0f631941317bf146,structure,24
SCORED,6862,2162,2063,26235,14.723181553805388,26.64440845909,25.655104384047156,48.71348526084655,0.014541929229277752,0.0011816275967219364,0.0021856562197783086,20.683795006447692,26235,0.8,restricted_single,scan24_turret_join_core,0.28771199499897193,24a03396b2ad54695598fde966d1802456d5b611c62a8c528975c50d5ba76ede,structure,24
SCORED,25129,18894,1538,26235,1.1629497776226616,2.8437391266660446,3.673210970520978,5.214322889104222,0.6495448634590377,0.10508862206975414,0.18090841708558805,2.0033444521443533,26235,0.8,restricted_point_move,scan24_turret_join_core,0.1726246859980165,b86fa30dea67c7bc687660ccd31a97c6cbc51f21031b02c98547745bc4d13cb5,structure,24
SCORED,25509,12788,12002,26235,11.326061465588399,15.701064718416637,24.740430687767887,41.605809385873535,0.08115314114314282,0.059881837240327807,0.0689133893616362,13.513563092002517,26235,0.8,v25_atlas,scan24_turret_join_core,0.44126488699839683,129e7ad6921bec3ae4de8a8bd8eb68538ae84d96ccfd255f19b393eb51292eed,structure,24
SCORED,16629,9378,8807,26235,11.067925452964506,11.54456720152035,22.984763741847942,27.668716894375365,0.05506983081639605,0.03182771107299409,0.04034053497839905,11.306246327242427,26235,0.8,v25_wta_atlas,scan24_turret_join_core,0.3214175880057155,6ae56630ee2bc220d6b2158eccb2ab67617d8f825f8679aee4f8c6c790806d61,structure,24
SCORED,3151,1847,1602,26235,11.60628422268615,13.07940985640818,21.963982173176344,27.434079862392505,0.12359550561797752,0.014675052410901468,0.026235093696763204,12.342847039547165,26235,0.8,v25_depth_cc,scan24_turret_join_core,0.18797542099491693,731fbaf8e8e565806e7632e7097fbb06cf7c792f0f298d2bfb1508bcfa2753a5,structure,24
SCORED,25129,18992,9090,26235,0.5724560181302367,1.4665570867450375,2.1281193591769743,4.877150436851092,0.9055005500550055,0.5724795121021536,0.7014715913652156,1.0195065524376372,26235,0.8,v25_gated_move,scan24_turret_join_core,0.1791355319946888,266b7ced9087789d5eb620f8119d5ed57beb31fbd68a6fd10b98395db99ff076,structure,24
SCORED,9087,9086,8636,15287,0.33867810153533157,1.6266960239391721,0.6701282395203346,10.873700886017991,0.9826308476146364,0.8363315235167136,0.9035977509847285,0.9826870627372518,15287,0.8,identity,scan24_wall_control_core,0.17288274799648207,b4c48dc360dd15eeeeb3724e06b25b0ea115eef39b3b587e6ca25346f3a67894,control,24
SCORED,6238,4549,4248,15287,3.4897972481696313,2.1434090896776485,15.272668259511093,5.843863669688959,0.4133709981167608,0.2434094328514424,0.30639889821475713,2.81660316892364,15287,0.8,fusion_wta,scan24_wall_control_core,0.17168011399917305,bf0f57f40683a6d416271bad42c2e9d09f33b20d92e36c4f723445a8515c3957,control,24
SCORED,1458,1186,1069,15287,0.8311340148735279,28.011481272493263,1.8627383936776876,64.15727165099484,0.6875584658559402,0.10119709557140054,0.17642707876249605,14.421307643683395,15287,0.8,restricted_single,scan24_wall_control_core,0.19994960600160994,702e95069545610a9d781c8398596a16203179ef78e4416b23de55d5d43705ff,control,24
SCORED,9087,9047,1799,15287,0.7236659834387981,2.607533945408259,1.9456092243217333,9.874927482319148,0.8015564202334631,0.2500163537646366,0.38114758860002096,1.6655999644235284,15287,0.8,restricted_point_move,scan24_wall_control_core,0.15738258000055794,91ceff911ecc86f460ca8d6f27963db3883e7c25539bd97458197361c169d597,control,24
SCORED,13755,12659,11629,15287,1.711703892784395,1.766684793808928,4.430556846758562,8.024538639210176,0.3859317224180927,0.5036305357493295,0.4369947091156923,1.7391943432966617,15287,0.8,v25_atlas,scan24_wall_control_core,0.19302702699496876,00072a81096942bbe67b2cd036667313b3bd8b3e1c861e0995773583a351648e,control,24
SCORED,10487,8572,7707,15287,1.4943118461543747,1.475859637768499,5.080246380636291,4.965717036881685,0.5190086933956144,0.49669653954340287,0.5076075492032486,1.485085741961437,15287,0.8,v25_wta_atlas,scan24_wall_control_core,0.16918600800272543,5b207e5c1821d9b207450cbcf66c7f9687631a7fda719adb4f3de7dedea62dd0,control,24
SCORED,3310,3022,2767,15287,1.98059000198164,3.4887259918547855,6.207335268295924,9.306513587356559,0.5240332490061438,0.19107738601426047,0.28004311081682337,2.7346579969182128,15287,0.8,v25_depth_cc,scan24_wall_control_core,0.161511894002615,be28ef7b19ee34ef324ebd30595466c50a5993de957e4a0a2265b9e34ad4a50a,control,24
SCORED,9087,9067,7887,15287,0.3534830656311941,1.6484543113469412,0.6822169861008375,10.466176644003923,0.9752757702548498,0.7987832799110355,0.8782503361532257,1.0009686884890676,15287,0.8,v25_gated_move,scan24_wall_control_core,0.16180429799715057,cf764d6176cb46dc995eb523ae15cfe96caee8baa5877931f16bd2b81587f173,control,24
SCORED,53177,51650,50041,84211,0.6765627747083698,1.182383967997765,2.1788580023905855,4.7148491022254575,0.8300993185587818,0.723765303820166,0.7732939882211829,0.9294733713530674,84211,0.8,identity,scan37_scissor_cross_core,0.37646559400309343,2ab828d8d48a1400412241db81557e8b81fbf935dc4a43ad58716a316b984988,structure,37
SCORED,15694,13107,13107,84211,4.149633753640165,4.305648684218248,16.109635577966294,13.523034523540097,0.34393835355153735,0.11678996805642969,0.17436978557981692,4.2276412189292065,84211,0.8,fusion_wta,scan37_scissor_cross_core,0.35713361599482596,a2baea72350322fe84c23d4f98817425411ecf7c2a45d1faf8cf850b83508bc9,structure,37
SCORED,10314,7266,6999,84211,5.063433103161761,23.355733900351677,13.48072428920719,60.10632521229857,0.1454493499071296,0.02473548586289202,0.04228062179707308,14.209583501756718,84211,0.8,restricted_single,scan37_scissor_cross_core,0.45844695800042246,c55fb1eb62a71a5b4a632fe245645f83eb6fe055ec3fb1b98c0be84367ba8d05,structure,37
SCORED,53177,51249,11032,84211,0.7592042855379908,2.529627187105335,2.2616279893806124,5.838990415235399,0.7827229876722263,0.22145562931208512,0.34523422204019394,1.6444157363216627,84211,0.8,restricted_point_move,scan37_scissor_cross_core,0.3165166059989133,600c031b284727a66483dc0605e8faf49c94b406f0d9e341493d76514b0e6dce,structure,37
SCORED,38872,32928,30914,84211,3.5435832371474683,5.225185706902765,13.30866880104323,15.619997091579206,0.32881542343274894,0.20233698685444895,0.2505176319266936,4.384384472025117,84211,0.8,v25_atlas,scan37_scissor_cross_core,0.48509617400122806,165d6c04715d1c27353eb597eec734a4b03be8f5ac15456dd8d5406d085cfe01,structure,37
SCORED,29760,25332,23912,84211,2.777416446382758,6.07383044632995,10.663046953274895,18.776736054994167,0.476288056206089,0.25241358017361154,0.3299610360646042,4.425623446356354,84211,0.8,v25_wta_atlas,scan37_scissor_cross_core,0.4423745259991847,a6df25232f7db827b4dd2dd388442968a03c5f40f5d8971ee99b8e8a1c620bd9,structure,37
SCORED,10305,9014,8916,84211,2.885751896132295,7.04721942529241,11.945317359402454,23.99671057377444,0.414647824136384,0.09236323045682868,0.1510744674782643,4.966485660712353,84211,0.8,v25_depth_cc,scan37_scissor_cross_core,0.3662692960060667,d5e1d7661bbcfce4222907da56c91295f11c475a02c6f16c34828d1328d496e9,structure,37
SCORED,53177,50340,25602,84211,0.6239345067982424,2.0189940951284258,1.949715580594695,6.366691898050862,0.8533708304038747,0.4922634810179193,0.6243647207983345,1.321464300963334,84211,0.8,v25_gated_move,scan37_scissor_cross_core,0.35329577700031223,9dd46999a3080e63819ac201e1e8ab36d5dc0bad6c98906a4871746183a3130d,structure,37
SCORED,59807,42135,41486,59574,1.063600388055783,0.8645071990792746,4.154452782902538,2.392127269702372,0.7730318661717206,0.7810957800382717,0.7770429024595762,0.9640537935675288,59574,0.8,identity,scan37_clamp_jaw_core,0.28605696900194744,52e989aa0643f94af4ffe9618d51e1a3148b5ccc054324e47b4141ad87300b41,structure,37
SCORED,17512,12510,12499,59574,5.7767361416064915,3.2688210292079956,18.54468747002895,6.882961560168253,0.187535002800224,0.08654782287575116,0.11843679855041712,4.522778585407243,59574,0.8,fusion_wta,scan37_clamp_jaw_core,0.26996126800077036,c74f13124a51ba5543f4d60d31923ee47b2522f0a033ca424d3d006c1a9fd5f2,structure,37
SCORED,9582,7339,7121,59574,4.518263116597388,25.657679106670532,13.231150092570436,47.144316309566285,0.1468894818143519,0.027998791419075436,0.047032632742468244,15.08797111163396,59574,0.8,restricted_single,scan37_clamp_jaw_core,0.7552831720022368,4bbf036832e0ee3dddb2d651676cbbd54898b7d91dc73e3f97c5d17e6a80c226,structure,37
SCORED,59807,42639,4556,59574,1.5624063063026639,2.9140455298096635,5.118578536771634,5.6771724649876125,0.555531167690957,0.10489475274448586,0.1764688594850347,2.2382259180561634,59574,0.8,restricted_point_move,scan37_clamp_jaw_core,0.24104266899666982,53c13954aee1555c9c47dc34939685f244d7a760c0b2c3cd86be3e8e51f5f5e3,structure,37
SCORED,36008,24870,23697,59574,5.125741799329349,9.887795045758866,14.627909007741,41.29207881821225,0.1282862809638351,0.08208278779333267,0.10011068299499276,7.506768422544107,59574,0.8,v25_atlas,scan37_clamp_jaw_core,0.45466667100117775,22e95c188fe1ebd750ff8600b2713f7de0eb70dd11db83721fb80fe71cfb15c1,structure,37
SCORED,27382,20847,20084,59574,4.728237169481439,5.346639950519264,13.502113172252962,14.233318459878975,0.14683330013941445,0.08538959948971028,0.10798277612312215,5.037438560000352,59574,0.8,v25_wta_atlas,scan37_clamp_jaw_core,0.32352587200148264,bfeabd3a88d0380897ad72964faea8f8dabac060f04b566318d6f7a963e196ca,structure,37
SCORED,9793,7487,7482,59574,4.395865809375835,5.922610800012182,17.058646090424155,14.715598315737621,0.2508687516706763,0.06387014469399402,0.10181787922292748,5.159238304694009,59574,0.8,v25_depth_cc,scan37_clamp_jaw_core,0.26175126999442,16ebb3bc566e8ab679f1f6320bf38d0f2c4267e6c6e1b4588caf42e633af06ef,structure,37
SCORED,59807,42254,22315,59574,1.2093393632141052,1.7288188204156627,5.0124746363937565,5.351544565436636,0.7254313242213758,0.4842548762883137,0.5808012954408768,1.469079091814884,59574,0.8,v25_gated_move,scan37_clamp_jaw_core,0.26598500899854116,d89f2651bbac7c79f0cb5f506e6df0cd15d6ca076800a58063b42f52bcd71bc6,structure,37
SCORED,15143,14247,13345,19046,0.8061659290052207,0.936217203964132,2.465016415308275,2.410540977425011,0.7448482577744474,0.7385802793237425,0.7417010264033238,0.8711915664846763,19046,0.8,identity,scan37_driver_handle_core,0.16189267300069332,e313e6fe722ab6ca47224542a668e895636a1e07b6ffe64490bdd837bc402899,structure,37
SCORED,5449,4698,4576,19046,2.668399629415687,2.5100706528424195,8.623779422942743,5.811936812572095,0.3205856643356643,0.16407644649795233,0.21706073335053325,2.5892351411290533,19046,0.8,fusion_wta,scan37_driver_handle_core,0.1530647840045276,885fbf6ed2636c58dd60521533a5828636f54dade45618572c6baf242e63df15,structure,37
SCORED,4089,3851,3581,19046,1.9601817042829948,7.2263602592240215,5.653746498351532,25.09835190384625,0.35660430047472774,0.11902761734747454,0.17848154688910736,4.593270981753508,19046,0.8,restricted_single,scan37_driver_handle_core,0.19087542300258065,23ad7fdf07f50e64cf06ad688e9b0a8f13e385d7a9f9d00b151ee092f5deaa0e,structure,37
SCORED,15143,14101,1694,19046,1.1233821224164628,2.4635423072438014,2.9283447459097642,5.179283806475848,0.5879574970484062,0.15567573243725716,0.24617166195839485,1.7934622148301322,19046,0.8,restricted_point_move,scan37_driver_handle_core,0.1546032979968004,cbc4c3b9c4e735467bdf74358ee02f4cb02fcfa54fc6182bcb14596354268111,structure,37
SCORED,15527,14279,13666,19046,3.2133315074852815,5.629351889454279,8.65127423043757,24.794448270247408,0.21981560076101272,0.22807938674787356,0.2238712591897113,4.42134169846978,19046,0.8,v25_atlas,scan37_driver_handle_core,0.22645551300229272,91f87f2ee8dc1fa462f03224d6481accc3c06d675d524895042fb296f7c58cda,structure,37
SCORED,12368,11620,10939,19046,2.64205679554569,4.804327905848676,7.222778209888741,21.485164635914614,0.2579760489989944,0.22813189121075292,0.24213784255334142,3.723192350697183,19046,0.8,v25_wta_atlas,scan37_driver_handle_core,0.19861967099859612,32a396cf524932e21775641fb1f33a5e25915a3378910d5a9a44f14566dcbf81,structure,37
SCORED,3181,3068,3067,19046,1.8217832927064712,5.992056156910975,5.040167091621216,20.728230575813363,0.4124551679165308,0.13126115719836187,0.19914554753061098,3.906919724808723,19046,0.8,v25_depth_cc,scan37_driver_handle_core,0.16194530700158793,7767843abda6e0c594c71304afec06954021c22215fd5cec01c09c9d6bb4277e,structure,37
SCORED,15143,14169,8975,19046,0.8673813395278219,1.3672321067076958,2.615045072495236,4.559851864569092,0.7179944289693593,0.5686758374461829,0.6346708925097334,1.117306723117759,19046,0.8,v25_gated_move,scan37_driver_handle_core,0.15717610000137938,883d3b345a7bdf8390ad9da4109fd569f2ba3b1a35b51e9af51e0d35bf21b8f0,structure,37
SCORED,1895,1885,1732,2360,0.5983536478276145,0.46541520922191576,1.9124067651203212,0.7234950103420942,0.9174364896073903,0.9983050847457627,0.9561639469202485,0.5318844285247651,2360,0.8,identity,scan37_stone_control_core,0.11747557699709432,06e5d31faccca6175ecf741cdd2120b8abecf765b723d5550bdd7cf9e0bb9b03,control,37
SCORED,3422,3307,3306,2360,1.974917435984579,0.5554556135664439,7.008434933218391,0.9825345284867527,0.5656382335148216,0.9533898305084746,0.7100247221917532,1.2651865247755114,2360,0.8,fusion_wta,scan37_stone_control_core,0.11745909800083609,682aeda62b864df95d79df07b1110888354987d5323a32119240ae6e6dc7a36a,control,37
SCORED,1538,1357,1303,2360,1.0679885179845185,1.8466617334153221,4.041480757619916,8.601154905967688,0.7735993860322333,0.7186440677966102,0.7451097985341599,1.4573251256999202,2360,0.8,restricted_single,scan37_stone_control_core,0.11685162100184243,71a5399c5d0986610ce4cb12d9a10d1789cfd514d53b199f3602b4583e698c26,control,37
SCORED,1895,1880,1116,2360,0.5457052545992284,0.5965254710597424,0.9164375871811792,0.9697510427942537,0.9578853046594982,0.9542372881355933,0.9560578164887239,0.5711153628294854,2360,0.8,restricted_point_move,scan37_stone_control_core,0.11295540999708464,5da774e4f03e665962d7b0f1b1905d6d5ff7b598e172f042360d1a164e3eb2be,control,37
SCORED,3874,3452,3329,2360,2.8480331104350314,0.6105949587291563,6.61873095161632,1.1217348379383225,0.3908080504656053,0.9245762711864407,0.5493935788976411,1.7293140345820939,2360,0.8,v25_atlas,scan37_stone_control_core,0.1277007600001525,7276e302900bf78d3986058c77c51a7cf1deb3a8c99ce430ac19ebf80a13d866,control,37
SCORED,3584,3199,3038,2360,2.583104199941852,0.6206790074200218,6.680115272991386,1.1604678587856543,0.4226464779460171,0.9114406779661017,0.577499289595857,1.601891603680937,2360,0.8,v25_wta_atlas,scan37_stone_control_core,0.12196855700312881,3ff2de749f4ae45e846db058a0bd32864a13b98669ff38e0bcbde48e9d2325b9,control,37
SCORED,2645,2627,2327,2360,1.2941342830220999,0.6109445973069898,4.426405081531396,1.155049768116068,0.6596476149548776,0.9055084745762711,0.7632676505186088,0.9525394401645448,2360,0.8,v25_depth_cc,scan37_stone_control_core,0.11384353700123029,dcbe72df8c534f208ec4b59b109cfea5573e94d0807ba9ee6b8044f9d8225afd,control,37
SCORED,1895,1885,1732,2360,0.5983536478276145,0.46541520922191576,1.9124067651203212,0.7234950103420942,0.9174364896073903,0.9983050847457627,0.9561639469202485,0.5318844285247651,2360,0.8,v25_gated_move,scan37_stone_control_core,0.12240541399660287,06e5d31faccca6175ecf741cdd2120b8abecf765b723d5550bdd7cf9e0bb9b03,control,37
