case,seed,f_big,n_calibration,selector,subset,n,n_rejected,rejection_rate,max_bh_margin,bh_rejections,p_floor_min,p_floor_max,observation_sha256,selector_input_sha256,calibration_prefix_sha256,p_sha256
seed102_fbig0.01,102,0.01,2000,bh,all,20000,0,0.0,-0.0013413788098693758,0,0.001451378809869376,0.0015290519877675841,fe469cc43bfa54c24c0679bdfdf8ac786f385b64383679782318b335d5874831,6a3d6e42796c883228bb8ec2e1cdcc9131d7dd0bfc3e07d676c712faef399cd5,21a51362e182354bf0c0a96cc9e12ff53102e44113f8106a8ecfac343b904683,94931a8082fcd8436e781252f5e68102cd1b6635c8045d35263736a0b3a2a3e0
seed102_fbig0.01,102,0.01,2000,bh,big,194,0,0.0,-0.0013413788098693758,0,0.001451378809869376,0.0015290519877675841,fe469cc43bfa54c24c0679bdfdf8ac786f385b64383679782318b335d5874831,6a3d6e42796c883228bb8ec2e1cdcc9131d7dd0bfc3e07d676c712faef399cd5,21a51362e182354bf0c0a96cc9e12ff53102e44113f8106a8ecfac343b904683,94931a8082fcd8436e781252f5e68102cd1b6635c8045d35263736a0b3a2a3e0
seed102_fbig0.01,102,0.01,2000,bh,within_tolerance,19567,0,0.0,-0.0013413788098693758,0,0.001451378809869376,0.0015290519877675841,fe469cc43bfa54c24c0679bdfdf8ac786f385b64383679782318b335d5874831,6a3d6e42796c883228bb8ec2e1cdcc9131d7dd0bfc3e07d676c712faef399cd5,21a51362e182354bf0c0a96cc9e12ff53102e44113f8106a8ecfac343b904683,94931a8082fcd8436e781252f5e68102cd1b6635c8045d35263736a0b3a2a3e0
seed102_fbig0.01,102,0.01,2000,bh,outside_tolerance,433,0,0.0,-0.0013413788098693758,0,0.001451378809869376,0.0015290519877675841,fe469cc43bfa54c24c0679bdfdf8ac786f385b64383679782318b335d5874831,6a3d6e42796c883228bb8ec2e1cdcc9131d7dd0bfc3e07d676c712faef399cd5,21a51362e182354bf0c0a96cc9e12ff53102e44113f8106a8ecfac343b904683,94931a8082fcd8436e781252f5e68102cd1b6635c8045d35263736a0b3a2a3e0
seed102_fbig0.01,102,0.01,2000,bh,misfit,540,0,0.0,-0.0013413788098693758,0,0.001451378809869376,0.0015290519877675841,fe469cc43bfa54c24c0679bdfdf8ac786f385b64383679782318b335d5874831,6a3d6e42796c883228bb8ec2e1cdcc9131d7dd0bfc3e07d676c712faef399cd5,21a51362e182354bf0c0a96cc9e12ff53102e44113f8106a8ecfac343b904683,94931a8082fcd8436e781252f5e68102cd1b6635c8045d35263736a0b3a2a3e0
seed102_fbig0.01,102,0.01,2000,bh,twosheet_back,1000,0,0.0,-0.0013413788098693758,0,0.001451378809869376,0.0015290519877675841,fe469cc43bfa54c24c0679bdfdf8ac786f385b64383679782318b335d5874831,6a3d6e42796c883228bb8ec2e1cdcc9131d7dd0bfc3e07d676c712faef399cd5,21a51362e182354bf0c0a96cc9e12ff53102e44113f8106a8ecfac343b904683,94931a8082fcd8436e781252f5e68102cd1b6635c8045d35263736a0b3a2a3e0
seed102_fbig0.01,102,0.01,2000,bh,twosheet_front,1000,0,0.0,-0.0013413788098693758,0,0.001451378809869376,0.0015290519877675841,fe469cc43bfa54c24c0679bdfdf8ac786f385b64383679782318b335d5874831,6a3d6e42796c883228bb8ec2e1cdcc9131d7dd0bfc3e07d676c712faef399cd5,21a51362e182354bf0c0a96cc9e12ff53102e44113f8106a8ecfac343b904683,94931a8082fcd8436e781252f5e68102cd1b6635c8045d35263736a0b3a2a3e0
seed102_fbig0.01,102,0.01,2000,bh,base,17266,0,0.0,-0.0013413788098693758,0,0.001451378809869376,0.0015290519877675841,fe469cc43bfa54c24c0679bdfdf8ac786f385b64383679782318b335d5874831,6a3d6e42796c883228bb8ec2e1cdcc9131d7dd0bfc3e07d676c712faef399cd5,21a51362e182354bf0c0a96cc9e12ff53102e44113f8106a8ecfac343b904683,94931a8082fcd8436e781252f5e68102cd1b6635c8045d35263736a0b3a2a3e0
seed102_fbig0.01,102,0.01,2000,bh,wrong_association,2608,0,0.0,-0.0013413788098693758,0,0.001451378809869376,0.0015290519877675841,fe469cc43bfa54c24c0679bdfdf8ac786f385b64383679782318b335d5874831,6a3d6e42796c883228bb8ec2e1cdcc9131d7dd0bfc3e07d676c712faef399cd5,21a51362e182354bf0c0a96cc9e12ff53102e44113f8106a8ecfac343b904683,94931a8082fcd8436e781252f5e68102cd1b6635c8045d35263736a0b3a2a3e0
seed102_fbig0.01,102,0.01,2000,bh,misfit_within_tolerance,536,0,0.0,-0.0013413788098693758,0,0.001451378809869376,0.0015290519877675841,fe469cc43bfa54c24c0679bdfdf8ac786f385b64383679782318b335d5874831,6a3d6e42796c883228bb8ec2e1cdcc9131d7dd0bfc3e07d676c712faef399cd5,21a51362e182354bf0c0a96cc9e12ff53102e44113f8106a8ecfac343b904683,94931a8082fcd8436e781252f5e68102cd1b6635c8045d35263736a0b3a2a3e0
seed102_fbig0.01,102,0.01,2000,bh,back_within_tolerance,989,0,0.0,-0.0013413788098693758,0,0.001451378809869376,0.0015290519877675841,fe469cc43bfa54c24c0679bdfdf8ac786f385b64383679782318b335d5874831,6a3d6e42796c883228bb8ec2e1cdcc9131d7dd0bfc3e07d676c712faef399cd5,21a51362e182354bf0c0a96cc9e12ff53102e44113f8106a8ecfac343b904683,94931a8082fcd8436e781252f5e68102cd1b6635c8045d35263736a0b3a2a3e0
seed102_fbig0.01,102,0.01,2000,pointwise,all,20000,3001,0.15005,-0.0013413788098693758,0,0.001451378809869376,0.0015290519877675841,fe469cc43bfa54c24c0679bdfdf8ac786f385b64383679782318b335d5874831,6a3d6e42796c883228bb8ec2e1cdcc9131d7dd0bfc3e07d676c712faef399cd5,21a51362e182354bf0c0a96cc9e12ff53102e44113f8106a8ecfac343b904683,94931a8082fcd8436e781252f5e68102cd1b6635c8045d35263736a0b3a2a3e0
seed102_fbig0.01,102,0.01,2000,pointwise,big,194,168,0.865979381443299,-0.0013413788098693758,0,0.001451378809869376,0.0015290519877675841,fe469cc43bfa54c24c0679bdfdf8ac786f385b64383679782318b335d5874831,6a3d6e42796c883228bb8ec2e1cdcc9131d7dd0bfc3e07d676c712faef399cd5,21a51362e182354bf0c0a96cc9e12ff53102e44113f8106a8ecfac343b904683,94931a8082fcd8436e781252f5e68102cd1b6635c8045d35263736a0b3a2a3e0
