case,phase,method,status,n_input,n_reference,accuracy_mm,p95_mm,completeness_mm,precision,recall,fscore,displacement_rms_mm
s37_confirm02,confirmation,apss2,OK,646,1187,0.3012752412517435,0.5148902269044211,0.44723987493676015,1.0,0.9764111204717776,0.9880647911338448,0.03532859452801021
s37_confirm02,confirmation,rimls2,OK,646,1187,0.3027650772279009,0.5195488034061727,0.44880696854191016,1.0,0.974726200505476,0.9872013651877133,0.03386047828140607
s37_confirm02,confirmation,local_plane64,OK,646,1187,0.2758633442521772,0.4720395057628437,0.4273392140356972,1.0,0.974726200505476,0.9872013651877133,0.15682642321110118
s37_confirm02,confirmation,quadratic64,OK,646,1187,0.293405409974146,0.49773380949922863,0.4469905471061566,1.0,0.9696714406065712,0.9846022241231822,0.09617650500063257
s37_confirm02,confirmation,multiscale_full,OK,646,1187,0.29172933540639373,0.4876456062424861,0.445179833414852,1.0,0.9713563605728728,0.9854700854700854,0.09300699713301736
s37_confirm02,confirmation,multiscale_consensus,OK,646,1187,0.2940666306883459,0.4982558129844824,0.4458117425543186,1.0,0.9730412805391744,0.986336464560205,0.07246614823210049
s37_confirm02,confirmation,multiscale_matched,OK,646,1187,0.29413154583533413,0.49688079671857016,0.4458074981904318,1.0,0.9721988205560236,0.9859034600598034,0.07246614823210058
s37_confirm03,confirmation,identity,OK,738,5767,0.5057803067870578,2.068932200003285,0.5697757198429336,0.8319783197831978,0.8541702791746142,0.8429282616202218,0.0
s37_confirm03,confirmation,v18,OK,738,5767,0.5749396389029943,2.099535891554494,0.7147155495424908,0.7994579945799458,0.7933067452748396,0.7963704918806647,0.6887148468753167
s37_confirm03,confirmation,apss2,OK,738,5767,0.5054492787165986,2.0666527707481452,0.5699766328382765,0.8319783197831978,0.8550372810820184,0.8433502098045464,0.03538094851532611
s37_confirm03,confirmation,rimls2,OK,738,5767,0.505476398748066,2.0675568310893264,0.567891276078905,0.8319783197831978,0.8564244841338651,0.8440244255432846,0.028232669612606166
s37_confirm03,confirmation,local_plane64,OK,738,5767,0.5055512115327963,1.9845411187350994,0.6128683382459659,0.8333333333333334,0.8264262181376799,0.8298654037018335,0.19847012187223056
s37_confirm03,confirmation,quadratic64,OK,738,5767,0.5044762877880931,2.076955693723705,0.5700071422284188,0.8319783197831978,0.8538234784116525,0.8427593608228743,0.09470768566770411
s37_confirm03,confirmation,multiscale_full,OK,738,5767,0.50323024878304,2.06783525105124,0.5704488960765353,0.8333333333333334,0.85330327726721,0.8432000822467058,0.0892673571759691
