balanced_source_mae_mm,case,coverage_1mm,cross_midplane_mass,dependence,dual_missed,fitted_gap_error_mm,gap,matched_rms_mm,method,model_k,n,phase,posterior_brier,ratio,representation,risk_rms_mm,seed,sigma,single_false_split,source_gap_error_mm,status,surface_mae_mm,upper_mass,upper_mass_error,vertical_w1_mm
0.13766760769718278,s9190101_g0_n2_p0.5_l0,1.0,,0.0,,,0.0,0.16854341377303622,candidate_legacy_spatial,1,768,exposed,0.0,0.5,points,0.16854341377303622,9190101,2.0,0,,OK,0.13766760769718278,,,0.13766760769718406
0.13766760769718278,s9190101_g0_n2_p0.5_l0,1.0,,0.0,,,0.0,0.16854341377303622,candidate_retained,1,768,exposed,0.0,0.5,points,0.16854341377303622,9190101,2.0,0,,OK,0.13766760769718278,,,0.13766760769718406
1.612909887911272,s9190101_g0_n2_p0.5_l0,0.40625,,0.0,,,0.0,2.037945214722623,identity,0,768,exposed,,0.5,points,2.037945214722623,9190101,2.0,,,OK,1.612909887911272,,,1.612909887911277
0.5226710460428745,s9190101_g2_n1_p0.2_l0,0.87109375,0.2112081729345573,0.0,0,0.24970820513400338,2.0,0.7225086962789086,v18_map,2,768,exposed,0.09601286954105703,0.2,points,0.7225086962789086,9190101,1.0,,0.9938349470339418,OK,0.09462579299901741,0.22005208333333334,0.01953125,0.11914735770996748
0.5167472539573622,s9190101_g2_n1_p0.2_l0,0.8763020833333334,0.20388975845001903,0.0,0,0.2987214584840756,2.0,0.698418589393866,old_crossfit_gate_map,2,768,exposed,0.09689962768372624,0.2,points,0.698418589393866,9190101,1.0,,0.9969990190214342,OK,0.10004462178707785,0.21484375,0.014322916666666657,0.11688956977319237
0.5226710460428745,s9190101_g2_n1_p0.2_l0,0.87109375,0.2112081729345573,0.0,0,0.24970820513400338,2.0,0.7225086962789086,old_insample_gate_map,2,768,exposed,0.09601286954105703,0.2,points,0.7225086962789086,9190101,1.0,,0.9938349470339418,OK,0.09462579299901741,0.22005208333333334,0.01953125,0.11914735770996748
0.5226710460428745,s9190101_g2_n1_p0.2_l0,0.87109375,0.2112081729345573,0.0,0,0.24970820513400338,2.0,0.7225086962789086,repaired_insample_map,2,768,exposed,0.09601286954105703,0.2,points,0.7225086962789086,9190101,1.0,,0.9938349470339418,OK,0.09462579299901741,0.22005208333333334,0.01953125,0.11914735770996748
0.5167472534477343,s9190101_g2_n1_p0.2_l0,0.8763020833333334,0.20388975845001903,0.0,0,0.29872145607885425,2.0,0.6984185896816234,repaired_crossfit_map,2,768,exposed,0.09689962733559299,0.2,points,0.6984185896816234,9190101,1.0,,0.996999017488597,OK,0.10004462084927807,0.21484375,0.014322916666666657,0.11688956892776656
1.0006294409520275,s9190101_g2_n1_p0.2_l0,0.7994791666666666,0.5,0.0,1,2.0,2.0,0.803953206266319,candidate_pool_S,1,768,exposed,0.20052083333333334,0.2,points,0.803953206266319,9190101,1.0,,2.001258881904055,OK,0.4536291660958927,0.0,0.20052083333333334,0.6505474484584025
0.5226710460428745,s9190101_g2_n1_p0.2_l0,0.87109375,0.2112081729345573,0.0,0,0.24970820513400338,2.0,0.7225086962789086,candidate_pool_C,2,768,exposed,0.09601286954105703,0.2,points,0.7225086962789086,9190101,1.0,,0.9938349470339418,OK,0.09462579299901741,0.22005208333333334,0.01953125,0.11914735770996748
0.5651650326832895,s9190101_g2_n1_p0.2_l0,0.8658854166666666,0.21525868268539278,0.0,0,0.16752787426796134,2.0,0.7158035559865071,candidate_pool_L,2,768,exposed,0.10398816055801523,0.2,points,0.7158035559865071,9190101,1.0,,0.9799567330555461,OK,0.19343267743585768,0.21354166666666666,0.013020833333333315,0.20349833749525015
0.5595384948133321,s9190101_g2_n1_p0.2_l0,0.8619791666666666,0.2128368374296713,0.0,0,0.19154370180784475,2.0,0.7223010804344081,candidate_pool_R,2,768,exposed,0.1039362917686642,0.2,points,0.7223010804344081,9190101,1.0,,0.9831488117179925,OK,0.17929217922747984,0.22265625,0.022135416666666657,0.19816791167743641
0.5585784541903625,s9190101_g2_n1_p0.2_l0,0.859375,0.2031177291763611,0.0,0,0.22910400549224863,2.0,0.7211772293357902,candidate_legacy_spatial,2,768,exposed,0.10683609901475523,0.2,points,0.7211772293357902,9190101,1.0,,0.969978070107897,OK,0.18969870464839558,0.23958333333333334,0.0390625,0.2221199592834712
0.5226710460428745,s9190101_g2_n1_p0.2_l0,0.87109375,0.2112081729345573,0.0,0,0.24970820513400338,2.0,0.7225086962789086,candidate_retained,2,768,exposed,0.09601286954105703,0.2,points,0.7225086962789086,9190101,1.0,,0.9938349470339418,OK,0.09462579299901741,0.22005208333333334,0.01953125,0.11914735770996748
0.7774830532505093,s9190101_g2_n1_p0.2_l0,0.71484375,0.16588053640170902,0.0,,,2.0,1.0189726073613115,identity,0,768,exposed,,0.2,points,1.0189726073613115,9190101,1.0,,0.11827743648972344,OK,0.6325203965361866,0.31640625,0.11588541666666666,0.6960618979345145
0.11739703071421091,s9190101_g2_n1_p0.2_l1,0.9921875,0.013811920978044756,1.0,0,0.017800300518617806,2.0,0.22293996641126546,v18_map,2,768,exposed,0.009877993832647475,0.2,points,0.22293996641126546,9190101,1.0,,0.054498536654676855,OK,0.06511817229192327,0.203125,0.0026041666666666574,0.07032650562526406
0.13094173886193783,s9190101_g2_n1_p0.2_l1,0.9869791666666666,0.021934091966665254,1.0,0,0.009901838227366344,2.0,0.26509454965759965,old_crossfit_gate_map,2,768,exposed,0.010975063092826143,0.2,points,0.26509454965759965,9190101,1.0,,0.019523354215124744,OK,0.06568301976850628,0.203125,0.0026041666666666574,0.07089135310184709
0.11739703071421093,s9190101_g2_n1_p0.2_l1,0.9921875,0.013811920978044756,1.0,0,0.017800300518617806,2.0,0.22293996641126546,old_insample_gate_map,2,768,exposed,0.009877993832647572,0.2,points,0.22293996641126546,9190101,1.0,,0.054498536654676855,OK,0.06511817229192328,0.203125,0.0026041666666666574,0.07032650562526407
