phase,kind,case,seed,gap,sigma,method,status,shared_case_seconds,dependence,selected_family,replaced_r,surface_mae_mm,balanced_source_mae_mm,matched_rms_mm,coverage_1mm,model_k,distance_to_fitted_surface_mm,source_gap_mm,source_gap_error_mm,fitted_gap_mm,fitted_gap_error_mm,bias,retain
development,statistical,s9171101_g2_n1_l0,9171101,2.0,1.0,v17_map,OK,0.07274658399546752,0.0,,False,0.07467566983578541,0.3591851595807839,0.772620522378914,0.8671875,2,0.0,1.4120131950066703,0.5879868049933297,2.0103364145620657,0.010336414562065688,,
development,statistical,s9171101_g2_n1_l0.5,9171101,2.0,1.0,identity,OK,0.07229789400298614,0.5,,False,0.6486658710577693,0.7787794448770027,0.9790637110154027,0.6966145833333334,,,1.9635526621357542,0.03644733786424581,,,,
development,statistical,s9171101_g2_n1_l0.5,9171101,2.0,1.0,old_spatial36,OK,0.07230375600192929,0.5,,False,0.37909994283160725,0.56420776651705,0.7786244889324613,0.8268229166666666,2,0.0,1.334664684246311,0.665335315753689,1.6894355449833673,0.31056445501663266,,
development,statistical,s9171101_g2_n1_l0.5,9171101,2.0,1.0,retained_half,OK,0.07230663800146431,0.5,C,False,0.4838355948097062,0.5893733466995467,0.7300013778295895,0.8255208333333334,2,0.14854466116045717,1.1289218046311993,0.8710781953688007,1.677538750889497,0.322461249110503,,
development,statistical,s9171101_g2_n1_l0.5,9171101,2.0,1.0,retained_map,OK,0.07230597200396005,0.5,C,False,0.49788922914416145,0.6572532874541639,0.8152586890313712,0.78515625,2,0.0,1.1900572202002102,0.8099427797997898,1.677538750889497,0.322461249110503,,
development,statistical,s9171101_g2_n1_l0.5,9171101,2.0,1.0,retained_mean,OK,0.07230726299894741,0.5,C,False,0.4794290738848422,0.56075976095622,0.6894257266695871,0.84375,2,0.2970893223209144,1.0677863890621877,0.9322136109378123,1.677538750889497,0.322461249110503,,
development,statistical,s9171101_g2_n1_l0.5,9171101,2.0,1.0,v17_map,OK,0.07230524500482716,0.5,,False,0.49788922914416145,0.6572532874541639,0.8152586890313712,0.78515625,2,0.0,1.1900572202002102,0.8099427797997898,1.677538750889497,0.322461249110503,,
development,statistical,s9171101_g2_n1_l1,9171101,2.0,1.0,identity,OK,0.050447288005671,1.0,,True,0.6581370048637626,0.7787794448770027,0.9790637110154027,0.7109375,,,2.0992073473910713,0.09920734739107129,,,,
development,statistical,s9171101_g2_n1_l1,9171101,2.0,1.0,old_spatial36,OK,0.05045067800529068,1.0,,True,0.07965494429481777,0.09785399248148006,0.21898210231667536,0.9947916666666666,2,0.0,2.094637242537281,0.09463724253728101,2.1541909098820287,0.15419090988202866,,
development,statistical,s9171101_g2_n1_l1,9171101,2.0,1.0,retained_half,OK,0.050452663002943154,1.0,L,True,0.08351024170013073,0.10086983555315263,0.21463298383882676,0.9934895833333334,2,0.01870837591961372,2.060409107511455,0.060409107511454785,2.131937088011899,0.13193708801189885,,
development,statistical,s9171101_g2_n1_l1,9171101,2.0,1.0,retained_map,OK,0.05045214600249892,1.0,L,True,0.08071728010770444,0.10143794954801033,0.23073946880141974,0.9934895833333334,2,0.0,2.089324461990248,0.0893244619902478,2.131937088011899,0.13193708801189885,,
development,statistical,s9171101_g2_n1_l1,9171101,2.0,1.0,retained_mean,OK,0.050453178002499044,1.0,L,True,0.09726160895004365,0.11050028602321912,0.21794295362283655,0.9934895833333334,2,0.03741675183922745,2.031493753032662,0.03149375303266222,2.131937088011899,0.13193708801189885,,
development,statistical,s9171101_g2_n1_l1,9171101,2.0,1.0,v17_map,OK,0.05045159400469856,1.0,,True,0.08071728010770444,0.10143794954801033,0.23073946880141974,0.9934895833333334,2,0.0,2.089324461990248,0.0893244619902478,2.131937088011899,0.13193708801189885,,
development,statistical,s9171101_g2_n2_l0,9171101,2.0,2.0,identity,OK,0.048136345998500474,0.0,,False,1.1171929630537807,1.5575588897540058,1.9581274220308054,0.4270833333333333,,,2.0850185037730355,0.08501850377303555,,,,
development,statistical,s9171101_g2_n2_l0,9171101,2.0,2.0,old_spatial36,OK,0.0481399939963012,0.0,,False,0.8888818129127922,1.0022836529415788,1.011820960216284,0.49609375,1,5.160758999995827e-17,-0.0045673058831574576,2.0045673058831577,0.0,2.0,,
development,statistical,s9171101_g2_n2_l0,9171101,2.0,2.0,retained_half,OK,0.048141890998522285,0.0,C,False,0.3769376363032748,0.7149945045880264,0.9289725227656506,0.7317708333333334,2,0.29965125863772407,0.5813956429386654,1.4186043570613345,1.913668450056458,0.08633154994354197,,
development,statistical,s9171101_g2_n2_l0,9171101,2.0,2.0,retained_map,OK,0.048141348001081496,0.0,C,False,0.17963228512476292,0.6956938099876533,1.0639880134022321,0.734375,2,0.0,0.7729307986062851,1.2270692013937148,1.913668450056458,0.08633154994354197,,
development,statistical,s9171101_g2_n2_l0,9171101,2.0,2.0,retained_mean,OK,0.048142481995455455,0.0,C,False,0.6404120026452019,0.8059316594148604,0.8943397091349806,0.7005208333333334,2,0.5993025172754481,0.3898604872710455,1.6101395127289546,1.913668450056458,0.08633154994354197,,
development,statistical,s9171101_g2_n2_l0,9171101,2.0,2.0,v17_map,OK,0.04814066099788761,0.0,,False,0.17963228512476292,0.6956938099876533,1.0639880134022321,0.734375,2,0.0,0.7729307986062851,1.2270692013937148,1.913668450056458,0.08633154994354197,,
development,statistical,s9171101_g2_n2_l0.5,9171101,2.0,2.0,identity,OK,0.04318609600159107,0.5,,False,1.0785385856372323,1.5575588897540054,1.9581274220308054,0.4322916666666667,,,1.9271053242715088,0.07289467572849118,,,,
development,statistical,s9171101_g2_n2_l0.5,9171101,2.0,2.0,old_spatial36,OK,0.0431896720037912,0.5,,False,0.48147336028013027,0.716651670489457,0.8851751243725513,0.7408854166666666,1,5.698031648963967e-17,0.5764493737589875,1.4235506262410125,0.0,2.0,,
development,statistical,s9171101_g2_n2_l0.5,9171101,2.0,2.0,retained_half,OK,0.043191443000978325,0.5,S,False,0.48147336028013027,0.716651670489457,0.8851751243725513,0.7408854166666666,1,0.0,0.5764493737589875,1.4235506262410125,0.0,2.0,,
development,statistical,s9171101_g2_n2_l0.5,9171101,2.0,2.0,retained_map,OK,0.04319096400286071,0.5,S,False,0.48147336028013027,0.716651670489457,0.8851751243725513,0.7408854166666666,1,0.0,0.5764493737589875,1.4235506262410125,0.0,2.0,,
