phase,kind,case,seed,gap,sigma,method,status,shared_case_seconds,dependence,selected_family,replaced_r,surface_mae_mm,balanced_source_mae_mm,matched_rms_mm,coverage_1mm,model_k,distance_to_fitted_surface_mm,source_gap_mm,source_gap_error_mm,fitted_gap_mm,fitted_gap_error_mm,bias,retain
development,statistical,s9171141_g2_n1_l1,9171141,2.0,1.0,v17_map,OK,0.04985327099711867,1.0,,True,0.061443227186407455,0.08608747879145981,0.23438203866997645,0.98828125,2,0.0,1.8826108760867817,0.11738912391321832,1.9995858050121962,0.0004141949878038176,,
development,statistical,s9171141_g2_n2_l0,9171141,2.0,2.0,identity,OK,0.0485673549992498,0.0,,False,1.0425431438193693,1.486593596401352,1.8673391824654915,0.42578125,,,1.9124497331092327,0.08755026689076728,,,,
development,statistical,s9171141_g2_n2_l0,9171141,2.0,2.0,old_spatial36,OK,0.04857062899827724,0.0,,False,0.8635264731303023,0.9930680449526519,1.0067595435724133,0.51953125,1,4.727073946521236e-17,0.013863910094696008,1.986136089905304,0.0,2.0,,
development,statistical,s9171141_g2_n2_l0,9171141,2.0,2.0,retained_half,OK,0.048572661995422095,0.0,C,False,0.8717488356024844,1.0030538094713783,1.0632358994142825,0.51171875,2,0.0006444589674596637,0.04375709294683938,1.9562429070531606,10.628867934341946,8.628867934341946,,
development,statistical,s9171141_g2_n2_l0,9171141,2.0,2.0,retained_map,OK,0.04857198399986373,0.0,C,False,0.871862436939038,1.0036961557356934,1.0637955829844243,0.5104166666666666,2,0.0,0.042477378860675596,1.9575226211393244,10.628867934341946,8.628867934341946,,
development,statistical,s9171141_g2_n2_l0,9171141,2.0,2.0,retained_mean,OK,0.04857316899870057,0.0,C,False,0.8711557440666761,1.0024114632070635,1.062785383232146,0.51171875,2,0.0012889179349193274,0.0450368070330025,1.9549631929669975,10.628867934341946,8.628867934341946,,
development,statistical,s9171141_g2_n2_l0,9171141,2.0,2.0,v17_map,OK,0.04857129899755819,0.0,,False,0.871862436939038,1.0036961557356934,1.0637955829844243,0.5104166666666666,2,0.0,0.042477378860675596,1.9575226211393244,10.628867934341946,8.628867934341946,,
development,statistical,s9171141_g2_n2_l0.5,9171141,2.0,2.0,identity,OK,0.05013333600072656,0.5,,False,1.0422913888394871,1.486593596401352,1.8673391824654915,0.4205729166666667,,,1.973300111264644,0.026699888735356003,,,,
development,statistical,s9171141_g2_n2_l0.5,9171141,2.0,2.0,old_spatial36,OK,0.05013789900112897,0.5,,False,0.7079455179648518,0.8642224684287372,0.9186658175906358,0.7135416666666666,1,5.485817890666092e-17,0.27155506314252575,1.7284449368574744,0.0,2.0,,
development,statistical,s9171141_g2_n2_l0.5,9171141,2.0,2.0,retained_half,OK,0.05013986000267323,0.5,C,False,0.7238857862791663,0.8767925459058269,0.9799782650599084,0.7174479166666666,2,0.0006842141196968094,0.2961864633270229,1.703813536672977,10.407597758687041,8.407597758687041,,
development,statistical,s9171141_g2_n2_l0.5,9171141,2.0,2.0,retained_map,OK,0.050139211998612154,0.5,C,False,0.7236014455914318,0.8774633324185794,0.9807756998484475,0.7174479166666666,2,0.0,0.2948533560913569,1.7051466439086431,10.407597758687041,8.407597758687041,,
development,statistical,s9171141_g2_n2_l0.5,9171141,2.0,2.0,retained_mean,OK,0.05014046100404812,0.5,C,False,0.7241336231993226,0.8761217593930742,0.9792986142455692,0.71875,2,0.0013684282393936179,0.2975195705626893,1.7024804294373106,10.407597758687041,8.407597758687041,,
development,statistical,s9171141_g2_n2_l0.5,9171141,2.0,2.0,v17_map,OK,0.0501386169999023,0.5,,False,0.7236014455914318,0.8774633324185794,0.9807756998484475,0.7174479166666666,2,0.0,0.2948533560913569,1.7051466439086431,10.407597758687041,8.407597758687041,,
