phase,kind,case,seed,gap,sigma,method,status,shared_case_seconds,dependence,selected_family,replaced_r,surface_mae_mm,balanced_source_mae_mm,matched_rms_mm,coverage_1mm,model_k,distance_to_fitted_surface_mm,source_gap_mm,source_gap_error_mm,fitted_gap_mm,fitted_gap_error_mm
confirmation,statistical,s9181101_g2_n1_l1,9181101,2.0,1.0,retained_half,OK,2.519134103000397,1.0,L,True,0.09802046641711148,0.12037263974391775,0.248610780237082,0.984375,2,0.024940320023225705,1.9433043765779279,0.05669562342207213,1.9851182248328239,0.014881775167176148
confirmation,statistical,s9181101_g2_n1_l1,9181101,2.0,1.0,retained_map,OK,2.519133615998726,1.0,L,True,0.08253171294627627,0.11527254717789319,0.27859542507424573,0.984375,2,0.0,1.9708291362006367,0.02917086379936329,1.9851182248328239,0.014881775167176148
confirmation,statistical,s9181101_g2_n1_l1,9181101,2.0,1.0,retained_mean,OK,2.5191346279971185,1.0,L,True,0.11956209535337718,0.130951204869255,0.24294829926766606,0.984375,2,0.049880640046451416,1.9157796169552181,0.08422038304478185,1.9851182248328239,0.014881775167176148
confirmation,statistical,s9181101_g2_n1_l1,9181101,2.0,1.0,v17_map,OK,2.5191330509987893,1.0,,True,0.08253171294627627,0.11527254717789319,0.27859542507424573,0.984375,2,0.0,1.9708291362006367,0.02917086379936329,1.9851182248328239,0.014881775167176148
confirmation,statistical,s9181101_g2_n2_l0,9181101,2.0,2.0,identity,OK,2.373388949999935,0.0,,False,1.1325224047395182,1.5658292405523642,1.981734881853897,0.4270833333333333,,,2.015784333113731,0.015784333113730842,,
confirmation,statistical,s9181101_g2_n2_l0,9181101,2.0,2.0,old_spatial36,OK,2.373392869005329,0.0,,False,0.8376625605246635,1.0019729409374694,1.0192033922765835,0.5,1,5.594456306881364e-17,-0.003945881874938717,2.0039458818749387,0.0,2.0
confirmation,statistical,s9181101_g2_n2_l0,9181101,2.0,2.0,retained_half,OK,2.3733944990017335,0.0,C,False,0.3301486933424297,0.7123575992005835,0.949696863041706,0.71875,2,0.30156385948680714,0.5812229788165081,1.4187770211834918,1.9231520276027154,0.07684797239728458
confirmation,statistical,s9181101_g2_n2_l0,9181101,2.0,2.0,retained_map,OK,2.373394027003087,0.0,C,False,0.10145952146702335,0.6594184219412772,1.087438833123904,0.7200520833333334,2,0.0,0.7824530443445467,1.2175469556554535,1.9231520276027154,0.07684797239728458
confirmation,statistical,s9181101_g2_n2_l0,9181101,2.0,2.0,retained_mean,OK,2.3733950099995127,0.0,C,False,0.6175737952284468,0.8101842645485489,0.9108300096661398,0.6848958333333334,2,0.6031277189736143,0.37999291328846907,1.620007086711531,1.9231520276027154,0.07684797239728458
confirmation,statistical,s9181101_g2_n2_l0,9181101,2.0,2.0,v17_map,OK,2.3733935199998086,0.0,,False,0.10145952146702335,0.6594184219412772,1.087438833123904,0.7200520833333334,2,0.0,0.7824530443445467,1.2175469556554535,1.9231520276027154,0.07684797239728458
confirmation,statistical,s9181101_g2_n2_l0.5,9181101,2.0,2.0,identity,OK,2.586997208003595,0.5,,False,1.113557928046667,1.5658292405523642,1.9817348818538971,0.4361979166666667,,,2.0115782118005368,0.011578211800536753,,
confirmation,statistical,s9181101_g2_n2_l0.5,9181101,2.0,2.0,old_spatial36,OK,2.5870030040023266,0.5,,False,0.571205620151538,0.7936368486594563,0.9178841453191037,0.69921875,1,5.940836538524148e-17,0.41357290692418347,1.5864270930758164,0.0,2.0
confirmation,statistical,s9181101_g2_n2_l0.5,9181101,2.0,2.0,retained_half,OK,2.587005503999535,0.5,S,False,0.571205620151538,0.7936368486594563,0.9178841453191036,0.69921875,1,0.0,0.41357290692418347,1.5864270930758164,0.0,2.0
confirmation,statistical,s9181101_g2_n2_l0.5,9181101,2.0,2.0,retained_map,OK,2.587004697001248,0.5,S,False,0.571205620151538,0.7936368486594563,0.9178841453191036,0.69921875,1,0.0,0.41357290692418347,1.5864270930758164,0.0,2.0
confirmation,statistical,s9181101_g2_n2_l0.5,9181101,2.0,2.0,retained_mean,OK,2.5870063960028347,0.5,S,False,0.571205620151538,0.7936368486594563,0.9178841453191036,0.69921875,1,0.0,0.41357290692418347,1.5864270930758164,0.0,2.0
confirmation,statistical,s9181101_g2_n2_l0.5,9181101,2.0,2.0,v17_map,OK,2.587003888002073,0.5,,False,0.571205620151538,0.7936368486594563,0.9178841453191037,0.69921875,1,5.940836538524148e-17,0.41357290692418347,1.5864270930758164,0.0,2.0
confirmation,statistical,s9181101_g2_n2_l1,9181101,2.0,2.0,identity,OK,4.704486691996863,1.0,,False,1.1112284254691664,1.565829240552364,1.981734881853897,0.4401041666666667,,,2.037917655405979,0.03791765540597902,,
confirmation,statistical,s9181101_g2_n2_l1,9181101,2.0,2.0,old_spatial36,OK,4.704491521995806,1.0,,False,0.4378616456910717,0.4585569709575213,0.5587901873591998,0.9388020833333334,1,7.484107137164671e-17,1.5141369403122114,0.48586305968778865,0.0,2.0
confirmation,statistical,s9181101_g2_n2_l1,9181101,2.0,2.0,retained_half,OK,4.7044941279964405,1.0,L,False,0.18230686947127392,0.22628798100370467,0.3741316344304048,0.9713541666666666,2,0.06303170999263,1.9385633597104743,0.06143664028952567,2.171321818421628,0.17132181842162808
confirmation,statistical,s9181101_g2_n2_l1,9181101,2.0,2.0,retained_map,OK,4.704493313001876,1.0,L,False,0.17335011976604997,0.2336614829875432,0.4260040323004918,0.9713541666666666,2,0.0,2.0163288644771225,0.01632886447712245,2.171321818421628,0.17132181842162808
confirmation,statistical,s9181101_g2_n2_l1,9181101,2.0,2.0,retained_mean,OK,4.704495003999909,1.0,L,False,0.223541053431915,0.24595773554435824,0.3662340030948609,0.9661458333333334,2,0.12606341998526,1.8607978549438253,0.13920214505617468,2.171321818421628,0.17132181842162808
