case,domain,method,output,output_sha256,prepare_seconds,decode_seconds,association_change_fraction,fallback_components,gap_mm,amplitude_mm,surface_accuracy_mean_mm,surface_accuracy_p95_mm,matched_point_rms_mm
ghost_s9134111_b0_a2,synthetic,atlas_tied_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a2__atlas_tied_256.npz,c9cce07560501252d5fddf5bfe3d94d520dce59e25ed32956039585b9fc04414,0.03897046899999168,0.001363055000069835,0.0,0,0.0,2,0.35395740840948764,0.9408983402231605,0.4683137927652035
ghost_s9134111_b0_a2,synthetic,atlas_relax_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a2__atlas_relax_96.npz,999df235fad31351982c5e12d036ea1dbe7e9d0182352965651d68db4b439094,0.03897046899999168,0.016682598999977927,0.046875,4,0.0,2,0.23076563246395163,0.6044585108835561,0.30230165321554614
ghost_s9134111_b0_a2,synthetic,atlas_relax_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a2__atlas_relax_256.npz,5ab1627c037b8ede0f7af77c659569fd8811123afda8d0e0dcccea6d6fe96848,0.03897046899999168,0.00881802600008541,0.033854166666666664,0,0.0,2,0.21957467375010367,0.5652575141513875,0.2815286729801788
ghost_s9134111_b0_a2,synthetic,bias_only,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a2__bias_only.npz,2cd914123d3f9f4236131bfe0cd23d40242ab1f77a394dc990867194d29b664e,,,,,0.0,2,0.8073651232603725,1.9874509386311134,1.0072062310268624
ghost_s9134111_b0_a2,synthetic,old_original,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a2__old_original.npz,bfc0f94bdefd8b6aa74b1a5c3eda20b70219f04857d59c068d8c97600fed70ea,,,0.0,,0.0,2,0.17593059183142587,0.38575647596833895,0.21787717819687114
ghost_s9134111_b0_a2,synthetic,whole_spatial,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a2__whole_spatial.npz,141ce2b888807f120571afa9026180ced945be938f43b03e5161fce3c65d31a6,,,,,0.0,2,0.3105647173012978,0.8703827919301422,0.41691257118309405
ghost_s9134111_b0_a2,synthetic,local_spatial_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a2__local_spatial_96.npz,1680e624e5235ca8eef9fb13dca8ee838d50483a5a424c058e06f0b7e9853aab,,,,,0.0,2,0.14139265151368519,0.3378026471782873,0.178494627808386
ghost_s9134111_b0_a2,synthetic,apss_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a2__apss_2.npz,0e467c3d48f1972bc3ec92f2fca43f363d1ba5950acf4fd3c5ce85346e215a7b,,,,,0.0,2,0.36339533305587474,0.9322757464660193,0.4618558454042755
ghost_s9134111_b0_a2,synthetic,rimls_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a2__rimls_2.npz,fdc791e23d94cacdeebea33baa39d7e0ab61fc0b6ec2fa1b1fbc6271f317d934,,,,,0.0,2,0.3755887233418056,0.9701675212970873,0.49238228715381666
ghost_s9134111_b0_a8,synthetic,global_hard,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a8__global_hard.npz,77c4998863605ade54d8c87910335258fb1f5edab5d548a501b17d1e7480bf5e,0.039159467999979825,0.000136171999997714,0.0,0,0.0,8,0.977992767193356,2.3238546046714106,1.2107053265713112
ghost_s9134111_b0_a8,synthetic,atlas_hard_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a8__atlas_hard_96.npz,9db5ac090bc882b7cfebe76f1ede6a63b69c11124b364cffa33ce118f0f61730,0.039159467999979825,0.00209484300000895,0.0,3,0.0,8,0.3345305841556107,0.8382299273090597,0.4662805141386353
ghost_s9134111_b0_a8,synthetic,atlas_hard_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a8__atlas_hard_256.npz,f3895849c1f011a957e8c1bed084b222c32b1f4bf2f22d562685bbaad55c9912,0.039159467999979825,0.0012836980000656695,0.0,0,0.0,8,0.4845503469643983,1.2740116453672665,0.6393575124013777
ghost_s9134111_b0_a8,synthetic,atlas_tied_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a8__atlas_tied_96.npz,189d8ea117fd953fb221c3e9186230a4ff54590496f7162a00e7c0958dd7983e,0.039159467999979825,0.0017632880000064688,0.0,3,0.0,8,0.734633992039746,2.018397116452183,0.9798921132730478
ghost_s9134111_b0_a8,synthetic,atlas_tied_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a8__atlas_tied_256.npz,f67db71423f6e350d8aa0d5ca347afd6a39b9b62ef1797adf4ad0cac245023fe,0.039159467999979825,0.0015819970000165995,0.0,0,0.0,8,0.898842342790172,2.247827666067953,1.1548114486008685
ghost_s9134111_b0_a8,synthetic,atlas_relax_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a8__atlas_relax_96.npz,de82f1ebcc202e95012c627e8123fbe1ff291d8118fc934d06402dd9b88a0b8e,0.039159467999979825,0.016835631000049034,0.029947916666666668,3,0.0,8,0.24465760714226173,0.6267672778262539,0.3468435724950914
ghost_s9134111_b0_a8,synthetic,atlas_relax_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a8__atlas_relax_256.npz,841c60e9dbb04b2c42285baf00a9b650c5984d2bcffe303e82d44391bb289c78,0.039159467999979825,0.008788882999965608,0.037760416666666664,0,0.0,8,0.3966603561937294,1.2422757675610205,0.5721889743197152
ghost_s9134111_b0_a8,synthetic,bias_only,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a8__bias_only.npz,ade209bbc328b925a4d785054218be8622629ac209554f4be40f16a793b50870,,,,,0.0,8,0.7992580764778419,1.9650981784929147,1.0076492349811976
ghost_s9134111_b0_a8,synthetic,old_original,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a8__old_original.npz,86fa55945545cb5c143e7476d13c54c9766d754bae17757eab56a4dc895086ba,,,0.0,,0.0,8,0.2381850284597288,0.581794358297054,0.2956746616881099
ghost_s9134111_b0_a8,synthetic,whole_spatial,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a8__whole_spatial.npz,63658c9796b3f63972716e23c75f0df21121c63c572bb688bd579c542d7d96cd,,,,,0.0,8,0.9811990662805573,2.299761612518701,1.2098417621778794
ghost_s9134111_b0_a8,synthetic,local_spatial_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a8__local_spatial_96.npz,b0d88bba2e9dc70a3b2389c7e47828aa44443dd5d398184180fe5452a226f2bc,,,,,0.0,8,0.22779326736299801,0.5968679151419838,0.3242056104228771
ghost_s9134111_b0_a8,synthetic,apss_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a8__apss_2.npz,ee8a57373d443cc1ca9b6b3589f40b12ae6300cd2129f5df5a9d6196403cd5ec,,,,,0.0,8,0.35938273393647235,0.9234069698816979,0.4771716549231148
ghost_s9134111_b0_a8,synthetic,rimls_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b0_a8__rimls_2.npz,407dfa7c587190823f2219a5f6a5587ac2211b62e907e423e2ad5db0189b70f8,,,,,0.0,8,0.37163545814409166,0.9562011418852964,0.5047386253060905
ghost_s9134111_b4_a0,synthetic,global_hard,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a0__global_hard.npz,7c2a7b0d368aa38e92685e13352074d73e04bd8b925794e8a19cbd532ca8b942,0.038975298999957886,0.00012470600006508903,0.0,0,0.0,0,0.04562669942255838,0.09489871836241622,0.05915371386295782
ghost_s9134111_b4_a0,synthetic,atlas_hard_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a0__atlas_hard_96.npz,d13af0a1cd06c49180835893dcf85f307da773a8902f77e7a77344a573c1dd45,0.038975298999957886,0.0017955689999098468,0.0,0,0.0,0,0.1280861228327358,0.2916533606927773,0.15725980676947404
ghost_s9134111_b4_a0,synthetic,atlas_hard_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a0__atlas_hard_256.npz,1c81560e72a9c5d098c7cd59b43ff44303fc908fb81a172683d48633fde5361a,0.038975298999957886,0.001138380000043071,0.0,0,0.0,0,0.07127647138729103,0.1923156244060144,0.09216007678371294
ghost_s9134111_b4_a0,synthetic,atlas_tied_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a0__atlas_tied_96.npz,758d7d966641e2bf9112837dc2c05767de4d235999e2b32285b8cb1a4c6863f3,0.038975298999957886,0.0015636229999245188,0.0,0,0.0,0,0.0919139834765796,0.20929224370005609,0.10812791303340771
ghost_s9134111_b4_a0,synthetic,atlas_tied_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a0__atlas_tied_256.npz,e8118479ae6413733ae826811d3ce166d4f07afde9571349e6f2a04ca99e0510,0.038975298999957886,0.001032182000017201,0.0,0,0.0,0,0.06436319563793765,0.11957472779264092,0.07715307177886169
ghost_s9134111_b4_a0,synthetic,atlas_relax_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a0__atlas_relax_96.npz,d13af0a1cd06c49180835893dcf85f307da773a8902f77e7a77344a573c1dd45,0.038975298999957886,0.012246007999920039,0.0,0,0.0,0,0.1280861228327358,0.2916533606927773,0.15725980676947404
ghost_s9134111_b4_a0,synthetic,atlas_relax_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a0__atlas_relax_256.npz,1c81560e72a9c5d098c7cd59b43ff44303fc908fb81a172683d48633fde5361a,0.038975298999957886,0.006265469000027224,0.0,0,0.0,0,0.07127647138729103,0.1923156244060144,0.09216007678371294
ghost_s9134111_b4_a0,synthetic,bias_only,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a0__bias_only.npz,86eecccf87253a15ace8000885789b0a51659eecdf4d86daba79e42f195963ee,,,,,0.0,0,0.8078178494720915,1.986161430775784,1.0074185643296931
ghost_s9134111_b4_a0,synthetic,old_original,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a0__old_original.npz,7bb38e9d91451fc27ab8f489e945ba6d73a01e44303762c04c1f35ddf69d655f,,,0.0,,0.0,0,0.045374115277961063,0.093917391890026,0.05911991897762494
ghost_s9134111_b4_a0,synthetic,whole_spatial,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a0__whole_spatial.npz,58aa55fa93c0879d28d9171248d3bf10469185a34423a859813f5bed09cb6541,,,,,0.0,0,0.04575924956435307,0.09517944695871007,0.05956614271465771
ghost_s9134111_b4_a0,synthetic,local_spatial_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a0__local_spatial_96.npz,68e24b69ad0c227520527d79d9430d86d44a180155435338d775117b7a5f56e8,,,,,0.0,0,0.1280861228327358,0.29165336069277625,0.15725980676947404
ghost_s9134111_b4_a0,synthetic,apss_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a0__apss_2.npz,341f7870ea65516f3b6a4ed451cd876fb645cba76556763b731e332e685c3209,,,,,0.0,0,0.36390494509156257,0.9312146254480866,0.4616387385238436
ghost_s9134111_b4_a0,synthetic,rimls_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a0__rimls_2.npz,3194cf602d7490a994e02af31e36218b755aaa613239fa6a9a2feec20eab4fb0,,,,,0.0,0,0.3759387321538656,0.9655536179581943,0.4928574417143747
ghost_s9134111_b4_a2,synthetic,global_hard,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a2__global_hard.npz,b75df32f145ac02fa8983e05e0779a39b3943351b0cdec7a52138a26fe3b1c09,0.03889763500001209,0.0001405259999955888,0.0,0,0.0,2,0.3544404478987153,0.9242511308651626,0.465218142779728
ghost_s9134111_b4_a2,synthetic,atlas_hard_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a2__atlas_hard_96.npz,55627fec5a9a4002ecd7712cb979e9bb054e89c1f9ae4390db050d0ab4ea1f04,0.03889763500001209,0.0021063519999415803,0.0,4,0.0,2,0.38152166504952784,1.1452781013768496,0.539021088857927
ghost_s9134111_b4_a2,synthetic,atlas_hard_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a2__atlas_hard_256.npz,a365dc1f40fa39fce8834cd5d156a5e70b2f61fb4d9c428cf629fd33636aa2d2,0.03889763500001209,0.0012962340000512995,0.0,0,0.0,2,0.35167592481377813,0.9933494460501185,0.4788539861042934
ghost_s9134111_b4_a2,synthetic,atlas_tied_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a2__atlas_tied_96.npz,ecd9bd6c97ac628c7fbb86bf094689da47279c4e978490b49a3b1ba451ec7a90,0.03889763500001209,0.0017901219999885143,0.0,4,0.0,2,0.36600931249026464,0.9376203898749838,0.4766686652560551
ghost_s9134111_b4_a2,synthetic,atlas_tied_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a2__atlas_tied_256.npz,a9fa2ea19e0c09ab49818e98b8acdbac2aded20656d006b003bf9dcd408fa18f,0.03889763500001209,0.0013003200000412107,0.0,0,0.0,2,0.3543746012835416,0.9412993497353747,0.4694171467571702
ghost_s9134111_b4_a2,synthetic,atlas_relax_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a2__atlas_relax_96.npz,ed333c65b6337e42c0a4f74c12984862786eb4d064edc6a6bab5d133886ebd05,0.03889763500001209,0.017799304000050142,0.045572916666666664,4,0.0,2,0.23018979648411408,0.6046472175456968,0.30297110249284914
ghost_s9134111_b4_a2,synthetic,atlas_relax_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a2__atlas_relax_256.npz,8641352d970dbfe9f3ea0e93811c1e6ce975e80a33b260fe8d11cbad1865ec57,0.03889763500001209,0.009133309999924677,0.033854166666666664,0,0.0,2,0.22033099041134088,0.5652864413591135,0.2834458197189781
ghost_s9134111_b4_a2,synthetic,bias_only,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a2__bias_only.npz,e2ce59acf64ad07cb5f0fab70a60c904e981f866841283a325e7d828439b1f4a,,,,,0.0,2,0.8072623405920548,1.9876757880638345,1.007590201282939
ghost_s9134111_b4_a2,synthetic,old_original,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a2__old_original.npz,c0cc40c6d0abed8958e87fee52d54d49f23dd1e0affe4759101c478f49f0821c,,,0.0,,0.0,2,0.17583965117915004,0.38543938775269193,0.21950841625308365
ghost_s9134111_b4_a2,synthetic,whole_spatial,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a2__whole_spatial.npz,5eeb195e482e43279b9462c3c00064c95ff485d72a5c1b0d3c8329840328f5c3,,,,,0.0,2,0.31039644361757945,0.8708032585083296,0.4176639341792953
ghost_s9134111_b4_a2,synthetic,local_spatial_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a2__local_spatial_96.npz,a7464e4eb1dfa6f8d4ec1f8ac0900bf89754fbe91f81b0ebce5c3c4e70c94651,,,,,0.0,2,0.14120254036224547,0.33695136791677033,0.18029874913480612
ghost_s9134111_b4_a2,synthetic,apss_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a2__apss_2.npz,4b65cca919253309f8f084564b38dc6ec3ae7fee8766efc9c5d7d8bce6278ddd,,,,,0.0,2,0.3632266661644655,0.9321723544638582,0.4624260662473484
ghost_s9134111_b4_a2,synthetic,rimls_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a2__rimls_2.npz,8e84dcbe24bf3f1057cffa1471eaa7d0fe5888dafc01a76ee36dfdbb0c138694,,,,,0.0,2,0.3754011163573157,0.966872118006536,0.4928270506462274
ghost_s9134111_b4_a8,synthetic,global_hard,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a8__global_hard.npz,e74539cd3fabcb818b494124dc7b5d62d287f0070dd9a5b1a95d13d0376eb7ef,0.038684944000010546,0.00013543200009280554,0.0,0,0.0,8,0.9779320605302435,2.3224499706875728,1.2127600587201646
ghost_s9134111_b4_a8,synthetic,atlas_hard_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a8__atlas_hard_96.npz,725698970e1bd8a6f173caa524d519b54540815dca52837410e08f01f1cfa13c,0.038684944000010546,0.002115742999990289,0.0,3,0.0,8,0.33338932802618054,0.8549414916442808,0.47290585426334175
ghost_s9134111_b4_a8,synthetic,atlas_hard_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a8__atlas_hard_256.npz,6def1ccfef6c208fe262b22d9765a2b5a1c35b298ade28338b53d1c2cfa0fc06,0.038684944000010546,0.0012916309999582154,0.0,0,0.0,8,0.48363616434521545,1.2631888793064847,0.643365711380297
ghost_s9134111_b4_a8,synthetic,atlas_tied_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a8__atlas_tied_96.npz,6ecdd119ed9e0fa00194d066ed8969101a023243e96425542dff07cc6e114e7a,0.038684944000010546,0.0017587890000640982,0.0,3,0.0,8,0.734452020500992,2.0135617584015533,0.9817951816329812
ghost_s9134111_b4_a8,synthetic,atlas_tied_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a8__atlas_tied_256.npz,144cdf84aa9667b08431dda2070679e7dfce41a6856caf978abd588b8d10bbbf,0.038684944000010546,0.0011623190000591421,0.0,0,0.0,8,0.8982463508858832,2.24504510672987,1.1570583760218465
ghost_s9134111_b4_a8,synthetic,atlas_relax_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a8__atlas_relax_96.npz,48c877ef6a946c5a6b4f78bb7e01a4d9028d738008811594b4867cd02fd861d2,0.038684944000010546,0.016905069000017647,0.029947916666666668,3,0.0,8,0.24376465860437602,0.6225236725179251,0.3545202871436574
ghost_s9134111_b4_a8,synthetic,atlas_relax_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a8__atlas_relax_256.npz,ea547a4236e1746f6b3f77304230813ec3b8633bae1303485e5fa5beded8c141,0.038684944000010546,0.008796680000045853,0.0390625,0,0.0,8,0.3959975494250029,1.235082643256867,0.5772884382769201
ghost_s9134111_b4_a8,synthetic,bias_only,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a8__bias_only.npz,4ed7df4835ca1782bd8e7298f3c6b4302ca75129db52136032c9aea2c5819af9,,,,,0.0,8,0.7988208323791635,1.9563940091210887,1.0101047661670717
ghost_s9134111_b4_a8,synthetic,old_original,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a8__old_original.npz,cb5da2f4e40c0688aeceaabe27658bd0f38f28e315fc1d265c194454a4dd7d6f,,,0.0,,0.0,8,0.23723878793582898,0.5613357118306881,0.3033147101570449
ghost_s9134111_b4_a8,synthetic,whole_spatial,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a8__whole_spatial.npz,9b70012d45be4c91bc4b259ee28a6f9325064175b1d56aaa3baac80414aa64ad,,,,,0.0,8,0.9813838782169428,2.3013727672456454,1.2119826575475088
ghost_s9134111_b4_a8,synthetic,local_spatial_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a8__local_spatial_96.npz,2d06d06a7cd0b8e32a0b3359cb823da5e28f1015ddadc0449cdef61cd3cf67ee,,,,,0.0,8,0.22782883600399026,0.5948741604686347,0.3335984954872705
ghost_s9134111_b4_a8,synthetic,apss_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a8__apss_2.npz,888c69e834cb63373377ad85273edf79874831ac94b9b1dc318f91f7192024dc,,,,,0.0,8,0.35913479111920904,0.9226270300925489,0.48263105687397523
ghost_s9134111_b4_a8,synthetic,rimls_2,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/ghost_s9134111_b4_a8__rimls_2.npz,01953a14bafb77d520db1eee4131d8e60d5880d55fd7256cbe2e5b397174442c,,,,,0.0,8,0.3715379159997842,0.9504422596431152,0.5099627308083114
dual_g2_s9134111_b0_a0,synthetic,global_hard,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/dual_g2_s9134111_b0_a0__global_hard.npz,e30721f76c51f990fefabe3ad51a061cc9ea98b1ec236e156e4d6593cb43baab,0.03839981800001624,0.00013378500000271742,0.0,0,2,0,0.061859675530004384,0.1504122389296428,0.268949693886386
dual_g2_s9134111_b0_a0,synthetic,atlas_hard_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/dual_g2_s9134111_b0_a0__atlas_hard_96.npz,ea914baf363e726869c22093f654996578d9c198c19a7d221db4716321d1924b,0.03839981800001624,0.0020122629999832498,0.0,11,2,0,0.16179147961561743,0.40386095938701866,0.33405646700464436
dual_g2_s9134111_b0_a0,synthetic,atlas_hard_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/dual_g2_s9134111_b0_a0__atlas_hard_256.npz,88b0e03cb9d1ae8eb73ce6cbfe72bcd8ff0d39f9f662c22167aafacf15dcded2,0.03839981800001624,0.0012789390000307321,0.0,2,2,0,0.0871823754728512,0.25750451305057387,0.2705106737432967
dual_g2_s9134111_b0_a0,synthetic,atlas_tied_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/dual_g2_s9134111_b0_a0__atlas_tied_96.npz,407a4d4b4bb8c7ab217a01089c977e88effb1960e735c9b84f883903bdcad940,0.03839981800001624,0.0017066019998992488,0.0,11,2,0,0.08918034305216294,0.1760646160295728,0.28368416986115713
dual_g2_s9134111_b0_a0,synthetic,atlas_tied_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/dual_g2_s9134111_b0_a0__atlas_tied_256.npz,e9bf68a8ae89e2ac3b4d05302aff2f9205ad9e8de05e5c6c9c4b8aa0e379e3a7,0.03839981800001624,0.0011077990000103455,0.0,2,2,0,0.07922530316177837,0.22745138950524144,0.27508254937348703
dual_g2_s9134111_b0_a0,synthetic,atlas_relax_96,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/dual_g2_s9134111_b0_a0__atlas_relax_96.npz,9631b4c7e732f97a3fac7f671d0086e29e645c9579c533181f76773f7a447099,0.03839981800001624,0.015857997000011892,0.005208333333333333,11,2,0,0.16333642487259145,0.46175712792251417,0.31924175054819376
dual_g2_s9134111_b0_a0,synthetic,atlas_relax_256,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/dual_g2_s9134111_b0_a0__atlas_relax_256.npz,c076b9ab064503eb7509024bdb0756015aff53fc11c18f6a0c91e4cf23ecdfa1,0.03839981800001624,0.008463241999947968,0.0026041666666666665,2,2,0,0.09664975320714131,0.30440345375198674,0.25993139164831164
dual_g2_s9134111_b0_a0,synthetic,bias_only,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/atlas-v13-curved-ugoaiy7_/outputs/dual_g2_s9134111_b0_a0__bias_only.npz,64259c8659999d454df64171e66112767012399c34b35d2144a7ba79ba0053d6,,,,,2,0,0.7679682952553653,1.9021722545724742,1.0074359319305166
