stage,case,iterations,output,identifiable,geometry_scored,surface_accuracy_mean_mm,surface_accuracy_rms_mm,surface_accuracy_p95_mm,reference_sample_coverage_1mm,reference_sample_coverage_2mm,reference_sample_distance_mean_mm,output_point_count_ratio,matched_point_rms_mm,matched_normal_mae_mm,within_source_layer_rms_mm,source_group_gap_mm,source_group_gap_error_mm,source_group_gap_retention,reported_model_k,model_k_note,global_translation_only_aligned_rms_mm,output_edit_from_reference_centroid_mm,source_surface_tilt_mean_deg,source_surface_tilt_max_deg,fitted_gap_at_same_xy_mm,fitted_gap_at_same_xy_error_mm,fitted_gap_note
confirmation,dual_g2_s9131033_b4,36,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g2_s9131033_b4_i36.npz,True,True,0.07006103943706245,0.17398875320722842,0.12306543759670657,0.98828125,0.9908854166666666,0.09596993174086961,1.0,0.2557707562172226,0.08441308672019088,0.25201020995794565,1.9949184740691481,0.005081525930851871,0.9974592370345741,,self-report; not geometry-derived layer count or success,0.25571475189423887,0.0053521397214368995,0.07603442183675453,0.08528010003973942,1.9874010748217301,0.012598925178269882,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g4_s9131011_b0,12,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g4_s9131011_b0_i12.npz,True,True,0.08173761020093268,0.22485129359449363,0.3070629692384933,0.984375,1.0,0.08057388308727,1.0,0.22487079471283056,0.08173761020093266,0.21963210942467973,3.991949874969767,0.008050125030233168,0.9979874687424417,,self-report; not geometry-derived layer count or success,0.21968669064699475,0.04800658566646462,0.15911624452597983,0.1739377967726047,3.827361241878688,0.17263875812131202,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g4_s9131011_b0,36,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g4_s9131011_b0_i36.npz,True,True,0.08201565293925424,0.22490955149175848,0.3070629692384933,0.984375,1.0,0.08084925150140693,1.0,0.2249290476587082,0.08201565293925422,0.21961153248825876,3.9920493142857536,0.007950685714246397,0.9980123285714384,,self-report; not geometry-derived layer count or success,0.21966526875407943,0.04837609103525701,0.1590079627118642,0.1737904486612267,3.827553907388376,0.17244609261162402,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g4_s9131011_b4,12,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g4_s9131011_b4_i12.npz,True,True,0.15675737788639071,0.6074820765681181,0.49414197233614354,0.9596354166666666,0.9830729166666666,0.1323135974965942,1.0,0.7685143989694566,0.18568418028430175,0.767017227851541,4.085245979734318,0.08524597973431813,1.0213114949335795,,self-report; not geometry-derived layer count or success,0.7682276085501982,0.0209934009781306,0.15500951330687293,0.2146950938785172,3.9952111245793223,0.004788875420677741,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g4_s9131011_b4,36,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g4_s9131011_b4_i36.npz,True,True,0.15702357920374463,0.6075023848667567,0.49414197233614354,0.9596354166666666,0.9830729166666666,0.13256426255937762,1.0,0.7685304516105352,0.18595038160165567,0.7670397189084901,4.085346396992111,0.08534639699211066,1.0213365992480277,,self-report; not geometry-derived layer count or success,0.7682526806429285,0.020660922962145657,0.15507814764443748,0.21462195262210165,3.995417364279381,0.0045826357206188995,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g4_s9131021_b0,12,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g4_s9131021_b0_i12.npz,True,True,0.07986558942051229,0.19720298504924424,0.14463334430004052,0.9921875,0.9986979166666666,0.0842516562204585,1.0,0.2856738457440709,0.09028225608717899,0.2834682195381363,4.063641560975969,0.06364156097596929,1.0159103902439923,,self-report; not geometry-derived layer count or success,0.28531181503880315,0.014377563822531783,0.22435732185116808,0.2764051744653313,3.8911729906018437,0.10882700939815626,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g4_s9131021_b0,36,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g4_s9131021_b0_i36.npz,True,True,0.0796050012069926,0.1974006763915999,0.1443743482351231,0.9921875,0.9986979166666666,0.08404330754730749,1.0,0.2865517348832163,0.09002166787365928,0.2840565142559744,4.064209184227732,0.0642091842277317,1.016052296056933,,self-report; not geometry-derived layer count or success,0.28592642339953217,0.018920284525676484,0.21118158443282117,0.26667062812887743,3.915657999093224,0.0843420009067759,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g4_s9131021_b4,12,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g4_s9131021_b4_i12.npz,True,True,0.13201198618771398,0.48684189865644667,0.14492566295585127,0.9752604166666666,0.9856770833333334,0.13344676563720767,1.0,0.7509586301036338,0.18288157337069502,0.7487401488125988,4.077698989281309,0.07769898928130914,1.0194247473203273,,self-report; not geometry-derived layer count or success,0.7506536097040747,0.021401457085184962,0.17549835293486352,0.262674898727147,3.9866330358005144,0.013366964199485576,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g4_s9131021_b4,36,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g4_s9131021_b4_i36.npz,True,True,0.13179728866598678,0.4869444228760512,0.14511938587084522,0.9752604166666666,0.9856770833333334,0.13344666961188345,1.0,0.7513260339622405,0.18266687584896782,0.7489385456009126,4.078303916149367,0.07830391614936705,1.0195759790373418,,self-report; not geometry-derived layer count or success,0.750866220629389,0.026281705179983777,0.1601563305957289,0.25437878918606777,4.012634365646212,0.012634365646212231,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g4_s9131033_b0,12,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g4_s9131033_b0_i12.npz,True,True,0.07626843437566298,0.21014546285151908,0.10165394493691776,0.9856770833333334,0.9973958333333334,0.08200548035918843,1.0,0.32614118110736856,0.09173106541334268,0.3259866534137999,4.000878057323334,0.0008780573233337918,1.0002195143308334,,self-report; not geometry-derived layer count or success,0.3261175068637511,0.003929596808917697,0.17473126306393846,0.17788874551207978,3.9348993803666024,0.06510061963339764,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g4_s9131033_b0,36,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g4_s9131033_b0_i36.npz,True,True,0.07766566176773877,0.21074884056753343,0.11425097557597344,0.9856770833333334,0.9973958333333334,0.08346413967326877,1.0,0.32784477649687677,0.09321986657758763,0.3275055660032886,3.999259976401186,0.000740023598813977,0.9998149941002965,,self-report; not geometry-derived layer count or success,0.3276356372951515,0.011708400850971756,0.1530276019516141,0.1874138671830665,3.9838978143226216,0.016102185677378422,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g4_s9131033_b4,12,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g4_s9131033_b4_i12.npz,True,True,0.1262854571066541,0.6206112470297654,0.10177752126023089,0.9791666666666666,0.9895833333333334,0.10845416224519355,1.0,0.870083965578192,0.17214851911367046,0.8692038804515108,3.975280720266492,0.02471927973350807,0.993820180066623,,self-report; not geometry-derived layer count or success,0.8700833034208374,0.001073435864670352,0.15753091816407072,0.23899941364966582,3.842915826570641,0.1570841734293591,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g4_s9131033_b4,36,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g4_s9131033_b4_i36.npz,True,True,0.12773302011358836,0.6208186064415135,0.11542898336760939,0.9791666666666666,0.9895833333333334,0.10987313365418135,1.0,0.870743202666538,0.1736910603963923,0.869804390350451,3.973526676638893,0.02647332336110697,0.9933816691597233,,self-report; not geometry-derived layer count or success,0.870694963026712,0.009165497798389181,0.11929640411009163,0.21823249556406601,3.8935367508171717,0.10646324918282835,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g8_s9131011_b0,12,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g8_s9131011_b0_i12.npz,True,True,0.9846612819826266,1.1738292796072758,2.000795795047045,0.53515625,0.9596354166666666,0.9713562229520813,1.0,1.1738552901108996,0.9846612819826266,1.1513286930541051,7.53360385950817,0.4663961404918302,0.9417004824385212,,self-report; not geometry-derived layer count or success,1.172867631918356,0.048143121207210364,2.1323744104861917,4.387545189016038,4.202496980058167,3.797503019941833,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g8_s9131011_b0,36,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g8_s9131011_b0_i36.npz,True,True,0.9827559105678869,1.1717069057805682,1.9991211363258474,0.5377604166666666,0.9609375,0.9693925421213084,1.0,1.17173298967,0.9827559105678869,1.1493397237584746,7.535182143480762,0.4648178565192378,0.9418977679350953,,self-report; not geometry-derived layer count or success,1.1707710109938976,0.0474704002229174,2.129053556704785,4.395788065243259,4.201633434580677,3.7983665654193226,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g8_s9131011_b4,12,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g8_s9131011_b4_i12.npz,True,True,1.0000504705923234,1.194484593083826,2.0543587154131355,0.5208333333333334,0.9557291666666666,0.9916724090081885,1.0,1.348399321163785,1.0417171372589902,1.3226865660172473,7.484715249239874,0.5152847507601264,0.9355894061549842,,self-report; not geometry-derived layer count or success,1.3457736393427489,0.08410731814253207,2.196784230878578,4.362455158196976,4.118014696962879,3.881985303037121,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g8_s9131011_b4,36,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g8_s9131011_b4_i36.npz,True,True,0.9996427977833955,1.1945774272896867,2.0579533690299896,0.5260416666666666,0.953125,0.9912277489499427,1.0,1.348481548838025,1.0413094644500622,1.3236930340844173,7.492018071893585,0.5079819281064148,0.9365022589866981,,self-report; not geometry-derived layer count or success,1.3461249984797503,0.07968673681668631,2.20398922925385,4.369079522430299,4.117506306591686,3.882493693408314,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g8_s9131021_b0,12,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g8_s9131021_b0_i12.npz,True,True,0.9612843086546862,1.183958033665408,2.2312787131839573,0.5572916666666666,0.9231770833333334,0.9451572853950087,1.0,1.183980655095716,0.9612843086546862,1.1472604847915764,7.390918938910834,0.6090810610891664,0.9238648673638542,,self-report; not geometry-derived layer count or success,1.1839780736584824,0.0024723949583588273,2.013111991008157,4.6021101080754185,4.062928407422232,3.9370715925777677,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g8_s9131021_b0,36,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g8_s9131021_b0_i36.npz,True,True,0.9704580307494451,1.1951596679681395,2.240185595441148,0.55078125,0.9270833333333334,0.949690679095653,1.0,1.1952074193388207,0.970465626742433,1.157120506320282,7.3771994346352034,0.6228005653647966,0.9221499293294004,,self-report; not geometry-derived layer count or success,1.1951662129207712,0.009924652900003933,2.031258772549228,4.555504544483845,4.063881755852599,3.9361182441474014,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g8_s9131021_b4,12,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g8_s9131021_b4_i12.npz,True,True,0.9782186422763651,1.2124455783477204,2.263809774411569,0.5533854166666666,0.9205729166666666,0.954764955874075,1.0,1.215224493304377,0.9789986325078979,1.1830152815748238,7.424462018383145,0.5755379816168551,0.9280577522978931,,self-report; not geometry-derived layer count or success,1.215077200945936,0.01891995952081098,1.9919374719292435,4.601587149098746,4.111849424636949,3.888150575363051,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g8_s9131021_b4,36,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g8_s9131021_b4_i36.npz,True,True,0.98740487639339,1.223372960132661,2.281366472742763,0.546875,0.9244791666666666,0.95927238743845,1.0,1.226168095388113,0.9881974627723601,1.1928166743363469,7.410847226193743,0.5891527738062567,0.9263559032742179,,self-report; not geometry-derived layer count or success,1.2261138915039895,0.011529232786943703,2.0003604496412057,4.555047124125135,4.112835749675698,3.887164250324302,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g8_s9131033_b0,12,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g8_s9131033_b0_i12.npz,True,True,0.9707387189248466,1.1647457063348687,2.0914617113660796,0.52734375,0.9388020833333334,0.9587590315567968,1.0,1.1647582838485646,0.9707387189248466,1.144489395085793,7.547189913680759,0.452810086319241,0.9433987392100949,,self-report; not geometry-derived layer count or success,1.1646398118189696,0.01661230026602184,2.056264517404972,4.493361993500894,4.22172916121737,3.77827083878263,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g8_s9131033_b0,36,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g8_s9131033_b0_i36.npz,True,True,0.9692665192849117,1.162528865485804,2.0790752493451663,0.53125,0.9427083333333334,0.9571304810464656,1.0,1.1625414962596998,0.9692665192849117,1.1420406939685597,7.545323300677355,0.4546766993226452,0.9431654125846693,,self-report; not geometry-derived layer count or success,1.1623988548939934,0.018210784356380728,2.064744469519361,4.505974794968539,4.21261587103278,3.7873841289672203,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g8_s9131033_b4,12,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g8_s9131033_b4_i12.npz,True,True,1.0017449091618025,1.2498012863614505,2.1315394856783585,0.5182291666666666,0.9309895833333334,0.9772872830025405,1.0,1.3254520891889032,1.0252611304758483,1.3048905314449792,7.513952818763956,0.48604718123604407,0.9392441023454945,,self-report; not geometry-derived layer count or success,1.3253632489756708,0.015345976667568213,2.1607536017407676,4.6370148393373745,4.06482701090921,3.9351729890907903,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,dual_g8_s9131033_b4,36,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_dual_g8_s9131033_b4_i36.npz,True,True,1.000269824410703,1.247736312288889,2.129740367364895,0.5234375,0.9348958333333334,0.975640433626004,1.0,1.3235048841068184,1.023786045724749,1.302750204016566,7.512252232671484,0.487747767328516,0.9390315290839355,,self-report; not geometry-derived layer count or success,1.3233976710141417,0.01684584841877246,2.170236183230734,4.6495688169603495,4.055720281195232,3.9442797188047676,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
confirmation,ghost_s9131011_b0,12,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_ghost_s9131011_b0_i12.npz,True,True,0.08940344429738796,0.10645908241672089,0.19854404909820725,1.0,1.0,0.08995031283073995,1.0,0.1067087956422997,0.08940335306783959,0.0996990371836246,,,,,self-report; not geometry-derived layer count or success,0.09996577117221095,0.037331108493791614,0.17099102049383974,0.17099102049383974,,,
confirmation,ghost_s9131011_b0,36,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_ghost_s9131011_b0_i36.npz,True,True,0.08940344429738796,0.10645908241672089,0.19854404909820725,1.0,1.0,0.08995031283073995,1.0,0.1067087956422997,0.08940335306783959,0.0996990371836246,,,,,self-report; not geometry-derived layer count or success,0.09996577117221095,0.037331108493791614,0.17099102049383974,0.17099102049383974,,,
confirmation,ghost_s9131011_b4,12,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_ghost_s9131011_b4_i12.npz,True,True,0.08939698627358067,0.10645301176478633,0.1985395812347402,1.0,1.0,0.09617264821663689,1.0,0.11072130727019275,0.08939668553134843,0.09969224879065063,,,,,self-report; not geometry-derived layer count or success,0.1042381706585703,0.037331108493791294,0.17098931611128573,0.1709893161112857,,,
confirmation,ghost_s9131011_b4,36,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_ghost_s9131011_b4_i36.npz,True,True,0.08939698627358067,0.10645301176478633,0.1985395812347402,1.0,1.0,0.09617264821663689,1.0,0.11072130727019275,0.08939668553134843,0.09969224879065063,,,,,self-report; not geometry-derived layer count or success,0.1042381706585703,0.037331108493791294,0.17098931611128573,0.1709893161112857,,,
confirmation,ghost_s9131021_b0,12,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_ghost_s9131021_b0_i12.npz,True,True,0.03810536499215403,0.04509449796661747,0.08096008044384675,1.0,1.0,0.03856945547233139,1.0,0.04531042174804438,0.03810536499215403,0.04455396868976289,,,,,self-report; not geometry-derived layer count or success,0.044772499350971655,0.006961150828196105,0.09822002370197568,0.09822002370197568,,,
confirmation,ghost_s9131021_b0,36,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_ghost_s9131021_b0_i36.npz,True,True,0.03810536499215403,0.04509449796661747,0.08096008044384675,1.0,1.0,0.03856945547233139,1.0,0.04531042174804438,0.03810536499215403,0.04455396868976289,,,,,self-report; not geometry-derived layer count or success,0.044772499350971655,0.006961150828196105,0.09822002370197568,0.09822002370197568,,,
confirmation,ghost_s9131021_b4,12,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_ghost_s9131021_b4_i12.npz,True,True,0.03823388728096449,0.04524909460370271,0.08125500402742244,1.0,1.0,0.043562460981778885,1.0,0.04862311244907417,0.03823388728096449,0.044710434370535256,,,,,self-report; not geometry-derived layer count or success,0.04812223439723486,0.006961150828196219,0.09855543378963671,0.09855543378963671,,,
confirmation,ghost_s9131021_b4,36,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_ghost_s9131021_b4_i36.npz,True,True,0.03823388728096449,0.04524909460370271,0.08125500402742244,1.0,1.0,0.043562460981778885,1.0,0.04862311244907417,0.03823388728096449,0.044710434370535256,,,,,self-report; not geometry-derived layer count or success,0.04812223439723486,0.006961150828196219,0.09855543378963671,0.09855543378963671,,,
confirmation,ghost_s9131033_b0,12,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_ghost_s9131033_b0_i12.npz,True,True,0.03639143353946072,0.042301793827943475,0.07292862131780546,1.0,1.0,0.036687235044686836,1.0,0.04244326186863247,0.03639143353946072,0.042021078682318774,,,,,self-report; not geometry-derived layer count or success,0.04216348859633295,0.004865255125500773,0.09169596251712407,0.09169596251712407,,,
confirmation,ghost_s9131033_b0,36,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_ghost_s9131033_b0_i36.npz,True,True,0.03639143353946072,0.042301793827943475,0.07292862131780546,1.0,1.0,0.036687235044686836,1.0,0.04244326186863247,0.03639143353946072,0.042021078682318774,,,,,self-report; not geometry-derived layer count or success,0.04216348859633295,0.004865255125500773,0.09169596251712407,0.09169596251712407,,,
confirmation,ghost_s9131033_b4,12,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_ghost_s9131033_b4_i12.npz,True,True,0.036390276965366126,0.04230024157344269,0.0729204319119268,1.0,1.0,0.03961766013288295,1.0,0.044547293928146825,0.036390276965366126,0.042019516057843875,,,,,self-report; not geometry-derived layer count or success,0.04428081626262659,0.004865255125500674,0.09169291220701144,0.09169291220701145,,,
confirmation,ghost_s9131033_b4,36,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/spatial-v11-seed-aligned-omrev058/outputs/confirmation_ghost_s9131033_b4_i36.npz,True,True,0.036390276965366126,0.04230024157344269,0.0729204319119268,1.0,1.0,0.03961766013288295,1.0,0.044547293928146825,0.036390276965366126,0.042019516057843875,,,,,self-report; not geometry-derived layer count or success,0.04428081626262659,0.004865255125500674,0.09169291220701144,0.09169291220701145,,,
