phase,case,seed,gap,sigma,supplied_sigma,ratio,dependence,sigma_factor,kind,method,status,seconds,surface_mae_mm,balanced_source_mae_mm,vertical_w1_mm,representation,model_k,n,risk_rms_mm,matched_rms_mm,coverage_1mm,single_false_split,posterior_brier,upper_mass,upper_mass_error,source_gap_error_mm,cross_midplane_mass,fitted_gap_error_mm,dual_missed,bias,retain
confirmation,s9191111_g2_n2_p0.5_l0_sf1.2,9191111,2.0,2.0,2.4,0.5,0.0,1.2,sigma_stress,a_insample_gate_map,OK,0.008097144003841095,0.8521966194641287,0.9883088904309923,0.852243342522729,points,1,768,1.0039341216167545,1.0039341216167545,0.5286458333333334,,0.5,0.5104166666666666,0.01041666666666663,1.976617780861985,0.47135416666666663,2.0,1,,
confirmation,s9191111_g2_n2_p0.5_l1,9191111,2.0,2.0,2.0,0.5,1.0,1.0,statistical,a_crossfit_gate_map,OK,0.008638400002382696,0.45546902076223245,0.45600505305378203,0.45561802304761945,points,1,768,0.5292732659733782,0.5292732659733782,0.9921875,,0.5,0.5052083333333334,0.00520833333333337,0.33679490495995434,0.0078125,2.0,1,,
confirmation,s9191111_g2_n2_p0.5_l1,9191111,2.0,2.0,2.0,0.5,1.0,1.0,statistical,a_insample_gate_map,OK,0.00864286400610581,0.45546902076223245,0.45600505305378203,0.45561802304761945,points,1,768,0.5292732659733782,0.5292732659733782,0.9921875,,0.5,0.5052083333333334,0.00520833333333337,0.33679490495995434,0.0078125,2.0,1,,
confirmation,s9191111_g2_n2_p0.5_l1_sf0.8,9191111,2.0,2.0,1.6,0.5,1.0,0.8,sigma_stress,a_crossfit_gate_map,OK,2.9497806259896606,0.7775380137467572,1.0494679560422135,0.7833286797624956,points,2,768,1.1881481786740207,1.1881481786740207,0.4778645833333333,,0.30687756269314176,0.46484375,0.03515625,0.03220084408628754,0.2721354166666667,0.5024423605738289,0,,
confirmation,s9191111_g2_n2_p0.5_l1_sf0.8,9191111,2.0,2.0,1.6,0.5,1.0,0.8,sigma_stress,a_insample_gate_map,OK,2.949785870994674,0.7787060504161915,1.0578014936812072,0.7830953758427472,points,2,768,1.1965842485427118,1.1965842485427118,0.4765625,,0.30691598046372887,0.46875,0.03125,0.020270398135657786,0.2734375,0.5020150424712555,0,,
confirmation,s9191111_g2_n2_p0.5_l1_sf1.2,9191111,2.0,2.0,2.4,0.5,1.0,1.2,sigma_stress,a_crossfit_gate_map,OK,0.008203277990105562,0.45546902076223245,0.45600505305378203,0.45561802304761945,points,1,768,0.5292732659733782,0.5292732659733782,0.9921875,,0.5,0.5052083333333334,0.00520833333333337,0.33679490495995434,0.0078125,2.0,1,,
confirmation,s9191111_g2_n2_p0.5_l1_sf1.2,9191111,2.0,2.0,2.4,0.5,1.0,1.2,sigma_stress,a_insample_gate_map,OK,0.00820773899613414,0.45546902076223245,0.45600505305378203,0.45561802304761945,points,1,768,0.5292732659733782,0.5292732659733782,0.9921875,,0.5,0.5052083333333334,0.00520833333333337,0.33679490495995434,0.0078125,2.0,1,,
confirmation,s9191111_g2_n2_p0.8_l0,9191111,2.0,2.0,2.0,0.8,0.0,1.0,statistical,a_crossfit_gate_map,OK,0.008218329996452667,0.3994315348706596,0.9959827323529696,0.5632200487011767,points,1,768,0.8088238226225271,0.8088238226225271,0.7994791666666666,,0.7994791666666666,1.0,0.20052083333333337,1.991965464705939,0.5,2.0,1,,
confirmation,s9191111_g2_n2_p0.8_l0,9191111,2.0,2.0,2.0,0.8,0.0,1.0,statistical,a_insample_gate_map,OK,0.008222840988310054,0.3994315348706596,0.9959827323529696,0.5632200487011767,points,1,768,0.8088238226225271,0.8088238226225271,0.7994791666666666,,0.7994791666666666,1.0,0.20052083333333337,1.991965464705939,0.5,2.0,1,,
confirmation,s9191111_g2_n2_p0.8_l1,9191111,2.0,2.0,2.0,0.8,1.0,1.0,statistical,a_crossfit_gate_map,OK,3.228564432996791,0.38846345237731256,0.3984301424929679,0.3888308678157989,points,2,768,0.4897531482829665,0.4897531482829665,0.9830729166666666,,0.15186591921683487,0.8059895833333334,0.006510416666666741,0.4865321151475259,0.03247810821100723,1.3310749077989739,0,,
