phase,case,seed,gap,sigma,supplied_sigma,ratio,dependence,sigma_factor,kind,method,status,seconds,surface_mae_mm,balanced_source_mae_mm,vertical_w1_mm,representation,model_k,n,risk_rms_mm,matched_rms_mm,coverage_1mm,single_false_split,posterior_brier,weighted_reference_near_mass,upper_mass,upper_mass_error,source_gap_error_mm,cross_midplane_mass,fitted_gap_error_mm,dual_missed,bias,retain
confirmation,s9191101_g2_n1_p0.5_l0,9191101,2.0,1.0,1.0,0.5,0.0,1.0,statistical,b_quota_map,OK,0.029436444994644262,0.07814932077159001,0.41959161605043727,0.09097855936269711,points,2,768,0.8482586005124486,0.8482586005124486,0.83984375,,0.12601103629370405,,0.4921875,0.0078125,0.661615670145508,0.17708333333333334,0.048340311012491366,0,,
confirmation,s9191101_g2_n1_p0.5_l0,9191101,2.0,1.0,1.0,0.5,0.0,1.0,statistical,b_weighted_measure,OK,0.029435966003802605,0.07824875856017877,0.5345769435909384,0.09103161129957271,weighted,2,768,0.9807485491901297,,,,0.12601103629370405,0.787080144505792,0.49221930911904216,0.007780690880957841,0.902555406675065,0.23589673832131136,0.048340311012491366,0,,
confirmation,s9191101_g2_n1_p0.5_l1,9191101,2.0,1.0,1.0,0.5,1.0,1.0,statistical,b_identity,OK,0.0316546840040246,0.6572447016035986,0.8510499726033576,0.6573145319742826,points,0,768,1.0491482294371373,1.0491482294371373,0.6848958333333334,,,,0.5026041666666666,0.0026041666666666297,0.027442123769040316,0.17708333333333331,,,,
confirmation,s9191101_g2_n1_p0.5_l1,9191101,2.0,1.0,1.0,0.5,1.0,1.0,statistical,b_map,OK,0.03164655200089328,0.04400143239017746,0.08437517223589756,0.055621677004307715,points,2,768,0.28899966695685514,0.28899966695685514,0.98046875,,0.01482909751342846,,0.5065104166666666,0.00651041666666663,0.05860825339064668,0.022135416666666664,0.1377034545394149,0,,
confirmation,s9191101_g2_n1_p0.5_l1,9191101,2.0,1.0,1.0,0.5,1.0,1.0,statistical,b_mean,OK,0.031651101002353244,0.09632988699318036,0.1093971223642653,0.09811098203889694,points,2,768,0.24502547097809943,0.24502547097809943,0.9817708333333334,,0.01482909751342846,,0.5078125,0.0078125,0.11221153864770161,0.020833333333333332,0.1377034545394149,0,,
confirmation,s9191101_g2_n1_p0.5_l1,9191101,2.0,1.0,1.0,0.5,1.0,1.0,statistical,b_posterior_draw,OK,0.031653808007831685,0.044198995282813756,0.09407463341017144,0.04649231400041606,points,2,768,0.3202371139597239,0.3202371139597239,0.9778645833333334,,0.01482909751342846,,0.5013020833333334,0.0013020833333333703,0.07800717573919447,0.02734375,0.1377034545394149,0,,
confirmation,s9191101_g2_n1_p0.5_l1,9191101,2.0,1.0,1.0,0.5,1.0,1.0,statistical,b_quota_map,OK,0.03165304200956598,0.04406093477238241,0.08680003752946604,0.05333944042900339,points,2,768,0.2970853867282656,0.2970853867282656,0.9791666666666666,,0.01482909751342846,,0.5052083333333334,0.00520833333333337,0.06345798397778357,0.0234375,0.1377034545394149,0,,
confirmation,s9191101_g2_n1_p0.5_l1,9191101,2.0,1.0,1.0,0.5,1.0,1.0,statistical,b_weighted_measure,OK,0.03165215501212515,0.04493748386847468,0.11112773558901162,0.05334867399581292,weighted,2,768,0.3678171925818121,,,,0.01482909751342846,0.9634728675274605,0.5048098677048493,0.004809867704849258,0.11221153864770161,0.036527132472539484,0.1377034545394149,0,,
confirmation,s9191101_g2_n1_p0.8_l0,9191101,2.0,1.0,1.0,0.8,0.0,1.0,statistical,b_identity,OK,0.030378441995708272,0.6941886321531525,0.8555020139568832,0.7390240288658563,points,0,768,1.0491482294371373,1.0491482294371373,0.6809895833333334,,,,0.7018229166666666,0.09765625,0.08390527046677798,0.15854097043022125,,,,
confirmation,s9191101_g2_n1_p0.8_l0,9191101,2.0,1.0,1.0,0.8,0.0,1.0,statistical,b_map,OK,0.030365155995241366,0.0651391827128478,0.4283474821194696,0.08245583765530254,points,2,768,0.6877142920000002,0.6877142920000002,0.8984375,,0.08283476271459157,,0.80859375,0.00911458333333337,0.68439910729832,0.1851706924996827,0.07850563772760655,0,,
confirmation,s9191101_g2_n1_p0.8_l0,9191101,2.0,1.0,1.0,0.8,0.0,1.0,statistical,b_mean,OK,0.030374944995855913,0.22926109733608904,0.48434384690021703,0.23053182466814515,points,2,768,0.5750638318705198,0.5750638318705198,0.8997395833333334,,0.08283476271459157,,0.8111979166666666,0.01171875,0.9114290286285736,0.1835420280045687,0.07850563772760655,0,,
confirmation,s9191101_g2_n1_p0.8_l0,9191101,2.0,1.0,1.0,0.8,0.0,1.0,statistical,b_posterior_draw,OK,0.030377685994608328,0.0650861971222068,0.4815996608227525,0.11550081259414567,points,2,768,0.7960103897561687,0.7960103897561687,0.8645833333333334,,0.08283476271459157,,0.7721354166666666,0.02734375,0.7960663588704702,0.21203308092558906,0.07850563772760655,0,,
confirmation,s9191101_g2_n1_p0.8_l0,9191101,2.0,1.0,1.0,0.8,0.0,1.0,statistical,b_quota_map,OK,0.03037690100609325,0.06457188133693155,0.39399275400267075,0.10532685483521091,points,2,768,0.709352013333888,0.709352013333888,0.89453125,,0.08283476271459157,,0.77734375,0.02213541666666663,0.6137058236258723,0.16816489699225856,0.07850563772760655,0,,
confirmation,s9191101_g2_n1_p0.8_l0,9191101,2.0,1.0,1.0,0.8,0.0,1.0,statistical,b_weighted_measure,OK,0.030375857997569256,0.06465259937361749,0.5371456384967546,0.10422362567894977,weighted,2,768,0.8323211211605096,,,,0.08283476271459157,0.8411777164722753,0.777975418626568,0.02150374804009858,0.9114290286285736,0.23978442969850547,0.07850563772760655,0,,
confirmation,s9191101_g2_n1_p0.8_l1,9191101,2.0,1.0,1.0,0.8,1.0,1.0,statistical,b_identity,OK,0.030129871011013165,0.6735938888406192,0.8330415521580232,0.7220206060553019,points,0,768,1.0491482294371373,1.0491482294371373,0.6848958333333334,,,,0.6940104166666666,0.10546875,0.056106113746442476,0.17154913490418378,,,,
confirmation,s9191101_g2_n1_p0.8_l1,9191101,2.0,1.0,1.0,0.8,1.0,1.0,statistical,b_map,OK,0.030122805008431897,0.05214419832865963,0.12529072942115596,0.0796285951440841,points,2,768,0.2616738995870016,0.2616738995870016,0.9856770833333334,,0.013791082049259523,,0.8151041666666666,0.015625,0.13675317489953587,0.04302212445534921,0.10195480751702202,0,,
