phase,case,seed,gap,sigma,supplied_sigma,ratio,dependence,sigma_factor,kind,method,status,seconds,surface_mae_mm,balanced_source_mae_mm,vertical_w1_mm,representation,model_k,n,risk_rms_mm,matched_rms_mm,coverage_1mm,single_false_split,posterior_brier,weighted_reference_near_mass,upper_mass,upper_mass_error,source_gap_error_mm,cross_midplane_mass,fitted_gap_error_mm,dual_missed,bias,retain
confirmation,s9191101_g8_n2_p0.8_l1,9191101,8.0,2.0,2.0,0.8,1.0,1.0,statistical,b_map,OK,0.03597102999628987,0.09482881563836164,0.13846998045623599,0.10459950909707126,points,2,768,0.5001588112128028,0.5001588112128028,0.9973958333333334,,0.0018936511462823828,,0.80078125,0.0013020833333333703,0.19437787903981096,0.0073078387410634976,0.3261962698656884,0,,
confirmation,s9191101_g8_n2_p0.8_l1,9191101,8.0,2.0,2.0,0.8,1.0,1.0,statistical,b_mean,OK,0.03597565800009761,0.1229804981626237,0.14818030809874005,0.12326800222976578,points,2,768,0.3642055905442219,0.3642055905442219,0.9947916666666666,,0.0018936511462823828,,0.80078125,0.0013020833333333703,0.2137987116632898,0.0073078387410634976,0.3261962698656884,0,,
confirmation,s9191101_g8_n2_p0.8_l1,9191101,8.0,2.0,2.0,0.8,1.0,1.0,statistical,b_posterior_draw,OK,0.03597754800284747,0.09520284935566968,0.1945489006466291,0.11472072512439306,points,2,768,0.6979218736115289,0.6979218736115289,0.9947916666666666,,0.0018936511462823828,,0.8020833333333334,0.0026041666666667407,0.306535719420598,0.014615677482126995,0.3261962698656884,0,,
confirmation,s9191101_g8_n2_p0.8_l1,9191101,8.0,2.0,2.0,0.8,1.0,1.0,statistical,b_quota_map,OK,0.03597702700062655,0.09482881563836164,0.13846998045623599,0.10459950909707126,points,2,768,0.5001588112128028,0.5001588112128028,0.9973958333333334,,0.0018936511462823828,,0.80078125,0.0013020833333333703,0.19437787903981096,0.0073078387410634976,0.3261962698656884,0,,
confirmation,s9191101_g8_n2_p0.8_l1,9191101,8.0,2.0,2.0,0.8,1.0,1.0,statistical,b_weighted_measure,OK,0.03597632600576617,0.09491469371669592,0.1481803966362687,0.10653842360402258,weighted,2,768,0.5387658214204715,,,,0.0018936511462823828,0.9954296597315898,0.8010272518550168,0.0015480851883501456,0.2137987116632898,0.008573236795695379,0.3261962698656884,0,,
confirmation,s9191111_g0_n1_p0.5_l0,9191111,0.0,1.0,1.0,0.5,0.0,1.0,statistical,b_identity,OK,0.02479793899692595,0.7880003384012034,0.7880003384012034,0.788000338401205,points,0,768,0.9841751099727489,0.9841751099727489,0.71875,,,,,,,,,,,
confirmation,s9191111_g0_n1_p0.5_l0,9191111,0.0,1.0,1.0,0.5,0.0,1.0,statistical,b_map,OK,0.024788859009277076,0.049502426871592564,0.049502426871592564,0.049502426871592675,points,1,768,0.057895755892033295,0.057895755892033295,1.0,0,0.0,,,,,,,,,
confirmation,s9191111_g0_n1_p0.5_l0,9191111,0.0,1.0,1.0,0.5,0.0,1.0,statistical,b_mean,OK,0.024794398006633855,0.049502426871592564,0.049502426871592564,0.049502426871592675,points,1,768,0.057895755892033295,0.057895755892033295,1.0,0,0.0,,,,,,,,,
confirmation,s9191111_g0_n1_p0.5_l0,9191111,0.0,1.0,1.0,0.5,0.0,1.0,statistical,b_posterior_draw,OK,0.02479716700327117,0.049502426871592564,0.049502426871592564,0.049502426871592675,points,1,768,0.057895755892033295,0.057895755892033295,1.0,0,0.0,,,,,,,,,
confirmation,s9191111_g0_n1_p0.5_l0,9191111,0.0,1.0,1.0,0.5,0.0,1.0,statistical,b_quota_map,OK,0.024796341007458977,0.049502426871592564,0.049502426871592564,0.049502426871592675,points,1,768,0.057895755892033295,0.057895755892033295,1.0,0,0.0,,,,,,,,,
confirmation,s9191111_g0_n1_p0.5_l0,9191111,0.0,1.0,1.0,0.5,0.0,1.0,statistical,b_weighted_measure,OK,0.024795441000605933,0.049502426871592564,0.049502426871592564,0.049502426871592675,weighted,1,768,0.057895755892033295,,,0,0.0,1.0000000000000007,,,,,,,,
confirmation,s9191111_g0_n2_p0.5_l0,9191111,0.0,2.0,2.0,0.5,0.0,1.0,statistical,b_identity,OK,0.021737254995969124,1.5760006768024069,1.5760006768024069,1.57600067680241,points,0,768,1.9683502199454979,1.9683502199454979,0.3984375,,,,,,,,,,,
confirmation,s9191111_g0_n2_p0.5_l0,9191111,0.0,2.0,2.0,0.5,0.0,1.0,statistical,b_map,OK,0.021729749991209246,0.09900485374318513,0.09900485374318513,0.09900485374318535,points,1,768,0.11579151178406659,0.11579151178406659,1.0,0,0.0,,,,,,,,,
confirmation,s9191111_g0_n2_p0.5_l0,9191111,0.0,2.0,2.0,0.5,0.0,1.0,statistical,b_mean,OK,0.021734758003731258,0.09900485374318513,0.09900485374318513,0.09900485374318535,points,1,768,0.11579151178406659,0.11579151178406659,1.0,0,0.0,,,,,,,,,
confirmation,s9191111_g0_n2_p0.5_l0,9191111,0.0,2.0,2.0,0.5,0.0,1.0,statistical,b_posterior_draw,OK,0.021736754992161877,0.09900485374318513,0.09900485374318513,0.09900485374318535,points,1,768,0.11579151178406659,0.11579151178406659,1.0,0,0.0,,,,,,,,,
confirmation,s9191111_g0_n2_p0.5_l0,9191111,0.0,2.0,2.0,0.5,0.0,1.0,statistical,b_quota_map,OK,0.02173621699330397,0.09900485374318513,0.09900485374318513,0.09900485374318535,points,1,768,0.11579151178406659,0.11579151178406659,1.0,0,0.0,,,,,,,,,
confirmation,s9191111_g0_n2_p0.5_l0,9191111,0.0,2.0,2.0,0.5,0.0,1.0,statistical,b_weighted_measure,OK,0.021735549002187327,0.09900485374318513,0.09900485374318513,0.09900485374318535,weighted,1,768,0.11579151178406659,,,0,0.0,1.0000000000000007,,,,,,,,
confirmation,s9191111_g2_n1_p0.2_l0,9191111,2.0,1.0,1.0,0.2,0.0,1.0,statistical,b_identity,OK,0.030343498001457192,0.637481937269826,0.8077062451731734,0.6656505759929479,points,0,768,0.9841751099727489,0.9841751099727489,0.7109375,,,,0.2799479166666667,0.07942708333333334,0.10552987636438171,0.16744574643597446,,,,
confirmation,s9191111_g2_n1_p0.2_l0,9191111,2.0,1.0,1.0,0.2,0.0,1.0,statistical,b_map,OK,0.03033641100046225,0.1160652945678623,0.6264185809498983,0.2476184226880845,points,2,768,0.7029006293060075,0.7029006293060075,0.8802083333333334,,0.09382525413170757,,0.11328125,0.08723958333333334,1.0534661332113417,0.27844874994712127,0.10476938519398482,0,,
confirmation,s9191111_g2_n1_p0.2_l0,9191111,2.0,1.0,1.0,0.2,0.0,1.0,statistical,b_mean,OK,0.030341067002154887,0.24292361733806,0.5775230890265356,0.2781724182297115,points,2,768,0.6045801270647327,0.6045801270647327,0.8841145833333334,,0.09382525413170757,,0.1328125,0.06770833333333334,1.115616721193859,0.2581750497059943,0.10476938519398482,0,,
confirmation,s9191111_g2_n1_p0.2_l0,9191111,2.0,1.0,1.0,0.2,0.0,1.0,statistical,b_posterior_draw,OK,0.03034303399908822,0.12018001550278472,0.6394661287779287,0.18737296521537705,points,2,768,0.7951753208505,0.7951753208505,0.86328125,,0.09382525413170757,,0.15494791666666666,0.045572916666666685,1.0605891735605746,0.2801408689030839,0.10476938519398482,0,,
confirmation,s9191111_g2_n1_p0.2_l0,9191111,2.0,1.0,1.0,0.2,0.0,1.0,statistical,b_quota_map,OK,0.030342525002197362,0.11910421533079137,0.5705217844283794,0.19604575554837844,points,2,768,0.7146320935819719,0.7146320935819719,0.8854166666666666,,0.09382525413170757,,0.1484375,0.05208333333333334,0.9066869830149589,0.24358052371081687,0.10476938519398482,0,,
confirmation,s9191111_g2_n1_p0.2_l0,9191111,2.0,1.0,1.0,0.2,0.0,1.0,statistical,b_weighted_measure,OK,0.030341740988660604,0.11914836626139384,0.6605806623247497,0.19541325629947237,weighted,2,768,0.8036948794147836,,,,0.09382525413170757,0.8663536310947396,0.14893054657443192,0.05159028675890143,1.115616721193859,0.29321297742489544,0.10476938519398482,0,,
confirmation,s9191111_g2_n1_p0.2_l1,9191111,2.0,1.0,1.0,0.2,1.0,1.0,statistical,b_identity,OK,0.031100586988031864,0.6611495572621596,0.806618587041674,0.6880904305179854,points,0,768,0.9841751099727489,0.9841751099727489,0.71875,,,,0.2734375,0.07291666666666666,0.14633468731412114,0.13900757223232793,,,,
confirmation,s9191111_g2_n1_p0.2_l1,9191111,2.0,1.0,1.0,0.2,1.0,1.0,statistical,b_map,OK,0.031092990990146063,0.07069007056965758,0.1782641848991281,0.08288598268864106,points,2,768,0.2807472569238434,0.2807472569238434,0.9856770833333334,,0.01020617184281111,,0.19401041666666666,0.006510416666666685,0.0893203108733096,0.03247810821100723,0.15334344544568435,0,,
confirmation,s9191111_g2_n1_p0.2_l1,9191111,2.0,1.0,1.0,0.2,1.0,1.0,statistical,b_mean,OK,0.031098488994757645,0.0946731265010809,0.15920963082935385,0.0949947295164691,points,2,768,0.20853759127861543,0.20853759127861543,0.9895833333333334,,0.01020617184281111,,0.19791666666666666,0.002604166666666685,0.016933319984579587,0.022737848470747495,0.15334344544568435,0,,
confirmation,s9191111_g2_n1_p0.2_l1,9191111,2.0,1.0,1.0,0.2,1.0,1.0,statistical,b_posterior_draw,OK,0.031100123989745043,0.07047244840697846,0.20580875567918738,0.08503533569808892,points,2,768,0.3415126696654402,0.3415126696654402,0.9765625,,0.01020617184281111,,0.19270833333333334,0.0078125,0.022868090244152928,0.04790811794069123,0.15334344544568435,0,,
confirmation,s9191111_g2_n1_p0.2_l1,9191111,2.0,1.0,1.0,0.2,1.0,1.0,statistical,b_quota_map,OK,0.03109963699535001,0.07049040462506684,0.17651064789143617,0.0851510988264025,points,2,768,0.2696648936395903,0.2696648936395903,0.9856770833333334,,0.01020617184281111,,0.19270833333333334,0.0078125,0.09282738488869313,0.03166377596345023,0.15334344544568435,0,,
confirmation,s9191111_g2_n1_p0.2_l1,9191111,2.0,1.0,1.0,0.2,1.0,1.0,statistical,b_weighted_measure,OK,0.031099142986931838,0.07050880355849957,0.2090347134767312,0.08473478282932875,weighted,2,768,0.34875492766011745,,,,0.01020617184281111,0.972941561574235,0.19293056509843298,0.00759026823490036,0.016933319984579587,0.04928615409932774,0.15334344544568435,0,,
confirmation,s9191111_g2_n1_p0.5_l0,9191111,2.0,1.0,1.0,0.5,0.0,1.0,statistical,b_identity,OK,0.02943560399580747,0.6519145523059483,0.7880003384012033,0.6519426722451809,points,0,768,0.9841751099727489,0.9841751099727489,0.7122395833333334,,,,0.4973958333333333,0.002604166666666685,0.013405296069111117,0.15104166666666669,,,,
confirmation,s9191111_g2_n1_p0.5_l0,9191111,2.0,1.0,1.0,0.5,0.0,1.0,statistical,b_map,OK,0.029428673995425925,0.10380189838304399,0.3865750003672118,0.13824404093915277,points,2,768,0.7767786865779501,0.7767786865779501,0.8684895833333334,,0.11032800536507563,,0.4765625,0.0234375,0.6050689172825914,0.15364583333333334,0.008967940289172693,0,,
confirmation,s9191111_g2_n1_p0.5_l0,9191111,2.0,1.0,1.0,0.5,0.0,1.0,statistical,b_mean,OK,0.029433442003210075,0.3455722246084478,0.4640183777510144,0.3460015017454996,points,2,768,0.6628861437454302,0.6628861437454302,0.8671875,,0.11032800536507563,,0.4895833333333333,0.010416666666666685,0.8792152809872971,0.1484375,0.008967940289172693,0,,
confirmation,s9191111_g2_n1_p0.5_l0,9191111,2.0,1.0,1.0,0.5,0.0,1.0,statistical,b_posterior_draw,OK,0.02943512199271936,0.10344891256468991,0.4848999539697035,0.14635422294555922,points,2,768,0.9024709015921982,0.9024709015921982,0.8216145833333334,,0.11032800536507563,,0.4713541666666667,0.028645833333333315,0.8020981315248088,0.203125,0.008967940289172693,0,,
confirmation,s9191111_g2_n1_p0.5_l0,9191111,2.0,1.0,1.0,0.5,0.0,1.0,statistical,b_quota_map,OK,0.02943463099654764,0.10377854437187424,0.3965216208888156,0.12643495968690546,points,2,768,0.7902380111491584,0.7902380111491584,0.8645833333333334,,0.11032800536507563,,0.484375,0.015625,0.625808834571246,0.15885416666666666,0.008967940289172693,0,,
confirmation,s9191111_g2_n1_p0.5_l0,9191111,2.0,1.0,1.0,0.5,0.0,1.0,statistical,b_weighted_measure,OK,0.029434084994136356,0.10364582255580496,0.5200573959695474,0.12536658898271852,weighted,2,768,0.9402425474576137,,,,0.11032800536507563,0.800412166419655,0.4850165692433041,0.014983430756695892,0.8792152809872971,0.22249112448965008,0.008967940289172693,0,,
confirmation,s9191111_g2_n1_p0.5_l1,9191111,2.0,1.0,1.0,0.5,1.0,1.0,statistical,b_identity,OK,0.030750930003705435,0.6480350102002231,0.7880003384012033,0.6489500365421362,points,0,768,0.9841751099727489,0.9841751099727489,0.71875,,,,0.48046875,0.01953125,0.08730719027128453,0.14192708333333334,,,,
confirmation,s9191111_g2_n1_p0.5_l1,9191111,2.0,1.0,1.0,0.5,1.0,1.0,statistical,b_map,OK,0.03074133300106041,0.055708974788187066,0.07360378778793641,0.05822098348516752,points,2,768,0.2008085849590684,0.2008085849590684,0.9921875,,0.008408647432325828,,0.5013020833333334,0.0013020833333333703,0.07167567300320377,0.009114583333333332,0.02151985879203444,0,,
confirmation,s9191111_g2_n1_p0.5_l1,9191111,2.0,1.0,1.0,0.5,1.0,1.0,statistical,b_mean,OK,0.030746493008336984,0.09267618627772534,0.09876126411223243,0.09283101468140026,points,2,768,0.19265253669933732,0.19265253669933732,0.9921875,,0.008408647432325828,,0.5013020833333334,0.0013020833333333703,0.008498713999026908,0.009114583333333332,0.02151985879203444,0,,
confirmation,s9191111_g2_n1_p0.5_l1,9191111,2.0,1.0,1.0,0.5,1.0,1.0,statistical,b_posterior_draw,OK,0.03074997699877713,0.055888470938540054,0.11459996227601765,0.06347622882475065,points,2,768,0.3492341330620031,0.3492341330620031,0.9778645833333334,,0.008408647432325828,,0.50390625,0.00390625,0.010760999547128058,0.029947916666666664,0.02151985879203444,0,,
confirmation,s9191111_g2_n1_p0.5_l1,9191111,2.0,1.0,1.0,0.5,1.0,1.0,statistical,b_quota_map,OK,0.030748418008442968,0.055702742023639625,0.0761799338051343,0.05570274202365624,points,2,768,0.21328082714707636,0.21328082714707636,0.9908854166666666,,0.008408647432325828,,0.5,0.0,0.06652338096880817,0.010416666666666666,0.02151985879203444,0,,
confirmation,s9191111_g2_n1_p0.5_l1,9191111,2.0,1.0,1.0,0.5,1.0,1.0,statistical,b_weighted_measure,OK,0.030747659999178723,0.05594715008844265,0.10485791702721686,0.056958755565834567,weighted,2,768,0.3199616902769762,,,,0.008408647432325828,0.9749193835262977,0.5005353578333943,0.0005353578333943121,0.008498713999026908,0.025080616473702334,0.02151985879203444,0,,
confirmation,s9191111_g2_n1_p0.8_l0,9191111,2.0,1.0,1.0,0.8,0.0,1.0,statistical,b_identity,OK,0.029406138986814767,0.6504852820995174,0.8237018309096239,0.67348196114203,points,0,768,0.9841751099727489,0.9841751099727489,0.7161458333333334,,,,0.72265625,0.07682291666666663,0.012694148187332166,0.1698781674351707,,,,
confirmation,s9191111_g2_n1_p0.8_l0,9191111,2.0,1.0,1.0,0.8,0.0,1.0,statistical,b_map,OK,0.029399423990980722,0.11770677240358784,0.60892340795577,0.24518920694477536,points,2,768,0.6719734011515197,0.6719734011515197,0.8919270833333334,,0.08652975749816548,,0.8815104166666666,0.08203125,0.8740212975635737,0.2492173949828673,0.23400374970889537,0,,
confirmation,s9191111_g2_n1_p0.8_l0,9191111,2.0,1.0,1.0,0.8,0.0,1.0,statistical,b_mean,OK,0.029404076994978823,0.2231173980509514,0.5443312309604593,0.25564999841183605,points,2,768,0.581814351662009,0.581814351662009,0.8984375,,0.08652975749816548,,0.8606770833333334,0.06119791666666674,0.9757660220889997,0.21757477050636662,0.23400374970889537,0,,
confirmation,s9191111_g2_n1_p0.8_l0,9191111,2.0,1.0,1.0,0.8,0.0,1.0,statistical,b_posterior_draw,OK,0.029405683992081322,0.12723554380837873,0.6234938851150693,0.18282201774784074,points,2,768,0.7829178030636876,0.7829178030636876,0.87109375,,0.08652975749816548,,0.8359375,0.03645833333333337,0.8743520650716743,0.24929142518719066,0.23400374970889537,0,,
confirmation,s9191111_g2_n1_p0.8_l0,9191111,2.0,1.0,1.0,0.8,0.0,1.0,statistical,b_quota_map,OK,0.02940516899980139,0.12405301556697378,0.5602809090926902,0.20197508578571385,points,2,768,0.6801688036136865,0.6801688036136865,0.89453125,,0.08652975749816548,,0.8502604166666666,0.05078125,0.7254594339254175,0.21596725749820214,0.23400374970889537,0,,
confirmation,s9191111_g2_n1_p0.8_l0,9191111,2.0,1.0,1.0,0.8,0.0,1.0,statistical,b_weighted_measure,OK,0.029404682994936593,0.12431708085551173,0.6577756556308082,0.2025347402098911,weighted,2,768,0.7905004778132789,,,,0.08652975749816548,0.8699899524596009,0.8504017919101795,0.050922625243512876,0.9757660220889997,0.2719892288570681,0.23400374970889537,0,,
confirmation,s9191111_g2_n1_p0.8_l1,9191111,2.0,1.0,1.0,0.8,1.0,1.0,statistical,b_identity,OK,0.029656699000042863,0.6505023500267436,0.7769664731437915,0.6891797151402715,points,0,768,0.9841751099727489,0.9841751099727489,0.71875,,,,0.7057291666666666,0.09375,0.09103901608310805,0.14797580269892974,,,,
confirmation,s9191111_g2_n1_p0.8_l1,9191111,2.0,1.0,1.0,0.8,1.0,1.0,statistical,b_map,OK,0.029649795003933832,0.06093913991666058,0.11884866485466568,0.06614747324999008,points,2,768,0.2596005799709186,0.2596005799709186,0.984375,,0.010957664151451704,,0.796875,0.0026041666666666297,0.04113834615682643,0.021934091966665254,0.006595485021177794,0,,
confirmation,s9191111_g2_n1_p0.8_l1,9191111,2.0,1.0,1.0,0.8,1.0,1.0,statistical,b_mean,OK,0.029654187994310632,0.08499036241137241,0.12411743113537682,0.08606890589952795,points,2,768,0.2151870938712098,0.2151870938712098,0.9856770833333334,,0.010957664151451704,,0.7955729166666666,0.00390625,0.041358832076651586,0.01868733871991201,0.006595485021177794,0,,
confirmation,s9191111_g2_n1_p0.8_l1,9191111,2.0,1.0,1.0,0.8,1.0,1.0,statistical,b_posterior_draw,OK,0.029656218001036905,0.06099066714338853,0.14426202605167668,0.08182400047671798,points,2,768,0.3479242787946535,0.3479242787946535,0.9739583333333334,,0.010957664151451704,,0.7890625,0.01041666666666663,0.01106590204690594,0.034942256440627775,0.006595485021177794,0,,
confirmation,s9191111_g2_n1_p0.8_l1,9191111,2.0,1.0,1.0,0.8,1.0,1.0,statistical,b_quota_map,OK,0.02965561499877367,0.0609133763032966,0.1213500003646314,0.06323573650567477,points,2,768,0.24707431334320834,0.24707431334320834,0.9856770833333334,,0.010957664151451704,,0.80078125,0.0013020833333333703,0.034644646990020345,0.023552180718304498,0.006595485021177794,0,,
confirmation,s9191111_g2_n1_p0.8_l1,9191111,2.0,1.0,1.0,0.8,1.0,1.0,statistical,b_weighted_measure,OK,0.029654914993443526,0.060908705772300197,0.1563004329178809,0.06426759091331113,weighted,2,768,0.32750683431598493,,,,0.010957664151451704,0.9739035379108768,0.8014001463502215,0.0019209796835548687,0.041358832076651586,0.042490596466277356,0.006595485021177794,0,,
confirmation,s9191111_g2_n2_p0.2_l0,9191111,2.0,2.0,2.0,0.2,0.0,1.0,statistical,b_identity,OK,0.02019594299781602,1.1083027208709921,1.6154124903463467,1.2896385134251982,points,0,768,1.9683502199454979,1.9683502199454979,0.3919270833333333,,,,0.3815104166666667,0.18098958333333334,0.21105975272876387,0.3406129700917975,,,,
confirmation,s9191111_g2_n2_p0.2_l0,9191111,2.0,2.0,2.0,0.2,0.0,1.0,statistical,b_map,OK,0.020189187009236775,0.4026517984626737,0.9888455233567925,0.5559025713401298,points,1,768,0.8070335823500427,0.8070335823500427,0.7994791666666666,,0.20052083333333334,,0.0,0.20052083333333334,1.977691046713585,0.5,2.0,1,,
confirmation,s9191111_g2_n2_p0.2_l0,9191111,2.0,2.0,2.0,0.2,0.0,1.0,statistical,b_mean,OK,0.020193696007481776,0.4026517984626737,0.9888455233567925,0.5559025713401298,points,1,768,0.8070335823500427,0.8070335823500427,0.7994791666666666,,0.20052083333333334,,0.0,0.20052083333333334,1.977691046713585,0.5,2.0,1,,
confirmation,s9191111_g2_n2_p0.2_l0,9191111,2.0,2.0,2.0,0.2,0.0,1.0,statistical,b_posterior_draw,OK,0.020195443998090923,0.4026517984626737,0.9888455233567925,0.5559025713401298,points,1,768,0.8070335823500427,0.8070335823500427,0.7994791666666666,,0.20052083333333334,,0.0,0.20052083333333334,1.977691046713585,0.5,2.0,1,,
confirmation,s9191111_g2_n2_p0.2_l0,9191111,2.0,2.0,2.0,0.2,0.0,1.0,statistical,b_quota_map,OK,0.020194984012050554,0.4026517984626737,0.9888455233567925,0.5559025713401298,points,1,768,0.8070335823500427,0.8070335823500427,0.7994791666666666,,0.20052083333333334,,0.0,0.20052083333333334,1.977691046713585,0.5,2.0,1,,
confirmation,s9191111_g2_n2_p0.2_l0,9191111,2.0,2.0,2.0,0.2,0.0,1.0,statistical,b_weighted_measure,OK,0.020194401004118845,0.4026517984626737,0.9888455233567925,0.5559025713401298,weighted,1,768,0.8070335823500427,,,,0.20052083333333334,0.8307291666666671,0.0,0.20052083333333334,1.977691046713585,0.5,2.0,1,,
confirmation,s9191111_g2_n2_p0.2_l0_sf0.8,9191111,2.0,2.0,1.6,0.2,0.0,0.8,sigma_stress,b_identity,OK,0.04267769999569282,1.1083027208709921,1.6154124903463467,1.2896385134251982,points,0,768,1.9683502199454979,1.9683502199454979,0.3919270833333333,,,,0.3815104166666667,0.18098958333333334,0.21105975272876387,0.3406129700917975,,,,
confirmation,s9191111_g2_n2_p0.2_l0_sf0.8,9191111,2.0,2.0,1.6,0.2,0.0,0.8,sigma_stress,b_map,OK,0.042670185008319095,0.4088305146469631,1.076869623364078,0.5051846813136369,points,2,768,1.2415448870006,1.2415448870006,0.7747395833333334,,0.17454983146671574,,0.24869791666666666,0.048177083333333315,1.0836565684334114,0.33877279072718813,0.7879445131788567,0,,
confirmation,s9191111_g2_n2_p0.2_l0_sf0.8,9191111,2.0,2.0,1.6,0.2,0.0,0.8,sigma_stress,b_mean,OK,0.04267538999556564,0.37261836805595006,0.8346784258939992,0.3802074819113551,points,2,768,0.9367543857338118,0.9367543857338118,0.7877604166666666,,0.17454983146671574,,0.23567708333333334,0.03515625,1.250811541103933,0.3306294682516181,0.7879445131788567,0,,
confirmation,s9191111_g2_n2_p0.2_l0_sf0.8,9191111,2.0,2.0,1.6,0.2,0.0,0.8,sigma_stress,b_posterior_draw,OK,0.04267724200326484,0.4128703897315577,1.1094205126915497,0.569120389731566,points,2,768,1.3058186587646177,1.3058186587646177,0.7486979166666666,,0.17454983146671574,,0.2786458333333333,0.07812499999999997,1.1654468099787196,0.35344134692668894,0.7879445131788567,0,,
confirmation,s9191111_g2_n2_p0.2_l0_sf0.8,9191111,2.0,2.0,1.6,0.2,0.0,0.8,sigma_stress,b_quota_map,OK,0.04267675899609458,0.4058616740289504,1.069452612376446,0.5985700073622928,points,2,768,1.2983152387191295,1.2983152387191295,0.7486979166666666,,0.17454983146671574,,0.296875,0.09635416666666666,1.0705064430804168,0.33641439993231526,0.7879445131788567,0,,
confirmation,s9191111_g2_n2_p0.2_l0_sf0.8,9191111,2.0,2.0,1.6,0.2,0.0,0.8,sigma_stress,b_weighted_measure,OK,0.04267620699829422,0.4079041015109288,1.1363286966829187,0.6000635358732473,weighted,2,768,1.3438826199426563,,,,0.17454983146671574,0.7284176496378315,0.2966005505144929,0.09607971718115957,1.250811541103933,0.3687509649484406,0.7879445131788567,0,,
confirmation,s9191111_g2_n2_p0.2_l0_sf1.2,9191111,2.0,2.0,2.4,0.2,0.0,1.2,sigma_stress,b_identity,OK,0.022147112002130598,1.1083027208709921,1.6154124903463467,1.2896385134251982,points,0,768,1.9683502199454979,1.9683502199454979,0.3919270833333333,,,,0.3815104166666667,0.18098958333333334,0.21105975272876387,0.3406129700917975,,,,
confirmation,s9191111_g2_n2_p0.2_l0_sf1.2,9191111,2.0,2.0,2.4,0.2,0.0,1.2,sigma_stress,b_map,OK,0.022139297012472525,0.4026517984626737,0.9888455233567925,0.5559025713401298,points,1,768,0.8070335823500427,0.8070335823500427,0.7994791666666666,,0.20052083333333334,,0.0,0.20052083333333334,1.977691046713585,0.5,2.0,1,,
confirmation,s9191111_g2_n2_p0.2_l0_sf1.2,9191111,2.0,2.0,2.4,0.2,0.0,1.2,sigma_stress,b_mean,OK,0.02214459000970237,0.4026517984626737,0.9888455233567925,0.5559025713401298,points,1,768,0.8070335823500427,0.8070335823500427,0.7994791666666666,,0.20052083333333334,,0.0,0.20052083333333334,1.977691046713585,0.5,2.0,1,,
confirmation,s9191111_g2_n2_p0.2_l0_sf1.2,9191111,2.0,2.0,2.4,0.2,0.0,1.2,sigma_stress,b_posterior_draw,OK,0.022146654009702615,0.4026517984626737,0.9888455233567925,0.5559025713401298,points,1,768,0.8070335823500427,0.8070335823500427,0.7994791666666666,,0.20052083333333334,,0.0,0.20052083333333334,1.977691046713585,0.5,2.0,1,,
confirmation,s9191111_g2_n2_p0.2_l0_sf1.2,9191111,2.0,2.0,2.4,0.2,0.0,1.2,sigma_stress,b_quota_map,OK,0.022146018003695644,0.4026517984626737,0.9888455233567925,0.5559025713401298,points,1,768,0.8070335823500427,0.8070335823500427,0.7994791666666666,,0.20052083333333334,,0.0,0.20052083333333334,1.977691046713585,0.5,2.0,1,,
confirmation,s9191111_g2_n2_p0.2_l0_sf1.2,9191111,2.0,2.0,2.4,0.2,0.0,1.2,sigma_stress,b_weighted_measure,OK,0.022145295006339438,0.4026517984626737,0.9888455233567925,0.5559025713401298,weighted,1,768,0.8070335823500427,,,,0.20052083333333334,0.8307291666666671,0.0,0.20052083333333334,1.977691046713585,0.5,2.0,1,,
confirmation,s9191111_g2_n2_p0.2_l1,9191111,2.0,2.0,2.0,0.2,1.0,1.0,statistical,b_identity,OK,0.034317750003538094,1.1500259048224526,1.613237174083348,1.3516855127554315,points,0,768,1.9683502199454979,1.9683502199454979,0.3984375,,,,0.390625,0.19010416666666666,0.29266937462824183,0.289458098904353,,,,
confirmation,s9191111_g2_n2_p0.2_l1,9191111,2.0,2.0,2.0,0.2,1.0,1.0,statistical,b_map,OK,0.03431014400848653,0.16804846430166612,0.4464815453245057,0.215509038178892,points,2,768,0.465150383003336,0.465150383003336,0.9700520833333334,,0.026369483068669815,,0.17447916666666666,0.026041666666666685,0.24304587882998785,0.08117940691230593,0.5098556257212303,0,,
confirmation,s9191111_g2_n2_p0.2_l1,9191111,2.0,2.0,2.0,0.2,1.0,1.0,statistical,b_mean,OK,0.034315429002163,0.18792559265996397,0.29947153060872816,0.18934500400374343,points,2,768,0.33093532245415014,0.33093532245415014,0.9778645833333334,,0.026369483068669815,,0.19010416666666666,0.010416666666666685,0.0005348107859033391,0.05034053893988748,0.5098556257212303,0,,
confirmation,s9191111_g2_n2_p0.2_l1,9191111,2.0,2.0,2.0,0.2,1.0,1.0,statistical,b_posterior_draw,OK,0.034317288009333424,0.17397292908231712,0.5092229782015402,0.19687371194571812,points,2,768,0.6206867103395567,0.6206867103395567,0.9401041666666666,,0.026369483068669815,,0.1875,0.013020833333333343,0.05947041553323196,0.11775032784804773,0.5098556257212303,0,,
confirmation,s9191111_g2_n2_p0.2_l1,9191111,2.0,2.0,2.0,0.2,1.0,1.0,statistical,b_quota_map,OK,0.03431683000235353,0.168712338814324,0.44221766846000393,0.21379904589469073,points,2,768,0.4605138923569059,0.4605138923569059,0.9713541666666666,,0.026369483068669815,,0.17578125,0.024739583333333343,0.2593436426333722,0.07793265366555269,0.5098556257212303,0,,
