case,base_case,source,method,stage,sampling,family,gap_mm,bias_rms_mm,seed,n_points,n_frames,sigma_mm,ok,method_seconds,identifiable,geometry_scored,surface_accuracy_mean_mm,surface_accuracy_rms_mm,surface_accuracy_p95_mm,reference_sample_coverage_1mm,reference_sample_coverage_2mm,reference_sample_distance_mean_mm,output_point_count_ratio,matched_point_rms_mm,matched_normal_mae_mm,within_source_layer_rms_mm,reported_model_k,model_k_note,global_translation_only_aligned_rms_mm,output_edit_from_reference_centroid_mm,source_surface_tilt_mean_deg,source_surface_tilt_max_deg,input_edit_rms_mm,input_edit_p95_mm,moved_fraction,output,output_sha256,source_group_gap_mm,source_group_gap_error_mm,source_group_gap_retention,fitted_gap_at_same_xy_mm,fitted_gap_at_same_xy_error_mm,fitted_gap_note
ghost_s912201_b0,ghost_s912201_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b0.json,identity,confirmation,full,ghost_monolayer,0.0,0.0,912201,768,8,1.0,True,7.93600338511169e-06,True,True,0.8001121426976866,0.9955734461166718,1.9873120317404114,0.72265625,0.98046875,0.734909050681925,1.0,0.9955734461166719,0.8001121426976866,0.9954099680140103,,self-report; not geometry-derived layer count or success,0.9954099680140103,0.018041124991878862,0.10887140993330953,0.10887140993330953,0.0,0.0,0.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b0__identity.npz,a674c53719a6756fb1df1d0f4970d65b1cfe80455e9499d463efe0bb35b486ee,,,,,,
ghost_s912201_b0,ghost_s912201_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b0.json,fast,confirmation,full,ghost_monolayer,0.0,0.0,912201,768,8,1.0,True,0.01083614099479746,True,True,0.0441969594313893,0.05261883285789029,0.09576135409258671,1.0,1.0,0.04429119238347503,1.0,0.05265283528504696,0.0441969594313893,0.04942933724372601,1,self-report; not geometry-derived layer count or success,0.04946553216717364,0.018041124991878845,0.10903525586958013,0.10903525586958013,0.9941837478723572,1.9379651104791373,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b0__fast.npz,56a482c279b2a8b9b8724c68d1f1c249fcd3c31cb533fa3b9b7b671d0662112c,,,,,,
ghost_s912201_b0,ghost_s912201_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b0.json,open3d_icp_then_xyz,confirmation,full,ghost_monolayer,0.0,0.0,912201,768,8,1.0,True,0.02546644100220874,True,True,0.04898816634880023,0.08814989271516516,0.09574962191064465,0.4361979166666667,0.81640625,1.3228500765619629,1.0,2.81634313161029,0.044266264413790085,0.04937054031652177,1,self-report; not geometry-derived layer count or success,2.8162853464763624,0.018041124991878828,0.10903525586958034,0.10903525586958032,2.9861649490312403,6.045718033544972,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b0__open3d_icp_then_xyz.npz,ab31fa6498963ca55b4b1100bc6b3ee8c660e9de924f9ff613554702e68e64bb,,,,,,
ghost_s912201_b0,ghost_s912201_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b0.json,graph_shared,confirmation,full,ghost_monolayer,0.0,0.0,912201,768,8,1.0,True,0.11642050699447282,True,True,0.1299747595883585,0.16813308903365978,0.3539879513304515,1.0,1.0,0.12998682942797385,1.0,0.16814619015954443,0.1299747595883585,0.16717727855152062,,self-report; not geometry-derived layer count or success,0.1671904545749358,0.01790232287151614,0.12430812620081437,0.12430812620081437,0.981228505214907,1.8701004950362483,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b0__graph_shared.npz,fc12b3eae3cff66277e8909befe0dc3ced523e05ce9bf0d10dcaa447f98717e8,,,,,,
ghost_s912201_b0,ghost_s912201_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b0.json,pool_independent,confirmation,full,ghost_monolayer,0.0,0.0,912201,768,8,1.0,True,0.1414152030047262,True,True,0.13266062783471144,0.17207033315349815,0.3609043424738329,1.0,1.0,0.13265269793440096,1.0,0.17208326241083358,0.13266062783471144,0.1711365215568735,,self-report; not geometry-derived layer count or success,0.17114952135748746,0.017902249608883085,0.12567192653779002,0.12567192653779002,0.98121760222538,1.8671152898519627,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b0__pool_independent.npz,1c421d6903fc802f02c89c64033c424344998bc1a90ecb4a43aa10e6a4bb2a38,,,,,,
ghost_s912201_b0,ghost_s912201_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b0.json,pool_global,confirmation,full,ghost_monolayer,0.0,0.0,912201,768,8,1.0,True,0.1404873589926865,True,True,0.049818464019520094,0.059044326260203964,0.10577900836357561,1.0,1.0,0.049930337867938546,1.0,0.05908299951491312,0.049818464019520094,0.05626504054256038,,self-report; not geometry-derived layer count or success,0.056305622768282916,0.01790189030116777,0.125674242661966,0.125674242661966,0.9942210021453707,1.9345966474999956,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b0__pool_global.npz,8351747a0ae34071e33c51ff86b9ed8e950e2bbfa51d5ed4a4de248ffff6bda6,,,,,,
ghost_s912201_b0,ghost_s912201_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b0.json,pool_compatible,confirmation,full,ghost_monolayer,0.0,0.0,912201,768,8,1.0,True,0.14548799900512677,True,True,0.049818464019520114,0.05904432626020399,0.10577900836357573,1.0,1.0,0.049930337867938566,1.0,0.05908299951491315,0.049818464019520114,0.05626504054256041,,self-report; not geometry-derived layer count or success,0.056305622768282944,0.017901890301167782,0.12567424266196608,0.12567424266196608,0.9942210021453707,1.9345966474999956,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b0__pool_compatible.npz,92db3d22eee5e543338efbeb0b6ff3cd572981c3b053e39dfe7b940c5dff8dc3,,,,,,
ghost_s912201_b0,ghost_s912201_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b0.json,graph_bias_only,confirmation,full,ghost_monolayer,0.0,0.0,912201,768,8,1.0,True,0.15208676499605644,True,True,0.12997475998957916,0.16813308947951525,0.353987956129601,1.0,1.0,0.12998682984057255,1.0,0.1681461906053644,0.12997475998957916,0.16717727900011234,,self-report; not geometry-derived layer count or success,0.16719045502349142,0.01790232286976846,0.12430812597525516,0.12430812597525517,0.9812285051867496,1.8701004944651196,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b0__graph_bias_only.npz,491fb6219c2ceb71fc24e346cdab8ba8b43e44022fe3086ce9a9cb36948c8fb0,,,,,,
ghost_s912201_b0,ghost_s912201_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b0.json,graph_projected_bias_only,confirmation,full,ghost_monolayer,0.0,0.0,912201,768,8,1.0,True,0.15674612599832471,True,True,0.12997387626698192,0.1681327151560985,0.3539852832171041,1.0,1.0,0.12999142728416482,1.0,0.16814707837076803,0.12997387626698192,0.16717690252207104,,self-report; not geometry-derived layer count or success,0.16719134784925122,0.01790232300501458,0.12430792914890125,0.12430792914890124,0.9812282605945498,1.8700947769589396,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b0__graph_projected_bias_only.npz,a5a3087a038aff23bf271b6bfeb08c1434b554bd81609d1cd9a4ff84d8036ece,,,,,,
ghost_s912201_b0,ghost_s912201_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b0.json,zero_balanced_6,confirmation,full,ghost_monolayer,0.0,0.0,912201,768,8,1.0,True,0.7262661190034123,True,True,0.13149353548976062,0.1695802052163172,0.3558507442864659,1.0,1.0,0.13149178660148297,1.0,0.16959508650810298,0.13149353548976062,0.16863134246587477,,self-report; not geometry-derived layer count or success,0.16864630748478315,0.017914137976439277,0.12970638535863033,0.12970638535863033,0.9815317745263726,1.871767822028618,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b0__zero_balanced_6.npz,8c042f7b6a768ab690847beb69e863f68bd8b06e70661b6289526fbc47318c16,,,,,,
ghost_s912201_b0,ghost_s912201_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b0.json,zero_unbalanced_6,confirmation,full,ghost_monolayer,0.0,0.0,912201,768,8,1.0,True,0.7184499949944438,True,True,0.1316610596667479,0.16956823574340302,0.355060450783595,1.0,1.0,0.1316542129131922,1.0,0.1695832238045211,0.1316610596667479,0.1686172586688323,,self-report; not geometry-derived layer count or success,0.16863233125276655,0.017933394887513866,0.13022148822785912,0.13022148822785912,0.9815549079232359,1.8720936525885876,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b0__zero_unbalanced_6.npz,8abcc68be247870f889f84d9e9871d5fd611fb2d6cc3112bbdaf4e12eec54441,,,,,,
ghost_s912201_b0,ghost_s912201_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b0.json,warm_balanced_2,confirmation,full,ghost_monolayer,0.0,0.0,912201,768,8,1.0,True,0.3923370410047937,True,True,0.13142169208247692,0.16951213807161983,0.3556407262616805,1.0,1.0,0.13142052529106188,1.0,0.16952699625848006,0.13142169208247692,0.16856294338409303,,self-report; not geometry-derived layer count or success,0.16857788523126457,0.01791365600253926,0.12948339596019265,0.12948339596019265,0.9815177489256733,1.8716999178132785,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b0__warm_balanced_2.npz,67bddb5019745d03379e368d2ec6dfffedf5a6b4c8e4f7491565c0026e1d9160,,,,,,
ghost_s912201_b0,ghost_s912201_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b0.json,warm_unbalanced_2,confirmation,full,ghost_monolayer,0.0,0.0,912201,768,8,1.0,True,0.37677190599788446,True,True,0.13137030461118823,0.16932549994463916,0.3539644572210202,1.0,1.0,0.13136509387623513,1.0,0.16934038875014076,0.13137030461118823,0.1683731057250403,,self-report; not geometry-derived layer count or success,0.16838807874071643,0.017933828371518502,0.12940801264592247,0.12940801264592247,0.9815018395913759,1.871692427784065,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b0__warm_unbalanced_2.npz,1e12ef43738bfb1e272718fc7cfbadaba07f29d338c0e2313e361a2c8f44a001,,,,,,
ghost_s912201_b4,ghost_s912201_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b4.json,identity,confirmation,full,ghost_monolayer,0.0,4.0,912201,768,8,1.0,True,1.7821002984419465e-05,True,True,3.638539890394218,4.113499101319438,7.057306520991901,0.08854166666666667,0.3020833333333333,2.645278523831477,1.0,4.113499101319438,3.638539890394218,4.113459538437792,,self-report; not geometry-derived layer count or success,4.113459538437793,0.018041124991878228,0.45601539637169647,0.4560153963716965,0.0,0.0,0.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b4__identity.npz,00f47c0d49d19b098117f764c013f80aadd103206970dedcf2cfe2e8d1be571e,,,,,,
ghost_s912201_b4,ghost_s912201_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b4.json,fast,confirmation,full,ghost_monolayer,0.0,4.0,912201,768,8,1.0,True,0.010127458997885697,True,True,0.23970200013784945,0.2793302208482329,0.4642960368781463,1.0,1.0,0.24403986136360856,1.0,0.28128820703123614,0.23970189704056524,0.27874681161718645,1,self-report; not geometry-derived layer count or success,0.28070905440308647,0.018041124991879223,0.46255640445727314,0.46255640445727314,4.104137836088748,7.048989220032714,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b4__fast.npz,1967bbb373f3f8c45823138071a57e536190fb42abff806c631b62de3aff84c0,,,,,,
ghost_s912201_b4,ghost_s912201_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b4.json,open3d_icp_then_xyz,confirmation,full,ghost_monolayer,0.0,4.0,912201,768,8,1.0,True,0.025436016003368422,True,True,0.2435810621982568,0.29183647748174196,0.4629371265761813,0.4153645833333333,0.8020833333333334,1.406436482963375,1.0,2.8273942287499683,0.23971176366735855,0.2791500615332589,1,self-report; not geometry-derived layer count or success,2.8273366694784783,0.018041124991875428,0.4625564044572735,0.4625564044572735,4.9709092407589575,8.336909269931676,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b4__open3d_icp_then_xyz.npz,2ea85d3c2b0b2c412206c41a93819e49c6abfe2b147402327df99aa0032e9ed5,,,,,,
ghost_s912201_b4,ghost_s912201_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b4.json,graph_shared,confirmation,full,ghost_monolayer,0.0,4.0,912201,768,8,1.0,True,0.141440056002466,True,True,0.12996857218509703,0.16811851831615465,0.3538520757909096,1.0,1.0,0.13076523971730983,1.0,0.16834813228547701,0.12996857218509703,0.16716259996136365,,self-report; not geometry-derived layer count or success,0.16739352517031314,0.01790255219414837,0.12431429279590332,0.12431429279590332,4.1089982666227085,7.070544818945845,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b4__graph_shared.npz,ccff87ea764c15f5336db255c966fd3a4fb963e5ad518dea37b6b5ad63657243,,,,,,
ghost_s912201_b4,ghost_s912201_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b4.json,pool_independent,confirmation,full,ghost_monolayer,0.0,4.0,912201,768,8,1.0,True,0.1650815039902227,True,True,0.13265278080502405,0.17205469203522852,0.3607665252836638,1.0,1.0,0.1334349425508752,1.0,0.17228131088114065,0.13265278080502405,0.17112077097909206,,self-report; not geometry-derived layer count or success,0.17134862499587483,0.01790248002225625,0.12567873217431239,0.12567873217431239,4.1090517779182685,7.060916766172123,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b4__pool_independent.npz,c46dc1f90ffe53a8a44cdafbe10ed267d5da4b5e6e0aafca63342e6fe917baef,,,,,,
ghost_s912201_b4,ghost_s912201_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b4.json,pool_global,confirmation,full,ghost_monolayer,0.0,4.0,912201,768,8,1.0,True,0.1648469589999877,True,True,0.049821548151354984,0.05904802471061656,0.10578349478656093,1.0,1.0,0.05127052550468334,1.0,0.05970637863150175,0.049821548151354984,0.05626884815702369,,self-report; not geometry-derived layer count or success,0.05695933373812894,0.017902121365824065,0.1256810477242242,0.1256810477242242,4.112983424862895,7.058502725579134,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b4__pool_global.npz,8ee4cda5e18ea3828cd0a235cfd9b23c46a6baa40a4d35445e53782eab4ae2c2,,,,,,
ghost_s912201_b4,ghost_s912201_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b4.json,pool_compatible,confirmation,full,ghost_monolayer,0.0,4.0,912201,768,8,1.0,True,0.16837821798981167,True,True,0.04982154815135498,0.05904802471061656,0.10578349478656093,1.0,1.0,0.05127052550468334,1.0,0.05970637863150175,0.04982154815135498,0.056268848157023696,,self-report; not geometry-derived layer count or success,0.05695933373812894,0.01790212136582406,0.1256810477242242,0.1256810477242242,4.112983424862895,7.058502725579134,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b4__pool_compatible.npz,8d61c1ec7f268172ffe7e33b98beabf622e3a49c8d1f7d2f435a1f769a3c7c5e,,,,,,
ghost_s912201_b4,ghost_s912201_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b4.json,graph_bias_only,confirmation,full,ghost_monolayer,0.0,4.0,912201,768,8,1.0,True,0.1765388189960504,True,True,0.12996858288975754,0.16811853018435888,0.3538522037613042,1.0,1.0,0.13076525077802767,1.0,0.16834814413823718,0.12996858288975754,0.1671626119024465,,self-report; not geometry-derived layer count or success,0.16739353709567034,0.017902552147364796,0.12431428677582011,0.12431428677582011,4.10899827327763,7.070544684421294,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b4__graph_bias_only.npz,86583f7915efd50ce4a58306be0cb988eaf0fdfd0a75a3f71c82427d172f2aca,,,,,,
ghost_s912201_b4,ghost_s912201_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b4.json,graph_projected_bias_only,confirmation,full,ghost_monolayer,0.0,4.0,912201,768,8,1.0,True,0.18042206899554003,True,True,0.13046484467106198,0.16895676157807146,0.3535098998691895,1.0,1.0,0.13379927107898784,1.0,0.17015594687381377,0.13046484467106198,0.16800562002258532,,self-report; not geometry-derived layer count or success,0.16921154609736366,0.017902483734496325,0.12458998649299546,0.12458998649299546,4.111455271098136,7.054000780478575,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b4__graph_projected_bias_only.npz,3f083ef0741029c9e28b3ea80f80523058c2c41422352221ab583fba7ae813aa,,,,,,
ghost_s912201_b4,ghost_s912201_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b4.json,zero_balanced_6,confirmation,full,ghost_monolayer,0.0,4.0,912201,768,8,1.0,True,0.7203407780034468,True,True,0.13648741278937118,0.1752801495636345,0.37268669479251765,1.0,1.0,0.13921402274595038,1.0,0.17637044578515737,0.13648741278937118,0.17431360412770353,,self-report; not geometry-derived layer count or success,0.17540990821177427,0.018382008801870808,0.12887484111029412,0.12887484111029412,4.104726867864173,7.053899212688268,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b4__zero_balanced_6.npz,75c4d6ef6cdc6c9acc74ce171e705eebbbe25949561e85923ee6f9667a29fe89,,,,,,
ghost_s912201_b4,ghost_s912201_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b4.json,zero_unbalanced_6,confirmation,full,ghost_monolayer,0.0,4.0,912201,768,8,1.0,True,0.7223468279989902,True,True,0.14240422697205266,0.18047717343331418,0.38744965407509874,1.0,1.0,0.1448334190847863,1.0,0.1814957628951792,0.14240422697205266,0.1794927270079745,,self-report; not geometry-derived layer count or success,0.1805168714119928,0.01882474659933451,0.1304572407548707,0.1304572407548707,4.100926221219936,7.065684040722634,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b4__zero_unbalanced_6.npz,0adfd46023a0879485b7a56020b25a1b5ce62ec0858d442b6da9415b1d089cc4,,,,,,
ghost_s912201_b4,ghost_s912201_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b4.json,warm_balanced_2,confirmation,full,ghost_monolayer,0.0,4.0,912201,768,8,1.0,True,0.41044156000134535,True,True,0.13578474382367808,0.17459050175931687,0.37234666133148586,1.0,1.0,0.13855498889362786,1.0,0.1756911196974574,0.13578474382367808,0.17362637892772856,,self-report; not geometry-derived layer count or success,0.17473306983844955,0.01832276849654019,0.12858574762849093,0.12858574762849093,4.105288888512794,7.053228052885608,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b4__warm_balanced_2.npz,6d27e077a411739513aa7b7a4b7cf923e3dac78507d41876d99bd85f4a549602,,,,,,
ghost_s912201_b4,ghost_s912201_b4,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/ghost_s912201_b4.json,warm_unbalanced_2,confirmation,full,ghost_monolayer,0.0,4.0,912201,768,8,1.0,True,0.4028704319935059,True,True,0.13750573147427123,0.17588212331663491,0.37435565736172394,1.0,1.0,0.14015693571821555,1.0,0.17696209751197106,0.13750573147427123,0.17490988308926356,,self-report; not geometry-derived layer count or success,0.17599582340196535,0.018467650118533886,0.1289226593452755,0.1289226593452755,4.1041373950122955,7.055749297359652,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/ghost_s912201_b4__warm_unbalanced_2.npz,a4053f9099db7fc6b4aca2033815fd9c5fb309c11dae1aa221c5e90f0d13bbe1,,,,,,
dual_g2_s912201_b0,dual_g2_s912201_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/dual_g2_s912201_b0.json,identity,confirmation,full,true_bilayer,2.0,0.0,912201,768,8,1.0,True,1.8221995560452342e-05,True,True,0.7781592263414469,0.9668756018989645,1.9280698188733612,0.71875,0.9830729166666666,0.738065433953493,1.0,0.9955734461166719,0.8001121426976866,0.9946919962497875,,self-report; not geometry-derived layer count or success,0.9954099680140103,0.01804112499187889,0.14549439800137734,0.17691792533466158,0.0,0.0,0.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/dual_g2_s912201_b0__identity.npz,c401dc9e1f46a10bb6ecbd130b5b4341e8b9195b7c959058550fcae72b05af6b,1.9221322430502221,0.07786775694977788,0.9610661215251111,1.979475259306822,0.02052474069317789,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912201_b0,dual_g2_s912201_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/dual_g2_s912201_b0.json,fast,confirmation,full,true_bilayer,2.0,0.0,912201,768,8,1.0,True,0.009158749002381228,True,True,0.44758611828077594,0.5290126013900082,0.9309302812548035,0.9752604166666666,1.0,0.4520954885692506,1.0,0.5350337367932979,0.450480025607225,0.4194571624855484,1,self-report; not geometry-derived layer count or success,0.5347294805002126,0.018041124991878855,1.2625436913981802,1.2625436913981818,1.1291197331950051,2.161349578987336,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/dual_g2_s912201_b0__fast.npz,b833db5f501a2dfb9eada0ec809788a0fd8a687690d00d7fb8fa516bd8c0a6d0,1.3187286946808832,0.6812713053191168,0.6593643473404416,4.440892098500626e-16,1.9999999999999996,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912201_b0,dual_g2_s912201_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/dual_g2_s912201_b0.json,open3d_icp_then_xyz,confirmation,full,true_bilayer,2.0,0.0,912201,768,8,1.0,True,0.026282168008037843,True,True,0.4027250422225557,0.5086858071699497,0.8629436834701063,0.30859375,0.7747395833333334,1.5069737438586712,1.0,2.8688276243292177,0.38703213993350644,0.40606791525636565,2,self-report; not geometry-derived layer count or success,2.8687706617375066,0.01807839784314766,0.9896522799976383,1.0026197811691064,2.961976646243939,5.283749220793723,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/dual_g2_s912201_b0__open3d_icp_then_xyz.npz,6b30470b319f9ec85d3041b8754f8b8558d6c7dcb5aea342663c2ecd289ae6e4,1.5311944818154368,0.4688055181845632,0.7655972409077184,0.49374305264133633,1.5062569473586636,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912201_b0,dual_g2_s912201_b0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/synthetics/identifiable/dual_g2_s912201_b0.json,graph_shared,confirmation,full,true_bilayer,2.0,0.0,912201,768,8,1.0,True,0.09824941199622117,True,True,0.24051005512640944,0.3659379774940355,0.7914834395947209,0.9557291666666666,1.0,0.24331273073500234,1.0,0.3732408602606521,0.2429838420582696,0.34401142923025174,,self-report; not geometry-derived layer count or success,0.37279009756732806,0.01833801853673521,0.4829405865227265,0.8321506573124664,1.0245756857342527,2.0303932414216783,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v4-confirm-1_0s40f5/outputs/dual_g2_s912201_b0__graph_shared.npz,266ddb01f837c11425190607d15bce4c42f64b50f8876d52305a4094871cf056,1.7044140333965316,0.29558596660346836,0.8522070166982658,1.083375346202541,0.9166246537974589,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
