scene,method,n,kind,accuracy_mm,p95_mm,completeness_mm,recall,fscore,displacement_rms_mm,displacement_max_mm,moved_fraction,field,allocation,requested_budget_mm,seed,actual_budget_mean_mm,duplicate_budget_patches,uninformative_patches,max_normalization_factor,mean_gain_mm,median_gain_mm,relative_gain_percent,within_scene_patch_bootstrap_ci95_mm,wins,ties,losses,recall_difference_pp,fscore_difference
scan37,budget0.1__multiscale_full__alpha,24,budget,0.4348950876714371,1.0640835018435755,0.5354080769436977,0.9205448763011107,0.9115366075965637,0.06475356722694246,0.2919623237657094,1.0,multiscale_full,alpha,0.1,,0.06475356722694224,8,0,1.7647096953334789,0.0023506926562574942,0.001529138414428366,0.5376135715925767,"[0.001040503791243841, 0.0037671657175678743]",19,0,5,-0.3032350921546736,-0.001317067660473084
scan37,budget0.1__multiscale_full__shuffle_92401,24,budget,0.434649564274946,1.0631065064966627,0.534961621774899,0.92034629372539,0.911401572334531,0.06475356722694235,0.44567152263145476,1.0,multiscale_full,shuffle,0.1,92401,0.06475356722694224,8,0,1.2396316426265004,0.0025962160527486164,0.0017293263529102737,0.5937658336697682,"[0.0010474003906237959, 0.004052832489101079]",20,0,4,-0.3230933497267399,-0.0014521029225059087
scan37,budget0.1__multiscale_full__shuffle_92402,24,budget,0.4346451194441747,1.0638998574649172,0.5347749944746844,0.9205281212497963,0.9114495972710368,0.06475356722694246,0.4359445362713575,1.0,multiscale_full,shuffle,0.1,92402,0.06475356722694224,8,0,1.2372460163120733,0.0026006608835199238,0.0018624253459271073,0.5947823856803924,"[0.0011131826835561024, 0.004023221402140199]",20,0,4,-0.3049105972861096,-0.0014040779860000421
scan37,budget0.1__multiscale_full__shuffle_92403,24,budget,0.43460729266030035,1.0645570192924863,0.534702232362333,0.920657027056357,0.9114541905790349,0.06475356722694244,0.41895897754444295,1.0,multiscale_full,shuffle,0.1,92403,0.06475356722694224,8,0,1.2526062392894344,0.0026384876673942667,0.0017002089297403211,0.6034335346625563,"[0.001111987664773824, 0.004074860920674938]",20,0,4,-0.29202001663003185,-0.0013994846780021122
scan37,budget0.1__multiscale_full__shuffle_92404,24,budget,0.4346665123185625,1.062264335500523,0.5347619008264196,0.9207646997059363,0.9114582621628472,0.06475356722694202,0.42660431200402665,1.0,multiscale_full,shuffle,0.1,92404,0.06475356722694224,8,0,1.2360778513051691,0.00257926800913206,0.0016397986855753305,0.5898897428350369,"[0.001009280045581293, 0.004032335477471795]",20,0,4,-0.2812527516720997,-0.0013954130941897143
scan37,budget0.1__multiscale_full__shuffle_92405,24,budget,0.43450431179270627,1.0637501388990087,0.534761765862834,0.9203734429647774,0.911351949958021,0.06475356722694232,0.4324972072763642,1.0,multiscale_full,shuffle,0.1,92405,0.06475356722694224,8,0,1.2395343271175392,0.0027414685349883374,0.00178418443848527,0.6269857042265237,"[0.0012329201991374988, 0.004148172281121859]",20,0,4,-0.32037842578797765,-0.0015017252990158075
scan37,budget0.1__multiscale_full__uniform,24,budget,0.43452315680741765,1.0626243526626962,0.5352838916761976,0.9202268650526827,0.9113087512097152,0.06475356722694221,0.4094710794079339,1.0,multiscale_full,uniform,0.1,,0.06475356722694224,8,0,1.0,0.002722623520276985,0.0017578702144796787,0.6226757679025474,"[0.0011726382270360193, 0.004175029106556385]",20,0,4,-0.3350362169974627,-0.001544924047321675
scan37,budget0.1__quadratic64__uniform,24,budget,0.43496815415075724,1.066559794800154,0.5347842612664747,0.9209206289225224,0.9115869589752115,0.06475356722694216,0.37219768235682954,1.0,quadratic64,uniform,0.1,,0.06475356722694224,8,0,1.0,0.0022776261769373815,0.0013320899716544599,0.5209029519348207,"[0.0010889006934501806, 0.0035136334935018066]",20,0,4,-0.26565983001350707,-0.0012667162818255039
scan37,native__apss2,24,native,0.43651746978769385,1.070782852445692,0.5340700493033123,0.9216908512455935,0.9120357137294149,0.034471094706471465,0.23455273615418423,0.9999593098958334,apss2,cached,,,,,,,0.0007283105400008651,0.0007336669639826793,0.1665677686940592,"[0.0004273547161284227, 0.0010293106261263093]",18,0,6,-0.18863759770638308,-0.0008179615276220307
scan37,native__identity,24,native,0.4372457803276946,1.07563587298033,0.5302961969533837,0.9235772272226573,0.912853675257037,0.0,0.0,0.0,identity,cached,,,,,,,0.0,0.0,0.0,"[0.0, 0.0]",0,24,0,0.0,0.0
scan37,native__local_plane64,24,native,0.43151475821226,1.053141585818102,0.5433415529481312,0.9141397275342881,0.9082950317466386,0.15559830084154627,0.7118830352320996,1.0,local_plane64,cached,,,,,,,0.005731022115434648,0.004744855929288638,1.310709530721943,"[0.0019091436448491607, 0.009515196911128695]",19,0,5,-0.9437499688369202,-0.0045586435103983055
scan37,native__multiscale_consensus,24,native,0.434630781422437,1.0676243411389938,0.5361219830242515,0.9202513250077939,0.9115130839888662,0.06045609776916907,0.2631497302379096,1.0,multiscale_consensus,cached,,,,,,,0.002614998905257701,0.0014891366626906127,0.5980615532293565,"[0.0013319466179751265, 0.004107309767464886]",20,0,4,-0.33259022148633777,-0.0013405912681707262
scan37,native__multiscale_full,24,native,0.43356258303875445,1.0609008281247974,0.5373850276791532,0.9197490360270969,0.9113162649827616,0.08835120435407832,0.5463472027592308,1.0,multiscale_full,cached,,,,,,,0.0036831972889401245,0.0017711120281602988,0.8423631409729793,"[0.0015665970885294183, 0.006026798340341696]",20,0,4,-0.38281911955604353,-0.0015374102742753855
scan37,native__multiscale_matched,24,native,0.4343443180517988,1.0634605186530512,0.5364275631240847,0.9203680744623073,0.9114304002485495,0.06045609776916913,0.35220370735394213,1.0,multiscale_matched,cached,,,,,,,0.002901462275895831,0.0015111288418871022,0.6635769643611678,"[0.0013634927963635845, 0.004653964676489219]",20,0,4,-0.32091527603499614,-0.0014232750084875664
scan37,native__quadratic64,24,native,0.43430511395649357,1.06266207605192,0.5357563230458139,0.92108588219721,0.9119204896252674,0.09722015879779529,0.5234789281292117,1.0,quadratic64,cached,,,,,,,0.002940666371201084,0.0012636495039240886,0.6725431104211421,"[0.0012658876095633768, 0.0046731992347313015]",19,0,5,-0.24913450254473607,-0.0009331856317694684
scan37,native__rimls2,24,native,0.43722949796527094,1.0744340369804677,0.5340669485224333,0.9221906600012563,0.9120168096612072,0.030153209922482313,0.19027257667046535,0.9999593098958334,rimls2,cached,,,,,,,1.628236242368422e-05,-5.0797205758817965e-05,0.0037238466684574867,"[-0.0003141027559996298, 0.0003983252636298684]",12,0,12,-0.1386567221401229,-0.000836865595829836
scan37,native__v18,24,native,0.45947964964198285,1.0906094545737393,0.5941133206956636,0.8768829409863068,0.8874998431102612,0.37697879303369414,1.5493124455219753,1.0,v18,cached,,,,,,,-0.022233869314288276,-0.0005191210024405868,-5.084982020323903,"[-0.048055391339671384, -0.00417799325789945]",11,0,13,-4.669428623635041,-0.02535383214677574
scan37,probe_t0.5,24,probe,0.43497674172318207,1.0650969470598761,0.535135329626964,0.9214329890265308,0.9120011580690006,0.04417560217703966,0.2731736013796129,1.0,multiscale_full,fixed_step,,,,,,,0.0022690386045125695,0.001160329614311978,0.5189389370006126,"[0.0011213641077310835, 0.003619508666226096]",20,0,4,-0.2144238196126559,-0.0008525171880362642
scan37,probe_t1,24,probe,0.43356258303875445,1.0609008281247974,0.5373850276791532,0.9197490360270969,0.9113162649827616,0.08835120435407832,0.5463472027592308,1.0,multiscale_full,fixed_step,,,,,,,0.0036831972889401245,0.0017711120281602988,0.8423631409729793,"[0.0015665970885294183, 0.006026798340341696]",20,0,4,-0.38281911955604353,-0.0015374102742753855
