key,fbig,calibration,arm,subset,n,weighted_delta
confirmation_seed703_fbig0.01_sfm,0.01,sfm,anchor1_projection,base,17266,0.11902426873355221
confirmation_seed703_fbig0.01_sfm,0.01,sfm,anchor1_projection,big,194,-0.026976657019006645
confirmation_seed703_fbig0.01_sfm,0.01,sfm,anchor1_projection,misfit,540,0.0
confirmation_seed703_fbig0.01_sfm,0.01,sfm,anchor1_projection,twosheet_back,1000,0.06472166239904403
confirmation_seed703_fbig0.01_sfm,0.01,sfm,anchor1_projection,twosheet_front,1000,0.0050734450041498135
confirmation_seed703_fbig0.01_sfm,0.01,sfm,anchor1_argmin,base,17266,0.16003706152835717
confirmation_seed703_fbig0.01_sfm,0.01,sfm,anchor1_argmin,big,194,-0.027405852863188487
confirmation_seed703_fbig0.01_sfm,0.01,sfm,anchor1_argmin,misfit,540,0.0
confirmation_seed703_fbig0.01_sfm,0.01,sfm,anchor1_argmin,twosheet_back,1000,0.0683051086524038
confirmation_seed703_fbig0.01_sfm,0.01,sfm,anchor1_argmin,twosheet_front,1000,0.007279246513539131
confirmation_seed703_fbig0.01_sfm,0.01,sfm,anchor2_projection,base,17266,0.05121154567912507
confirmation_seed703_fbig0.01_sfm,0.01,sfm,anchor2_projection,big,194,-0.022353918637664602
confirmation_seed703_fbig0.01_sfm,0.01,sfm,anchor2_projection,misfit,540,0.0
confirmation_seed703_fbig0.01_sfm,0.01,sfm,anchor2_projection,twosheet_back,1000,0.03840413788106951
confirmation_seed703_fbig0.01_sfm,0.01,sfm,anchor2_projection,twosheet_front,1000,0.002510633106254774
confirmation_seed703_fbig0.10_exch,0.1,exch,identity,base,15450,0.0
confirmation_seed703_fbig0.10_exch,0.1,exch,identity,big,2010,0.0
confirmation_seed703_fbig0.10_exch,0.1,exch,identity,misfit,540,0.0
confirmation_seed703_fbig0.10_exch,0.1,exch,identity,twosheet_back,1000,0.0
confirmation_seed703_fbig0.10_exch,0.1,exch,identity,twosheet_front,1000,0.0
confirmation_seed703_fbig0.10_exch,0.1,exch,test_projection,base,15450,0.035406355733966985
confirmation_seed703_fbig0.10_exch,0.1,exch,test_projection,big,2010,-0.27525578030839903
confirmation_seed703_fbig0.10_exch,0.1,exch,test_projection,misfit,540,0.0
confirmation_seed703_fbig0.10_exch,0.1,exch,test_projection,twosheet_back,1000,0.1778680227469732
confirmation_seed703_fbig0.10_exch,0.1,exch,test_projection,twosheet_front,1000,5.506598614475473e-05
confirmation_seed703_fbig0.10_exch,0.1,exch,test_veto_projection,base,15450,-0.0039936654026101505
confirmation_seed703_fbig0.10_exch,0.1,exch,test_veto_projection,big,2010,-0.1419949492953874
confirmation_seed703_fbig0.10_exch,0.1,exch,test_veto_projection,misfit,540,0.0
confirmation_seed703_fbig0.10_exch,0.1,exch,test_veto_projection,twosheet_back,1000,0.02162163028447444
confirmation_seed703_fbig0.10_exch,0.1,exch,test_veto_projection,twosheet_front,1000,-0.00036437436425262664
confirmation_seed703_fbig0.10_exch,0.1,exch,anchor1_projection,base,15450,0.002607016911845719
confirmation_seed703_fbig0.10_exch,0.1,exch,anchor1_projection,big,2010,-0.24120198111200156
confirmation_seed703_fbig0.10_exch,0.1,exch,anchor1_projection,misfit,540,0.0
confirmation_seed703_fbig0.10_exch,0.1,exch,anchor1_projection,twosheet_back,1000,0.052247721444745016
confirmation_seed703_fbig0.10_exch,0.1,exch,anchor1_projection,twosheet_front,1000,5.506598614475473e-05
confirmation_seed703_fbig0.10_exch,0.1,exch,anchor1_argmin,base,15450,0.009648924602153613
confirmation_seed703_fbig0.10_exch,0.1,exch,anchor1_argmin,big,2010,-0.25326823497626144
confirmation_seed703_fbig0.10_exch,0.1,exch,anchor1_argmin,misfit,540,0.0
confirmation_seed703_fbig0.10_exch,0.1,exch,anchor1_argmin,twosheet_back,1000,0.05666629826698942
confirmation_seed703_fbig0.10_exch,0.1,exch,anchor1_argmin,twosheet_front,1000,0.0005262544351223139
confirmation_seed703_fbig0.10_exch,0.1,exch,anchor2_projection,base,15450,-0.0008492999448743738
confirmation_seed703_fbig0.10_exch,0.1,exch,anchor2_projection,big,2010,-0.21826817687631914
confirmation_seed703_fbig0.10_exch,0.1,exch,anchor2_projection,misfit,540,0.0
confirmation_seed703_fbig0.10_exch,0.1,exch,anchor2_projection,twosheet_back,1000,0.03599461104842112
confirmation_seed703_fbig0.10_exch,0.1,exch,anchor2_projection,twosheet_front,1000,-0.00043815410511728413
confirmation_seed703_fbig0.10_sfm,0.1,sfm,identity,base,15450,0.0
confirmation_seed703_fbig0.10_sfm,0.1,sfm,identity,big,2010,0.0
confirmation_seed703_fbig0.10_sfm,0.1,sfm,identity,misfit,540,0.0
confirmation_seed703_fbig0.10_sfm,0.1,sfm,identity,twosheet_back,1000,0.0
confirmation_seed703_fbig0.10_sfm,0.1,sfm,identity,twosheet_front,1000,0.0
confirmation_seed703_fbig0.10_sfm,0.1,sfm,test_projection,base,15450,0.3036014828452512
confirmation_seed703_fbig0.10_sfm,0.1,sfm,test_projection,big,2010,-0.32820468072164255
confirmation_seed703_fbig0.10_sfm,0.1,sfm,test_projection,misfit,540,0.0
confirmation_seed703_fbig0.10_sfm,0.1,sfm,test_projection,twosheet_back,1000,0.22346698677911403
confirmation_seed703_fbig0.10_sfm,0.1,sfm,test_projection,twosheet_front,1000,0.013255347036569587
confirmation_seed703_fbig0.10_sfm,0.1,sfm,test_veto_projection,base,15450,-0.00465767623177025
confirmation_seed703_fbig0.10_sfm,0.1,sfm,test_veto_projection,big,2010,-0.140820482755022
confirmation_seed703_fbig0.10_sfm,0.1,sfm,test_veto_projection,misfit,540,0.0
confirmation_seed703_fbig0.10_sfm,0.1,sfm,test_veto_projection,twosheet_back,1000,0.02184959208225785
confirmation_seed703_fbig0.10_sfm,0.1,sfm,test_veto_projection,twosheet_front,1000,-0.0005933148899243747
confirmation_seed703_fbig0.10_sfm,0.1,sfm,anchor1_projection,base,15450,0.09776389139320367
confirmation_seed703_fbig0.10_sfm,0.1,sfm,anchor1_projection,big,2010,-0.2722391935922276
confirmation_seed703_fbig0.10_sfm,0.1,sfm,anchor1_projection,misfit,540,0.0
confirmation_seed703_fbig0.10_sfm,0.1,sfm,anchor1_projection,twosheet_back,1000,0.06853562229847066
confirmation_seed703_fbig0.10_sfm,0.1,sfm,anchor1_projection,twosheet_front,1000,0.006274523510806594
confirmation_seed703_fbig0.10_sfm,0.1,sfm,anchor1_argmin,base,15450,0.13531744709965673
confirmation_seed703_fbig0.10_sfm,0.1,sfm,anchor1_argmin,big,2010,-0.27964021624786617
confirmation_seed703_fbig0.10_sfm,0.1,sfm,anchor1_argmin,misfit,540,0.0
confirmation_seed703_fbig0.10_sfm,0.1,sfm,anchor1_argmin,twosheet_back,1000,0.07283115680353644
confirmation_seed703_fbig0.10_sfm,0.1,sfm,anchor1_argmin,twosheet_front,1000,0.008799345999311297
confirmation_seed703_fbig0.10_sfm,0.1,sfm,anchor2_projection,base,15450,0.04310570471884824
confirmation_seed703_fbig0.10_sfm,0.1,sfm,anchor2_projection,big,2010,-0.2361343641697752
confirmation_seed703_fbig0.10_sfm,0.1,sfm,anchor2_projection,misfit,540,0.0
confirmation_seed703_fbig0.10_sfm,0.1,sfm,anchor2_projection,twosheet_back,1000,0.04236157285771056
confirmation_seed703_fbig0.10_sfm,0.1,sfm,anchor2_projection,twosheet_front,1000,0.0009950120104828591
confirmation_seed704_fbig0.01_exch,0.01,exch,identity,base,17248,0.0
confirmation_seed704_fbig0.01_exch,0.01,exch,identity,big,212,0.0
confirmation_seed704_fbig0.01_exch,0.01,exch,identity,misfit,540,0.0
confirmation_seed704_fbig0.01_exch,0.01,exch,identity,twosheet_back,1000,0.0
confirmation_seed704_fbig0.01_exch,0.01,exch,identity,twosheet_front,1000,0.0
confirmation_seed704_fbig0.01_exch,0.01,exch,test_projection,base,17248,0.04375277646888532
confirmation_seed704_fbig0.01_exch,0.01,exch,test_projection,big,212,-0.030557034094651
confirmation_seed704_fbig0.01_exch,0.01,exch,test_projection,misfit,540,0.0
confirmation_seed704_fbig0.01_exch,0.01,exch,test_projection,twosheet_back,1000,0.1702934336838944
confirmation_seed704_fbig0.01_exch,0.01,exch,test_projection,twosheet_front,1000,0.0010601588165441056
confirmation_seed704_fbig0.01_exch,0.01,exch,test_veto_projection,base,17248,-0.003542476448814462
confirmation_seed704_fbig0.01_exch,0.01,exch,test_veto_projection,big,212,-0.014443337249862707
confirmation_seed704_fbig0.01_exch,0.01,exch,test_veto_projection,misfit,540,0.0
confirmation_seed704_fbig0.01_exch,0.01,exch,test_veto_projection,twosheet_back,1000,0.02265239193567219
confirmation_seed704_fbig0.01_exch,0.01,exch,test_veto_projection,twosheet_front,1000,-0.0002567251961460294
confirmation_seed704_fbig0.01_exch,0.01,exch,anchor1_projection,base,17248,0.004765571074889278
confirmation_seed704_fbig0.01_exch,0.01,exch,anchor1_projection,big,212,-0.02741991076114832
confirmation_seed704_fbig0.01_exch,0.01,exch,anchor1_projection,misfit,540,0.0
confirmation_seed704_fbig0.01_exch,0.01,exch,anchor1_projection,twosheet_back,1000,0.05068285375570199
confirmation_seed704_fbig0.01_exch,0.01,exch,anchor1_projection,twosheet_front,1000,0.0005083805227074213
confirmation_seed704_fbig0.01_exch,0.01,exch,anchor1_argmin,base,17248,0.013322983198702992
confirmation_seed704_fbig0.01_exch,0.01,exch,anchor1_argmin,big,212,-0.02862120744393502
confirmation_seed704_fbig0.01_exch,0.01,exch,anchor1_argmin,misfit,540,0.0
confirmation_seed704_fbig0.01_exch,0.01,exch,anchor1_argmin,twosheet_back,1000,0.05490100619479085
confirmation_seed704_fbig0.01_exch,0.01,exch,anchor1_argmin,twosheet_front,1000,0.0010297565628389152
confirmation_seed704_fbig0.01_exch,0.01,exch,anchor2_projection,base,17248,0.0003110722862556189
confirmation_seed704_fbig0.01_exch,0.01,exch,anchor2_projection,big,212,-0.023226945083324544
confirmation_seed704_fbig0.01_exch,0.01,exch,anchor2_projection,misfit,540,0.0
confirmation_seed704_fbig0.01_exch,0.01,exch,anchor2_projection,twosheet_back,1000,0.037281249787799564
confirmation_seed704_fbig0.01_exch,0.01,exch,anchor2_projection,twosheet_front,1000,5.210311102379104e-05
confirmation_seed704_fbig0.01_sfm,0.01,sfm,identity,base,17248,0.0
confirmation_seed704_fbig0.01_sfm,0.01,sfm,identity,big,212,0.0
confirmation_seed704_fbig0.01_sfm,0.01,sfm,identity,misfit,540,0.0
confirmation_seed704_fbig0.01_sfm,0.01,sfm,identity,twosheet_back,1000,0.0
confirmation_seed704_fbig0.01_sfm,0.01,sfm,identity,twosheet_front,1000,0.0
confirmation_seed704_fbig0.01_sfm,0.01,sfm,test_projection,base,17248,0.30497000082805664
confirmation_seed704_fbig0.01_sfm,0.01,sfm,test_projection,big,212,-0.03619058222243047
confirmation_seed704_fbig0.01_sfm,0.01,sfm,test_projection,misfit,540,0.0
confirmation_seed704_fbig0.01_sfm,0.01,sfm,test_projection,twosheet_back,1000,0.21938571611240204
confirmation_seed704_fbig0.01_sfm,0.01,sfm,test_projection,twosheet_front,1000,0.013073105600525681
confirmation_seed704_fbig0.01_sfm,0.01,sfm,test_veto_projection,base,17248,-0.006247240440927435
confirmation_seed704_fbig0.01_sfm,0.01,sfm,test_veto_projection,big,212,-0.014612724483193023
confirmation_seed704_fbig0.01_sfm,0.01,sfm,test_veto_projection,misfit,540,0.0
confirmation_seed704_fbig0.01_sfm,0.01,sfm,test_veto_projection,twosheet_back,1000,0.022877335516128618
confirmation_seed704_fbig0.01_sfm,0.01,sfm,test_veto_projection,twosheet_front,1000,-0.0005905442587878117
confirmation_seed704_fbig0.01_sfm,0.01,sfm,anchor1_projection,base,17248,0.09361958393732103
confirmation_seed704_fbig0.01_sfm,0.01,sfm,anchor1_projection,big,212,-0.030890616462603805
confirmation_seed704_fbig0.01_sfm,0.01,sfm,anchor1_projection,misfit,540,0.0
confirmation_seed704_fbig0.01_sfm,0.01,sfm,anchor1_projection,twosheet_back,1000,0.06982328365417272
confirmation_seed704_fbig0.01_sfm,0.01,sfm,anchor1_projection,twosheet_front,1000,0.005622272126901811
confirmation_seed704_fbig0.01_sfm,0.01,sfm,anchor1_argmin,base,17248,0.1292003044160968
confirmation_seed704_fbig0.01_sfm,0.01,sfm,anchor1_argmin,big,212,-0.03194075370869764
confirmation_seed704_fbig0.01_sfm,0.01,sfm,anchor1_argmin,misfit,540,0.0
confirmation_seed704_fbig0.01_sfm,0.01,sfm,anchor1_argmin,twosheet_back,1000,0.07449236706434201
confirmation_seed704_fbig0.01_sfm,0.01,sfm,anchor1_argmin,twosheet_front,1000,0.007481910948624811
confirmation_seed704_fbig0.01_sfm,0.01,sfm,anchor2_projection,base,17248,0.03465834151146545
confirmation_seed704_fbig0.01_sfm,0.01,sfm,anchor2_projection,big,212,-0.024055356692525582
confirmation_seed704_fbig0.01_sfm,0.01,sfm,anchor2_projection,misfit,540,0.0
confirmation_seed704_fbig0.01_sfm,0.01,sfm,anchor2_projection,twosheet_back,1000,0.0457888936576379
confirmation_seed704_fbig0.01_sfm,0.01,sfm,anchor2_projection,twosheet_front,1000,0.002073669875304033
confirmation_seed704_fbig0.10_exch,0.1,exch,identity,base,15471,0.0
confirmation_seed704_fbig0.10_exch,0.1,exch,identity,big,1989,0.0
confirmation_seed704_fbig0.10_exch,0.1,exch,identity,misfit,540,0.0
confirmation_seed704_fbig0.10_exch,0.1,exch,identity,twosheet_back,1000,0.0
confirmation_seed704_fbig0.10_exch,0.1,exch,identity,twosheet_front,1000,0.0
confirmation_seed704_fbig0.10_exch,0.1,exch,test_projection,base,15471,0.02133810964333692
confirmation_seed704_fbig0.10_exch,0.1,exch,test_projection,big,1989,-0.2694704137098128
confirmation_seed704_fbig0.10_exch,0.1,exch,test_projection,misfit,540,0.0
confirmation_seed704_fbig0.10_exch,0.1,exch,test_projection,twosheet_back,1000,0.17148143420697018
confirmation_seed704_fbig0.10_exch,0.1,exch,test_projection,twosheet_front,1000,-0.00015177940523745844
confirmation_seed704_fbig0.10_exch,0.1,exch,test_veto_projection,base,15471,-0.004092236751870284
confirmation_seed704_fbig0.10_exch,0.1,exch,test_veto_projection,big,1989,-0.13636953829379225
confirmation_seed704_fbig0.10_exch,0.1,exch,test_veto_projection,misfit,540,0.0
confirmation_seed704_fbig0.10_exch,0.1,exch,test_veto_projection,twosheet_back,1000,0.02166118185033614
confirmation_seed704_fbig0.10_exch,0.1,exch,test_veto_projection,twosheet_front,1000,-0.0004220714373383503
confirmation_seed704_fbig0.10_exch,0.1,exch,anchor1_projection,base,15471,0.00021819624452427454
confirmation_seed704_fbig0.10_exch,0.1,exch,anchor1_projection,big,1989,-0.23790809425941326
confirmation_seed704_fbig0.10_exch,0.1,exch,anchor1_projection,misfit,540,0.0
confirmation_seed704_fbig0.10_exch,0.1,exch,anchor1_projection,twosheet_back,1000,0.04839578244424898
confirmation_seed704_fbig0.10_exch,0.1,exch,anchor1_projection,twosheet_front,1000,-0.0004894125867380834
confirmation_seed704_fbig0.10_exch,0.1,exch,anchor1_argmin,base,15471,0.005333307807416477
confirmation_seed704_fbig0.10_exch,0.1,exch,anchor1_argmin,big,1989,-0.2504461899221209
confirmation_seed704_fbig0.10_exch,0.1,exch,anchor1_argmin,misfit,540,0.0
confirmation_seed704_fbig0.10_exch,0.1,exch,anchor1_argmin,twosheet_back,1000,0.05223881318129729
confirmation_seed704_fbig0.10_exch,0.1,exch,anchor1_argmin,twosheet_front,1000,-0.00021636491336711315
confirmation_seed704_fbig0.10_exch,0.1,exch,anchor2_projection,base,15471,-0.004125788198727671
confirmation_seed704_fbig0.10_exch,0.1,exch,anchor2_projection,big,1989,-0.21249765171747867
confirmation_seed704_fbig0.10_exch,0.1,exch,anchor2_projection,misfit,540,0.0
confirmation_seed704_fbig0.10_exch,0.1,exch,anchor2_projection,twosheet_back,1000,0.032154114600382255
confirmation_seed704_fbig0.10_exch,0.1,exch,anchor2_projection,twosheet_front,1000,-0.0004894125867380834
confirmation_seed704_fbig0.10_sfm,0.1,sfm,identity,base,15471,0.0
confirmation_seed704_fbig0.10_sfm,0.1,sfm,identity,big,1989,0.0
confirmation_seed704_fbig0.10_sfm,0.1,sfm,identity,misfit,540,0.0
confirmation_seed704_fbig0.10_sfm,0.1,sfm,identity,twosheet_back,1000,0.0
confirmation_seed704_fbig0.10_sfm,0.1,sfm,identity,twosheet_front,1000,0.0
confirmation_seed704_fbig0.10_sfm,0.1,sfm,test_projection,base,15471,0.310789732066787
confirmation_seed704_fbig0.10_sfm,0.1,sfm,test_projection,big,1989,-0.3190759029488306
confirmation_seed704_fbig0.10_sfm,0.1,sfm,test_projection,misfit,540,0.0
confirmation_seed704_fbig0.10_sfm,0.1,sfm,test_projection,twosheet_back,1000,0.2235674559038025
confirmation_seed704_fbig0.10_sfm,0.1,sfm,test_projection,twosheet_front,1000,0.014735919575674416
confirmation_seed704_fbig0.10_sfm,0.1,sfm,test_veto_projection,base,15471,-0.0050463109515203304
confirmation_seed704_fbig0.10_sfm,0.1,sfm,test_veto_projection,big,1989,-0.13793706198021208
confirmation_seed704_fbig0.10_sfm,0.1,sfm,test_veto_projection,misfit,540,0.0
confirmation_seed704_fbig0.10_sfm,0.1,sfm,test_veto_projection,twosheet_back,1000,0.022285463730712576
confirmation_seed704_fbig0.10_sfm,0.1,sfm,test_veto_projection,twosheet_front,1000,-0.0006362269934642301
confirmation_seed704_fbig0.10_sfm,0.1,sfm,anchor1_projection,base,15471,0.09306290838737649
confirmation_seed704_fbig0.10_sfm,0.1,sfm,anchor1_projection,big,1989,-0.26895565404252064
confirmation_seed704_fbig0.10_sfm,0.1,sfm,anchor1_projection,misfit,540,0.0
confirmation_seed704_fbig0.10_sfm,0.1,sfm,anchor1_projection,twosheet_back,1000,0.07081731314179722
confirmation_seed704_fbig0.10_sfm,0.1,sfm,anchor1_projection,twosheet_front,1000,0.007247292335589829
confirmation_seed704_fbig0.10_sfm,0.1,sfm,anchor1_argmin,base,15471,0.1272613941797474
confirmation_seed704_fbig0.10_sfm,0.1,sfm,anchor1_argmin,big,1989,-0.2752287648860162
confirmation_seed704_fbig0.10_sfm,0.1,sfm,anchor1_argmin,misfit,540,0.0
confirmation_seed704_fbig0.10_sfm,0.1,sfm,anchor1_argmin,twosheet_back,1000,0.07467914127317772
confirmation_seed704_fbig0.10_sfm,0.1,sfm,anchor1_argmin,twosheet_front,1000,0.009602824735817457
confirmation_seed704_fbig0.10_sfm,0.1,sfm,anchor2_projection,base,15471,0.040232690949321616
confirmation_seed704_fbig0.10_sfm,0.1,sfm,anchor2_projection,big,1989,-0.23092882210642146
confirmation_seed704_fbig0.10_sfm,0.1,sfm,anchor2_projection,misfit,540,0.0
confirmation_seed704_fbig0.10_sfm,0.1,sfm,anchor2_projection,twosheet_back,1000,0.04189399822264562
confirmation_seed704_fbig0.10_sfm,0.1,sfm,anchor2_projection,twosheet_front,1000,0.0032455913050801434
