case,method,ok,seconds,sigma_mm,n_points,n_stations,error,independent_real_quality,output_finite,output_n,identifiable,k_method,note,false_split,false_merge,gap_err_mm,surface_err_mm,coverage,layer_match_failed,k_info,split,family,seed,gap_mm,bias_rms_mm,noise_protocol,k_hat,n_true_layers,patch_id,scene,perturbation,perturb_seed,actual_point_delta_rms_mm,recovery_vs_unperturbed_input_rms_mm,stability_vs_own_unperturbed_output_rms_mm,recovery_note,stability_note
dual_g8_s912127_b4,open3d_icp_then_xyz,True,0.010521813994273543,1.0,768,8,,本轮尚未测得,True,768,True,2,,0,0,4.016774199544379,3.6884368836063994,1.0,False,2,synthetic_exact,true_bilayer,912127,8.0,4.0,supplied-noise sigma=1 mm,2,2,,,,,,,,,
ghost_s912101_b0,identity,True,0.000289111994788982,1.0,768,8,,本轮尚未测得,True,768,True,,,1,0,,0.8107664865150793,1.0,True,,synthetic_exact,ghost_monolayer,912101,0.0,0.0,supplied-noise sigma=1 mm,2,1,,,,,,,,,
ghost_s912101_b0,xyz_mixture,True,0.019832899000903126,1.0,768,8,,本轮尚未测得,True,768,True,1,,0,0,0.0,0.0,1.0,False,1,synthetic_exact,ghost_monolayer,912101,0.0,0.0,supplied-noise sigma=1 mm,1,1,,,,,,,,,
ghost_s912101_b0,fast,True,0.005358671995054465,1.0,768,8,,本轮尚未测得,True,768,True,1,,0,0,0.0,0.0,1.0,False,1,synthetic_exact,ghost_monolayer,912101,0.0,0.0,supplied-noise sigma=1 mm,1,1,,,,,,,,,
ghost_s912101_b0,open3d_icp_then_xyz,True,0.02131961700069951,1.0,768,8,,本轮尚未测得,True,768,True,1,,0,0,0.0,0.0,1.0,False,1,synthetic_exact,ghost_monolayer,912101,0.0,0.0,supplied-noise sigma=1 mm,1,1,,,,,,,,,
ghost_s912101_b4,identity,True,0.0002944049992947839,1.0,768,8,,本轮尚未测得,True,768,True,,,1,0,,3.770419933891161,1.0,True,,synthetic_exact,ghost_monolayer,912101,0.0,4.0,supplied-noise sigma=1 mm,2,1,,,,,,,,,
ghost_s912101_b4,xyz_mixture,True,0.003015305002918467,1.0,768,8,,本轮尚未测得,True,768,True,2,,1,0,,3.7272763972545566,1.0,True,2,synthetic_exact,ghost_monolayer,912101,0.0,4.0,supplied-noise sigma=1 mm,2,1,,,,,,,,,
ghost_s912101_b4,fast,True,0.0045081680000294,1.0,768,8,,本轮尚未测得,True,768,True,1,,0,0,0.0,0.0,1.0,False,1,synthetic_exact,ghost_monolayer,912101,0.0,4.0,supplied-noise sigma=1 mm,1,1,,,,,,,,,
ghost_s912101_b4,open3d_icp_then_xyz,True,0.02162023300479632,1.0,768,8,,本轮尚未测得,True,768,True,1,,0,0,0.0,0.0,1.0,False,1,synthetic_exact,ghost_monolayer,912101,0.0,4.0,supplied-noise sigma=1 mm,1,1,,,,,,,,,
ghost_s912113_b0,identity,True,0.0002628459988045506,1.0,768,8,,本轮尚未测得,True,768,True,,,1,0,,0.822963632151144,1.0,True,,synthetic_exact,ghost_monolayer,912113,0.0,0.0,supplied-noise sigma=1 mm,2,1,,,,,,,,,
ghost_s912113_b0,xyz_mixture,True,0.020049705002747942,1.0,768,8,,本轮尚未测得,True,768,True,1,,0,0,0.0,0.0,1.0,False,1,synthetic_exact,ghost_monolayer,912113,0.0,0.0,supplied-noise sigma=1 mm,1,1,,,,,,,,,
ghost_s912113_b0,fast,True,0.005925796001974959,1.0,768,8,,本轮尚未测得,True,768,True,1,,0,0,0.0,0.0,1.0,False,1,synthetic_exact,ghost_monolayer,912113,0.0,0.0,supplied-noise sigma=1 mm,1,1,,,,,,,,,
ghost_s912113_b0,open3d_icp_then_xyz,True,0.02127964799728943,1.0,768,8,,本轮尚未测得,True,768,True,1,,0,0,0.0,0.0,1.0,False,1,synthetic_exact,ghost_monolayer,912113,0.0,0.0,supplied-noise sigma=1 mm,1,1,,,,,,,,,
ghost_s912113_b4,identity,True,0.00029326899675652385,1.0,768,8,,本轮尚未测得,True,768,True,,,1,0,,3.2920585909355293,1.0,True,,synthetic_exact,ghost_monolayer,912113,0.0,4.0,supplied-noise sigma=1 mm,2,1,,,,,,,,,
ghost_s912113_b4,xyz_mixture,True,0.017292557000473607,1.0,768,8,,本轮尚未测得,True,768,True,2,,1,0,,2.1750491038683237,1.0,True,2,synthetic_exact,ghost_monolayer,912113,0.0,4.0,supplied-noise sigma=1 mm,2,1,,,,,,,,,
ghost_s912113_b4,fast,True,0.005554832998313941,1.0,768,8,,本轮尚未测得,True,768,True,1,,0,0,0.0,0.0,1.0,False,1,synthetic_exact,ghost_monolayer,912113,0.0,4.0,supplied-noise sigma=1 mm,1,1,,,,,,,,,
ghost_s912113_b4,open3d_icp_then_xyz,True,0.021348688002035487,1.0,768,8,,本轮尚未测得,True,768,True,1,,0,0,0.0,0.0,1.0,False,1,synthetic_exact,ghost_monolayer,912113,0.0,4.0,supplied-noise sigma=1 mm,1,1,,,,,,,,,
ghost_s912127_b0,identity,True,0.00028682599804596975,1.0,768,8,,本轮尚未测得,True,768,True,,,1,0,,0.8159907271082117,1.0,True,,synthetic_exact,ghost_monolayer,912127,0.0,0.0,supplied-noise sigma=1 mm,2,1,,,,,,,,,
ghost_s912127_b0,xyz_mixture,True,0.01995255999645451,1.0,768,8,,本轮尚未测得,True,768,True,1,,0,0,0.0,0.0,1.0,False,1,synthetic_exact,ghost_monolayer,912127,0.0,0.0,supplied-noise sigma=1 mm,1,1,,,,,,,,,
ghost_s912127_b0,fast,True,0.005981343005259987,1.0,768,8,,本轮尚未测得,True,768,True,1,,0,0,0.0,0.0,1.0,False,1,synthetic_exact,ghost_monolayer,912127,0.0,0.0,supplied-noise sigma=1 mm,1,1,,,,,,,,,
ghost_s912127_b0,open3d_icp_then_xyz,True,0.02145299900439568,1.0,768,8,,本轮尚未测得,True,768,True,1,,0,0,0.0,0.0,1.0,False,1,synthetic_exact,ghost_monolayer,912127,0.0,0.0,supplied-noise sigma=1 mm,1,1,,,,,,,,,
ghost_s912127_b4,identity,True,0.00031515899900114164,1.0,768,8,,本轮尚未测得,True,768,True,,,1,0,,3.4830145554899765,1.0,True,,synthetic_exact,ghost_monolayer,912127,0.0,4.0,supplied-noise sigma=1 mm,2,1,,,,,,,,,
ghost_s912127_b4,xyz_mixture,True,0.014461724997090641,1.0,768,8,,本轮尚未测得,True,768,True,2,,1,0,,3.138689451114464,1.0,True,2,synthetic_exact,ghost_monolayer,912127,0.0,4.0,supplied-noise sigma=1 mm,2,1,,,,,,,,,
ghost_s912127_b4,fast,True,0.005524120002519339,1.0,768,8,,本轮尚未测得,True,768,True,1,,0,0,0.0,0.0,1.0,False,1,synthetic_exact,ghost_monolayer,912127,0.0,4.0,supplied-noise sigma=1 mm,1,1,,,,,,,,,
ghost_s912127_b4,open3d_icp_then_xyz,True,0.02122430600138614,1.0,768,8,,本轮尚未测得,True,768,True,1,,0,0,0.0,0.0,1.0,False,1,synthetic_exact,ghost_monolayer,912127,0.0,4.0,supplied-noise sigma=1 mm,1,1,,,,,,,,,
cy_junction_unpert,identity,True,0.0002555550017859787,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,,,,,,,
cy_junction_unpert,xyz_mixture,True,0.011118823000288103,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,,,,,,,
cy_junction_unpert,fast,True,0.0026906170023721643,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,,,,,,,
cy_junction_unpert,open3d_icp_then_xyz,True,0.007269821995578241,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,,,,,,,
cy_junction_unpert,identity,True,0.00021082700550323352,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,,,,,,,
cy_junction_unpert,xyz_mixture,True,0.011148712001158856,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,,,,,,,
cy_junction_unpert,fast,True,0.0027023660004488192,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,,,,,,,
cy_junction_unpert,open3d_icp_then_xyz,True,0.0098671289961203,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,,,,,,,
cy_junction_trans_s912401,identity,True,0.00019113600137643516,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912401,3.535533905932888,3.535533905932876,3.535533905932889,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912401,xyz_mixture,True,0.004543410999758635,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912401,3.535533905932888,63.76338593598037,8.854805650125662,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912401,fast,True,0.0027120770027977414,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912401,3.535533905932888,63.76573234903313,3.467632415655102,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912401,open3d_icp_then_xyz,True,0.007695170002989471,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912401,3.535533905932888,63.83325471467906,2.507913577078269,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912401,identity,True,0.00019728299957932904,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912401,3.535533905932888,3.535533905932876,3.535533905932889,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912401,xyz_mixture,True,0.007676125998841599,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912401,3.535533905932888,63.74532243020555,8.560201953766791,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912401,fast,True,0.002674616996955592,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912401,3.535533905932888,63.76573234903313,3.4676324156551037,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912401,open3d_icp_then_xyz,True,0.009666374993685167,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912401,3.535533905932888,63.82513503997389,2.5149261552485784,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912409,identity,True,0.0001929179998114705,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912409,3.5355339059329274,3.535533905932908,3.535533905932919,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912409,xyz_mixture,True,0.008145833999151364,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912409,3.5355339059329274,63.74450901067112,13.522848608989856,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912409,fast,True,0.0026857550037675537,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912409,3.5355339059329274,63.732421629308284,2.788802484491587,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912409,open3d_icp_then_xyz,True,0.007215466997877229,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912409,3.5355339059329274,63.83386598940875,2.4999999999978866,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912409,identity,True,0.0002032429983955808,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912409,3.5355339059329274,3.535533905932908,3.535533905932919,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912409,xyz_mixture,True,0.017242244000954088,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912409,3.5355339059329274,63.63563738975625,12.671868391832056,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912409,fast,True,0.002702297999348957,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912409,3.5355339059329274,63.73242162930833,2.7888024844915824,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912409,open3d_icp_then_xyz,True,0.009964166005374864,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912409,3.5355339059329274,63.81889903849093,2.4999999728131796,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912419,identity,True,0.00019578400679165497,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912419,3.5355339059325885,3.535533905932577,3.535533905932586,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912419,xyz_mixture,True,0.005362140997021925,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912419,3.5355339059325885,63.746633733392535,15.126466834125502,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912419,fast,True,0.0028639130032388493,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912419,3.5355339059325885,63.72883000448841,2.705480789536909,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912419,open3d_icp_then_xyz,True,0.007564245999674313,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912419,3.5355339059325885,63.833254714678986,2.507913577075491,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912419,identity,True,0.00019093100127065554,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912419,3.5355339059325885,3.535533905932577,3.535533905932586,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912419,xyz_mixture,True,0.008930672993301414,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912419,3.5355339059325885,63.70901678877726,14.91972468588496,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912419,fast,True,0.0026480570013518445,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912419,3.5355339059325885,63.72883000448849,2.7054807895369244,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_s912419,open3d_icp_then_xyz,True,0.009639529002015479,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans,912419,3.5355339059325885,63.825135039854864,2.514926157183898,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912401,identity,True,0.00020210799993947148,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912401,3.581753789680294,3.581753789680276,3.5817537896802887,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912401,xyz_mixture,True,0.004846058000111952,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912401,3.581753789680294,63.765315240020676,8.86877440241911,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912401,fast,True,0.0025774979949346744,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912401,3.581753789680294,63.773188119961176,7.517521244666106,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912401,open3d_icp_then_xyz,True,0.007759762003843207,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912401,3.581753789680294,63.83382030546476,2.52226839003332,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912401,identity,True,0.00020107799355173483,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912401,3.581753789680294,3.581753789680276,3.5817537896802887,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912401,xyz_mixture,True,0.007128370998543687,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912401,3.581753789680294,63.74964270097695,8.604907208485013,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912401,fast,True,0.002875147998565808,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912401,3.581753789680294,63.773188119961176,7.517521244711129,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912401,open3d_icp_then_xyz,True,0.009409206002601422,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912401,3.581753789680294,63.825700702710655,2.5292411683606,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912409,identity,True,0.00020621799922082573,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912409,3.589262175512462,3.589262175512446,3.5892621755124576,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912409,xyz_mixture,True,0.007658913993509486,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912409,3.589262175512462,63.74571839572121,13.531936701500177,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912409,fast,True,0.002610629999253433,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912409,3.589262175512462,63.73007058708941,8.621733160347192,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912409,open3d_icp_then_xyz,True,0.0073341700044693425,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912409,3.589262175512462,63.83463870678567,2.5196530856553037,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912409,identity,True,0.00019985900144092739,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912409,3.589262175512462,3.589262175512446,3.5892621755124576,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912409,xyz_mixture,True,0.015028269001049921,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912409,3.589262175512462,63.651030291900625,12.860299674907404,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912409,fast,True,0.002618184997118078,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912409,3.589262175512462,63.73007058708941,8.621733160403718,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912409,open3d_icp_then_xyz,True,0.00979164300224511,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912409,3.589262175512462,63.81967194060253,2.5196530856553383,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912419,identity,True,0.0001968119977391325,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912419,3.539086072452499,3.539086072452488,3.5390860724524966,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912419,xyz_mixture,True,0.008062138003879227,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912419,3.539086072452499,63.74203718551781,14.363537078200277,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912419,fast,True,0.002619446997414343,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912419,3.539086072452499,63.72646375795743,5.422971392775182,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912419,open3d_icp_then_xyz,True,0.0076936359982937574,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912419,3.539086072452499,63.83266466203422,2.4928499547111334,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912419,identity,True,0.0002004569978453219,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912419,3.539086072452499,3.539086072452488,3.5390860724524966,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912419,xyz_mixture,True,0.012496304996602703,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912419,3.539086072452499,63.67220750360872,13.840849033558417,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_junction_trans_rot_s912419,fast,True,0.002636307995999232,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912419,3.539086072452499,63.72646375795742,5.422971392810762,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
