case,method,ok,seconds,sigma_mm,n_points,n_stations,error,independent_real_quality,output_finite,output_n,identifiable,k_method,note,false_split,false_merge,gap_err_mm,surface_err_mm,coverage,layer_match_failed,k_info,split,family,seed,gap_mm,bias_rms_mm,noise_protocol,k_hat,n_true_layers,patch_id,scene,perturbation,perturb_seed,actual_point_delta_rms_mm,recovery_vs_unperturbed_input_rms_mm,stability_vs_own_unperturbed_output_rms_mm,recovery_note,stability_note
cy_junction_trans_rot_s912419,open3d_icp_then_xyz,True,0.009803827000723686,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_junction,courtyard,trans_rot,912419,3.539086072452499,63.82454491214534,2.4999047907136687,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_unpert,identity,True,0.00020404800307005644,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,,,,,,,
cy_thin_unpert,xyz_mixture,True,0.0032943920014076866,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,,,,,,,
cy_thin_unpert,fast,True,0.002653868999914266,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,,,,,,,
cy_thin_unpert,open3d_icp_then_xyz,True,0.003957480999815743,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,,,,,,,
cy_thin_unpert,identity,True,0.0001953190003405325,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,,,,,,,
cy_thin_unpert,xyz_mixture,True,0.002063199004624039,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,,,,,,,
cy_thin_unpert,fast,True,0.0024722369998926297,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,,,,,,,
cy_thin_unpert,open3d_icp_then_xyz,True,0.003056485002161935,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,,,,,,,
cy_thin_trans_s912401,identity,True,0.00019721400167327374,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912401,4.821700143158158,4.821700143158154,4.8217001431581545,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912401,xyz_mixture,True,0.0032038749995990656,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912401,4.821700143158158,4.862722866084007,4.772790193275377,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912401,fast,True,0.0029605739982798696,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912401,4.821700143158158,4.86272286608711,4.772790193278537,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912401,open3d_icp_then_xyz,True,0.005510928000148851,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912401,4.821700143158158,6.681658854736584,4.649758454103031,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912401,identity,True,0.00020036299974890426,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912401,4.821700143158158,4.821700143158154,4.8217001431581545,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912401,xyz_mixture,True,0.0021983699989505112,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912401,4.821700143158158,4.862722866084007,4.772790193275377,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912401,fast,True,0.002448081002512481,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912401,4.821700143158158,4.86272286608711,4.772790193278537,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912401,open3d_icp_then_xyz,True,0.0027832829946419224,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912401,4.821700143158158,6.681658854736584,4.649758454103031,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912409,identity,True,0.00018903899763245136,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912409,4.821700143158251,4.821700143158252,4.821700143158251,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912409,xyz_mixture,True,0.003349145998072345,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912409,4.821700143158251,4.879464263795785,4.7898459326318115,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912409,fast,True,0.0023524099960923195,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912409,4.821700143158251,4.879464263797809,4.789845932633873,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912409,open3d_icp_then_xyz,True,0.003923486001440324,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912409,4.821700143158251,6.681658854737498,4.64975845410425,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912409,identity,True,0.00018800699763232842,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912409,4.821700143158251,4.821700143158252,4.821700143158251,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912409,xyz_mixture,True,0.0021079989965073764,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912409,4.821700143158251,4.879464263795785,4.7898459326318115,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912409,fast,True,0.0023849580029491335,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912409,4.821700143158251,4.879464263797809,4.789845932633873,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912409,open3d_icp_then_xyz,True,0.0028977250040043145,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912409,4.821700143158251,6.681658854737498,4.64975845410425,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912419,identity,True,0.00018815800285665318,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912419,4.821700143158273,4.821700143158272,4.821700143158272,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912419,xyz_mixture,True,0.003048245001991745,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912419,4.821700143158273,4.886583396958365,4.797098065718319,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912419,fast,True,0.0023676510027144104,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912419,4.821700143158273,4.886583396959915,4.797098065719897,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912419,open3d_icp_then_xyz,True,0.003535712996381335,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912419,4.821700143158273,5.36321834611063,5.498987389402349,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912419,identity,True,0.0001964149996638298,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912419,4.821700143158273,4.821700143158272,4.821700143158272,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912419,xyz_mixture,True,0.002150329004507512,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912419,4.821700143158273,4.886583396958365,4.797098065718319,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912419,fast,True,0.002480877003108617,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912419,4.821700143158273,4.886583396959915,4.797098065719897,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_s912419,open3d_icp_then_xyz,True,0.002538756001740694,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans,912419,4.821700143158273,5.36321834611063,5.498987389402349,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912401,identity,True,0.00018790800095302984,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912401,4.822978813782511,4.822978813782509,4.822978813782511,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912401,xyz_mixture,True,0.003137132996926084,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912401,4.822978813782511,4.860522615986774,4.770548465030855,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912401,fast,True,0.0024175270009436645,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912401,4.822978813782511,4.860522615989831,4.770548465033971,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912401,open3d_icp_then_xyz,True,0.0035803330029011704,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912401,4.822978813782511,5.646494023191038,5.003984204377766,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912401,identity,True,0.00019793200044659898,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912401,4.822978813782511,4.822978813782509,4.822978813782511,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912401,xyz_mixture,True,0.0021279510037857108,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912401,4.822978813782511,4.860522615986774,4.770548465030855,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912401,fast,True,0.002506384000298567,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912401,4.822978813782511,4.860522615989831,4.770548465033971,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912401,open3d_icp_then_xyz,True,0.002717758994549513,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912401,4.822978813782511,5.646494023191038,5.003984204377766,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912409,identity,True,0.0001939569992828183,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912409,4.814242181073224,4.814242181073227,4.814242181073226,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912409,xyz_mixture,True,0.0030055819952394813,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912409,4.814242181073224,4.868383418121182,4.778557278355743,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912409,fast,True,0.002346895002119709,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912409,4.814242181073224,4.868383418123189,4.778557278357789,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912409,open3d_icp_then_xyz,True,0.003916665002179798,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912409,4.814242181073224,6.671017632894217,4.634454109040981,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912409,identity,True,0.00018361200636718422,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912409,4.814242181073224,4.814242181073227,4.814242181073226,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912409,xyz_mixture,True,0.0021354100026655942,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912409,4.814242181073224,4.868383418121182,4.778557278355743,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912409,fast,True,0.002395048002654221,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912409,4.814242181073224,4.868383418123189,4.778557278357789,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912409,open3d_icp_then_xyz,True,0.0028122810035711154,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912409,4.814242181073224,6.671017632894217,4.634454109040981,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912419,identity,True,0.0001829920001910068,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912419,4.841338673635917,4.841338673635917,4.841338673635917,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912419,xyz_mixture,True,0.0031296680026571266,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912419,4.841338673635917,4.902178291687492,4.812982917088047,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912419,fast,True,0.0026694420012063347,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912419,4.841338673635917,4.902178291689046,4.812982917089631,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912419,open3d_icp_then_xyz,True,0.0035305799974594265,2.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912419,4.841338673635917,5.3747700280226836,5.510254452825139,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912419,identity,True,0.00019214899657526985,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912419,4.841338673635917,4.841338673635917,4.841338673635917,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912419,xyz_mixture,True,0.0020923999982187524,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912419,4.841338673635917,4.902178291687492,4.812982917088047,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912419,fast,True,0.0024550109956180677,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912419,4.841338673635917,4.902178291689046,4.812982917089631,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_thin_trans_rot_s912419,open3d_icp_then_xyz,True,0.0024986279968288727,5.0,414,2,,本轮尚未测得,True,414,,,,,,,,,,1,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_thin,courtyard,trans_rot,912419,4.841338673635917,5.3747700280226836,5.510254452825139,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_wall_unpert,identity,True,0.00027998700534226373,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_wall,courtyard,,,,,,,
cy_wall_unpert,xyz_mixture,True,0.011827234004158527,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_wall,courtyard,,,,,,,
cy_wall_unpert,fast,True,0.0026503509943722747,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_wall,courtyard,,,,,,,
cy_wall_unpert,open3d_icp_then_xyz,True,0.013632426998810843,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_wall,courtyard,,,,,,,
cy_wall_unpert,identity,True,0.0002024669956881553,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_wall,courtyard,,,,,,,
cy_wall_unpert,xyz_mixture,True,0.015867854999669362,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_wall,courtyard,,,,,,,
cy_wall_unpert,fast,True,0.002643311003339477,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_wall,courtyard,,,,,,,
cy_wall_unpert,open3d_icp_then_xyz,True,0.017045813998265658,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_unperturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_wall,courtyard,,,,,,,
cy_wall_trans_s912401,identity,True,0.00019384099869057536,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_wall,courtyard,trans,912401,3.5355339059328896,3.535533905932928,3.5355339059328865,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_wall_trans_s912401,xyz_mixture,True,0.00986111699603498,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_wall,courtyard,trans,912401,3.5355339059328896,36.392715991533436,3.5822951031334744,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_wall_trans_s912401,fast,True,0.002648387999215629,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_wall,courtyard,trans,912401,3.5355339059328896,36.731002197362194,3.5339063141242417,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_wall_trans_s912401,open3d_icp_then_xyz,True,0.012181696998595726,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_wall,courtyard,trans,912401,3.5355339059328896,37.50517507689319,10.425653418119515,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_wall_trans_s912401,identity,True,0.00020019699877593666,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_wall,courtyard,trans,912401,3.5355339059328896,3.535533905932928,3.5355339059328865,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_wall_trans_s912401,xyz_mixture,True,0.01638681299664313,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_wall,courtyard,trans,912401,3.5355339059328896,36.20387295253296,3.578307978666041,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_wall_trans_s912401,fast,True,0.002663949999259785,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_wall,courtyard,trans,912401,3.5355339059328896,36.731002197364106,3.5339063141242644,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_wall_trans_s912401,open3d_icp_then_xyz,True,0.01811378500133287,5.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=5.0 mm; not sensor truth,,,cy_wall,courtyard,trans,912401,3.5355339059328896,37.33340569419837,9.594482491313068,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_wall_trans_s912409,identity,True,0.00019664900173665956,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_wall,courtyard,trans,912409,3.535533905932817,3.5355339059328394,3.5355339059328146,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
cy_wall_trans_s912409,xyz_mixture,True,0.020906942001602147,2.0,1600,2,,本轮尚未测得,True,1600,,,,,,,,,,2,real_perturbed,,,,,pre-fixed wiring/sensitivity sigma=2.0 mm; not sensor truth,,,cy_wall,courtyard,trans,912409,3.535533905932817,36.34719591660815,9.06537601072273,"reference is the unperturbed measured cloud, which still has measurement error",stability vs own unperturbed output; not real accuracy
