family,target_id,target_mask,regime,m,rep,method,pred_mask,train_error,test_error,full_domain_error,unseen_error,seen_error,consistent,candidate_set_support_failure,representation_support_failure,search_budget_failure,support_status,candidate_checks,seen_unique,unseen_count,duplicate_training_draws,expression,gates,fit_seconds
nonlinear_in_grammar,nonlinear_in_grammar_38,27804,shift_x3,4,7,affine,23130,0.0,0.5,0.5,0.6666666666666666,0.0,1,0,0,0,consistent,32,4,12,0,(!x0^!x2),1,3.920500057574827e-05
nonlinear_in_grammar,nonlinear_in_grammar_38,27804,shift_x3,4,7,prefix32,23130,0.0,0.5,0.5,0.6666666666666666,0.0,1,0,0,0,consistent,32,4,12,0,(!x0^!x2),1,3.885800106218085e-05
nonlinear_in_grammar,nonlinear_in_grammar_38,27804,shift_x3,8,7,exact,40092,0.0,0.5,0.25,0.4,0.0,1,0,0,0,consistent,3000,6,10,2,(!x1^(!x2|x0)),2,0.00016601800052740145
nonlinear_in_grammar,nonlinear_in_grammar_38,27804,shift_x3,8,7,affine,39321,0.125,0.75,0.5,0.7,0.16666666666666666,0,1,1,0,representation_support_failure,32,6,10,2,(!x0^x1),1,3.2251000448013656e-05
nonlinear_in_grammar,nonlinear_in_grammar_38,27804,shift_x3,8,7,prefix32,39321,0.125,0.75,0.5,0.7,0.16666666666666666,0,1,0,1,search_budget_exhausted,32,6,10,2,(!x0^x1),1,3.188299888279289e-05
nonlinear_in_grammar,nonlinear_in_grammar_38,27804,shift_x3,16,7,exact,40092,0.0,0.5,0.25,0.5,0.0,1,0,0,0,consistent,3000,8,8,8,(!x1^(!x2|x0)),2,0.00015601700033585075
nonlinear_in_grammar,nonlinear_in_grammar_38,27804,shift_x3,16,7,affine,39321,0.1875,0.75,0.5,0.75,0.25,0,1,1,0,representation_support_failure,32,8,8,8,(!x0^x1),1,4.0607999835629016e-05
nonlinear_in_grammar,nonlinear_in_grammar_38,27804,shift_x3,16,7,prefix32,39321,0.1875,0.75,0.5,0.75,0.25,0,1,0,1,search_budget_exhausted,32,8,8,8,(!x0^x1),1,3.742800072359387e-05
nonlinear_in_grammar,nonlinear_in_grammar_38,27804,shift_x3,32,7,exact,40092,0.0,0.5,0.25,0.5,0.0,1,0,0,0,consistent,3000,8,8,24,(!x1^(!x2|x0)),2,0.0001543809994473122
nonlinear_in_grammar,nonlinear_in_grammar_38,27804,shift_x3,32,7,affine,39321,0.125,0.75,0.5,0.75,0.25,0,1,1,0,representation_support_failure,32,8,8,24,(!x0^x1),1,3.830700006801635e-05
nonlinear_in_grammar,nonlinear_in_grammar_38,27804,shift_x3,32,7,prefix32,39321,0.125,0.75,0.5,0.75,0.25,0,1,0,1,search_budget_exhausted,32,8,8,24,(!x0^x1),1,3.8452999433502555e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,0,exact,65280,0.0,0.375,0.375,0.5,0.0,1,0,0,0,consistent,3000,4,12,0,x3,0,0.00017447900063416455
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,0,affine,65280,0.0,0.375,0.375,0.5,0.0,1,0,0,0,consistent,32,4,12,0,x3,0,4.792900108441245e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,0,prefix32,65280,0.0,0.375,0.375,0.5,0.0,1,0,0,0,consistent,32,4,12,0,x3,0,4.03260000894079e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,0,exact,43605,0.0,0.5,0.5,0.8,0.0,1,0,0,0,consistent,3000,6,10,2,(!x0^x3),1,0.0001847000003181165
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,0,affine,43605,0.0,0.5,0.5,0.8,0.0,1,0,0,0,consistent,32,6,10,2,(!x0^x3),1,3.949200072383974e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,0,prefix32,43605,0.0,0.5,0.5,0.8,0.0,1,0,0,0,consistent,32,6,10,2,(!x0^x3),1,3.96289997297572e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,0,exact,61632,0.0,0.0,0.0,0.0,0.0,1,0,0,0,consistent,3000,11,5,5,((x1|x3)&x2),2,0.00016718299957574345
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,0,affine,61680,0.1875,0.125,0.125,0.0,0.18181818181818182,0,1,1,0,representation_support_failure,32,11,5,5,x2,0,3.8809999750810675e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,0,prefix32,61680,0.1875,0.125,0.125,0.0,0.18181818181818182,0,1,0,1,search_budget_exhausted,32,11,5,5,x2,0,3.870999898936134e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,0,exact,61632,0.0,0.0,0.0,0.0,0.0,1,0,0,0,consistent,3000,13,3,19,((x1|x3)&x2),2,0.00015962100042088423
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,0,affine,61680,0.15625,0.125,0.125,0.0,0.15384615384615385,0,1,1,0,representation_support_failure,32,13,3,19,x2,0,3.9390000893035904e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,0,prefix32,61680,0.15625,0.125,0.125,0.0,0.15384615384615385,0,1,0,1,search_budget_exhausted,32,13,3,19,x2,0,3.92359997931635e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,1,exact,65280,0.0,0.375,0.375,0.46153846153846156,0.0,1,0,0,0,consistent,3000,3,13,1,x3,0,0.00019369499932508916
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,1,affine,65280,0.0,0.375,0.375,0.46153846153846156,0.0,1,0,0,0,consistent,32,3,13,1,x3,0,3.1883000701782294e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,1,prefix32,65280,0.0,0.375,0.375,0.46153846153846156,0.0,1,0,0,0,consistent,32,3,13,1,x3,0,3.769500108319335e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,1,exact,43520,0.0,0.375,0.375,0.6666666666666666,0.0,1,0,0,0,consistent,3000,7,9,1,(x0&x3),1,0.0001571039992995793
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,1,affine,0,0.125,0.375,0.375,0.5555555555555556,0.14285714285714285,0,1,1,0,representation_support_failure,32,7,9,1,0,0,3.079899943259079e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,1,prefix32,0,0.125,0.375,0.375,0.5555555555555556,0.14285714285714285,0,1,0,1,search_budget_exhausted,32,7,9,1,0,0,3.058699985558633e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,1,exact,61632,0.0,0.0,0.0,0.0,0.0,1,0,0,0,consistent,3000,11,5,5,((x1|x3)&x2),2,0.0001640859991312027
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,1,affine,0,0.1875,0.375,0.375,0.6,0.2727272727272727,0,1,1,0,representation_support_failure,32,11,5,5,0,0,3.080600072280504e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,1,prefix32,0,0.1875,0.375,0.375,0.6,0.2727272727272727,0,1,0,1,search_budget_exhausted,32,11,5,5,0,0,3.056199966522399e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,1,exact,61632,0.0,0.0,0.0,0.0,0.0,1,0,0,0,consistent,3000,13,3,19,((x1|x3)&x2),2,0.0001527799995528767
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,1,affine,0,0.21875,0.375,0.375,0.6666666666666666,0.3076923076923077,0,1,1,0,representation_support_failure,32,13,3,19,0,0,3.8999000025796704e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,1,prefix32,0,0.21875,0.375,0.375,0.6666666666666666,0.3076923076923077,0,1,0,1,search_budget_exhausted,32,13,3,19,0,0,3.892899985658005e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,2,exact,52428,0.0,0.375,0.375,0.5,0.0,1,0,0,0,consistent,3000,4,12,0,x1,0,0.00017630900038057007
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,2,affine,52428,0.0,0.375,0.375,0.5,0.0,1,0,0,0,consistent,32,4,12,0,x1,0,3.0870000045979396e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,2,prefix32,52428,0.0,0.375,0.375,0.5,0.0,1,0,0,0,consistent,32,4,12,0,x1,0,3.632100015238393e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,2,exact,61520,0.0,0.125,0.125,0.25,0.0,1,0,0,0,consistent,3000,8,8,0,((!x0|x3)&x2),2,0.0001826880015869392
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,2,affine,61680,0.125,0.125,0.125,0.125,0.125,0,1,1,0,representation_support_failure,32,8,8,0,x2,0,3.745400135812815e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,2,prefix32,61680,0.125,0.125,0.125,0.125,0.125,0,1,0,1,search_budget_exhausted,32,8,8,0,x2,0,3.804900006798562e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,2,exact,61520,0.0,0.125,0.125,0.3333333333333333,0.0,1,0,0,0,consistent,3000,10,6,6,((!x0|x3)&x2),2,0.00017343100080324803
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,2,affine,61680,0.0625,0.125,0.125,0.16666666666666666,0.1,0,1,1,0,representation_support_failure,32,10,6,6,x2,0,3.180599924235139e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,2,prefix32,61680,0.0625,0.125,0.125,0.16666666666666666,0.1,0,1,0,1,search_budget_exhausted,32,10,6,6,x2,0,3.161599852319341e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,2,exact,61632,0.0,0.0,0.0,0.0,0.0,1,0,0,0,consistent,3000,14,2,18,((x1|x3)&x2),2,0.00016908500037970953
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,2,affine,61680,0.03125,0.125,0.125,0.5,0.07142857142857142,0,1,1,0,representation_support_failure,32,14,2,18,x2,0,3.243500032112934e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,2,prefix32,61680,0.03125,0.125,0.125,0.5,0.07142857142857142,0,1,0,1,search_budget_exhausted,32,14,2,18,x2,0,3.215900142095052e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,3,exact,0,0.0,0.375,0.375,0.5,0.0,1,0,0,0,consistent,3000,4,12,0,0,0,0.0001732239998091245
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,3,affine,0,0.0,0.375,0.375,0.5,0.0,1,0,0,0,consistent,32,4,12,0,0,0,3.823400038527325e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,3,prefix32,0,0.0,0.375,0.375,0.5,0.0,1,0,0,0,consistent,32,4,12,0,0,0,3.901799937011674e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,3,exact,49344,0.0,0.125,0.125,0.2222222222222222,0.0,1,0,0,0,consistent,3000,7,9,1,(x1&x2),1,0.00016213799972319975
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,3,affine,0,0.125,0.375,0.375,0.5555555555555556,0.14285714285714285,0,1,1,0,representation_support_failure,32,7,9,1,0,0,3.775500044866931e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,3,prefix32,0,0.125,0.375,0.375,0.5555555555555556,0.14285714285714285,0,1,0,1,search_budget_exhausted,32,7,9,1,0,0,3.747799928532913e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,3,exact,49344,0.0,0.125,0.125,0.4,0.0,1,0,0,0,consistent,3000,11,5,5,(x1&x2),1,0.00015596800039929803
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,3,affine,0,0.1875,0.375,0.375,0.6,0.2727272727272727,0,1,1,0,representation_support_failure,32,11,5,5,0,0,3.127400123048574e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,3,prefix32,0,0.1875,0.375,0.375,0.6,0.2727272727272727,0,1,0,1,search_budget_exhausted,32,11,5,5,0,0,3.124999966530595e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,3,exact,61632,0.0,0.0,0.0,0.0,0.0,1,0,0,0,consistent,3000,14,2,18,((x1|x3)&x2),2,0.00015045300096971914
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,3,affine,61680,0.1875,0.125,0.125,0.0,0.14285714285714285,0,1,1,0,representation_support_failure,32,14,2,18,x2,0,3.126800038444344e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,3,prefix32,61680,0.1875,0.125,0.125,0.0,0.14285714285714285,0,1,0,1,search_budget_exhausted,32,14,2,18,x2,0,3.12510001094779e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,4,exact,13260,0.0,0.375,0.375,0.5,0.0,1,0,0,0,consistent,3000,4,12,0,(!x1^!x3),1,0.00016532700101379305
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,4,affine,13260,0.0,0.375,0.375,0.5,0.0,1,0,0,0,consistent,32,4,12,0,(!x1^!x3),1,3.3943000744329765e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,4,prefix32,52428,0.25,0.375,0.375,0.4166666666666667,0.25,0,1,0,1,search_budget_exhausted,32,4,12,0,x1,0,3.493999975034967e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,4,exact,61132,0.0,0.375,0.375,0.6666666666666666,0.0,1,0,0,0,consistent,3000,7,9,1,((x0&x3)|x1),2,0.00016548100029467605
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,4,affine,61680,0.125,0.125,0.125,0.1111111111111111,0.14285714285714285,0,1,1,0,representation_support_failure,32,7,9,1,x2,0,3.758400089282077e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,4,prefix32,61680,0.125,0.125,0.125,0.1111111111111111,0.14285714285714285,0,1,0,1,search_budget_exhausted,32,7,9,1,x2,0,3.725999886228237e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,4,exact,61632,0.0,0.0,0.0,0.0,0.0,1,0,0,0,consistent,3000,12,4,4,((x1|x3)&x2),2,0.00015490399891859852
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,4,affine,61680,0.0625,0.125,0.125,0.25,0.08333333333333333,0,1,1,0,representation_support_failure,32,12,4,4,x2,0,3.297199873486534e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,4,prefix32,61680,0.0625,0.125,0.125,0.25,0.08333333333333333,0,1,0,1,search_budget_exhausted,32,12,4,4,x2,0,3.249600013077725e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,4,exact,61632,0.0,0.0,0.0,0.0,0.0,1,0,0,0,consistent,3000,15,1,17,((x1|x3)&x2),2,0.0001542249992780853
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,4,affine,61680,0.09375,0.125,0.125,0.0,0.13333333333333333,0,1,1,0,representation_support_failure,32,15,1,17,x2,0,3.926600038539618e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,4,prefix32,61680,0.09375,0.125,0.125,0.0,0.13333333333333333,0,1,0,1,search_budget_exhausted,32,15,1,17,x2,0,3.875400034303311e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,5,exact,0,0.0,0.375,0.375,0.46153846153846156,0.0,1,0,0,0,consistent,3000,3,13,1,0,0,0.00020176900034130085
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,5,affine,0,0.0,0.375,0.375,0.46153846153846156,0.0,1,0,0,0,consistent,32,3,13,1,0,0,3.248800021538045e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,5,prefix32,0,0.0,0.375,0.375,0.46153846153846156,0.0,1,0,0,0,consistent,32,3,13,1,0,0,3.287000072305091e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,5,exact,16320,0.0,0.375,0.375,0.5454545454545454,0.0,1,0,0,0,consistent,3000,5,11,3,(!x3^(!x1|!x2)),2,0.00016669400065438822
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,5,affine,61680,0.125,0.125,0.125,0.09090909090909091,0.2,0,1,1,0,representation_support_failure,32,5,11,3,x2,0,3.799899968726095e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,5,prefix32,61680,0.125,0.125,0.125,0.09090909090909091,0.2,0,1,0,1,search_budget_exhausted,32,5,11,3,x2,0,3.7962001442792825e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,5,exact,12480,0.0,0.125,0.125,0.2857142857142857,0.0,1,0,0,0,consistent,3000,9,7,7,((!x1^!x3)&x2),2,0.0001578840001457138
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,5,affine,0,0.1875,0.375,0.375,0.5714285714285714,0.2222222222222222,0,1,1,0,representation_support_failure,32,9,7,7,0,0,3.773599928535987e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,5,prefix32,20560,0.0625,0.25,0.25,0.42857142857142855,0.1111111111111111,0,1,0,1,search_budget_exhausted,32,9,7,7,(!x0&x2),1,3.8186999518075027e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,5,exact,61632,0.0,0.0,0.0,0.0,0.0,1,0,0,0,consistent,3000,12,4,20,((x1|x3)&x2),2,0.0001677170002949424
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,5,affine,61680,0.1875,0.125,0.125,0.0,0.16666666666666666,0,1,1,0,representation_support_failure,32,12,4,20,x2,0,4.170700049144216e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,5,prefix32,20560,0.125,0.25,0.25,0.25,0.25,0,1,0,1,search_budget_exhausted,32,12,4,20,(!x0&x2),1,4.1446999603067525e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,6,exact,43690,0.0,0.5,0.5,0.5714285714285714,0.0,1,0,0,0,consistent,3000,2,14,2,x0,0,0.0002095440013363259
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,6,affine,43690,0.0,0.5,0.5,0.5714285714285714,0.0,1,0,0,0,consistent,32,2,14,2,x0,0,3.410200042708311e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,6,prefix32,43690,0.0,0.5,0.5,0.5714285714285714,0.0,1,0,0,0,consistent,32,2,14,2,x0,0,3.336300142109394e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,6,exact,61680,0.0,0.125,0.125,0.18181818181818182,0.0,1,0,0,0,consistent,3000,5,11,3,x2,0,0.00017076500080293044
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,6,affine,61680,0.0,0.125,0.125,0.18181818181818182,0.0,1,0,0,0,consistent,32,5,11,3,x2,0,3.1567999030812643e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,6,prefix32,61680,0.0,0.125,0.125,0.18181818181818182,0.0,1,0,0,0,consistent,32,5,11,3,x2,0,3.163299879815895e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,6,exact,61680,0.0,0.125,0.125,0.2857142857142857,0.0,1,0,0,0,consistent,3000,9,7,7,x2,0,0.00015405699923576321
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,6,affine,61680,0.0,0.125,0.125,0.2857142857142857,0.0,1,0,0,0,consistent,32,9,7,7,x2,0,3.812400063907262e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,6,prefix32,61680,0.0,0.125,0.125,0.2857142857142857,0.0,1,0,0,0,consistent,32,9,7,7,x2,0,3.8002999644959345e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,6,exact,61632,0.0,0.0,0.0,0.0,0.0,1,0,0,0,consistent,3000,13,3,19,((x1|x3)&x2),2,0.0001553029997012345
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,6,affine,61680,0.03125,0.125,0.125,0.3333333333333333,0.07692307692307693,0,1,1,0,representation_support_failure,32,13,3,19,x2,0,3.873000059684273e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,6,prefix32,61680,0.03125,0.125,0.125,0.3333333333333333,0.07692307692307693,0,1,0,1,search_budget_exhausted,32,13,3,19,x2,0,3.8349000533344224e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,7,exact,61680,0.0,0.125,0.125,0.16666666666666666,0.0,1,0,0,0,consistent,3000,4,12,0,x2,0,0.00017682399993645959
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,7,affine,61680,0.0,0.125,0.125,0.16666666666666666,0.0,1,0,0,0,consistent,32,4,12,0,x2,0,3.1039999157655984e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,4,7,prefix32,61680,0.0,0.125,0.125,0.16666666666666666,0.0,1,0,0,0,consistent,32,4,12,0,x2,0,3.0604998755734414e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,7,exact,61680,0.0,0.125,0.125,0.2,0.0,1,0,0,0,consistent,3000,6,10,2,x2,0,0.0001475669996580109
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,7,affine,61680,0.0,0.125,0.125,0.2,0.0,1,0,0,0,consistent,32,6,10,2,x2,0,3.058400034205988e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,8,7,prefix32,61680,0.0,0.125,0.125,0.2,0.0,1,0,0,0,consistent,32,6,10,2,x2,0,3.0409000828512944e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,7,exact,12480,0.0,0.125,0.125,0.3333333333333333,0.0,1,0,0,0,consistent,3000,10,6,6,((!x1^!x3)&x2),2,0.00015278899991244543
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,7,affine,61680,0.0625,0.125,0.125,0.16666666666666666,0.1,0,1,1,0,representation_support_failure,32,10,6,6,x2,0,3.852400004689116e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,16,7,prefix32,61680,0.0625,0.125,0.125,0.16666666666666666,0.1,0,1,0,1,search_budget_exhausted,32,10,6,6,x2,0,3.899800140061416e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,7,exact,61632,0.0,0.0,0.0,0.0,0.0,1,0,0,0,consistent,3000,13,3,19,((x1|x3)&x2),2,0.00016056699860200752
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,7,affine,61680,0.0625,0.125,0.125,0.3333333333333333,0.07692307692307693,0,1,1,0,representation_support_failure,32,13,3,19,x2,0,3.93959999200888e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,uniform,32,7,prefix32,61680,0.0625,0.125,0.125,0.3333333333333333,0.07692307692307693,0,1,0,1,search_budget_exhausted,32,13,3,19,x2,0,3.920400013157632e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,shift_x3,4,0,exact,0,0.0,0.5,0.375,0.42857142857142855,0.0,1,0,0,0,consistent,3000,2,14,2,0,0,0.00021352399926399812
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,shift_x3,4,0,affine,0,0.0,0.5,0.375,0.42857142857142855,0.0,1,0,0,0,consistent,32,2,14,2,0,0,3.297500006738119e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,shift_x3,4,0,prefix32,0,0.0,0.5,0.375,0.42857142857142855,0.0,1,0,0,0,consistent,32,2,14,2,0,0,3.254000148444902e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,shift_x3,8,0,exact,0,0.0,0.5,0.375,0.5,0.0,1,0,0,0,consistent,3000,4,12,4,0,0,0.0001999950000026729
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,shift_x3,8,0,affine,0,0.0,0.5,0.375,0.5,0.0,1,0,0,0,consistent,32,4,12,4,0,0,3.768500027945265e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,shift_x3,8,0,prefix32,0,0.0,0.5,0.375,0.5,0.0,1,0,0,0,consistent,32,4,12,4,0,0,3.7691999750677496e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,shift_x3,16,0,exact,49344,0.0,0.25,0.125,0.2,0.0,1,0,0,0,consistent,3000,6,10,10,(x1&x2),1,0.00016181499995582271
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,shift_x3,16,0,affine,0,0.0625,0.5,0.375,0.5,0.16666666666666666,0,1,1,0,representation_support_failure,32,6,10,10,0,0,4.0259001252707094e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,shift_x3,16,0,prefix32,0,0.0625,0.5,0.375,0.5,0.16666666666666666,0,1,0,1,search_budget_exhausted,32,6,10,10,0,0,3.964300049119629e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,shift_x3,32,0,exact,49344,0.0,0.25,0.125,0.2222222222222222,0.0,1,0,0,0,consistent,3000,7,9,25,(x1&x2),1,0.0002058910013147397
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,shift_x3,32,0,affine,0,0.125,0.5,0.375,0.5555555555555556,0.14285714285714285,0,1,1,0,representation_support_failure,32,7,9,25,0,0,4.558000000542961e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,shift_x3,32,0,prefix32,0,0.125,0.5,0.375,0.5555555555555556,0.14285714285714285,0,1,0,1,search_budget_exhausted,32,7,9,25,0,0,4.7343000915134326e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,shift_x3,4,1,exact,20560,0.0,0.25,0.25,0.3333333333333333,0.0,1,0,0,0,consistent,3000,4,12,0,(!x0&x2),1,0.00018498700046620797
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,shift_x3,4,1,affine,23130,0.0,0.5,0.5,0.6666666666666666,0.0,1,0,0,0,consistent,32,4,12,0,(!x0^!x2),1,3.8314999983413145e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,shift_x3,4,1,prefix32,20560,0.0,0.25,0.25,0.3333333333333333,0.0,1,0,0,0,consistent,32,4,12,0,(!x0&x2),1,3.8033998862374574e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,shift_x3,8,1,exact,20560,0.0,0.25,0.25,0.36363636363636365,0.0,1,0,0,0,consistent,3000,5,11,3,(!x0&x2),1,0.00018832200112228747
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,shift_x3,8,1,affine,61680,0.125,0.0,0.125,0.09090909090909091,0.2,0,1,1,0,representation_support_failure,32,5,11,3,x2,0,4.297399937058799e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,shift_x3,8,1,prefix32,20560,0.0,0.25,0.25,0.36363636363636365,0.0,1,0,0,0,consistent,32,5,11,3,(!x0&x2),1,4.248200093570631e-05
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,shift_x3,16,1,exact,49344,0.0,0.25,0.125,0.2222222222222222,0.0,1,0,0,0,consistent,3000,7,9,9,(x1&x2),1,0.0001781290011422243
nonlinear_in_grammar,nonlinear_in_grammar_39,61632,shift_x3,16,1,affine,0,0.125,0.5,0.375,0.5555555555555556,0.14285714285714285,0,1,1,0,representation_support_failure,32,7,9,9,0,0,3.957599983550608e-05
