case,goal_id,family,goal_mask,method,budget,allowed_bits,costs,removed_bit,error,error_count,mean_query_cost,max_query_cost,mean_query_count,runtime_seconds,counts
primary,arbitrary_21,arbitrary,22792,open_loop,2,0|1|2|3,1|1|1|1,,0.1875,3,2.0,2,2.0,2.270299955853261e-05,"{""subsets_evaluated"": 11, ""terminal_evaluations"": 33, ""tree_nodes"": 55}"
primary,arbitrary_21,arbitrary,22792,fixed_prefix,2,0|1|2|3,1|1|1|1,,0.3125,5,2.0,2,2.0,9.335000868304633e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
primary,arbitrary_21,arbitrary,22792,adaptive,3,0|1|2|3,1|1|1|1,,0.0625,1,2.5,3,2.5,8.738100041227881e-05,"{""cache_hits"": 88, ""query_candidates"": 76, ""states"": 65, ""terminal_evaluations"": 65}"
primary,arbitrary_21,arbitrary,22792,open_loop,3,0|1|2|3,1|1|1|1,,0.1875,3,2.0,2,2.0,3.964300049119629e-05,"{""subsets_evaluated"": 15, ""terminal_evaluations"": 65, ""tree_nodes"": 115}"
primary,arbitrary_21,arbitrary,22792,fixed_prefix,3,0|1|2|3,1|1|1|1,,0.1875,3,3.0,3,3.0,1.1931999324588105e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,arbitrary_21,arbitrary,22792,adaptive,4,0|1|2|3,1|1|1|1,,0.0,0,3.125,4,3.125,0.00011455300045781769,"{""cache_hits"": 136, ""query_candidates"": 108, ""states"": 81, ""terminal_evaluations"": 81}"
primary,arbitrary_21,arbitrary,22792,open_loop,4,0|1|2|3,1|1|1|1,,0.0,0,4.0,4,4.0,4.2407998989801854e-05,"{""subsets_evaluated"": 16, ""terminal_evaluations"": 81, ""tree_nodes"": 146}"
primary,arbitrary_21,arbitrary,22792,fixed_prefix,4,0|1|2|3,1|1|1|1,,0.0,0,4.0,4,4.0,1.2268999853404239e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 16, ""tree_nodes"": 31}"
nonunit_costs,arbitrary_21,arbitrary,22792,adaptive,0,0|1|2|3,1|2|3|4,,0.3125,5,0.0,0,0.0,7.484000889235176e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
nonunit_costs,arbitrary_21,arbitrary,22792,open_loop,0,0|1|2|3,1|2|3|4,,0.3125,5,0.0,0,0.0,8.985998647403903e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,arbitrary_21,arbitrary,22792,fixed_prefix,0,0|1|2|3,1|2|3|4,,0.3125,5,0.0,0,0.0,4.475999958231114e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,arbitrary_21,arbitrary,22792,adaptive,1,0|1|2|3,1|2|3|4,,0.3125,5,0.0,0,0.0,9.137000233749859e-06,"{""cache_hits"": 0, ""query_candidates"": 1, ""states"": 3, ""terminal_evaluations"": 3}"
nonunit_costs,arbitrary_21,arbitrary,22792,open_loop,1,0|1|2|3,1|2|3|4,,0.3125,5,0.0,0,0.0,9.769000826054253e-06,"{""subsets_evaluated"": 2, ""terminal_evaluations"": 3, ""tree_nodes"": 4}"
nonunit_costs,arbitrary_21,arbitrary,22792,fixed_prefix,1,0|1|2|3,1|2|3|4,,0.3125,5,1.0,1,1.0,4.915998943033628e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,arbitrary_21,arbitrary,22792,adaptive,2,0|1|2|3,1|2|3|4,,0.3125,5,0.0,0,0.0,1.0509000276215374e-05,"{""cache_hits"": 0, ""query_candidates"": 2, ""states"": 5, ""terminal_evaluations"": 5}"
nonunit_costs,arbitrary_21,arbitrary,22792,open_loop,2,0|1|2|3,1|2|3|4,,0.3125,5,0.0,0,0.0,1.0766998457256705e-05,"{""subsets_evaluated"": 3, ""terminal_evaluations"": 5, ""tree_nodes"": 7}"
nonunit_costs,arbitrary_21,arbitrary,22792,fixed_prefix,2,0|1|2|3,1|2|3|4,,0.3125,5,1.0,1,1.0,4.73000000056345e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,arbitrary_21,arbitrary,22792,adaptive,3,0|1|2|3,1|2|3|4,,0.3125,5,0.0,0,0.0,1.6587000573053956e-05,"{""cache_hits"": 4, ""query_candidates"": 7, ""states"": 11, ""terminal_evaluations"": 11}"
nonunit_costs,arbitrary_21,arbitrary,22792,open_loop,3,0|1|2|3,1|2|3|4,,0.3125,5,0.0,0,0.0,1.31050001073163e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 11, ""tree_nodes"": 17}"
nonunit_costs,arbitrary_21,arbitrary,22792,fixed_prefix,3,0|1|2|3,1|2|3|4,,0.3125,5,3.0,3,2.0,5.781001163995825e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
nonunit_costs,arbitrary_21,arbitrary,22792,adaptive,4,0|1|2|3,1|2|3|4,,0.3125,5,0.0,0,0.0,2.1109999579493888e-05,"{""cache_hits"": 8, ""query_candidates"": 12, ""states"": 17, ""terminal_evaluations"": 17}"
nonunit_costs,arbitrary_21,arbitrary,22792,open_loop,4,0|1|2|3,1|2|3|4,,0.3125,5,0.0,0,0.0,1.5874999007792212e-05,"{""subsets_evaluated"": 7, ""terminal_evaluations"": 17, ""tree_nodes"": 27}"
nonunit_costs,arbitrary_21,arbitrary,22792,fixed_prefix,4,0|1|2|3,1|2|3|4,,0.3125,5,3.0,3,2.0,5.944999429630116e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
missing_sensor,arbitrary_21,arbitrary,22792,adaptive,4,1|2|3,1|1|1|1,0,0.3125,5,0.0,0,0.0,3.491600000415929e-05,"{""cache_hits"": 28, ""query_candidates"": 27, ""states"": 27, ""terminal_evaluations"": 27}"
missing_sensor,arbitrary_21,arbitrary,22792,open_loop,4,1|2|3,1|1|1|1,0,0.3125,5,0.0,0,0.0,1.878300099633634e-05,"{""subsets_evaluated"": 8, ""terminal_evaluations"": 27, ""tree_nodes"": 46}"
missing_sensor,arbitrary_21,arbitrary,22792,fixed_prefix,4,1|2|3,1|1|1|1,0,0.3125,5,3.0,3,3.0,7.259999620146118e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,arbitrary_22,arbitrary,39085,adaptive,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,7.872000423958525e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
primary,arbitrary_22,arbitrary,39085,open_loop,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,8.953000360634178e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,arbitrary_22,arbitrary,39085,fixed_prefix,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,4.309998985263519e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,arbitrary_22,arbitrary,39085,adaptive,1,0|1|2|3,1|1|1|1,,0.375,6,1.0,1,1.0,1.3916000170866027e-05,"{""cache_hits"": 0, ""query_candidates"": 4, ""states"": 9, ""terminal_evaluations"": 9}"
primary,arbitrary_22,arbitrary,39085,open_loop,1,0|1|2|3,1|1|1|1,,0.375,6,1.0,1,1.0,1.3218999811215326e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 9, ""tree_nodes"": 13}"
primary,arbitrary_22,arbitrary,39085,fixed_prefix,1,0|1|2|3,1|1|1|1,,0.375,6,1.0,1,1.0,5.432999387267046e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
primary,arbitrary_22,arbitrary,39085,adaptive,2,0|1|2|3,1|1|1|1,,0.25,4,1.5,2,1.5,3.646999903139658e-05,"{""cache_hits"": 24, ""query_candidates"": 28, ""states"": 33, ""terminal_evaluations"": 33}"
primary,arbitrary_22,arbitrary,39085,open_loop,2,0|1|2|3,1|1|1|1,,0.25,4,2.0,2,2.0,2.3199001589091495e-05,"{""subsets_evaluated"": 11, ""terminal_evaluations"": 33, ""tree_nodes"": 55}"
primary,arbitrary_22,arbitrary,39085,fixed_prefix,2,0|1|2|3,1|1|1|1,,0.25,4,2.0,2,2.0,6.332000339170918e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
primary,arbitrary_22,arbitrary,39085,adaptive,3,0|1|2|3,1|1|1|1,,0.125,2,2.25,3,2.25,7.268799890880473e-05,"{""cache_hits"": 88, ""query_candidates"": 76, ""states"": 65, ""terminal_evaluations"": 65}"
primary,arbitrary_22,arbitrary,39085,open_loop,3,0|1|2|3,1|1|1|1,,0.25,4,2.0,2,2.0,3.638400085037574e-05,"{""subsets_evaluated"": 15, ""terminal_evaluations"": 65, ""tree_nodes"": 115}"
primary,arbitrary_22,arbitrary,39085,fixed_prefix,3,0|1|2|3,1|1|1|1,,0.25,4,3.0,3,3.0,8.22100082586985e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,arbitrary_22,arbitrary,39085,adaptive,4,0|1|2|3,1|1|1|1,,0.0,0,3.25,4,3.25,9.440200119570363e-05,"{""cache_hits"": 136, ""query_candidates"": 108, ""states"": 81, ""terminal_evaluations"": 81}"
primary,arbitrary_22,arbitrary,39085,open_loop,4,0|1|2|3,1|1|1|1,,0.0,0,4.0,4,4.0,4.2613000914570875e-05,"{""subsets_evaluated"": 16, ""terminal_evaluations"": 81, ""tree_nodes"": 146}"
primary,arbitrary_22,arbitrary,39085,fixed_prefix,4,0|1|2|3,1|1|1|1,,0.0,0,4.0,4,4.0,1.155199970526155e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 16, ""tree_nodes"": 31}"
nonunit_costs,arbitrary_22,arbitrary,39085,adaptive,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,7.647999154869467e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
nonunit_costs,arbitrary_22,arbitrary,39085,open_loop,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,8.95000084710773e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,arbitrary_22,arbitrary,39085,fixed_prefix,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,4.2550000216579065e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,arbitrary_22,arbitrary,39085,adaptive,1,0|1|2|3,1|2|3|4,,0.375,6,1.0,1,1.0,9.482000677962787e-06,"{""cache_hits"": 0, ""query_candidates"": 1, ""states"": 3, ""terminal_evaluations"": 3}"
nonunit_costs,arbitrary_22,arbitrary,39085,open_loop,1,0|1|2|3,1|2|3|4,,0.375,6,1.0,1,1.0,1.0085999747388996e-05,"{""subsets_evaluated"": 2, ""terminal_evaluations"": 3, ""tree_nodes"": 4}"
nonunit_costs,arbitrary_22,arbitrary,39085,fixed_prefix,1,0|1|2|3,1|2|3|4,,0.375,6,1.0,1,1.0,5.499001417774707e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,arbitrary_22,arbitrary,39085,adaptive,2,0|1|2|3,1|2|3|4,,0.375,6,1.0,1,1.0,1.1422998795751482e-05,"{""cache_hits"": 0, ""query_candidates"": 2, ""states"": 5, ""terminal_evaluations"": 5}"
nonunit_costs,arbitrary_22,arbitrary,39085,open_loop,2,0|1|2|3,1|2|3|4,,0.375,6,1.0,1,1.0,1.1396999980206601e-05,"{""subsets_evaluated"": 3, ""terminal_evaluations"": 5, ""tree_nodes"": 7}"
nonunit_costs,arbitrary_22,arbitrary,39085,fixed_prefix,2,0|1|2|3,1|2|3|4,,0.375,6,1.0,1,1.0,5.369000064092688e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,arbitrary_22,arbitrary,39085,adaptive,3,0|1|2|3,1|2|3|4,,0.25,4,2.0,3,1.5,1.72200016095303e-05,"{""cache_hits"": 4, ""query_candidates"": 7, ""states"": 11, ""terminal_evaluations"": 11}"
nonunit_costs,arbitrary_22,arbitrary,39085,open_loop,3,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,2.0,1.3500999557436444e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 11, ""tree_nodes"": 17}"
nonunit_costs,arbitrary_22,arbitrary,39085,fixed_prefix,3,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,2.0,6.485999620053917e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
nonunit_costs,arbitrary_22,arbitrary,39085,adaptive,4,0|1|2|3,1|2|3|4,,0.25,4,2.0,3,1.5,2.2168000214151107e-05,"{""cache_hits"": 8, ""query_candidates"": 12, ""states"": 17, ""terminal_evaluations"": 17}"
nonunit_costs,arbitrary_22,arbitrary,39085,open_loop,4,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,2.0,1.6043999494286254e-05,"{""subsets_evaluated"": 7, ""terminal_evaluations"": 17, ""tree_nodes"": 27}"
nonunit_costs,arbitrary_22,arbitrary,39085,fixed_prefix,4,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,2.0,9.071000022231601e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
missing_sensor,arbitrary_22,arbitrary,39085,adaptive,4,1|2|3,1|1|1|1,0,0.375,6,1.0,1,1.0,3.422800000407733e-05,"{""cache_hits"": 28, ""query_candidates"": 27, ""states"": 27, ""terminal_evaluations"": 27}"
missing_sensor,arbitrary_22,arbitrary,39085,open_loop,4,1|2|3,1|1|1|1,0,0.375,6,1.0,1,1.0,1.9107001207885332e-05,"{""subsets_evaluated"": 8, ""terminal_evaluations"": 27, ""tree_nodes"": 46}"
missing_sensor,arbitrary_22,arbitrary,39085,fixed_prefix,4,1|2|3,1|1|1|1,0,0.375,6,3.0,3,3.0,7.815000572009012e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,arbitrary_23,arbitrary,15250,adaptive,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,7.595001079607755e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
primary,arbitrary_23,arbitrary,15250,open_loop,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,9.276998753193766e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,arbitrary_23,arbitrary,15250,fixed_prefix,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,4.066001565661281e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,arbitrary_23,arbitrary,15250,adaptive,1,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,1.4059000022825785e-05,"{""cache_hits"": 0, ""query_candidates"": 4, ""states"": 9, ""terminal_evaluations"": 9}"
primary,arbitrary_23,arbitrary,15250,open_loop,1,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,1.614600114407949e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 9, ""tree_nodes"": 13}"
primary,arbitrary_23,arbitrary,15250,fixed_prefix,1,0|1|2|3,1|1|1|1,,0.375,6,1.0,1,1.0,6.6949996835319325e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
primary,arbitrary_23,arbitrary,15250,adaptive,2,0|1|2|3,1|1|1|1,,0.25,4,1.5,2,1.5,3.817000106209889e-05,"{""cache_hits"": 24, ""query_candidates"": 28, ""states"": 33, ""terminal_evaluations"": 33}"
primary,arbitrary_23,arbitrary,15250,open_loop,2,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,2.2845999410492368e-05,"{""subsets_evaluated"": 11, ""terminal_evaluations"": 33, ""tree_nodes"": 55}"
primary,arbitrary_23,arbitrary,15250,fixed_prefix,2,0|1|2|3,1|1|1|1,,0.25,4,2.0,2,2.0,6.1709997680736706e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
primary,arbitrary_23,arbitrary,15250,adaptive,3,0|1|2|3,1|1|1|1,,0.25,4,1.5,2,1.5,7.121999988157768e-05,"{""cache_hits"": 88, ""query_candidates"": 76, ""states"": 65, ""terminal_evaluations"": 65}"
primary,arbitrary_23,arbitrary,15250,open_loop,3,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,3.5746999856201e-05,"{""subsets_evaluated"": 15, ""terminal_evaluations"": 65, ""tree_nodes"": 115}"
primary,arbitrary_23,arbitrary,15250,fixed_prefix,3,0|1|2|3,1|1|1|1,,0.25,4,3.0,3,3.0,8.21699904918205e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,arbitrary_23,arbitrary,15250,adaptive,4,0|1|2|3,1|1|1|1,,0.0,0,3.25,4,3.25,0.0011262110001553083,"{""cache_hits"": 136, ""query_candidates"": 108, ""states"": 81, ""terminal_evaluations"": 81}"
primary,arbitrary_23,arbitrary,15250,open_loop,4,0|1|2|3,1|1|1|1,,0.0,0,4.0,4,4.0,4.470499879971612e-05,"{""subsets_evaluated"": 16, ""terminal_evaluations"": 81, ""tree_nodes"": 146}"
primary,arbitrary_23,arbitrary,15250,fixed_prefix,4,0|1|2|3,1|1|1|1,,0.0,0,4.0,4,4.0,1.1994001397397369e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 16, ""tree_nodes"": 31}"
nonunit_costs,arbitrary_23,arbitrary,15250,adaptive,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,9.884999599307775e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
nonunit_costs,arbitrary_23,arbitrary,15250,open_loop,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,9.358000170323066e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,arbitrary_23,arbitrary,15250,fixed_prefix,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,4.327001079218462e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,arbitrary_23,arbitrary,15250,adaptive,1,0|1|2|3,1|2|3|4,,0.375,6,1.0,1,1.0,9.793000572244637e-06,"{""cache_hits"": 0, ""query_candidates"": 1, ""states"": 3, ""terminal_evaluations"": 3}"
nonunit_costs,arbitrary_23,arbitrary,15250,open_loop,1,0|1|2|3,1|2|3|4,,0.375,6,1.0,1,1.0,1.0181000106967986e-05,"{""subsets_evaluated"": 2, ""terminal_evaluations"": 3, ""tree_nodes"": 4}"
nonunit_costs,arbitrary_23,arbitrary,15250,fixed_prefix,1,0|1|2|3,1|2|3|4,,0.375,6,1.0,1,1.0,5.154999598744325e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,arbitrary_23,arbitrary,15250,adaptive,2,0|1|2|3,1|2|3|4,,0.25,4,2.0,2,1.0,1.1440999514888972e-05,"{""cache_hits"": 0, ""query_candidates"": 2, ""states"": 5, ""terminal_evaluations"": 5}"
nonunit_costs,arbitrary_23,arbitrary,15250,open_loop,2,0|1|2|3,1|2|3|4,,0.25,4,2.0,2,1.0,1.1262000043643638e-05,"{""subsets_evaluated"": 3, ""terminal_evaluations"": 5, ""tree_nodes"": 7}"
nonunit_costs,arbitrary_23,arbitrary,15250,fixed_prefix,2,0|1|2|3,1|2|3|4,,0.375,6,1.0,1,1.0,5.284000508254394e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,arbitrary_23,arbitrary,15250,adaptive,3,0|1|2|3,1|2|3|4,,0.25,4,2.0,3,1.5,1.7074000425054692e-05,"{""cache_hits"": 4, ""query_candidates"": 7, ""states"": 11, ""terminal_evaluations"": 11}"
nonunit_costs,arbitrary_23,arbitrary,15250,open_loop,3,0|1|2|3,1|2|3|4,,0.25,4,2.0,2,1.0,1.3505999959306791e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 11, ""tree_nodes"": 17}"
nonunit_costs,arbitrary_23,arbitrary,15250,fixed_prefix,3,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,2.0,6.153000867925584e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
nonunit_costs,arbitrary_23,arbitrary,15250,adaptive,4,0|1|2|3,1|2|3|4,,0.25,4,2.0,3,1.5,2.0843001038883813e-05,"{""cache_hits"": 8, ""query_candidates"": 12, ""states"": 17, ""terminal_evaluations"": 17}"
nonunit_costs,arbitrary_23,arbitrary,15250,open_loop,4,0|1|2|3,1|2|3|4,,0.25,4,2.0,2,1.0,2.042199957941193e-05,"{""subsets_evaluated"": 7, ""terminal_evaluations"": 17, ""tree_nodes"": 27}"
nonunit_costs,arbitrary_23,arbitrary,15250,fixed_prefix,4,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,2.0,6.283999027800746e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
missing_sensor,arbitrary_23,arbitrary,15250,adaptive,4,1|2|3,1|1|1|1,0,0.25,4,1.0,1,1.0,3.325999932712875e-05,"{""cache_hits"": 28, ""query_candidates"": 27, ""states"": 27, ""terminal_evaluations"": 27}"
missing_sensor,arbitrary_23,arbitrary,15250,open_loop,4,1|2|3,1|1|1|1,0,0.25,4,1.0,1,1.0,1.925100150401704e-05,"{""subsets_evaluated"": 8, ""terminal_evaluations"": 27, ""tree_nodes"": 46}"
missing_sensor,arbitrary_23,arbitrary,15250,fixed_prefix,4,1|2|3,1|1|1|1,0,0.25,4,3.0,3,3.0,7.736998668406159e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,arbitrary_24,arbitrary,41742,adaptive,0,0|1|2|3,1|1|1|1,,0.4375,7,0.0,0,0.0,7.72500061430037e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
primary,arbitrary_24,arbitrary,41742,open_loop,0,0|1|2|3,1|1|1|1,,0.4375,7,0.0,0,0.0,8.682998668518849e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,arbitrary_24,arbitrary,41742,fixed_prefix,0,0|1|2|3,1|1|1|1,,0.4375,7,0.0,0,0.0,4.1740004235180095e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,arbitrary_24,arbitrary,41742,adaptive,1,0|1|2|3,1|1|1|1,,0.3125,5,1.0,1,1.0,1.3685999874724075e-05,"{""cache_hits"": 0, ""query_candidates"": 4, ""states"": 9, ""terminal_evaluations"": 9}"
primary,arbitrary_24,arbitrary,41742,open_loop,1,0|1|2|3,1|1|1|1,,0.3125,5,1.0,1,1.0,1.2739999874611385e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 9, ""tree_nodes"": 13}"
primary,arbitrary_24,arbitrary,41742,fixed_prefix,1,0|1|2|3,1|1|1|1,,0.3125,5,1.0,1,1.0,5.522000719793141e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
primary,arbitrary_24,arbitrary,41742,adaptive,2,0|1|2|3,1|1|1|1,,0.1875,3,2.0,2,2.0,3.528600063873455e-05,"{""cache_hits"": 24, ""query_candidates"": 28, ""states"": 33, ""terminal_evaluations"": 33}"
primary,arbitrary_24,arbitrary,41742,open_loop,2,0|1|2|3,1|1|1|1,,0.3125,5,1.0,1,1.0,2.5736000679899007e-05,"{""subsets_evaluated"": 11, ""terminal_evaluations"": 33, ""tree_nodes"": 55}"
primary,arbitrary_24,arbitrary,41742,fixed_prefix,2,0|1|2|3,1|1|1|1,,0.3125,5,2.0,2,2.0,6.435000614146702e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
primary,arbitrary_24,arbitrary,41742,adaptive,3,0|1|2|3,1|1|1|1,,0.0625,1,2.5,3,2.5,6.976499935262837e-05,"{""cache_hits"": 88, ""query_candidates"": 76, ""states"": 65, ""terminal_evaluations"": 65}"
primary,arbitrary_24,arbitrary,41742,open_loop,3,0|1|2|3,1|1|1|1,,0.1875,3,3.0,3,3.0,3.5946000934927724e-05,"{""subsets_evaluated"": 15, ""terminal_evaluations"": 65, ""tree_nodes"": 115}"
primary,arbitrary_24,arbitrary,41742,fixed_prefix,3,0|1|2|3,1|1|1|1,,0.3125,5,3.0,3,3.0,7.995999112608843e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,arbitrary_24,arbitrary,41742,adaptive,4,0|1|2|3,1|1|1|1,,0.0,0,3.625,4,3.625,9.013999988383148e-05,"{""cache_hits"": 136, ""query_candidates"": 108, ""states"": 81, ""terminal_evaluations"": 81}"
primary,arbitrary_24,arbitrary,41742,open_loop,4,0|1|2|3,1|1|1|1,,0.0,0,4.0,4,4.0,4.269400051271077e-05,"{""subsets_evaluated"": 16, ""terminal_evaluations"": 81, ""tree_nodes"": 146}"
primary,arbitrary_24,arbitrary,41742,fixed_prefix,4,0|1|2|3,1|1|1|1,,0.0,0,4.0,4,4.0,1.135300044552423e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 16, ""tree_nodes"": 31}"
nonunit_costs,arbitrary_24,arbitrary,41742,adaptive,0,0|1|2|3,1|2|3|4,,0.4375,7,0.0,0,0.0,7.018999895080924e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
nonunit_costs,arbitrary_24,arbitrary,41742,open_loop,0,0|1|2|3,1|2|3|4,,0.4375,7,0.0,0,0.0,1.2006999895675108e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,arbitrary_24,arbitrary,41742,fixed_prefix,0,0|1|2|3,1|2|3|4,,0.4375,7,0.0,0,0.0,4.464000085135922e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,arbitrary_24,arbitrary,41742,adaptive,1,0|1|2|3,1|2|3|4,,0.3125,5,1.0,1,1.0,9.192001016344875e-06,"{""cache_hits"": 0, ""query_candidates"": 1, ""states"": 3, ""terminal_evaluations"": 3}"
nonunit_costs,arbitrary_24,arbitrary,41742,open_loop,1,0|1|2|3,1|2|3|4,,0.3125,5,1.0,1,1.0,1.0061001376016065e-05,"{""subsets_evaluated"": 2, ""terminal_evaluations"": 3, ""tree_nodes"": 4}"
nonunit_costs,arbitrary_24,arbitrary,41742,fixed_prefix,1,0|1|2|3,1|2|3|4,,0.3125,5,1.0,1,1.0,5.249999958323315e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
