case,goal_id,family,goal_mask,method,budget,allowed_bits,costs,removed_bit,error,error_count,mean_query_cost,max_query_cost,mean_query_count,runtime_seconds,counts
nonunit_costs,mux_09,multiplexer,8823,fixed_prefix,1,0|1|2|3,1|2|3|4,,0.5,8,1.0,1,1.0,5.265999789116904e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,mux_09,multiplexer,8823,adaptive,2,0|1|2|3,1|2|3|4,,0.25,4,2.0,2,1.0,1.237600008607842e-05,"{""cache_hits"": 0, ""query_candidates"": 2, ""states"": 5, ""terminal_evaluations"": 5}"
nonunit_costs,mux_09,multiplexer,8823,open_loop,2,0|1|2|3,1|2|3|4,,0.25,4,2.0,2,1.0,1.1991000064881518e-05,"{""subsets_evaluated"": 3, ""terminal_evaluations"": 5, ""tree_nodes"": 7}"
nonunit_costs,mux_09,multiplexer,8823,fixed_prefix,2,0|1|2|3,1|2|3|4,,0.5,8,1.0,1,1.0,5.627000064123422e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,mux_09,multiplexer,8823,adaptive,3,0|1|2|3,1|2|3|4,,0.25,4,2.0,3,1.5,2.1220999769866467e-05,"{""cache_hits"": 4, ""query_candidates"": 7, ""states"": 11, ""terminal_evaluations"": 11}"
nonunit_costs,mux_09,multiplexer,8823,open_loop,3,0|1|2|3,1|2|3|4,,0.25,4,2.0,2,1.0,1.4662999092251994e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 11, ""tree_nodes"": 17}"
nonunit_costs,mux_09,multiplexer,8823,fixed_prefix,3,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,2.0,7.062000804580748e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
nonunit_costs,mux_09,multiplexer,8823,adaptive,4,0|1|2|3,1|2|3|4,,0.25,4,2.0,3,1.5,2.7193998903385364e-05,"{""cache_hits"": 8, ""query_candidates"": 12, ""states"": 17, ""terminal_evaluations"": 17}"
nonunit_costs,mux_09,multiplexer,8823,open_loop,4,0|1|2|3,1|2|3|4,,0.25,4,2.0,2,1.0,1.817799966374878e-05,"{""subsets_evaluated"": 7, ""terminal_evaluations"": 17, ""tree_nodes"": 27}"
nonunit_costs,mux_09,multiplexer,8823,fixed_prefix,4,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,2.0,6.777001544833183e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
missing_sensor,mux_09,multiplexer,8823,adaptive,4,1|2|3,1|1|1|1,0,0.25,4,1.0,1,1.0,3.8734000554541126e-05,"{""cache_hits"": 28, ""query_candidates"": 27, ""states"": 27, ""terminal_evaluations"": 27}"
missing_sensor,mux_09,multiplexer,8823,open_loop,4,1|2|3,1|1|1|1,0,0.25,4,1.0,1,1.0,2.186699930462055e-05,"{""subsets_evaluated"": 8, ""terminal_evaluations"": 27, ""tree_nodes"": 46}"
missing_sensor,mux_09,multiplexer,8823,fixed_prefix,4,1|2|3,1|1|1|1,0,0.25,4,3.0,3,3.0,8.508999599143863e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,mux_10,multiplexer,62880,adaptive,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,1.0489000487723388e-05,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
primary,mux_10,multiplexer,62880,open_loop,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,1.2112999684177339e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,mux_10,multiplexer,62880,fixed_prefix,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,4.715999239124358e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,mux_10,multiplexer,62880,adaptive,1,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,1.7158999980892986e-05,"{""cache_hits"": 0, ""query_candidates"": 4, ""states"": 9, ""terminal_evaluations"": 9}"
primary,mux_10,multiplexer,62880,open_loop,1,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,1.4977000319049694e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 9, ""tree_nodes"": 13}"
primary,mux_10,multiplexer,62880,fixed_prefix,1,0|1|2|3,1|1|1|1,,0.5,8,1.0,1,1.0,5.7010001910384744e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
primary,mux_10,multiplexer,62880,adaptive,2,0|1|2|3,1|1|1|1,,0.0,0,2.0,2,2.0,4.394300049170852e-05,"{""cache_hits"": 24, ""query_candidates"": 28, ""states"": 33, ""terminal_evaluations"": 33}"
primary,mux_10,multiplexer,62880,open_loop,2,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,2.568499985500239e-05,"{""subsets_evaluated"": 11, ""terminal_evaluations"": 33, ""tree_nodes"": 55}"
primary,mux_10,multiplexer,62880,fixed_prefix,2,0|1|2|3,1|1|1|1,,0.5,8,2.0,2,2.0,6.991000191192143e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
primary,mux_10,multiplexer,62880,adaptive,3,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,8.688100024301093e-05,"{""cache_hits"": 88, ""query_candidates"": 76, ""states"": 65, ""terminal_evaluations"": 65}"
primary,mux_10,multiplexer,62880,open_loop,3,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,4.117599928576965e-05,"{""subsets_evaluated"": 15, ""terminal_evaluations"": 65, ""tree_nodes"": 115}"
primary,mux_10,multiplexer,62880,fixed_prefix,3,0|1|2|3,1|1|1|1,,0.25,4,3.0,3,3.0,9.174998922389932e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,mux_10,multiplexer,62880,adaptive,4,0|1|2|3,1|1|1|1,,0.0,0,3.5,4,3.5,0.00010931299948424567,"{""cache_hits"": 136, ""query_candidates"": 108, ""states"": 81, ""terminal_evaluations"": 81}"
primary,mux_10,multiplexer,62880,open_loop,4,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,4.890099990007002e-05,"{""subsets_evaluated"": 16, ""terminal_evaluations"": 81, ""tree_nodes"": 146}"
primary,mux_10,multiplexer,62880,fixed_prefix,4,0|1|2|3,1|1|1|1,,0.0,0,4.0,4,4.0,1.2521000826382078e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 16, ""tree_nodes"": 31}"
nonunit_costs,mux_10,multiplexer,62880,adaptive,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,8.647999493405223e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
nonunit_costs,mux_10,multiplexer,62880,open_loop,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,9.561999831930734e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,mux_10,multiplexer,62880,fixed_prefix,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,4.625000656233169e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,mux_10,multiplexer,62880,adaptive,1,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,9.741999747348018e-06,"{""cache_hits"": 0, ""query_candidates"": 1, ""states"": 3, ""terminal_evaluations"": 3}"
nonunit_costs,mux_10,multiplexer,62880,open_loop,1,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.0566000128164887e-05,"{""subsets_evaluated"": 2, ""terminal_evaluations"": 3, ""tree_nodes"": 4}"
nonunit_costs,mux_10,multiplexer,62880,fixed_prefix,1,0|1|2|3,1|2|3|4,,0.5,8,1.0,1,1.0,5.319001502357423e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,mux_10,multiplexer,62880,adaptive,2,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.2598000466823578e-05,"{""cache_hits"": 0, ""query_candidates"": 2, ""states"": 5, ""terminal_evaluations"": 5}"
nonunit_costs,mux_10,multiplexer,62880,open_loop,2,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.172299926111009e-05,"{""subsets_evaluated"": 3, ""terminal_evaluations"": 5, ""tree_nodes"": 7}"
nonunit_costs,mux_10,multiplexer,62880,fixed_prefix,2,0|1|2|3,1|2|3|4,,0.5,8,1.0,1,1.0,5.8419991546543315e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,mux_10,multiplexer,62880,adaptive,3,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,1.0,1.7869999282993376e-05,"{""cache_hits"": 4, ""query_candidates"": 7, ""states"": 11, ""terminal_evaluations"": 11}"
nonunit_costs,mux_10,multiplexer,62880,open_loop,3,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,1.0,1.444100053049624e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 11, ""tree_nodes"": 17}"
nonunit_costs,mux_10,multiplexer,62880,fixed_prefix,3,0|1|2|3,1|2|3|4,,0.5,8,3.0,3,2.0,6.398000550689176e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
nonunit_costs,mux_10,multiplexer,62880,adaptive,4,0|1|2|3,1|2|3|4,,0.25,4,2.5,4,1.5,2.5332999939564615e-05,"{""cache_hits"": 8, ""query_candidates"": 12, ""states"": 17, ""terminal_evaluations"": 17}"
nonunit_costs,mux_10,multiplexer,62880,open_loop,4,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,1.0,1.7344000298180617e-05,"{""subsets_evaluated"": 7, ""terminal_evaluations"": 17, ""tree_nodes"": 27}"
nonunit_costs,mux_10,multiplexer,62880,fixed_prefix,4,0|1|2|3,1|2|3|4,,0.5,8,3.0,3,2.0,6.779999239370227e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
missing_sensor,mux_10,multiplexer,62880,adaptive,4,1|2|3,1|1|1|1,0,0.25,4,2.0,2,2.0,3.8251999285421334e-05,"{""cache_hits"": 28, ""query_candidates"": 27, ""states"": 27, ""terminal_evaluations"": 27}"
missing_sensor,mux_10,multiplexer,62880,open_loop,4,1|2|3,1|1|1|1,0,0.25,4,1.0,1,1.0,2.1318999642971903e-05,"{""subsets_evaluated"": 8, ""terminal_evaluations"": 27, ""tree_nodes"": 46}"
missing_sensor,mux_10,multiplexer,62880,fixed_prefix,4,1|2|3,1|1|1|1,0,0.25,4,3.0,3,3.0,8.936000085668638e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,mux_11,multiplexer,2655,adaptive,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,8.22100082586985e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
primary,mux_11,multiplexer,2655,open_loop,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,9.868999768514186e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,mux_11,multiplexer,2655,fixed_prefix,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,4.554000042844564e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,mux_11,multiplexer,2655,adaptive,1,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,1.5290001101675443e-05,"{""cache_hits"": 0, ""query_candidates"": 4, ""states"": 9, ""terminal_evaluations"": 9}"
primary,mux_11,multiplexer,2655,open_loop,1,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,1.3905999367125332e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 9, ""tree_nodes"": 13}"
primary,mux_11,multiplexer,2655,fixed_prefix,1,0|1|2|3,1|1|1|1,,0.5,8,1.0,1,1.0,5.821000740979798e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
primary,mux_11,multiplexer,2655,adaptive,2,0|1|2|3,1|1|1|1,,0.0,0,2.0,2,2.0,4.31949993071612e-05,"{""cache_hits"": 24, ""query_candidates"": 28, ""states"": 33, ""terminal_evaluations"": 33}"
primary,mux_11,multiplexer,2655,open_loop,2,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,2.5011000616359524e-05,"{""subsets_evaluated"": 11, ""terminal_evaluations"": 33, ""tree_nodes"": 55}"
primary,mux_11,multiplexer,2655,fixed_prefix,2,0|1|2|3,1|1|1|1,,0.5,8,2.0,2,2.0,6.8899989855708554e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
primary,mux_11,multiplexer,2655,adaptive,3,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,8.83980010257801e-05,"{""cache_hits"": 88, ""query_candidates"": 76, ""states"": 65, ""terminal_evaluations"": 65}"
primary,mux_11,multiplexer,2655,open_loop,3,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,4.030700074508786e-05,"{""subsets_evaluated"": 15, ""terminal_evaluations"": 65, ""tree_nodes"": 115}"
primary,mux_11,multiplexer,2655,fixed_prefix,3,0|1|2|3,1|1|1|1,,0.25,4,3.0,3,3.0,9.018000127980486e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,mux_11,multiplexer,2655,adaptive,4,0|1|2|3,1|1|1|1,,0.0,0,3.5,4,3.5,0.00011474100028863177,"{""cache_hits"": 136, ""query_candidates"": 108, ""states"": 81, ""terminal_evaluations"": 81}"
primary,mux_11,multiplexer,2655,open_loop,4,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,4.8253999921143986e-05,"{""subsets_evaluated"": 16, ""terminal_evaluations"": 81, ""tree_nodes"": 146}"
primary,mux_11,multiplexer,2655,fixed_prefix,4,0|1|2|3,1|1|1|1,,0.0,0,4.0,4,4.0,1.2393998986226507e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 16, ""tree_nodes"": 31}"
nonunit_costs,mux_11,multiplexer,2655,adaptive,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,7.980001100804657e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
nonunit_costs,mux_11,multiplexer,2655,open_loop,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,9.768000381882302e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,mux_11,multiplexer,2655,fixed_prefix,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,4.407000233186409e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,mux_11,multiplexer,2655,adaptive,1,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.0055000529973768e-05,"{""cache_hits"": 0, ""query_candidates"": 1, ""states"": 3, ""terminal_evaluations"": 3}"
nonunit_costs,mux_11,multiplexer,2655,open_loop,1,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.1131000064779073e-05,"{""subsets_evaluated"": 2, ""terminal_evaluations"": 3, ""tree_nodes"": 4}"
nonunit_costs,mux_11,multiplexer,2655,fixed_prefix,1,0|1|2|3,1|2|3|4,,0.5,8,1.0,1,1.0,5.61700107937213e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,mux_11,multiplexer,2655,adaptive,2,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.1992000509053469e-05,"{""cache_hits"": 0, ""query_candidates"": 2, ""states"": 5, ""terminal_evaluations"": 5}"
nonunit_costs,mux_11,multiplexer,2655,open_loop,2,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.1783000445575453e-05,"{""subsets_evaluated"": 3, ""terminal_evaluations"": 5, ""tree_nodes"": 7}"
nonunit_costs,mux_11,multiplexer,2655,fixed_prefix,2,0|1|2|3,1|2|3|4,,0.5,8,1.0,1,1.0,5.779000275651924e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,mux_11,multiplexer,2655,adaptive,3,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,1.0,1.9369001165614463e-05,"{""cache_hits"": 4, ""query_candidates"": 7, ""states"": 11, ""terminal_evaluations"": 11}"
nonunit_costs,mux_11,multiplexer,2655,open_loop,3,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,1.0,1.5048999557620846e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 11, ""tree_nodes"": 17}"
nonunit_costs,mux_11,multiplexer,2655,fixed_prefix,3,0|1|2|3,1|2|3|4,,0.5,8,3.0,3,2.0,6.7230012064101174e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
nonunit_costs,mux_11,multiplexer,2655,adaptive,4,0|1|2|3,1|2|3|4,,0.25,4,2.5,4,1.5,2.3835000320104882e-05,"{""cache_hits"": 8, ""query_candidates"": 12, ""states"": 17, ""terminal_evaluations"": 17}"
nonunit_costs,mux_11,multiplexer,2655,open_loop,4,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,1.0,1.739000072120689e-05,"{""subsets_evaluated"": 7, ""terminal_evaluations"": 17, ""tree_nodes"": 27}"
nonunit_costs,mux_11,multiplexer,2655,fixed_prefix,4,0|1|2|3,1|2|3|4,,0.5,8,3.0,3,2.0,6.539999958476983e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
missing_sensor,mux_11,multiplexer,2655,adaptive,4,1|2|3,1|1|1|1,0,0.25,4,2.0,2,2.0,4.0765000449027866e-05,"{""cache_hits"": 28, ""query_candidates"": 27, ""states"": 27, ""terminal_evaluations"": 27}"
missing_sensor,mux_11,multiplexer,2655,open_loop,4,1|2|3,1|1|1|1,0,0.25,4,1.0,1,1.0,2.3488999431720003e-05,"{""subsets_evaluated"": 8, ""terminal_evaluations"": 27, ""tree_nodes"": 46}"
missing_sensor,mux_11,multiplexer,2655,fixed_prefix,4,1|2|3,1|1|1|1,0,0.25,4,3.0,3,3.0,8.789000276010484e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,mux_12,multiplexer,58082,adaptive,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,9.785000656847842e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
primary,mux_12,multiplexer,58082,open_loop,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,9.89500040304847e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,mux_12,multiplexer,58082,fixed_prefix,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,4.5289998524822295e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,mux_12,multiplexer,58082,adaptive,1,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,0.00128223299907404,"{""cache_hits"": 0, ""query_candidates"": 4, ""states"": 9, ""terminal_evaluations"": 9}"
primary,mux_12,multiplexer,58082,open_loop,1,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,2.2005000573699363e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 9, ""tree_nodes"": 13}"
primary,mux_12,multiplexer,58082,fixed_prefix,1,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,7.761998858768493e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
primary,mux_12,multiplexer,58082,adaptive,2,0|1|2|3,1|1|1|1,,0.0,0,2.0,2,2.0,4.310099939175416e-05,"{""cache_hits"": 24, ""query_candidates"": 28, ""states"": 33, ""terminal_evaluations"": 33}"
primary,mux_12,multiplexer,58082,open_loop,2,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,2.618300095491577e-05,"{""subsets_evaluated"": 11, ""terminal_evaluations"": 33, ""tree_nodes"": 55}"
primary,mux_12,multiplexer,58082,fixed_prefix,2,0|1|2|3,1|1|1|1,,0.25,4,2.0,2,2.0,7.168000593082979e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
primary,mux_12,multiplexer,58082,adaptive,3,0|1|2|3,1|1|1|1,,0.0,0,2.5,3,2.5,7.912000000942498e-05,"{""cache_hits"": 88, ""query_candidates"": 76, ""states"": 65, ""terminal_evaluations"": 65}"
primary,mux_12,multiplexer,58082,open_loop,3,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,4.171900036453735e-05,"{""subsets_evaluated"": 15, ""terminal_evaluations"": 65, ""tree_nodes"": 115}"
primary,mux_12,multiplexer,58082,fixed_prefix,3,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,8.960001650848426e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,mux_12,multiplexer,58082,adaptive,4,0|1|2|3,1|1|1|1,,0.0,0,2.5,3,2.5,0.00010408600064693019,"{""cache_hits"": 136, ""query_candidates"": 108, ""states"": 81, ""terminal_evaluations"": 81}"
primary,mux_12,multiplexer,58082,open_loop,4,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,4.733400055556558e-05,"{""subsets_evaluated"": 16, ""terminal_evaluations"": 81, ""tree_nodes"": 146}"
primary,mux_12,multiplexer,58082,fixed_prefix,4,0|1|2|3,1|1|1|1,,0.0,0,4.0,4,4.0,1.2364000212983228e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 16, ""tree_nodes"": 31}"
nonunit_costs,mux_12,multiplexer,58082,adaptive,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,8.295000952784903e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
nonunit_costs,mux_12,multiplexer,58082,open_loop,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,9.531999239698052e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,mux_12,multiplexer,58082,fixed_prefix,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,4.624000212061219e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,mux_12,multiplexer,58082,adaptive,1,0|1|2|3,1|2|3|4,,0.25,4,1.0,1,1.0,1.0065001333714463e-05,"{""cache_hits"": 0, ""query_candidates"": 1, ""states"": 3, ""terminal_evaluations"": 3}"
nonunit_costs,mux_12,multiplexer,58082,open_loop,1,0|1|2|3,1|2|3|4,,0.25,4,1.0,1,1.0,1.1187999916728586e-05,"{""subsets_evaluated"": 2, ""terminal_evaluations"": 3, ""tree_nodes"": 4}"
nonunit_costs,mux_12,multiplexer,58082,fixed_prefix,1,0|1|2|3,1|2|3|4,,0.25,4,1.0,1,1.0,6.1300015659071505e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,mux_12,multiplexer,58082,adaptive,2,0|1|2|3,1|2|3|4,,0.25,4,1.0,1,1.0,1.2280001101316884e-05,"{""cache_hits"": 0, ""query_candidates"": 2, ""states"": 5, ""terminal_evaluations"": 5}"
nonunit_costs,mux_12,multiplexer,58082,open_loop,2,0|1|2|3,1|2|3|4,,0.25,4,1.0,1,1.0,1.2616999811143614e-05,"{""subsets_evaluated"": 3, ""terminal_evaluations"": 5, ""tree_nodes"": 7}"
nonunit_costs,mux_12,multiplexer,58082,fixed_prefix,2,0|1|2|3,1|2|3|4,,0.25,4,1.0,1,1.0,7.538999852840789e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,mux_12,multiplexer,58082,adaptive,3,0|1|2|3,1|2|3|4,,0.25,4,1.0,1,1.0,1.782100116543006e-05,"{""cache_hits"": 4, ""query_candidates"": 7, ""states"": 11, ""terminal_evaluations"": 11}"
nonunit_costs,mux_12,multiplexer,58082,open_loop,3,0|1|2|3,1|2|3|4,,0.25,4,1.0,1,1.0,1.4686000213259831e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 11, ""tree_nodes"": 17}"
nonunit_costs,mux_12,multiplexer,58082,fixed_prefix,3,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,2.0,6.861000656499527e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
nonunit_costs,mux_12,multiplexer,58082,adaptive,4,0|1|2|3,1|2|3|4,,0.25,4,1.0,1,1.0,2.328099981241394e-05,"{""cache_hits"": 8, ""query_candidates"": 12, ""states"": 17, ""terminal_evaluations"": 17}"
nonunit_costs,mux_12,multiplexer,58082,open_loop,4,0|1|2|3,1|2|3|4,,0.25,4,1.0,1,1.0,1.7632000890444033e-05,"{""subsets_evaluated"": 7, ""terminal_evaluations"": 17, ""tree_nodes"": 27}"
nonunit_costs,mux_12,multiplexer,58082,fixed_prefix,4,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,2.0,6.731999746989459e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
missing_sensor,mux_12,multiplexer,58082,adaptive,4,1|2|3,1|1|1|1,0,0.25,4,1.5,2,1.5,3.5740000384976156e-05,"{""cache_hits"": 28, ""query_candidates"": 27, ""states"": 27, ""terminal_evaluations"": 27}"
missing_sensor,mux_12,multiplexer,58082,open_loop,4,1|2|3,1|1|1|1,0,0.25,4,1.0,1,1.0,2.12459999602288e-05,"{""subsets_evaluated"": 8, ""terminal_evaluations"": 27, ""tree_nodes"": 46}"
missing_sensor,mux_12,multiplexer,58082,fixed_prefix,4,1|2|3,1|1|1|1,0,0.25,4,3.0,3,3.0,8.951001291279681e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,mux_13,multiplexer,7453,adaptive,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,8.467000952805392e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
primary,mux_13,multiplexer,7453,open_loop,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,1.2189999324618839e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,mux_13,multiplexer,7453,fixed_prefix,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,4.546000127447769e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,mux_13,multiplexer,7453,adaptive,1,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,1.5044999599922448e-05,"{""cache_hits"": 0, ""query_candidates"": 4, ""states"": 9, ""terminal_evaluations"": 9}"
