family,target_id,target_mask,regime,m,rep,method,pred_mask,budget,planner,actual_error,predicted_error,oracle_error,excess_error,high_bit_error,program_error,action_mask
affine,affine_05,27030,uniform,32,1,affine,27030,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,1,affine,27030,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,1,prefix32,52428,2,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,52428
affine,affine_05,27030,uniform,32,1,prefix32,52428,2,batch,0.5,0.0,0.5,0.0,0.5,0.5,52428
affine,affine_05,27030,uniform,32,1,prefix32,52428,3,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,52428
affine,affine_05,27030,uniform,32,1,prefix32,52428,3,batch,0.5,0.0,0.5,0.0,0.5,0.5,52428
affine,affine_05,27030,uniform,32,1,prefix32,52428,4,adaptive,0.5,0.0,0.0,0.5,0.5,0.5,52428
affine,affine_05,27030,uniform,32,1,prefix32,52428,4,batch,0.5,0.0,0.0,0.5,0.5,0.5,52428
affine,affine_05,27030,uniform,8,2,exact,15615,2,adaptive,0.5,0.25,0.5,0.0,0.5,0.5,65535
affine,affine_05,27030,uniform,8,2,exact,15615,2,batch,0.5,0.25,0.5,0.0,0.5,0.5,65535
affine,affine_05,27030,uniform,8,2,exact,15615,3,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,15615
affine,affine_05,27030,uniform,8,2,exact,15615,3,batch,0.5,0.0,0.5,0.0,0.5,0.5,15615
affine,affine_05,27030,uniform,8,2,exact,15615,4,adaptive,0.5,0.0,0.0,0.5,0.5,0.5,15615
affine,affine_05,27030,uniform,8,2,exact,15615,4,batch,0.5,0.0,0.0,0.5,0.5,0.5,15615
affine,affine_05,27030,uniform,8,2,affine,27030,2,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,8,2,affine,27030,2,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,8,2,affine,27030,3,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,8,2,affine,27030,3,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,8,2,affine,27030,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,8,2,affine,27030,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,8,2,prefix32,65535,2,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,65535
affine,affine_05,27030,uniform,8,2,prefix32,65535,2,batch,0.5,0.0,0.5,0.0,0.5,0.5,65535
affine,affine_05,27030,uniform,8,2,prefix32,65535,3,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,65535
affine,affine_05,27030,uniform,8,2,prefix32,65535,3,batch,0.5,0.0,0.5,0.0,0.5,0.5,65535
affine,affine_05,27030,uniform,8,2,prefix32,65535,4,adaptive,0.5,0.0,0.0,0.5,0.5,0.5,65535
affine,affine_05,27030,uniform,8,2,prefix32,65535,4,batch,0.5,0.0,0.0,0.5,0.5,0.5,65535
affine,affine_05,27030,uniform,32,2,exact,27030,2,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,2,exact,27030,2,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,2,exact,27030,3,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,2,exact,27030,3,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,2,exact,27030,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,2,exact,27030,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,2,affine,27030,2,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,2,affine,27030,2,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,2,affine,27030,3,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,2,affine,27030,3,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,2,affine,27030,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,2,affine,27030,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,2,prefix32,39321,2,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,39321
affine,affine_05,27030,uniform,32,2,prefix32,39321,2,batch,0.5,0.0,0.5,0.0,0.5,0.5,39321
affine,affine_05,27030,uniform,32,2,prefix32,39321,3,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,39321
affine,affine_05,27030,uniform,32,2,prefix32,39321,3,batch,0.5,0.0,0.5,0.0,0.5,0.5,39321
affine,affine_05,27030,uniform,32,2,prefix32,39321,4,adaptive,0.5,0.0,0.0,0.5,0.5,0.5,39321
affine,affine_05,27030,uniform,32,2,prefix32,39321,4,batch,0.5,0.0,0.0,0.5,0.5,0.5,39321
affine,affine_05,27030,uniform,8,3,exact,65501,2,adaptive,0.5,0.125,0.5,0.0,0.5,0.5,65535
affine,affine_05,27030,uniform,8,3,exact,65501,2,batch,0.5,0.125,0.5,0.0,0.5,0.5,65535
affine,affine_05,27030,uniform,8,3,exact,65501,3,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,65501
affine,affine_05,27030,uniform,8,3,exact,65501,3,batch,0.5,0.0,0.5,0.0,0.5,0.5,65501
affine,affine_05,27030,uniform,8,3,exact,65501,4,adaptive,0.5,0.0,0.0,0.5,0.5,0.5,65501
affine,affine_05,27030,uniform,8,3,exact,65501,4,batch,0.5,0.0,0.0,0.5,0.5,0.5,65501
affine,affine_05,27030,uniform,8,3,affine,27030,2,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,8,3,affine,27030,2,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,8,3,affine,27030,3,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,8,3,affine,27030,3,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,8,3,affine,27030,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,8,3,affine,27030,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,8,3,prefix32,65535,2,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,65535
affine,affine_05,27030,uniform,8,3,prefix32,65535,2,batch,0.5,0.0,0.5,0.0,0.5,0.5,65535
affine,affine_05,27030,uniform,8,3,prefix32,65535,3,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,65535
affine,affine_05,27030,uniform,8,3,prefix32,65535,3,batch,0.5,0.0,0.5,0.0,0.5,0.5,65535
affine,affine_05,27030,uniform,8,3,prefix32,65535,4,adaptive,0.5,0.0,0.0,0.5,0.5,0.5,65535
affine,affine_05,27030,uniform,8,3,prefix32,65535,4,batch,0.5,0.0,0.0,0.5,0.5,0.5,65535
affine,affine_05,27030,uniform,32,3,exact,27030,2,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,3,exact,27030,2,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,3,exact,27030,3,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,3,exact,27030,3,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,3,exact,27030,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,3,exact,27030,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,3,affine,27030,2,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,3,affine,27030,2,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,3,affine,27030,3,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,3,affine,27030,3,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,3,affine,27030,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,3,affine,27030,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,3,prefix32,43605,2,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,43605
affine,affine_05,27030,uniform,32,3,prefix32,43605,2,batch,0.5,0.0,0.5,0.0,0.5,0.5,43605
affine,affine_05,27030,uniform,32,3,prefix32,43605,3,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,43605
affine,affine_05,27030,uniform,32,3,prefix32,43605,3,batch,0.5,0.0,0.5,0.0,0.5,0.5,43605
affine,affine_05,27030,uniform,32,3,prefix32,43605,4,adaptive,0.5,0.0,0.0,0.5,0.5,0.5,43605
affine,affine_05,27030,uniform,32,3,prefix32,43605,4,batch,0.5,0.0,0.0,0.5,0.5,0.5,43605
affine,affine_05,27030,uniform,8,4,exact,64175,2,adaptive,0.5,0.25,0.5,0.0,0.5,0.5,65535
affine,affine_05,27030,uniform,8,4,exact,64175,2,batch,0.5,0.25,0.5,0.0,0.5,0.5,65535
affine,affine_05,27030,uniform,8,4,exact,64175,3,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,64175
affine,affine_05,27030,uniform,8,4,exact,64175,3,batch,0.5,0.0,0.5,0.0,0.5,0.5,64175
affine,affine_05,27030,uniform,8,4,exact,64175,4,adaptive,0.5,0.0,0.0,0.5,0.5,0.5,64175
affine,affine_05,27030,uniform,8,4,exact,64175,4,batch,0.5,0.0,0.0,0.5,0.5,0.5,64175
affine,affine_05,27030,uniform,8,4,affine,27030,2,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,8,4,affine,27030,2,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,8,4,affine,27030,3,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,8,4,affine,27030,3,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,8,4,affine,27030,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,8,4,affine,27030,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,8,4,prefix32,65535,2,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,65535
affine,affine_05,27030,uniform,8,4,prefix32,65535,2,batch,0.5,0.0,0.5,0.0,0.5,0.5,65535
affine,affine_05,27030,uniform,8,4,prefix32,65535,3,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,65535
affine,affine_05,27030,uniform,8,4,prefix32,65535,3,batch,0.5,0.0,0.5,0.0,0.5,0.5,65535
affine,affine_05,27030,uniform,8,4,prefix32,65535,4,adaptive,0.5,0.0,0.0,0.5,0.5,0.5,65535
affine,affine_05,27030,uniform,8,4,prefix32,65535,4,batch,0.5,0.0,0.0,0.5,0.5,0.5,65535
affine,affine_05,27030,uniform,32,4,exact,27030,2,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,4,exact,27030,2,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,4,exact,27030,3,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,4,exact,27030,3,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,4,exact,27030,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,4,exact,27030,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,4,affine,27030,2,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,4,affine,27030,2,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,4,affine,27030,3,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,4,affine,27030,3,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,4,affine,27030,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,4,affine,27030,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,4,prefix32,62965,2,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,62965
affine,affine_05,27030,uniform,32,4,prefix32,62965,2,batch,0.5,0.0,0.5,0.0,0.5,0.5,62965
affine,affine_05,27030,uniform,32,4,prefix32,62965,3,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,62965
affine,affine_05,27030,uniform,32,4,prefix32,62965,3,batch,0.5,0.0,0.5,0.0,0.5,0.5,62965
affine,affine_05,27030,uniform,32,4,prefix32,62965,4,adaptive,0.5,0.0,0.0,0.5,0.5,0.5,62965
affine,affine_05,27030,uniform,32,4,prefix32,62965,4,batch,0.5,0.0,0.0,0.5,0.5,0.5,62965
affine,affine_05,27030,uniform,8,5,exact,26982,2,adaptive,0.5,0.25,0.5,0.0,0.5,0.25,26214
affine,affine_05,27030,uniform,8,5,exact,26982,2,batch,0.5,0.25,0.5,0.0,0.5,0.25,26214
affine,affine_05,27030,uniform,8,5,exact,26982,3,adaptive,0.5,0.25,0.5,0.0,0.5,0.25,26214
affine,affine_05,27030,uniform,8,5,exact,26982,3,batch,0.5,0.25,0.5,0.0,0.5,0.25,26214
affine,affine_05,27030,uniform,8,5,exact,26982,4,adaptive,0.25,0.0,0.0,0.25,0.0,0.25,26982
affine,affine_05,27030,uniform,8,5,exact,26982,4,batch,0.25,0.0,0.0,0.25,0.0,0.25,26982
affine,affine_05,27030,uniform,8,5,affine,27030,2,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,8,5,affine,27030,2,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,8,5,affine,27030,3,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,8,5,affine,27030,3,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,8,5,affine,27030,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,8,5,affine,27030,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,8,5,prefix32,1285,2,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,1285
affine,affine_05,27030,uniform,8,5,prefix32,1285,2,batch,0.5,0.0,0.5,0.0,0.5,0.5,1285
affine,affine_05,27030,uniform,8,5,prefix32,1285,3,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,1285
affine,affine_05,27030,uniform,8,5,prefix32,1285,3,batch,0.5,0.0,0.5,0.0,0.5,0.5,1285
affine,affine_05,27030,uniform,8,5,prefix32,1285,4,adaptive,0.5,0.0,0.0,0.5,0.5,0.5,1285
affine,affine_05,27030,uniform,8,5,prefix32,1285,4,batch,0.5,0.0,0.0,0.5,0.5,0.5,1285
affine,affine_05,27030,uniform,32,5,exact,27030,2,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,5,exact,27030,2,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,5,exact,27030,3,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,5,exact,27030,3,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,5,exact,27030,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,5,exact,27030,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,5,affine,27030,2,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,5,affine,27030,2,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,5,affine,27030,3,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,5,affine,27030,3,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,5,affine,27030,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,5,affine,27030,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,5,prefix32,85,2,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,85
affine,affine_05,27030,uniform,32,5,prefix32,85,2,batch,0.5,0.0,0.5,0.0,0.5,0.5,85
affine,affine_05,27030,uniform,32,5,prefix32,85,3,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,85
affine,affine_05,27030,uniform,32,5,prefix32,85,3,batch,0.5,0.0,0.5,0.0,0.5,0.5,85
affine,affine_05,27030,uniform,32,5,prefix32,85,4,adaptive,0.5,0.0,0.0,0.5,0.5,0.5,85
affine,affine_05,27030,uniform,32,5,prefix32,85,4,batch,0.5,0.0,0.0,0.5,0.5,0.5,85
affine,affine_05,27030,uniform,8,6,exact,22873,2,adaptive,0.5,0.25,0.5,0.0,0.5,0.5,21845
affine,affine_05,27030,uniform,8,6,exact,22873,2,batch,0.5,0.25,0.5,0.0,0.5,0.5,21845
affine,affine_05,27030,uniform,8,6,exact,22873,3,adaptive,0.5,0.0,0.5,0.0,0.25,0.5,22873
affine,affine_05,27030,uniform,8,6,exact,22873,3,batch,0.5,0.0,0.5,0.0,0.25,0.5,22873
affine,affine_05,27030,uniform,8,6,exact,22873,4,adaptive,0.5,0.0,0.0,0.5,0.25,0.5,22873
affine,affine_05,27030,uniform,8,6,exact,22873,4,batch,0.5,0.0,0.0,0.5,0.25,0.5,22873
affine,affine_05,27030,uniform,8,6,affine,27030,2,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,8,6,affine,27030,2,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,8,6,affine,27030,3,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,8,6,affine,27030,3,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,8,6,affine,27030,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,8,6,affine,27030,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,8,6,prefix32,23130,2,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,23130
affine,affine_05,27030,uniform,8,6,prefix32,23130,2,batch,0.5,0.0,0.5,0.0,0.5,0.5,23130
affine,affine_05,27030,uniform,8,6,prefix32,23130,3,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,23130
affine,affine_05,27030,uniform,8,6,prefix32,23130,3,batch,0.5,0.0,0.5,0.0,0.5,0.5,23130
affine,affine_05,27030,uniform,8,6,prefix32,23130,4,adaptive,0.5,0.0,0.0,0.5,0.5,0.5,23130
affine,affine_05,27030,uniform,8,6,prefix32,23130,4,batch,0.5,0.0,0.0,0.5,0.5,0.5,23130
affine,affine_05,27030,uniform,32,6,exact,27030,2,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,6,exact,27030,2,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,6,exact,27030,3,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,6,exact,27030,3,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,6,exact,27030,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,6,exact,27030,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,6,affine,27030,2,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,6,affine,27030,2,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,6,affine,27030,3,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,6,affine,27030,3,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,6,affine,27030,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,6,affine,27030,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,6,prefix32,17476,2,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,17476
affine,affine_05,27030,uniform,32,6,prefix32,17476,2,batch,0.5,0.0,0.5,0.0,0.5,0.5,17476
affine,affine_05,27030,uniform,32,6,prefix32,17476,3,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,17476
affine,affine_05,27030,uniform,32,6,prefix32,17476,3,batch,0.5,0.0,0.5,0.0,0.5,0.5,17476
affine,affine_05,27030,uniform,32,6,prefix32,17476,4,adaptive,0.5,0.0,0.0,0.5,0.5,0.5,17476
affine,affine_05,27030,uniform,32,6,prefix32,17476,4,batch,0.5,0.0,0.0,0.5,0.5,0.5,17476
affine,affine_05,27030,uniform,8,7,exact,61455,2,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,61455
affine,affine_05,27030,uniform,8,7,exact,61455,2,batch,0.5,0.0,0.5,0.0,0.5,0.5,61455
affine,affine_05,27030,uniform,8,7,exact,61455,3,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,61455
affine,affine_05,27030,uniform,8,7,exact,61455,3,batch,0.5,0.0,0.5,0.0,0.5,0.5,61455
affine,affine_05,27030,uniform,8,7,exact,61455,4,adaptive,0.5,0.0,0.0,0.5,0.5,0.5,61455
affine,affine_05,27030,uniform,8,7,exact,61455,4,batch,0.5,0.0,0.0,0.5,0.5,0.5,61455
affine,affine_05,27030,uniform,8,7,affine,61455,2,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,61455
affine,affine_05,27030,uniform,8,7,affine,61455,2,batch,0.5,0.0,0.5,0.0,0.5,0.5,61455
affine,affine_05,27030,uniform,8,7,affine,61455,3,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,61455
affine,affine_05,27030,uniform,8,7,affine,61455,3,batch,0.5,0.0,0.5,0.0,0.5,0.5,61455
affine,affine_05,27030,uniform,8,7,affine,61455,4,adaptive,0.5,0.0,0.0,0.5,0.5,0.5,61455
affine,affine_05,27030,uniform,8,7,affine,61455,4,batch,0.5,0.0,0.0,0.5,0.5,0.5,61455
affine,affine_05,27030,uniform,8,7,prefix32,43605,2,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,43605
affine,affine_05,27030,uniform,8,7,prefix32,43605,2,batch,0.5,0.0,0.5,0.0,0.5,0.5,43605
affine,affine_05,27030,uniform,8,7,prefix32,43605,3,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,43605
affine,affine_05,27030,uniform,8,7,prefix32,43605,3,batch,0.5,0.0,0.5,0.0,0.5,0.5,43605
affine,affine_05,27030,uniform,8,7,prefix32,43605,4,adaptive,0.5,0.0,0.0,0.5,0.5,0.5,43605
affine,affine_05,27030,uniform,8,7,prefix32,43605,4,batch,0.5,0.0,0.0,0.5,0.5,0.5,43605
affine,affine_05,27030,uniform,32,7,exact,27030,2,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,7,exact,27030,2,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,7,exact,27030,3,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,7,exact,27030,3,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,7,exact,27030,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,7,exact,27030,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,7,affine,27030,2,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,7,affine,27030,2,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,7,affine,27030,3,adaptive,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,7,affine,27030,3,batch,0.5,0.5,0.5,0.0,0.5,0.0,0
affine,affine_05,27030,uniform,32,7,affine,27030,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,7,affine,27030,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,27030
affine,affine_05,27030,uniform,32,7,prefix32,23130,2,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,23130
affine,affine_05,27030,uniform,32,7,prefix32,23130,2,batch,0.5,0.0,0.5,0.0,0.5,0.5,23130
affine,affine_05,27030,uniform,32,7,prefix32,23130,3,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,23130
affine,affine_05,27030,uniform,32,7,prefix32,23130,3,batch,0.5,0.0,0.5,0.0,0.5,0.5,23130
affine,affine_05,27030,uniform,32,7,prefix32,23130,4,adaptive,0.5,0.0,0.0,0.5,0.5,0.5,23130
affine,affine_05,27030,uniform,32,7,prefix32,23130,4,batch,0.5,0.0,0.0,0.5,0.5,0.5,23130
affine,affine_05,27030,shift_x3,8,0,exact,38550,2,adaptive,0.5,0.5,0.5,0.0,0.5,0.5,0
affine,affine_05,27030,shift_x3,8,0,exact,38550,2,batch,0.5,0.5,0.5,0.0,0.5,0.5,0
affine,affine_05,27030,shift_x3,8,0,exact,38550,3,adaptive,0.5,0.0,0.5,0.0,1.0,0.5,38550
affine,affine_05,27030,shift_x3,8,0,exact,38550,3,batch,0.5,0.0,0.5,0.0,1.0,0.5,38550
affine,affine_05,27030,shift_x3,8,0,exact,38550,4,adaptive,0.5,0.0,0.0,0.5,1.0,0.5,38550
affine,affine_05,27030,shift_x3,8,0,exact,38550,4,batch,0.5,0.0,0.0,0.5,1.0,0.5,38550
affine,affine_05,27030,shift_x3,8,0,affine,38550,2,adaptive,0.5,0.5,0.5,0.0,0.5,0.5,0
affine,affine_05,27030,shift_x3,8,0,affine,38550,2,batch,0.5,0.5,0.5,0.0,0.5,0.5,0
affine,affine_05,27030,shift_x3,8,0,affine,38550,3,adaptive,0.5,0.0,0.5,0.0,1.0,0.5,38550
affine,affine_05,27030,shift_x3,8,0,affine,38550,3,batch,0.5,0.0,0.5,0.0,1.0,0.5,38550
affine,affine_05,27030,shift_x3,8,0,affine,38550,4,adaptive,0.5,0.0,0.0,0.5,1.0,0.5,38550
affine,affine_05,27030,shift_x3,8,0,affine,38550,4,batch,0.5,0.0,0.0,0.5,1.0,0.5,38550
affine,affine_05,27030,shift_x3,8,0,prefix32,255,2,adaptive,0.5,0.0,0.5,0.0,0.5,0.5,255
affine,affine_05,27030,shift_x3,8,0,prefix32,255,2,batch,0.5,0.0,0.5,0.0,0.5,0.5,255
