case,seed,f_big,n_calibration,selector,subset,n,n_rejected,rejection_rate,max_bh_margin,bh_rejections,p_floor_min,p_floor_max,observation_sha256,selector_input_sha256,calibration_prefix_sha256,p_sha256
seed102_fbig0.10,102,0.1,32000,bh,all,20000,0,0.0,-0.0001786715951878042,0,9.18357975939021e-05,9.473285335354301e-05,c78685ff4a79bc2cc19a36f2761f5ccc6d3c190da0b479914693f722bcdbf04a,ad99c63f5279cd5c14b39fded2e72e6c91cfd0c23f29857a85a26c600fd1cfb0,767d9f1a785d288b88b0bedbfe04b643fb956f95271bb386ff38481786f75a7b,b3fa9f933671f65b64ade5faedfd3c699a394d3a19a16b3636e24a064403c0f0
seed102_fbig0.10,102,0.1,32000,bh,big,2007,0,0.0,-0.0001786715951878042,0,9.18357975939021e-05,9.473285335354301e-05,c78685ff4a79bc2cc19a36f2761f5ccc6d3c190da0b479914693f722bcdbf04a,ad99c63f5279cd5c14b39fded2e72e6c91cfd0c23f29857a85a26c600fd1cfb0,767d9f1a785d288b88b0bedbfe04b643fb956f95271bb386ff38481786f75a7b,b3fa9f933671f65b64ade5faedfd3c699a394d3a19a16b3636e24a064403c0f0
seed102_fbig0.10,102,0.1,32000,bh,within_tolerance,17746,0,0.0,-0.0001786715951878042,0,9.18357975939021e-05,9.473285335354301e-05,c78685ff4a79bc2cc19a36f2761f5ccc6d3c190da0b479914693f722bcdbf04a,ad99c63f5279cd5c14b39fded2e72e6c91cfd0c23f29857a85a26c600fd1cfb0,767d9f1a785d288b88b0bedbfe04b643fb956f95271bb386ff38481786f75a7b,b3fa9f933671f65b64ade5faedfd3c699a394d3a19a16b3636e24a064403c0f0
seed102_fbig0.10,102,0.1,32000,bh,outside_tolerance,2254,0,0.0,-0.0001786715951878042,0,9.18357975939021e-05,9.473285335354301e-05,c78685ff4a79bc2cc19a36f2761f5ccc6d3c190da0b479914693f722bcdbf04a,ad99c63f5279cd5c14b39fded2e72e6c91cfd0c23f29857a85a26c600fd1cfb0,767d9f1a785d288b88b0bedbfe04b643fb956f95271bb386ff38481786f75a7b,b3fa9f933671f65b64ade5faedfd3c699a394d3a19a16b3636e24a064403c0f0
seed102_fbig0.10,102,0.1,32000,bh,misfit,540,0,0.0,-0.0001786715951878042,0,9.18357975939021e-05,9.473285335354301e-05,c78685ff4a79bc2cc19a36f2761f5ccc6d3c190da0b479914693f722bcdbf04a,ad99c63f5279cd5c14b39fded2e72e6c91cfd0c23f29857a85a26c600fd1cfb0,767d9f1a785d288b88b0bedbfe04b643fb956f95271bb386ff38481786f75a7b,b3fa9f933671f65b64ade5faedfd3c699a394d3a19a16b3636e24a064403c0f0
seed102_fbig0.10,102,0.1,32000,bh,twosheet_back,1000,0,0.0,-0.0001786715951878042,0,9.18357975939021e-05,9.473285335354301e-05,c78685ff4a79bc2cc19a36f2761f5ccc6d3c190da0b479914693f722bcdbf04a,ad99c63f5279cd5c14b39fded2e72e6c91cfd0c23f29857a85a26c600fd1cfb0,767d9f1a785d288b88b0bedbfe04b643fb956f95271bb386ff38481786f75a7b,b3fa9f933671f65b64ade5faedfd3c699a394d3a19a16b3636e24a064403c0f0
seed102_fbig0.10,102,0.1,32000,bh,twosheet_front,1000,0,0.0,-0.0001786715951878042,0,9.18357975939021e-05,9.473285335354301e-05,c78685ff4a79bc2cc19a36f2761f5ccc6d3c190da0b479914693f722bcdbf04a,ad99c63f5279cd5c14b39fded2e72e6c91cfd0c23f29857a85a26c600fd1cfb0,767d9f1a785d288b88b0bedbfe04b643fb956f95271bb386ff38481786f75a7b,b3fa9f933671f65b64ade5faedfd3c699a394d3a19a16b3636e24a064403c0f0
seed102_fbig0.10,102,0.1,32000,bh,base,15453,0,0.0,-0.0001786715951878042,0,9.18357975939021e-05,9.473285335354301e-05,c78685ff4a79bc2cc19a36f2761f5ccc6d3c190da0b479914693f722bcdbf04a,ad99c63f5279cd5c14b39fded2e72e6c91cfd0c23f29857a85a26c600fd1cfb0,767d9f1a785d288b88b0bedbfe04b643fb956f95271bb386ff38481786f75a7b,b3fa9f933671f65b64ade5faedfd3c699a394d3a19a16b3636e24a064403c0f0
seed102_fbig0.10,102,0.1,32000,bh,wrong_association,2551,0,0.0,-0.0001786715951878042,0,9.18357975939021e-05,9.473285335354301e-05,c78685ff4a79bc2cc19a36f2761f5ccc6d3c190da0b479914693f722bcdbf04a,ad99c63f5279cd5c14b39fded2e72e6c91cfd0c23f29857a85a26c600fd1cfb0,767d9f1a785d288b88b0bedbfe04b643fb956f95271bb386ff38481786f75a7b,b3fa9f933671f65b64ade5faedfd3c699a394d3a19a16b3636e24a064403c0f0
seed102_fbig0.10,102,0.1,32000,bh,misfit_within_tolerance,526,0,0.0,-0.0001786715951878042,0,9.18357975939021e-05,9.473285335354301e-05,c78685ff4a79bc2cc19a36f2761f5ccc6d3c190da0b479914693f722bcdbf04a,ad99c63f5279cd5c14b39fded2e72e6c91cfd0c23f29857a85a26c600fd1cfb0,767d9f1a785d288b88b0bedbfe04b643fb956f95271bb386ff38481786f75a7b,b3fa9f933671f65b64ade5faedfd3c699a394d3a19a16b3636e24a064403c0f0
