case,seed,gap,sigma,method,status,seconds,dependence,surface_mae_mm,matched_rms_mm,balanced_source_mae_mm,worst_source_mae_mm,coverage_1mm,model_k,slope_error,slope_angle_deg,single_false_split,actual_x_layer_correlation,cov_u_layer,ols_slope,label_ols_slope,noise_ols_slope,ols_predicted_slope,ols_identity_error,alpha,beta,assignment_error,fitted_gap_mm,fitted_perpendicular_gap_mm,source_gap_from_assignment_mm,source_gap_from_slope_mm,fitted_gap_error_mm,source_gap_mm,source_gap_error_mm,source_gap_relative_error,gap_identity_error_mm,balanced_midplane_crossing,counterfactual_source_gap_mm,counterfactual_geometry_mse_mm2,assignment_delta_mse_mm2,geometry_assignment_cross_mm2,total_mse_mm2,decomposition_error_mm2
s9161121_g2_n2_l0,9161121,2.0,2.0,constant_free,OK,1.1215835510010947,0.0,0.9059585900996793,1.00366862139298,0.9973219668284101,1.0172687708731722,0.51953125,1,0.18296716615645597,0.20966399235227184,,-0.026900545180850315,"[-0.009388184799236924, 0.01197783058272602]","[0.07198396818542248, 0.1682120453939142]","[-0.019766047810681073, 0.03562442423332532]","[0.11151606380678467, 0.09696319692726378]","[0.07198396818542252, 0.16821204539391443]",2.220446049250313e-16,,,,0.0,0.0,0.0,0.005356066343179953,2.0,0.005356066343179755,1.9946439336568202,0.9973219668284101,1.97758476261356e-16,0.48046875,0.005356066343179977,1.0073507015688852,1.0101904577379033e-32,5.206408693493994e-18,1.0073507015688852,5.206408693494004e-18
s9161121_g2_n2_l0,9161121,2.0,2.0,constant_oracle_slope,OK,0.833009966998361,0.0,0.9800531959552377,1.0001989177116721,1.0,1.0199468040447623,0.5,1,0.0,0.0,,-0.026900545180850315,"[-0.009388184799236924, 0.01197783058272602]","[0.07198396818542248, 0.1682120453939142]","[-0.019766047810681073, 0.03562442423332532]","[0.11151606380678467, 0.09696319692726378]","[0.07198396818542252, 0.16821204539391443]",2.220446049250313e-16,,,,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.5,0.0,1.0003978749916003,0.0,0.0,1.0003978749916003,0.0
s9161121_g2_n2_l0,9161121,2.0,2.0,spatial_free,OK,0.11202830100228311,0.0,0.9059585900996793,1.00366862139298,0.9973219668284101,1.0172687708731722,0.51953125,1,0.18296716615645597,0.20966399235227184,,-0.026900545180850315,"[-0.009388184799236924, 0.01197783058272602]","[0.07198396818542248, 0.1682120453939142]","[-0.019766047810681073, 0.03562442423332532]","[0.11151606380678467, 0.09696319692726378]","[0.07198396818542252, 0.16821204539391443]",2.220446049250313e-16,,,,0.0,0.0,0.0,0.005356066343179953,2.0,0.005356066343179755,1.9946439336568202,0.9973219668284101,1.97758476261356e-16,0.48046875,0.005356066343179977,1.0073507015688852,1.0101904577379033e-32,5.206408693493994e-18,1.0073507015688852,5.206408693494004e-18
s9161121_g2_n2_l0,9161121,2.0,2.0,spatial_oracle_slope,OK,0.08766102499794215,0.0,0.9800531959552377,1.0001989177116721,1.0,1.0199468040447623,0.5,1,0.0,0.0,,-0.026900545180850315,"[-0.009388184799236924, 0.01197783058272602]","[0.07198396818542248, 0.1682120453939142]","[-0.019766047810681073, 0.03562442423332532]","[0.11151606380678467, 0.09696319692726378]","[0.07198396818542252, 0.16821204539391443]",2.220446049250313e-16,,,,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.5,0.0,1.0003978749916003,0.0,0.0,1.0003978749916003,0.0
s9161121_g2_n2_l0.5,9161121,2.0,2.0,constant_free,OK,1.0751616069974261,0.5,0.5168845684659776,0.8832885146089496,0.7357546664497174,0.7557014704944797,0.75,1,0.7953685878993747,0.9113483995052319,,0.47643364727698106,"[0.16627347494781808, -0.012583008037299575]","[0.7953142396049563, 0.009297897538450867]","[0.34189908789908574, -0.043832649694406395]","[0.11151606380678467, 0.09696319692726378]","[0.7953142396049562, 0.009297897538450992]",1.249000902703301e-16,,,,0.0,0.0,0.0,0.5284906671005651,2.0,0.528490667100565,1.4715093328994349,0.7357546664497174,1.1102230246251565e-16,0.25,0.5284906671005651,0.7801986000400847,9.625208997387065e-33,-1.8285464456051278e-18,0.7801986000400847,1.828546445605118e-18
s9161121_g2_n2_l0.5,9161121,2.0,2.0,constant_oracle_slope,OK,0.7943542819994036,0.5,0.056799136703454794,1.0365603687566611,0.5923693972970634,0.6264541792736088,0.7447916666666666,2,0.0,0.0,,0.47643364727698106,"[0.16627347494781808, -0.012583008037299575]","[0.7953142396049563, 0.009297897538450867]","[0.34189908789908574, -0.043832649694406395]","[0.11151606380678467, 0.09696319692726378]","[0.7953142396049562, 0.009297897538450992]",1.249000902703301e-16,0.296875,0.2708333333333333,0.28385416666666663,1.885905439011176,1.885905439011176,0.815261205405873,0.0,0.11409456098882398,0.8152612054058733,1.1847387945941268,0.5923693972970634,3.3306690738754696e-16,0.28385416666666663,1.885905439011176,0.003345188746619175,1.0095668917010967,0.0615453176292293,1.0744573980769452,2.0816681711721685e-17
s9161121_g2_n2_l0.5,9161121,2.0,2.0,spatial_free,OK,0.10534417300368659,0.5,0.5168845684659776,0.8832885146089496,0.7357546664497174,0.7557014704944797,0.75,1,0.7953685878993747,0.9113483995052319,,0.47643364727698106,"[0.16627347494781808, -0.012583008037299575]","[0.7953142396049563, 0.009297897538450867]","[0.34189908789908574, -0.043832649694406395]","[0.11151606380678467, 0.09696319692726378]","[0.7953142396049562, 0.009297897538450992]",1.249000902703301e-16,,,,0.0,0.0,0.0,0.5284906671005651,2.0,0.528490667100565,1.4715093328994349,0.7357546664497174,1.1102230246251565e-16,0.25,0.5284906671005651,0.7801986000400847,9.625208997387065e-33,-1.8285464456051278e-18,0.7801986000400847,1.828546445605118e-18
s9161121_g2_n2_l0.5,9161121,2.0,2.0,spatial_oracle_slope,OK,0.08802140099578537,0.5,0.9800531959552377,1.0001989177116721,1.0,1.0199468040447623,0.5,1,0.0,0.0,,0.47643364727698106,"[0.16627347494781808, -0.012583008037299575]","[0.7953142396049563, 0.009297897538450867]","[0.34189908789908574, -0.043832649694406395]","[0.11151606380678467, 0.09696319692726378]","[0.7953142396049562, 0.009297897538450992]",1.249000902703301e-16,,,,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.5,0.0,1.0003978749916003,0.0,0.0,1.0003978749916003,0.0
s9161121_g2_n2_l1,9161121,2.0,2.0,constant_free,OK,0.9029496310031391,1.0,0.4304458353597182,0.5090996728220722,0.43397305850049994,0.47093552289434165,0.9752604166666666,1,1.3541269598911647,1.5513359856925484,,0.8660850297306978,"[0.30226027971925956, -0.002399778456788887]","[1.3528810562131643, 0.058074703990987075]","[0.6206824962031899, -0.019444246468138332]","[0.11151606380678467, 0.09696319692726378]","[1.3528810562131646, 0.05807470399098712]",2.220446049250313e-16,,,,0.0,0.0,0.0,1.6351313602174264,2.0,1.6351313602174267,0.36486863978257333,0.18243431989128667,2.220446049250313e-16,0.024739583333333332,1.6351313602174267,0.25918247686754103,1.7740789350067754e-32,4.8275382105526354e-18,0.25918247686754103,4.827538210552653e-18
s9161121_g2_n2_l1,9161121,2.0,2.0,constant_oracle_slope,OK,0.8031831170010264,1.0,0.9800531959552377,1.0001989177116721,1.0,1.0199468040447623,0.5,1,0.0,0.0,,0.8660850297306978,"[0.30226027971925956, -0.002399778456788887]","[1.3528810562131643, 0.058074703990987075]","[0.6206824962031899, -0.019444246468138332]","[0.11151606380678467, 0.09696319692726378]","[1.3528810562131646, 0.05807470399098712]",2.220446049250313e-16,,,,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.5,0.0,1.0003978749916003,0.0,0.0,1.0003978749916003,0.0
s9161121_g2_n2_l1,9161121,2.0,2.0,spatial_free,OK,0.10954437500186032,1.0,0.4304458353597182,0.5090996728220722,0.43397305850049994,0.47093552289434165,0.9752604166666666,1,1.3541269598911647,1.5513359856925484,,0.8660850297306978,"[0.30226027971925956, -0.002399778456788887]","[1.3528810562131643, 0.058074703990987075]","[0.6206824962031899, -0.019444246468138332]","[0.11151606380678467, 0.09696319692726378]","[1.3528810562131646, 0.05807470399098712]",2.220446049250313e-16,,,,0.0,0.0,0.0,1.6351313602174264,2.0,1.6351313602174267,0.36486863978257333,0.18243431989128667,2.220446049250313e-16,0.024739583333333332,1.6351313602174267,0.25918247686754103,1.7740789350067754e-32,4.8275382105526354e-18,0.25918247686754103,4.827538210552653e-18
s9161121_g2_n2_l1,9161121,2.0,2.0,spatial_oracle_slope,OK,0.09038563000649447,1.0,0.08152113587957714,0.43403474198456143,0.16745863587957716,0.29472539797250474,0.9583333333333334,2,0.0,0.0,,0.8660850297306978,"[0.30226027971925956, -0.002399778456788887]","[1.3528810562131643, 0.058074703990987075]","[0.6206824962031899, -0.019444246468138332]","[0.11151606380678467, 0.09696319692726378]","[1.3528810562131646, 0.05807470399098712]",2.220446049250313e-16,0.078125,0.0078125,0.04296875,2.171804465927297,2.171804465927297,1.98516501963667,0.0,0.17180446592729703,1.9851650196366697,0.014834980363330308,0.007417490181665154,2.220446049250313e-16,0.04296875,2.171804465927297,0.011261597171824867,0.20267219148609086,-0.025547631408311025,0.1883861572496048,9.71445146547012e-17
s9161121_g8_n1_l0,9161121,8.0,1.0,constant_free,OK,0.8741005370029598,0.0,0.04977163535321197,0.06071754466399666,0.04977163535321197,0.055299250462686605,1.0,2,0.07453862313695099,0.08541490705387178,,-0.026900545180850315,"[-0.009388184799236924, 0.01197783058272602]","[-0.10237035058205596, 0.33347699233023415]","[-0.019766047810681073, 0.03562442423332532]","[0.05575803190339233, 0.04848159846363189]","[-0.10237035058205625, 0.3334769923302344]",2.914335439641036e-16,0.0,0.0,0.0,7.929584536178449,7.929575724828747,7.929584536178449,0.0004012919611401538,0.07041546382155062,7.929985828139591,0.07001417186040904,0.00875177148255113,1.7763568394002505e-15,0.0,7.929985828139591,0.0036866202300244334,0.0,0.0,0.0036866202300244334,0.0
s9161121_g8_n1_l0,9161121,8.0,1.0,constant_oracle_slope,OK,0.6781372120021842,0.0,0.035006948200929866,0.036399509660629936,0.035006948200929866,0.04497880265191867,1.0,2,0.0,0.0,,-0.026900545180850315,"[-0.009388184799236924, 0.01197783058272602]","[-0.10237035058205596, 0.33347699233023415]","[-0.019766047810681073, 0.03562442423332532]","[0.05575803190339233, 0.04848159846363189]","[-0.10237035058205625, 0.3334769923302344]",2.914335439641036e-16,0.0,0.0,0.0,7.929986103598139,7.929986103598139,7.929986103598139,0.0,0.07001389640186062,7.929986103598142,0.07001389640185796,0.008751737050232244,2.6645352591003757e-15,0.0,7.929986103598137,0.0013249243035343024,0.0,0.0,0.0013249243035343024,0.0
s9161121_g8_n1_l0,9161121,8.0,1.0,spatial_free,OK,0.10587079099786934,0.0,0.0497720155945372,0.06071800724078947,0.0497720155945372,0.05529923596891546,1.0,2,0.07453938344043637,0.08541577829555272,,-0.026900545180850315,"[-0.009388184799236924, 0.01197783058272602]","[-0.10237035058205596, 0.33347699233023415]","[-0.019766047810681073, 0.03562442423332532]","[0.05575803190339233, 0.04848159846363189]","[-0.10237035058205625, 0.3334769923302344]",2.914335439641036e-16,0.0,0.0,0.0,7.929584184190378,7.929575372661311,7.929584184190378,0.0004012522928024745,0.0704158158096222,7.9299854364831805,0.07001456351681945,0.008751820439602431,0.0,0.0,7.9299854364831805,0.0036866764032925663,0.0,0.0,0.0036866764032925663,0.0
s9161121_g8_n1_l0,9161121,8.0,1.0,spatial_oracle_slope,OK,0.08864794800319942,0.0,0.0350070957616209,0.0363995173816,0.03500709576162089,0.044978460359814294,1.0,2,0.0,0.0,,-0.026900545180850315,"[-0.009388184799236924, 0.01197783058272602]","[-0.10237035058205596, 0.33347699233023415]","[-0.019766047810681073, 0.03562442423332532]","[0.05575803190339233, 0.04848159846363189]","[-0.10237035058205625, 0.3334769923302344]",2.914335439641036e-16,0.0,0.0,0.0,7.929985808476758,7.929985808476758,7.929985808476758,0.0,0.07001419152324218,7.929985808476758,0.07001419152324218,0.008751773940405272,0.0,0.0,7.929985808476758,0.0013249248656134144,0.0,0.0,0.0013249248656134144,0.0
s9161121_g8_n1_l0.5,9161121,8.0,1.0,constant_free,OK,0.903772787998605,0.5,0.05045974768200647,0.05942012900849467,0.050459747682006464,0.05806632639849976,1.0,2,0.05990536737473774,0.06864646156863155,,0.47643364727698106,"[0.16627347494781808, -0.012583008037299575]","[2.7909507350960787, -0.30217959909161896]","[0.34189908789908574, -0.043832649694406395]","[0.05575803190339233, 0.04848159846363189]","[2.7909507350960783, -0.3021795990916193]",4.440892098500626e-16,0.0,0.0,0.0,8.074907301461733,8.074901505859845,8.074907301461733,0.017446906248968986,0.07490730146173341,8.092354207710702,0.09235420771070224,0.01154427596383778,0.0,0.0,8.092354207710702,0.0035307517313861434,0.0,0.0,0.0035307517313861434,0.0
s9161121_g8_n1_l0.5,9161121,8.0,1.0,constant_oracle_slope,OK,0.6781110770025407,0.5,0.046177192759273566,0.047241661043041186,0.046177192759273566,0.05614922399561095,1.0,2,0.0,0.0,,0.47643364727698106,"[0.16627347494781808, -0.012583008037299575]","[2.7909507350960787, -0.30217959909161896]","[0.34189908789908574, -0.043832649694406395]","[0.05575803190339233, 0.04848159846363189]","[2.7909507350960783, -0.3021795990916193]",4.440892098500626e-16,0.0,0.0,0.0,8.092354385518547,8.092354385518547,8.092354385518547,0.0,0.09235438551854713,8.092354385518549,0.09235438551854891,0.011544298189818614,1.7763568394002505e-15,0.0,8.092354385518549,0.0022317745381055638,0.0,0.0,0.0022317745381055638,0.0
s9161121_g8_n1_l0.5,9161121,8.0,1.0,spatial_free,OK,0.10700956400251016,0.5,0.050459700233025595,0.05942006287806424,0.050459700233025595,0.058067386384265,1.0,2,0.05990403639107059,0.06864493637588628,,0.47643364727698106,"[0.16627347494781808, -0.012583008037299575]","[2.7909507350960787, -0.30217959909161896]","[0.34189908789908574, -0.043832649694406395]","[0.05575803190339233, 0.04848159846363189]","[2.7909507350960783, -0.3021795990916193]",4.440892098500626e-16,0.0,0.0,0.0,8.074909701193363,8.074903905847282,8.074909701193363,0.017445204914255726,0.07490970119336282,8.092354906107618,0.09235490610761765,0.011544363263452206,1.7763568394002505e-15,0.0,8.092354906107618,0.0035307438724330974,0.0,0.0,0.0035307438724330974,0.0
s9161121_g8_n1_l0.5,9161121,8.0,1.0,spatial_oracle_slope,OK,0.09013143899937859,0.5,0.04617748103009201,0.047242146925108634,0.04617748103009202,0.05615047916550964,1.0,2,0.0,0.0,,0.47643364727698106,"[0.16627347494781808, -0.012583008037299575]","[2.7909507350960787, -0.30217959909161896]","[0.34189908789908574, -0.043832649694406395]","[0.05575803190339233, 0.04848159846363189]","[2.7909507350960783, -0.3021795990916193]",4.440892098500626e-16,0.0,0.0,0.0,8.092354962060185,8.092354962060185,8.092354962060185,0.0,0.09235496206018468,8.092354962060185,0.09235496206018468,0.011544370257523084,0.0,0.0,8.092354962060185,0.002231820446093513,0.0,0.0,0.002231820446093513,0.0
s9161121_g8_n1_l1,9161121,8.0,1.0,constant_free,OK,0.9059249679994537,1.0,0.05773398314861986,0.06859670761215983,0.05773398314861987,0.0617892847331356,1.0,2,0.17949120250539258,0.20568088374345475,,0.8660850297306978,"[0.30226027971925956, -0.002399778456788887]","[5.021218001528911, -0.10707237328147445]","[0.6206824962031899, -0.019444246468138332]","[0.05575803190339233, 0.04848159846363189]","[5.021218001528911, -0.10707237328147476]",3.0531133177191805e-16,0.0,0.0,0.0,7.809807338486956,7.809757017117362,7.809807338486956,0.20971909047245527,0.19019266151304404,8.019526428959411,0.019526428959411035,0.0024408036199263794,0.0,0.0,8.019526428959411,0.004705508295228141,0.0,0.0,0.004705508295228141,0.0
s9161121_g8_n1_l1,9161121,8.0,1.0,constant_oracle_slope,OK,0.7076476910006022,1.0,0.009971795575894227,0.01395622037443416,0.009971795575894227,0.019735984233040682,1.0,2,0.0,0.0,,0.8660850297306978,"[0.30226027971925956, -0.002399778456788887]","[5.021218001528911, -0.10707237328147445]","[0.6206824962031899, -0.019444246468138332]","[0.05575803190339233, 0.04848159846363189]","[5.021218001528911, -0.10707237328147476]",3.0531133177191805e-16,0.0,0.0,0.0,8.019528377314293,8.019528377314293,8.019528377314293,0.0,0.01952837731429291,8.019528377314291,0.019528377314291134,0.002441047164286392,1.7763568394002505e-15,0.0,8.019528377314291,0.00019477608713976648,0.0,0.0,0.00019477608713976648,0.0
s9161121_g8_n1_l1,9161121,8.0,1.0,spatial_free,OK,0.10904741800186457,1.0,0.05772431090671178,0.06858618628022493,0.05772431090671178,0.06177789473101871,1.0,2,0.17945577419958517,0.20564028641856133,,0.8660850297306978,"[0.30226027971925956, -0.002399778456788887]","[5.021218001528911, -0.10707237328147445]","[0.6206824962031899, -0.019444246468138332]","[0.05575803190339233, 0.04848159846363189]","[5.021218001528911, -0.10707237328147476]",3.0531133177191805e-16,0.0,0.0,0.0,7.809854782136358,7.809804480324085,7.809854782136358,0.20967466462126952,0.19014521786364202,8.019529446757627,0.0195294467576268,0.00244118084470335,0.0,0.0,8.019529446757627,0.0047040649484657105,0.0,0.0,0.0047040649484657105,0.0
s9161121_g8_n1_l1,9161121,8.0,1.0,spatial_oracle_slope,OK,0.09445278399653034,1.0,0.009973374543219374,0.013957724295660586,0.009973374543219374,0.019738100229808708,1.0,2,0.0,0.0,,0.8660850297306978,"[0.30226027971925956, -0.002399778456788887]","[5.021218001528911, -0.10707237328147445]","[0.6206824962031899, -0.019444246468138332]","[0.05575803190339233, 0.04848159846363189]","[5.021218001528911, -0.10707237328147476]",3.0531133177191805e-16,0.0,0.0,0.0,8.01952945137318,8.01952945137318,8.01952945137318,0.0,0.019529451373179185,8.019529451373177,0.01952945137317741,0.002441181421647176,1.7763568394002505e-15,0.0,8.019529451373177,0.00019481806751367708,0.0,0.0,0.00019481806751367708,0.0
s9161121_g8_n2_l0,9161121,8.0,2.0,constant_free,OK,0.8712859349980135,0.0,0.15216481487606223,1.3396804651991043,0.3713016150463805,0.44884286301303994,0.9739583333333334,2,0.235643515626963,0.27002557912026887,,-0.026900545180850315,"[-0.009388184799236924, 0.01197783058272602]","[-0.04661231867866379, 0.3819585907938665]","[-0.019766047810681073, 0.03562442423332532]","[0.11151606380678467, 0.09696319692726378]","[-0.04661231867866392, 0.38195859079386635]",1.6653345369377348e-16,0.041666666666666664,0.015625,0.028645833333333332,7.85377726120554,7.853690041959478,7.403821272282306,-0.0026943495650933787,0.14622273879446013,7.401126922717212,0.5988730772827884,0.07485913466034855,8.881784197001252e-16,0.028645833333333332,7.851082911640446,0.035247674241509264,1.7669270571742732,-0.007430982579694131,1.794743748836089,4.744468706796567e-16
s9161121_g8_n2_l0,9161121,8.0,2.0,constant_oracle_slope,OK,0.679228469998634,0.0,0.07778948397423172,1.3408550888257362,0.30131574889174145,0.32278338437570214,0.97265625,2,0.0,0.0,,-0.026900545180850315,"[-0.009388184799236924, 0.01197783058272602]","[-0.04661231867866379, 0.3819585907938665]","[-0.019766047810681073, 0.03562442423332532]","[0.11151606380678467, 0.09696319692726378]","[-0.04661231867866392, 0.38195859079386635]",1.6653345369377348e-16,0.0390625,0.018229166666666668,0.028645833333333336,7.846932333842936,7.846932333842936,7.397368502216518,0.0,0.1530676661570638,7.397368502216517,0.6026314977834826,0.07532893722293532,8.881784197001252e-16,0.028645833333333336,7.846932333842934,0.009490050337682568,1.7638484832578307,0.024553835634359426,1.7978923692298732,5.516420653606247e-16
s9161121_g8_n2_l0,9161121,8.0,2.0,spatial_free,OK,0.1064837149970117,0.0,0.16241798118525083,1.3117654001112131,0.37173398551367565,0.4399539117736089,0.9752604166666666,2,0.24942003854093836,0.28581193997512966,,-0.026900545180850315,"[-0.009388184799236924, 0.01197783058272602]","[-0.04661231867866379, 0.3819585907938665]","[-0.019766047810681073, 0.03562442423332532]","[0.11151606380678467, 0.09696319692726378]","[-0.04661231867866392, 0.38195859079386635]",1.6653345369377348e-16,0.0390625,0.015625,0.02734375,7.858909623414481,7.8588118441268415,7.429125503384001,-0.0057404744157377036,0.14109037658551937,7.423385028968264,0.5766149710317361,0.07207687137896701,8.881784197001252e-16,0.02734375,7.853169148998743,0.039396300968129336,1.6888172784491298,-0.007485114488328099,1.720728464928931,1.6479873021779667e-17
s9161121_g8_n2_l0,9161121,8.0,2.0,spatial_oracle_slope,OK,0.08798101299908012,0.0,0.07721138948561196,1.3095868769265528,0.290358354839659,0.3200224323775591,0.9752604166666666,2,0.0,0.0,,-0.026900545180850315,"[-0.009388184799236924, 0.01197783058272602]","[-0.04661231867866379, 0.3819585907938665]","[-0.019766047810681073, 0.03562442423332532]","[0.11151606380678467, 0.09696319692726378]","[-0.04661231867866392, 0.38195859079386635]",1.6653345369377348e-16,0.0390625,0.015625,0.02734375,7.848498026124357,7.848498026124357,7.419283290320681,0.0,0.1515019738756429,7.4192832903206805,0.5807167096793195,0.07258958870991494,8.881784197001252e-16,0.02734375,7.848498026124355,0.009620811517222683,1.6843455033693184,0.021051473331700835,1.715017788218242,4.163336342344337e-17
s9161121_g8_n2_l0.5,9161121,8.0,2.0,constant_free,OK,0.8893419960004394,0.5,0.2307988441378422,1.2788646403383148,0.42527017968522385,0.4534328933977035,0.9778645833333334,2,0.4089500078130455,0.46861174035319336,,0.47643364727698106,"[0.16627347494781808, -0.012583008037299575]","[2.84670876699947, -0.25369800062798786]","[0.34189908789908574, -0.043832649694406395]","[0.11151606380678467, 0.09696319692726378]","[2.8467087669994706, -0.25369800062798736]",4.996003610813204e-16,0.0234375,0.028645833333333332,0.026041666666666664,7.93574426752529,7.935478845894872,7.52242425359168,0.2524083423425752,0.06425573247471039,7.774832595934255,0.2251674040657452,0.02814592550821815,8.881784197001252e-16,0.026041666666666664,8.188152609867865,0.07398462297572984,1.6400009656135544,-0.07849082028163733,1.635494768307647,9.71445146547012e-17
s9161121_g8_n2_l0.5,9161121,8.0,2.0,constant_oracle_slope,OK,0.6715594620036427,0.5,0.09144976578771374,1.2068664038750612,0.2685330991210471,0.32772756196853986,0.9791666666666666,2,0.0,0.0,,0.47643364727698106,"[0.16627347494781808, -0.012583008037299575]","[2.84670876699947, -0.25369800062798786]","[0.34189908789908574, -0.043832649694406395]","[0.11151606380678467, 0.09696319692726378]","[2.8467087669994706, -0.25369800062798736]",4.996003610813204e-16,0.018229166666666668,0.026041666666666668,0.022135416666666668,8.183356389278657,8.183356389278657,7.821072382461634,0.0,0.18335638927865716,7.821072382461631,0.17892761753836872,0.02236595219229609,2.6645352591003757e-15,0.022135416666666668,8.183356389278654,0.00925980423658026,1.4823495709597818,-0.035082858394040815,1.456526516802322,6.869504964868156e-16
s9161121_g8_n2_l0.5,9161121,8.0,2.0,spatial_free,OK,0.10508113299874822,0.5,0.11782756666940836,1.0144740953326379,0.2419376473859849,0.2586725763335418,0.9856770833333334,2,0.18205101753685266,0.20861417735365498,,0.47643364727698106,"[0.16627347494781808, -0.012583008037299575]","[2.84670876699947, -0.25369800062798786]","[0.34189908789908574, -0.043832649694406395]","[0.11151606380678467, 0.09696319692726378]","[2.8467087669994706, -0.25369800062798736]",4.996003610813204e-16,0.018229166666666668,0.013020833333333334,0.015625,8.133112604332808,8.133058694413203,7.878952835447408,0.05134361346514925,0.13311260433280836,7.930296448912556,0.06970355108744375,0.008712943885930469,8.881784197001252e-16,0.015625,8.184456217797958,0.020609733703076654,1.033555009918081,-0.025007053520183436,1.0291576901009742,3.8163916471489756e-17
s9161121_g8_n2_l0.5,9161121,8.0,2.0,spatial_oracle_slope,OK,0.08859069999743951,0.5,0.09113590576119635,1.0569343391201487,0.22655257242786303,0.2471368539987735,0.984375,2,0.0,0.0,,0.47643364727698106,"[0.16627347494781808, -0.012583008037299575]","[2.84670876699947, -0.25369800062798786]","[0.34189908789908574, -0.043832649694406395]","[0.11151606380678467, 0.09696319692726378]","[2.8467087669994706, -0.25369800062798736]",4.996003610813204e-16,0.020833333333333332,0.013020833333333334,0.016927083333333332,8.182099320119226,8.182099320119226,7.905101166052689,0.0,0.18209932011922625,7.905101166052693,0.09489883394730736,0.01186235424341342,3.552713678800501e-15,0.016927083333333332,8.182099320119228,0.008411910048915568,1.1332132040310439,-0.024514916868613557,1.1171101972113455,2.8796409701215e-16
s9161121_g8_n2_l1,9161121,8.0,2.0,constant_free,OK,0.9614028819996747,1.0,1.3355364595087371,1.7086715110346526,1.3574980958098732,1.4186814503544183,0.4544270833333333,2,5.105079893927735,5.829788647263459,,0.8660850297306978,"[0.30226027971925956, -0.002399778456788887]","[5.0769760334323015, -0.058590774817842695]","[0.6206824962031899, -0.019444246468138332]","[0.11151606380678467, 0.09696319692726378]","[5.076976033432304, -0.058590774817842875]",2.6645352591003757e-15,0.3515625,0.375,0.36328125,3.5351265337060775,3.516842980150219,0.9666361615602556,6.172042935221161,4.4648734662939225,7.138679096781415,0.8613209032185853,0.10766511290232317,1.7763568394002505e-15,0.018229166666666668,9.707169468927239,3.9051751203347194,4.5399692330706465,-5.525586020783924,2.919558332621443,8.881784197001252e-16
s9161121_g8_n2_l1,9161121,8.0,2.0,constant_oracle_slope,OK,0.7046429370020633,1.0,0.0281075328569559,1.155897702752565,0.19441489337229584,0.2717083102004492,0.9791666666666666,2,0.0,0.0,,0.8660850297306978,"[0.30226027971925956, -0.002399778456788887]","[5.0769760334323015, -0.058590774817842695]","[0.6206824962031899, -0.019444246468138332]","[0.11151606380678467, 0.09696319692726378]","[5.076976033432304, -0.058590774817842875]",2.6645352591003757e-15,0.028645833333333332,0.013020833333333334,0.020833333333333332,8.031623074044132,8.031623074044132,7.696972112625626,0.0,0.03162307404413234,7.696972112625624,0.3030278873743759,0.03787848592179699,1.7763568394002505e-15,0.020833333333333332,8.03162307404413,0.0010539873706209325,1.3438951917399609,-0.00884967988192475,1.3360994992286572,1.0581813203458523e-16
s9161121_g8_n2_l1,9161121,8.0,2.0,spatial_free,OK,0.11506837799970526,1.0,0.1135152178183312,0.31444783367639495,0.12360758110075515,0.1426197170437737,0.9986979166666666,2,0.3557573900891869,0.4076610604218641,,0.8660850297306978,"[0.30226027971925956, -0.002399778456788887]","[5.0769760334323015, -0.058590774817842695]","[0.6206824962031899, -0.019444246468138332]","[0.11151606380678467, 0.09696319692726378]","[5.076976033432304, -0.058590774817842875]",2.6645352591003757e-15,0.0026041666666666665,0.0,0.0013020833333333333,7.626124753074973,7.625931722869689,7.606265053197173,0.41561821668557514,0.37387524692502705,8.021883269882748,0.021883269882748024,0.002735408735343503,0.0,0.0013020833333333333,8.041742969760548,0.018199293560825006,0.07572627441336303,0.004951872129589713,0.09887744010377775,2.6020852139652106e-18
s9161121_g8_n2_l1,9161121,8.0,2.0,spatial_oracle_slope,OK,0.09498013999836985,1.0,0.02116825577920428,0.2904449145755396,0.03158492244587096,0.036791998707369475,0.9986979166666666,2,0.0,0.0,,0.8660850297306978,"[0.30226027971925956, -0.002399778456788887]","[5.0769760334323015, -0.058590774817842695]","[0.6206824962031899, -0.019444246468138332]","[0.11151606380678467, 0.09696319692726378]","[5.076976033432304, -0.058590774817842875]",2.6645352591003757e-15,0.0026041666666666665,0.0,0.0013020833333333333,8.042309307430967,8.042309307430967,8.021365793609533,0.0,0.04230930743096728,8.021365793609531,0.02136579360953128,0.00267072420119141,1.7763568394002505e-15,0.0013020833333333333,8.042309307430967,0.0004748011133890541,0.0842171080682171,-0.0003336607788136942,0.0843582484027925,4.22296746183104e-17
