case,patch,scene,mode,method,n_points,n_scans,sigma_mm,source,target_injected_rms_mm,max_abs_injected_rotation_deg,max_scan_mean_injected_translation_mm,recovery_xyz_rms_mm,recovery_normal_rms_mm,recovery_tangent_rms_mm,zero_edit_xyz_rms_mm,zero_edit_normal_rms_mm,zero_edit_tangent_rms_mm,self_response_xyz_rms_mm,self_response_normal_rms_mm,self_response_tangent_rms_mm,input_edit_xyz_rms_mm,input_edit_normal_rms_mm,input_edit_tangent_rms_mm,injected_xyz_rms_mm,injected_normal_rms_mm,injected_tangent_rms_mm,recovery_centroid_error_mm,input_edit_p95_mm,moved_fraction,unchanged_exact,independent_real_geometry,method_status,method_reason,supported_point_fraction,supported_scan_fraction,support_role,scan_bias_mm,method_scan_ids,transport_mass,usable_transport_mass,candidate_axis_available,within_scan_nonconstant_edit_rms_mm,ok,method_seconds,exact_fallback,point_order_contract,output,output_sha256,candidate_axis_abs_cos,injection_along_candidate_axis_rms_mm,best_scan_constant_axis_removable_rms_mm,best_scan_constant_axis_remaining_rms_mm,oracle_projection_scan_coefficients_mm,projection_role,edit_orthogonal_to_candidate_axis_rms_mm,candidate_axis_vs_zero_abs_cos
da_wall__tangent_translation,da_wall,delivery_area,tangent_translation,graph_local,1600,2,2.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/patches/delivery_area/da_wall.json,3.5,0.0,3.5000000000000435,3.603003500882049,0.00404928615445489,3.6030012254577346,1.0058261428306374,0.0038045591019976416,1.0058189473914265,3.4813837743891787,0.0017933406147109948,3.4813833124937115,1.070525589105665,0.004049286154454629,1.070517930822119,3.5000000000000244,2.5173498022944107e-14,3.5000000000000244,0.02782801724142681,2.108873743413561,0.730625,False,not_measured,APPLY,,0.730625,,"reported applicability, not independently validated accuracy","[0.0, 0.0]","[1, 2]",,,True,1.0606031539532665,True,0.03402818999893498,False,same input row and source ID; estimators preserve row order,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/real-components-v4-h3dnauhf/outputs/da_wall__tangent_translation__graph_local.npz,12947e1b22925c269077335b20c25188fa7f2e4e7a051a3b50a870d5e495c022,0.0037825215909485467,1.4516692414157997,1.4516692414158001,3.1847537445660454,"[-1.4516692414157997, 1.4516692414158]",evaluation-only injection-space diagnostic; not a candidate or real geometry bound,1.6376024982313324e-13,1.0000000000000002
da_wall__tangent_translation,da_wall,delivery_area,tangent_translation,graph_shared,1600,2,2.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/patches/delivery_area/da_wall.json,3.5,0.0,3.5000000000000435,3.4459172905946183,0.005032972751072405,3.445913615110548,1.0524853898007065,0.003981048711078982,1.052477860572423,3.2778658766514184,0.004640397022532083,3.2778625919997384,1.3305866549741576,0.005032972751068177,1.3305771362760617,3.5000000000000244,2.5173498022944107e-14,3.5000000000000244,0.035296426648325385,2.328219239589038,0.73125,False,not_measured,APPLY,,0.73125,,"reported applicability, not independently validated accuracy","[-0.9182474748088724, 0.9182474748088724]","[1, 2]",,,True,1.1058097208003252,True,0.12227684000390582,False,same input row and source ID; estimators preserve row order,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/real-components-v4-h3dnauhf/outputs/da_wall__tangent_translation__graph_shared.npz,fb660f4a00e6c39c70020d26c1b90287c859cf03d86450632e146046a0136cdd,0.0037825215909485467,1.4516692414157997,1.4516692414158001,3.1847537445660454,"[-1.4516692414157997, 1.4516692414158]",evaluation-only injection-space diagnostic; not a candidate or real geometry bound,1.5802593583532591e-13,1.0000000000000002
da_wall__tangent_translation,da_wall,delivery_area,tangent_translation,measure_balanced,1600,2,2.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/patches/delivery_area/da_wall.json,3.5,0.0,3.5000000000000435,3.185960555581345,0.003994619117345915,3.1859580513149104,0.07820486201590589,0.00020865537942286,0.07820458366272094,3.185756746398723,0.0037859637379230545,3.185754496772083,1.4971990548504397,0.003994619117341404,1.4971937258962704,3.5000000000000244,2.5173498022944107e-14,3.5000000000000244,1.8582378603237222e-14,1.4971990548506002,1.0,False,not_measured,APPLY,,1.0,1.0,"reported applicability, not independently validated accuracy","[-1.4971990548503957, 1.497199054850396]","[1, 2]",0.9999999999999997,0.8590788817379935,True,9.549959633809939e-14,True,0.03775490200496279,False,same input row and source ID; estimators preserve row order,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/real-components-v4-h3dnauhf/outputs/da_wall__tangent_translation__measure_balanced.npz,0d9f929bb1cad798676dfad598478a52ab459a166f5a9e5a8ba59702c0d93964,0.0026680614741310554,1.449793978315972,1.4497939783159723,3.1856078572917474,"[-1.4497939783159723, 1.4497939783159723]",evaluation-only injection-space diagnostic; not a candidate or real geometry bound,2.776569429927986e-14,1.0000000000000002
da_wall__tangent_translation,da_wall,delivery_area,tangent_translation,measure_unbalanced,1600,2,2.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/patches/delivery_area/da_wall.json,3.5,0.0,3.5000000000000435,3.1857492019716727,0.0037880728312108102,3.185746949832547,0.0053280195681297765,1.4215483756900866e-05,0.005328000604203736,3.1858038460980214,0.0037738573474539105,3.1858016108687095,1.4197846893382724,0.0037880728312063017,1.4197796359236883,3.5000000000000244,2.5173498022944107e-14,3.5000000000000244,9.605447572398586e-14,1.4197846893383126,1.0,False,not_measured,APPLY,,1.0,1.0,"reported applicability, not independently validated accuracy","[-1.4197846893382526, 1.4197846893382526]","[1, 2]",0.25082719673116743,0.25082662190514393,True,6.33712533248238e-14,True,0.03641565699945204,False,same input row and source ID; estimators preserve row order,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/real-components-v4-h3dnauhf/outputs/da_wall__tangent_translation__measure_unbalanced.npz,c5520e509e9917b62b4818dc90013eab3eb00fa437b60e18477153219ebca2de,0.0026680614741310554,1.449793978315972,1.4497939783159723,3.1856078572917474,"[-1.4497939783159723, 1.4497939783159723]",evaluation-only injection-space diagnostic; not a candidate or real geometry bound,1.5668442921179726e-13,1.0000000000000002
da_wall__small_rotation,da_wall,delivery_area,small_rotation,identity,1600,2,2.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/patches/delivery_area/da_wall.json,3.5,0.1533314280425289,1.6946961029396556e-14,3.5000000000000004,3.4925388848342847,0.22841221053283556,0.0,0.0,0.0,3.5000000000000004,3.4925388848342847,0.22841221053283556,0.0,0.0,0.0,3.5000000000000004,3.4925388848342847,0.22841221053283556,1.051539936115151e-14,0.0,0.0,True,not_measured,IDENTITY,,,,"reported applicability, not independently validated accuracy",,"[1, 2]",,,False,0.0,True,7.5499992817640305e-06,True,same input row and source ID; estimators preserve row order,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/real-components-v4-h3dnauhf/outputs/da_wall__small_rotation__identity.npz,1ffd5c77a354cee6df191063beeb63c7aa8b2e149dc9c41cc93d57811a0fc3b4,,,,,,,,
da_wall__small_rotation,da_wall,delivery_area,small_rotation,fast,1600,2,2.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/patches/delivery_area/da_wall.json,3.5,0.1533314280425289,1.6946961029396556e-14,42.72418288859119,42.72354961452729,0.2326195022191247,42.54602743094465,42.546027430944655,1.2192730953987084e-12,12.60910790912246,12.606961982614287,0.23261950221911135,42.71420268970448,42.71417712041647,0.04673695377297728,3.5000000000000004,3.4925388848342847,0.22841221053283556,8.167383252563094e-14,73.57872430719922,1.0,False,not_measured,APPLY,,,,"reported applicability, not independently validated accuracy","[-6.888461698825566, 6.888461698825566]","[1, 2]",,,True,42.155097044615744,True,0.022003783989930525,False,same input row and source ID; estimators preserve row order,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/real-components-v4-h3dnauhf/outputs/da_wall__small_rotation__fast.npz,5f56c85993e246d5366ed4679191bb5000830450e2c56ce0f3b8f66aa3f836af,0.9999994013867426,3.4925346123909113,1.2490009027033013e-15,3.5000000000000004,"[-1.2490009027033015e-15, 1.2490009027033007e-15]",evaluation-only injection-space diagnostic; not a candidate or real geometry bound,2.798196147595719e-12,0.9999994013867426
da_wall__small_rotation,da_wall,delivery_area,small_rotation,graph_local,1600,2,2.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/patches/delivery_area/da_wall.json,3.5,0.1533314280425289,1.6946961029396556e-14,3.6338593711608604,3.4925808859798235,1.003400560226072,1.0058261428306374,0.0038045591019976416,1.0058189473914265,3.5131837894948577,3.492516881509275,0.38050778065918317,0.9780676849660609,0.00371702836443572,0.978060621881388,3.5000000000000004,3.4925388848342847,0.22841221053283556,0.035431042360205695,1.5803456106239309,0.733125,False,not_measured,APPLY,,0.733125,,"reported applicability, not independently validated accuracy","[0.0, 0.0]","[1, 2]",,,True,0.9771157623181678,True,0.032122432996402495,False,same input row and source ID; estimators preserve row order,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/real-components-v4-h3dnauhf/outputs/da_wall__small_rotation__graph_local.npz,92cfeed868709e864efc7e3d99871bbe36ad1d218e744b1ae2ddc6ac08db3b52,0.0038003794845389402,0.05091479186180142,1.8317595704142597e-15,3.5000000000000004,"[-1.8317595704142593e-15, 1.83175957041426e-15]",evaluation-only injection-space diagnostic; not a candidate or real geometry bound,1.589693026394831e-13,0.9999999995382559
da_wall__small_rotation,da_wall,delivery_area,small_rotation,graph_shared,1600,2,2.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/patches/delivery_area/da_wall.json,3.5,0.1533314280425289,1.6946961029396556e-14,3.6337008466381198,3.492574707542664,1.00284782249944,1.0524853898007065,0.003981048711078982,1.052477860572423,3.538332535019726,3.4926723767412313,0.5666010917108057,0.9776322539434641,0.0037153735613100025,0.9776251940032427,3.5000000000000004,3.4925388848342847,0.22841221053283556,0.03529943928055513,1.5939273574342665,0.733125,False,not_measured,APPLY,,0.733125,,"reported applicability, not independently validated accuracy","[0.023230804750041127, -0.023230804750041127]","[1, 2]",,,True,0.9769483113773842,True,0.1039474959979998,False,same input row and source ID; estimators preserve row order,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/real-components-v4-h3dnauhf/outputs/da_wall__small_rotation__graph_shared.npz,33b41fca0b994628c67a7b1947a44cf08f400aeba635902bdd4f3076275b4be5,0.0038003794845389402,0.05091479186180142,1.8317595704142597e-15,3.5000000000000004,"[-1.8317595704142593e-15, 1.83175957041426e-15]",evaluation-only injection-space diagnostic; not a candidate or real geometry bound,1.5536272942675483e-13,0.9999999995382559
da_wall__small_rotation,da_wall,delivery_area,small_rotation,measure_balanced,1600,2,2.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/patches/delivery_area/da_wall.json,3.5,0.1533314280425289,1.6946961029396556e-14,3.501243817862071,3.49253889137707,0.24673946651478285,0.07820486201590589,0.00020865537942286,0.07820458366272094,3.504200355613162,3.4925389103818327,0.2856432945971059,0.09331812319895569,0.00021377996687557276,0.09331787832725964,3.5000000000000004,3.4925388848342847,0.22841221053283556,6.05664839589806e-14,0.09331812319901713,1.0,False,not_measured,APPLY,,1.0,1.0,"reported applicability, not independently validated accuracy","[0.09331812319900044, -0.09331812319900044]","[1, 2]",0.9999999999999962,0.8285357263968799,True,1.0395972871814359e-13,True,0.037226286993245594,False,same input row and source ID; estimators preserve row order,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/real-components-v4-h3dnauhf/outputs/da_wall__small_rotation__measure_balanced.npz,de06ce755f61d5fa499a7ec26ac85569ad7230458dad35e9994e254bc18709b0,0.0022908729788383565,0.04974664592921873,1.8287780144399254e-15,3.5000000000000004,"[-1.8287780144399246e-15, 1.828778014439925e-15]",evaluation-only injection-space diagnostic; not a candidate or real geometry bound,9.543995264014663e-14,0.9999998508066449
da_wall__small_rotation,da_wall,delivery_area,small_rotation,measure_unbalanced,1600,2,2.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/patches/delivery_area/da_wall.json,3.5,0.1533314280425289,1.6946961029396556e-14,3.5000059064478357,3.49253888486535,0.22850269773732299,0.0053280195681297765,1.4215483756900866e-05,0.005328000604203736,3.500019750159589,3.4925388849542385,0.2287146444585408,0.006430020973756979,1.4730361305636688e-05,0.006430004101041496,3.5000000000000004,3.4925388848342847,0.22841221053283556,9.792006508009526e-14,0.006430020973957832,1.0,False,not_measured,APPLY,,1.0,1.0,"reported applicability, not independently validated accuracy","[0.006430020973680151, -0.006430020973680152]","[1, 2]",0.31377274562998747,0.31377176515182864,True,1.2867193186367017e-13,True,0.03652368299663067,False,same input row and source ID; estimators preserve row order,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/real-components-v4-h3dnauhf/outputs/da_wall__small_rotation__measure_unbalanced.npz,3053741b43d67cb966169075ba5dd257cf8b47dfb33e596b4ea8e43e331f0fd9,0.0022908729788383565,0.04974664592921873,1.8287780144399254e-15,3.5000000000000004,"[-1.8287780144399246e-15, 1.828778014439925e-15]",evaluation-only injection-space diagnostic; not a candidate or real geometry bound,1.3358480591349705e-13,0.9999998508066449
