case,method,seed,gap_mm,bias_rms_mm,n_points,primary,stage,supported_fraction,measured_fit_seconds,freeze_seconds,shared_freeze_plus_fit_seconds,input_edit_rms_mm,identifiable,geometry_scored,surface_accuracy_mean_mm,surface_accuracy_rms_mm,surface_accuracy_p95_mm,reference_sample_coverage_1mm,reference_sample_coverage_2mm,reference_sample_distance_mean_mm,output_point_count_ratio,matched_point_rms_mm,matched_normal_mae_mm,within_source_layer_rms_mm,source_group_gap_mm,source_group_gap_error_mm,source_group_gap_retention,reported_model_k,model_k_note,global_translation_only_aligned_rms_mm,output_edit_from_reference_centroid_mm,source_surface_tilt_mean_deg,source_surface_tilt_max_deg,fitted_gap_at_same_xy_mm,fitted_gap_at_same_xy_error_mm,fitted_gap_note,output,output_sha256,ok,info_method,info_variant,info_sharing,info_budget,info_evaluation_only_oracle,info_sigma_mm,info_frozen_common_sha256,info_freeze_seconds,info_supported_fraction,info_active_point_count,info_point_count,info_input_units,info_gauge,info_observation_source,info_interpretation,info_prior,info_final_action,info_fit_rank,info_fit_parameter_count,info_fit_full_rank,info_fit_condition_number,info_fit_effective_condition_number,info_fit_condition_scope,info_fit_solver,info_intercept_scope,info_slope_scope,info_weighted_measurement_sse_mm2,info_measurement_residual_rms_mm,info_final_fit_row_visits,info_final_fit_design_elements,info_status,info_group_count,info_dictionary_size,info_dictionary_capacity_parameters,info_dictionary_candidate_pair_count,info_association_change_fraction,info_association_change_scope,info_grouping_description,info_search_work_proxy,info_budget_matching_scope,info_search_objective_kind,info_entropy_mean,info_margin_mean,info_confidence_scope,info_responsibility_stage,info_search_seconds,info_final_fit_seconds,info_fit_seconds,info_input_edit_rms_mm,info_actual_changed_fraction,info_output_sha256,info_group_assignment_sha256,info_total_seconds,group_count,evaluation_only_weightless_group_impurity,info_compute_target,info_compute_target_met,info_search_objective,info_local_starts_not_scheduled,info_pooling_merge_count,info_compute_proxy_ratio,info_compute_target_overshoot,info_budget_scope,single_surface_fragment_groups
dual_g4_s912101_b4,reassociate_b3_shared,912101,4.0,4.0,768,True,public_development,0.921875,0.0033520959987072274,0.23500247100309934,0.23835456700180657,4.052222804451797,True,True,0.9474117545575993,1.296722015483951,2.3185661795891894,0.65234375,0.9270833333333334,0.8862074837702042,1.0,1.4379502177024488,1.0259555967547287,1.4085295039333956,3.4411198540209353,0.5588801459790647,0.8602799635052338,,self-report; not geometry-derived layer count or success,1.4345040375377185,0.09949369265688954,1.0228354104371575,1.590893722302866,2.7812284241767635,1.2187715758232365,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/reassociation-v7-primary-0frtnsm9/outputs/dual_g4_s912101_b4__reassociate_b3_shared.npz,af996142f8ec779d4f0270dd025c69c99c17fd96455a02eeef8b95d1a8f98420,True,finite_surface_reassociation_v7,reassociate,shared,3,False,1.0,f75a8642c2fbf3a05eec9a91f7fab0b1e29e1220cc0743722ebaa4a4b19e84f8,0.23499440700106788,0.921875,768,768,world metres,point-count-weighted zero-mean scan bias within each connected component,"bias-corrected original measurement, never projected output","conditional prototype; fixed support is attribution choice, not full architecture",uniform among each point's feasible candidates; no equal target mass constraint,"hard component MAP, then original-measurement refit; not posterior geometric mean",7,7,True,2.5238505277899246,2.5238505277899246,"weighted normalized design; null means rank deficient, not infinity hidden","numpy weighted least squares, rcond=1e-12",frozen compatible group,all compatible groups,995.7358303828989,1.1390172792199114,768,5376,APPLY,5,5,15,3347,0.640625,dictionary IDs comparable only original/reassociate; local pool IDs arbitrary,MAP original dictionary IDs,23429,"target is planned search-work proxy, not actual paired wall-time or FLOP equivalence; compare both arms' measured counters",fixed-candidate empirical free energy,1.1062352180318498,0.15800590745979012,"model-conditional ambiguity only, not calibrated correctness probability","end of soft search, before hard assignment and final refit; local responsibilities additionally aggregated by final pooling",0.0028590970032382756,0.00021911000658292323,0.00328144000377506,4.052222804451797,0.921875,c1dcd6b928b7c4c8954df1307183ec04a35ede62f0ab4f2283760f293f48b97c,7f61d56a622c342b8a4480f80464b383b884440d9c3410746c249e4ed50fff2d,0.23827584700484294,5,0.19401041666666666,,,623.1152426816809,,,,,,
dual_g4_s912101_b4,local_multistart_b6_independent,912101,4.0,4.0,768,True,public_development,0.921875,0.02913292800076306,0.23500247100309934,0.2641353990038624,3.9845987032438286,True,True,0.41269582598424276,0.9417897868515764,1.7852825323296433,0.90234375,0.9583333333333334,0.36703508333095874,1.0,1.116247325921823,0.4844492927572885,1.1130047450430434,4.0050696728097765,0.005069672809776549,1.0012674182024441,,self-report; not geometry-derived layer count or success,1.1131550972736282,0.08302904336050115,0.15512487004589393,0.1673043607807856,4.11454241437809,0.11454241437809021,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/reassociation-v7-primary-0frtnsm9/outputs/dual_g4_s912101_b4__local_multistart_b6_independent.npz,e34ad1e6886dd44275123a9e0a9a299e1bd7ea148a42a22b37f7e99dca1ed888,True,finite_surface_reassociation_v7,local_multistart,independent,6,False,1.0,f75a8642c2fbf3a05eec9a91f7fab0b1e29e1220cc0743722ebaa4a4b19e84f8,0.23499440700106788,0.921875,768,768,world metres,point-count-weighted zero-mean scan bias within each connected component,"bias-corrected original measurement, never projected output","conditional prototype; fixed support is attribution choice, not full architecture",uniform among each point's feasible candidates; no equal target mass constraint,"hard component MAP, then original-measurement refit; not posterior geometric mean",18,18,True,20.983567835835782,20.983567835835782,"weighted normalized design; null means rank deficient, not infinity hidden","numpy weighted least squares, rcond=1e-12",original local node,within each compatible group,687.8947967232762,0.9471648566067603,768,13824,APPLY,6,6,18,1043,,dictionary IDs comparable only original/reassociate; local pool IDs arbitrary,local MAP nodes then unchanged V4 complete-link pooling,44141,"target is planned search-work proxy, not actual paired wall-time or FLOP equivalence; compare both arms' measured counters","sum of local input BIC-like scores, not comparable to reassociation F",0.14459984008361734,0.8400232209132025,"model-conditional ambiguity only, not calibrated correctness probability","end of soft search, before hard assignment and final refit; local responsibilities additionally aggregated by final pooling",0.02851568500045687,0.00035100198874715716,0.029052818004856817,3.9845987032438286,0.921875,6497fa3d01207ecacb187aeacbdcfd4750728ea7f19d4440d7f7d64c5af2d919,25e4d39fb95881859669b983086a1f90c2c35af59d1341f4c332c9048261a2cf,0.2640472250059247,6,0.053385416666666664,43511,True,1056.2242040957317,17,6,1.0144790972397784,630,search plus final local sufficient fits; final pooling and output fit separately timed,
dual_g4_s912101_b4,local_multistart_b6_shared,912101,4.0,4.0,768,True,public_development,0.921875,0.02848229999653995,0.23500247100309934,0.2634847709996393,4.062599623683711,True,True,0.5606856662799764,1.0826183034896972,2.012118801677729,0.8190104166666666,0.9375,0.5196558557853991,1.0,1.2303186965193842,0.6279812140425387,1.2156076947607062,3.6572513499526247,0.3427486500473753,0.9143128374881562,,self-report; not geometry-derived layer count or success,1.2270656982491972,0.08940842905099622,1.1477711856668529,1.9817072578425217,2.1523915936977183,1.8476084063022817,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/reassociation-v7-primary-0frtnsm9/outputs/dual_g4_s912101_b4__local_multistart_b6_shared.npz,e09f08401edccd003059d3b6fd317c43785e74f4b217004b9b600743000dcf34,True,finite_surface_reassociation_v7,local_multistart,shared,6,False,1.0,f75a8642c2fbf3a05eec9a91f7fab0b1e29e1220cc0743722ebaa4a4b19e84f8,0.23499440700106788,0.921875,768,768,world metres,point-count-weighted zero-mean scan bias within each connected component,"bias-corrected original measurement, never projected output","conditional prototype; fixed support is attribution choice, not full architecture",uniform among each point's feasible candidates; no equal target mass constraint,"hard component MAP, then original-measurement refit; not posterior geometric mean",8,8,True,4.514869459558129,4.514869459558129,"weighted normalized design; null means rank deficient, not infinity hidden","numpy weighted least squares, rcond=1e-12",frozen compatible group,all compatible groups,1061.5148688620266,1.1766872859200714,768,6144,APPLY,6,6,18,1043,,dictionary IDs comparable only original/reassociate; local pool IDs arbitrary,local MAP nodes then unchanged V4 complete-link pooling,44141,"target is planned search-work proxy, not actual paired wall-time or FLOP equivalence; compare both arms' measured counters","sum of local input BIC-like scores, not comparable to reassociation F",0.14459984008361734,0.8400232209132025,"model-conditional ambiguity only, not calibrated correctness probability","end of soft search, before hard assignment and final refit; local responsibilities additionally aggregated by final pooling",0.027973461998044513,0.0002500319969840348,0.028404769996996038,4.062599623683711,0.921875,c33bdcd32832088bc2a4b76a4a31d66f450d639623d11e51464e2eefce25b97d,25e4d39fb95881859669b983086a1f90c2c35af59d1341f4c332c9048261a2cf,0.2633991769980639,6,0.053385416666666664,43511,True,1056.2242040957317,17,6,1.0144790972397784,630,search plus final local sufficient fits; final pooling and output fit separately timed,
dual_g4_s912101_b4,reassociate_b6_independent,912101,4.0,4.0,768,True,public_development,0.921875,0.005818385994643904,0.23500247100309934,0.24082085699774325,3.924927790814236,True,True,0.8891852687301864,1.2083762858537703,1.9557707862431746,0.71484375,0.9479166666666666,0.8343542764343604,1.0,1.3433542825973883,0.9572880258212928,1.340417492410668,4.072381722900044,0.07238172290004385,1.018095430725011,,self-report; not geometry-derived layer count or success,1.340996234854796,0.0795602078806081,0.32943023705780994,0.5581655400513581,4.477282914941758,0.4772829149417577,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/reassociation-v7-primary-0frtnsm9/outputs/dual_g4_s912101_b4__reassociate_b6_independent.npz,d78da6c42533ffa37d1ff323765ebccb9ef8bb5089b6c4d8784df81e0dec841d,True,finite_surface_reassociation_v7,reassociate,independent,6,False,1.0,f75a8642c2fbf3a05eec9a91f7fab0b1e29e1220cc0743722ebaa4a4b19e84f8,0.23499440700106788,0.921875,768,768,world metres,point-count-weighted zero-mean scan bias within each connected component,"bias-corrected original measurement, never projected output","conditional prototype; fixed support is attribution choice, not full architecture",uniform among each point's feasible candidates; no equal target mass constraint,"hard component MAP, then original-measurement refit; not posterior geometric mean",15,15,True,6.592330009714278,6.592330009714278,"weighted normalized design; null means rank deficient, not infinity hidden","numpy weighted least squares, rcond=1e-12",original local node,within each compatible group,223.13304163798387,0.5393017349572127,768,11520,APPLY,5,5,15,3347,0.68359375,dictionary IDs comparable only original/reassociate; local pool IDs arbitrary,MAP original dictionary IDs,43511,"target is planned search-work proxy, not actual paired wall-time or FLOP equivalence; compare both arms' measured counters",fixed-candidate empirical free energy,1.131493349352793,0.15967646317991643,"model-conditional ambiguity only, not calibrated correctness probability","end of soft search, before hard assignment and final refit; local responsibilities additionally aggregated by final pooling",0.005235983990132809,0.0003054489934584126,0.005737537998356856,3.924927790814236,0.921875,f3d86cc88ffe3e91b67196d3e1cdd0077b94975eb172fa128b3fb3630ae4186b,4e4b15157e2793ec00a10692b70351cfc43541303c73d45ac2822fcf51eaa909,0.24073194499942474,5,0.22135416666666666,,,598.6423053042574,,,,,,
dual_g4_s912101_b4,reassociate_b6_shared,912101,4.0,4.0,768,True,public_development,0.921875,0.005296082003042102,0.23500247100309934,0.24029855300614145,4.062637339457191,True,True,0.9589645151494272,1.28472556461727,2.137220726580999,0.6354166666666666,0.9440104166666666,0.8964082717664047,1.0,1.4168402524304355,1.0301838402860006,1.3952152967786604,3.534519744805729,0.46548025519427094,0.8836299362014323,,self-report; not geometry-derived layer count or success,1.4134914620000734,0.09735598471606902,0.8729581704760498,1.3324030588627134,3.024797315404675,0.9752026845953252,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/reassociation-v7-primary-0frtnsm9/outputs/dual_g4_s912101_b4__reassociate_b6_shared.npz,740f3b2d9f73cbe9bad76c7baf8cb7d6a9adb7368c01a78945aac5a8a782b95d,True,finite_surface_reassociation_v7,reassociate,shared,6,False,1.0,f75a8642c2fbf3a05eec9a91f7fab0b1e29e1220cc0743722ebaa4a4b19e84f8,0.23499440700106788,0.921875,768,768,world metres,point-count-weighted zero-mean scan bias within each connected component,"bias-corrected original measurement, never projected output","conditional prototype; fixed support is attribution choice, not full architecture",uniform among each point's feasible candidates; no equal target mass constraint,"hard component MAP, then original-measurement refit; not posterior geometric mean",7,7,True,2.5104278845011505,2.5104278845011505,"weighted normalized design; null means rank deficient, not infinity hidden","numpy weighted least squares, rcond=1e-12",frozen compatible group,all compatible groups,900.6123666631702,1.0832736914858536,768,5376,APPLY,5,5,15,3347,0.68359375,dictionary IDs comparable only original/reassociate; local pool IDs arbitrary,MAP original dictionary IDs,43511,"target is planned search-work proxy, not actual paired wall-time or FLOP equivalence; compare both arms' measured counters",fixed-candidate empirical free energy,1.131493349352793,0.15967646317991643,"model-conditional ambiguity only, not calibrated correctness probability","end of soft search, before hard assignment and final refit; local responsibilities additionally aggregated by final pooling",0.004819980007596314,0.00022419299057219177,0.005223936997936107,4.062637339457191,0.921875,9b700cdfdc594c423cc44d4f969793eec8da0de4c8bdb37a10929956eccf47c0,4e4b15157e2793ec00a10692b70351cfc43541303c73d45ac2822fcf51eaa909,0.240218343999004,5,0.22135416666666666,,,598.6423053042574,,,,,,
dual_g8_s912101_b4,identity,912101,8.0,4.0,768,True,public_development,0.0,0.0,0.0,0.0,0.0,True,True,3.637555211204082,3.9921950101392407,6.5808112826179,0.046875,0.18098958333333334,2.895978998712334,1.0,4.145698391964449,3.7892775109664165,4.142176120560211,8.346107634577454,0.34610763457745364,1.0432634543221817,,self-report; not geometry-derived layer count or success,4.145482240911026,0.04233376226978978,0.7262798536025733,0.7627096753343211,9.100796971594713,1.100796971594713,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/reassociation-v7-primary-0frtnsm9/outputs/dual_g8_s912101_b4__identity.npz,579ed21c3b15110a6f19e5039999c7001c256671cb0a1ee8b589567eb6949dc8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dual_g8_s912101_b4,original_b0_independent,912101,8.0,4.0,768,True,public_development,0.9856770833333334,0.0007842999912099913,0.21335644800274167,0.21414074799395166,4.1376165766788855,True,True,0.32566042198258455,0.6746210520922855,1.173448306291375,0.9361979166666666,0.9817708333333334,0.3029424305976092,1.0,0.7691167618436708,0.3426920353445617,0.7682051685781496,7.98937796824271,0.010622031757289818,0.9986722460303388,,self-report; not geometry-derived layer count or success,0.7683352597792303,0.034662976341865236,0.23488639758351892,0.27418459951601426,7.851611810789634,0.14838818921036623,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/reassociation-v7-primary-0frtnsm9/outputs/dual_g8_s912101_b4__original_b0_independent.npz,f4d823dad89dee795249f17f6f009e4012a4f9ea1b446a0adaac93993fa755cd,True,finite_surface_reassociation_v7,original,independent,1,False,1.0,3770b5a60db45da78fe813cbddc649966c5886fe67e08fc034330e3a28e8d174,0.2133367089991225,0.9856770833333334,768,768,world metres,point-count-weighted zero-mean scan bias within each connected component,"bias-corrected original measurement, never projected output","conditional prototype; fixed support is attribution choice, not full architecture",uniform among each point's feasible candidates; no equal target mass constraint,"hard component MAP, then original-measurement refit; not posterior geometric mean",12,12,True,11.954511036239111,11.954511036239111,"weighted normalized design; null means rank deficient, not infinity hidden","numpy weighted least squares, rcond=1e-12",original local node,within each compatible group,769.2408099317573,1.004205133109986,768,9216,APPLY,4,4,12,2569,0.0,dictionary IDs comparable only original/reassociate; local pool IDs arbitrary,unchanged original compatible groups,0,"target is planned search-work proxy, not actual paired wall-time or FLOP equivalence; compare both arms' measured counters",none: fixed original assignments,0.0,1.0,"model-conditional ambiguity only, not calibrated correctness probability","end of soft search, before hard assignment and final refit; local responsibilities additionally aggregated by final pooling",0.00023216100817080587,0.00031089498952496797,0.0007047800027066842,4.1376165766788855,0.9856770833333334,5995a16f180959fe4f069f08a02e4b0b78e996f5b982fceeff10c5da14f12bba,9ce2da146818c745808bb3d0dda9aef232ab1c0d63d9aac26e7241d56d7d49f3,0.21404148900182918,4,0.049479166666666664,,,,,,,,,
dual_g8_s912101_b4,original_b0_shared,912101,8.0,4.0,768,True,public_development,0.9856770833333334,0.0005576210096478462,0.21335644800274167,0.21391406901238952,4.318701429328217,True,True,0.9767792810194939,1.367625087813321,3.9005291071271375,0.640625,0.921875,0.9357083843996493,1.0,1.4207870073033586,0.9952700249710938,1.3700046107045905,7.2170787243040495,0.7829212756959505,0.9021348405380062,,self-report; not geometry-derived layer count or success,1.4203195258055963,0.03644399453134314,2.89081360395609,6.200933736162238,2.746260759379653,5.253739240620347,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/reassociation-v7-primary-0frtnsm9/outputs/dual_g8_s912101_b4__original_b0_shared.npz,2467c3b5f8ab46d8ac539aa3b3384f6c9b82d32e7ba69d40c2fe4df12642d5f7,True,finite_surface_reassociation_v7,original,shared,1,False,1.0,3770b5a60db45da78fe813cbddc649966c5886fe67e08fc034330e3a28e8d174,0.2133367089991225,0.9856770833333334,768,768,world metres,point-count-weighted zero-mean scan bias within each connected component,"bias-corrected original measurement, never projected output","conditional prototype; fixed support is attribution choice, not full architecture",uniform among each point's feasible candidates; no equal target mass constraint,"hard component MAP, then original-measurement refit; not posterior geometric mean",6,6,True,6.187860142514881,6.187860142514881,"weighted normalized design; null means rank deficient, not infinity hidden","numpy weighted least squares, rcond=1e-12",frozen compatible group,all compatible groups,1848.0631699561168,1.5553441314477134,768,4608,APPLY,4,4,12,2569,0.0,dictionary IDs comparable only original/reassociate; local pool IDs arbitrary,unchanged original compatible groups,0,"target is planned search-work proxy, not actual paired wall-time or FLOP equivalence; compare both arms' measured counters",none: fixed original assignments,0.0,1.0,"model-conditional ambiguity only, not calibrated correctness probability","end of soft search, before hard assignment and final refit; local responsibilities additionally aggregated by final pooling",0.00015544099733233452,0.0001970719895325601,0.0004937720077577978,4.318701429328217,0.9856770833333334,1914707b2c3a517cbbf26824c973d333f73e162353da4996d73acf9d71b0d166,9ce2da146818c745808bb3d0dda9aef232ab1c0d63d9aac26e7241d56d7d49f3,0.2138304810068803,4,0.049479166666666664,,,,,,,,,
dual_g8_s912101_b4,local_multistart_b1_independent,912101,8.0,4.0,768,True,public_development,0.9856770833333334,0.012065267001162283,0.21335644800274167,0.22542171500390396,4.101326835511377,True,True,0.3020599498771164,0.6548202494088781,1.0695068592127501,0.9466145833333334,0.984375,0.2759310487739122,1.0,0.7518068556375903,0.3190915632390935,0.7513197274042752,8.000603411797693,0.0006034117976927433,1.0000754264747116,,self-report; not geometry-derived layer count or success,0.7514336004612162,0.023687386550098315,0.2609601207819185,0.2967444017541054,7.937351108275357,0.06264889172464283,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/reassociation-v7-primary-0frtnsm9/outputs/dual_g8_s912101_b4__local_multistart_b1_independent.npz,f227acbf779d9ac22deab69552578313d6206bf239665ffb0d248654cde9610e,True,finite_surface_reassociation_v7,local_multistart,independent,1,False,1.0,3770b5a60db45da78fe813cbddc649966c5886fe67e08fc034330e3a28e8d174,0.2133367089991225,0.9856770833333334,768,768,world metres,point-count-weighted zero-mean scan bias within each connected component,"bias-corrected original measurement, never projected output","conditional prototype; fixed support is attribution choice, not full architecture",uniform among each point's feasible candidates; no equal target mass constraint,"hard component MAP, then original-measurement refit; not posterior geometric mean",12,12,True,7.8563560821629475,7.8563560821629475,"weighted normalized design; null means rank deficient, not infinity hidden","numpy weighted least squares, rcond=1e-12",original local node,within each compatible group,739.3624095484527,0.9843393491745972,768,9216,APPLY,4,4,12,1033,,dictionary IDs comparable only original/reassociate; local pool IDs arbitrary,local MAP nodes then unchanged V4 complete-link pooling,8339,"target is planned search-work proxy, not actual paired wall-time or FLOP equivalence; compare both arms' measured counters","sum of local input BIC-like scores, not comparable to reassociation F",0.080571178595245,0.9140655854955665,"model-conditional ambiguity only, not calibrated correctness probability","end of soft search, before hard assignment and final refit; local responsibilities additionally aggregated by final pooling",0.011545210989424959,0.0002833739999914542,0.011988129990641028,4.101326835511377,0.9856770833333334,62936e7f5ad34fbc44286ea60fb92e62d1eb34d28776ba94430e07551105b02d,f4ca10fd040ea8047d3d0746b1e119405fcebc93e6bbd6dfc3e94b092a368ed5,0.22532483898976352,4,0.049479166666666664,7707,True,1160.9222031468755,18,8,1.082003373556507,632,search plus final local sufficient fits; final pooling and output fit separately timed,
dual_g8_s912101_b4,local_multistart_b1_shared,912101,8.0,4.0,768,True,public_development,0.9856770833333334,0.011418320005759597,0.21335644800274167,0.22477476800850127,4.232082388639814,True,True,0.8875152276332905,1.322539632315758,3.39540252287306,0.7721354166666666,0.8841145833333334,0.8288908734503743,1.0,1.37315190355828,0.9045468461104583,1.3350476904444297,7.330653358154178,0.6693466418458218,0.9163316697692723,,self-report; not geometry-derived layer count or success,1.3729575300104542,0.023103485306783238,2.4738270475085646,5.1464375490926,3.5825083631024803,4.41749163689752,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/reassociation-v7-primary-0frtnsm9/outputs/dual_g8_s912101_b4__local_multistart_b1_shared.npz,ea90e303e7260507991f1e08a758f013a5a287b43f76016bf5294c688a16e114,True,finite_surface_reassociation_v7,local_multistart,shared,1,False,1.0,3770b5a60db45da78fe813cbddc649966c5886fe67e08fc034330e3a28e8d174,0.2133367089991225,0.9856770833333334,768,768,world metres,point-count-weighted zero-mean scan bias within each connected component,"bias-corrected original measurement, never projected output","conditional prototype; fixed support is attribution choice, not full architecture",uniform among each point's feasible candidates; no equal target mass constraint,"hard component MAP, then original-measurement refit; not posterior geometric mean",6,6,True,6.08859440710371,6.08859440710371,"weighted normalized design; null means rank deficient, not infinity hidden","numpy weighted least squares, rcond=1e-12",frozen compatible group,all compatible groups,1600.4748954638326,1.4475261530259895,768,4608,APPLY,4,4,12,1033,,dictionary IDs comparable only original/reassociate; local pool IDs arbitrary,local MAP nodes then unchanged V4 complete-link pooling,8339,"target is planned search-work proxy, not actual paired wall-time or FLOP equivalence; compare both arms' measured counters","sum of local input BIC-like scores, not comparable to reassociation F",0.080571178595245,0.9140655854955665,"model-conditional ambiguity only, not calibrated correctness probability","end of soft search, before hard assignment and final refit; local responsibilities additionally aggregated by final pooling",0.010966556990751997,0.00022718300169799477,0.011347713996656239,4.232082388639814,0.9856770833333334,729f595ffcea2019340650c72ce270ca2d5ecf6139cbef2f928f444740ff8a0e,f4ca10fd040ea8047d3d0746b1e119405fcebc93e6bbd6dfc3e94b092a368ed5,0.22468442299577873,4,0.049479166666666664,7707,True,1160.9222031468755,18,8,1.082003373556507,632,search plus final local sufficient fits; final pooling and output fit separately timed,
dual_g8_s912101_b4,reassociate_b1_independent,912101,8.0,4.0,768,True,public_development,0.9856770833333334,0.0018568139930721372,0.21335644800274167,0.2152132619958138,4.0840472625196025,True,True,0.5261927734846742,0.8821501753739929,1.7144769799018564,0.875,0.9817708333333334,0.47773794645893347,1.0,0.9563532208293027,0.5432243867780051,0.9556417436343585,8.016333157695922,0.016333157695921585,1.0020416447119902,,self-report; not geometry-derived layer count or success,0.9557624003963083,0.033611262684818684,0.29878350790853075,0.33938765774714447,8.083924986461582,0.08392498646158231,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/reassociation-v7-primary-0frtnsm9/outputs/dual_g8_s912101_b4__reassociate_b1_independent.npz,4bc33b02997cc3ae9a14662a99ce0f06710532c55655cbe1e79263ec76d0c861,True,finite_surface_reassociation_v7,reassociate,independent,1,False,1.0,3770b5a60db45da78fe813cbddc649966c5886fe67e08fc034330e3a28e8d174,0.2133367089991225,0.9856770833333334,768,768,world metres,point-count-weighted zero-mean scan bias within each connected component,"bias-corrected original measurement, never projected output","conditional prototype; fixed support is attribution choice, not full architecture",uniform among each point's feasible candidates; no equal target mass constraint,"hard component MAP, then original-measurement refit; not posterior geometric mean",12,12,True,7.05482329221484,7.05482329221484,"weighted normalized design; null means rank deficient, not infinity hidden","numpy weighted least squares, rcond=1e-12",original local node,within each compatible group,456.4433235333802,0.7757540029294424,768,9216,APPLY,4,4,12,2569,0.2734375,dictionary IDs comparable only original/reassociate; local pool IDs arbitrary,MAP original dictionary IDs,7707,"target is planned search-work proxy, not actual paired wall-time or FLOP equivalence; compare both arms' measured counters",fixed-candidate empirical free energy,0.4705035757306632,0.5385348560593322,"model-conditional ambiguity only, not calibrated correctness probability","end of soft search, before hard assignment and final refit; local responsibilities additionally aggregated by final pooling",0.0012432599905878305,0.0002899590035667643,0.001773286989191547,4.0840472625196025,0.9856770833333334,df80267e7f3e6fd3c48c641a28f90c03ba88d1e30d753b33e2a6d227744ee875,0730cd051e242222fe5b067f90bd89e0fa8f7a52ee4fa60758c5819eb94d0533,0.21510999598831404,4,0.052083333333333336,,,929.5483467011732,,,,,,
dual_g8_s912101_b4,reassociate_b1_shared,912101,8.0,4.0,768,True,public_development,0.9856770833333334,0.001982592002605088,0.21335644800274167,0.21533904000534676,4.278434309838237,True,True,0.9887296477814541,1.4500214195185053,3.728754043679609,0.7317708333333334,0.8971354166666666,0.8346844474058054,1.0,1.5264050570289704,1.0171251660834009,1.4799762833124057,7.223842265227878,0.7761577347721218,0.9029802831534848,,self-report; not geometry-derived layer count or success,1.525879824807465,0.04003946015063388,2.3162214502987286,3.64821815868455,4.226754454003413,3.773245545996587,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/reassociation-v7-primary-0frtnsm9/outputs/dual_g8_s912101_b4__reassociate_b1_shared.npz,4793997484550bf57d38fb4c414d24870e090f92b18e096b141b970c9ac9779f,True,finite_surface_reassociation_v7,reassociate,shared,1,False,1.0,3770b5a60db45da78fe813cbddc649966c5886fe67e08fc034330e3a28e8d174,0.2133367089991225,0.9856770833333334,768,768,world metres,point-count-weighted zero-mean scan bias within each connected component,"bias-corrected original measurement, never projected output","conditional prototype; fixed support is attribution choice, not full architecture",uniform among each point's feasible candidates; no equal target mass constraint,"hard component MAP, then original-measurement refit; not posterior geometric mean",6,6,True,3.8021025814765097,3.8021025814765097,"weighted normalized design; null means rank deficient, not infinity hidden","numpy weighted least squares, rcond=1e-12",frozen compatible group,all compatible groups,1612.6605436136279,1.4522725518296273,768,4608,APPLY,4,4,12,2569,0.2734375,dictionary IDs comparable only original/reassociate; local pool IDs arbitrary,MAP original dictionary IDs,7707,"target is planned search-work proxy, not actual paired wall-time or FLOP equivalence; compare both arms' measured counters",fixed-candidate empirical free energy,0.4705035757306632,0.5385348560593322,"model-conditional ambiguity only, not calibrated correctness probability","end of soft search, before hard assignment and final refit; local responsibilities additionally aggregated by final pooling",0.0015353159978985786,0.00021566799841821194,0.0019139509968226776,4.278434309838237,0.9856770833333334,3fe0759a8cb75b2ad01cb5690be0c80eb593ec76cba584a232de5da35fdf7dd3,0730cd051e242222fe5b067f90bd89e0fa8f7a52ee4fa60758c5819eb94d0533,0.21525065999594517,4,0.052083333333333336,,,929.5483467011732,,,,,,
